time,Boston,pts.away,score,pts.home,Cleveland
5:37.0,Turnover by I. Thomas (lost ball; steal by L. James),,84-83,,
5:23.0,,,84-83,,R. Jefferson misses 2-pt shot from 3 ft (block by J. Sullinger)
5:22.0,,,84-83,,Offensive rebound by R. Jefferson
5:21.0,,,84-83,,L. James misses 3-pt shot from 26 ft
5:19.0,Defensive rebound by I. Thomas,,84-83,,
5:17.0,,,84-83,,Personal foul by R. Jefferson (drawn by I. Thomas)
5:17.0,Official timeout,,84-83,,
5:17.0,,,84-83,,K. Irving enters the game for T. Mozgov
5:17.0,,,84-83,,T. Thompson enters the game for R. Jefferson
5:17.0,Violation by Team (delay of game),,84-83,,
5:03.0,,,84-83,,Personal foul by T. Thompson (drawn by J. Sullinger)
5:03.0,J. Sullinger misses free throw 1 of 2,,84-83,,
5:03.0,Offensive rebound by Team,,84-83,,
5:03.0,J. Sullinger makes free throw 2 of 2,1,85-83,,
4:39.0,,,85-83,,Turnover by Team (shot clock)
4:27.0,J. Sullinger makes 2-pt shot from 4 ft (assist by I. Thomas),2,87-83,,
4:27.0,Shooting foul by J. Smith (drawn by J. Sullinger),,87-83,,
4:27.0,J. Sullinger makes free throw 1 of 1,1,88-83,,
4:07.0,,,88-83,,J. Smith misses 2-pt shot from 7 ft
4:06.0,Defensive rebound by E. Turner,,88-83,,
4:01.0,E. Turner makes 2-pt shot from 1 ft,2,90-83,,
3:48.0,,,90-85,2,L. James makes 2-pt shot from 7 ft
3:31.0,E. Turner misses 2-pt shot from 8 ft,,90-85,,
3:31.0,,,90-85,,Defensive rebound by K. Irving
3:23.0,,,90-85,,K. Irving misses 2-pt shot from 4 ft (block by A. Bradley)
3:21.0,Defensive rebound by E. Turner,,90-85,,
3:19.0,Shooting foul by J. Smith (drawn by I. Thomas),,90-85,,
3:19.0,I. Thomas makes free throw 1 of 2,1,91-85,,
3:19.0,I. Thomas makes free throw 2 of 2,1,92-85,,
3:08.0,,,92-88,3,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James)
2:52.0,,,92-88,,Personal foul by J. Smith (drawn by J. Sullinger)
2:52.0,Boston full timeout,,92-88,,
2:52.0,J. Sullinger misses free throw 1 of 2,,92-88,,
2:52.0,Offensive rebound by Team,,92-88,,
2:52.0,J. Sullinger misses free throw 2 of 2,,92-88,,
2:51.0,,,92-88,,Defensive rebound by J. Smith
2:40.0,,,92-91,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
2:21.0,I. Thomas misses 2-pt shot from 6 ft,,92-91,,
2:20.0,,,92-91,,Defensive rebound by T. Thompson
2:17.0,Personal foul by J. Crowder (drawn by L. James),,92-91,,
2:17.0,,,92-92,1,L. James makes free throw 1 of 2
2:17.0,,,92-93,1,L. James makes free throw 2 of 2
2:00.0,I. Thomas misses 2-pt shot at rim,,92-93,,
1:59.0,,,92-93,,Defensive rebound by T. Thompson
1:50.0,,,92-93,,Shooting foul by J. Crowder (drawn by L. James)
1:50.0,,,92-93,,L. James misses free throw 1 of 2
1:50.0,,,92-93,,Offensive rebound by Team
1:50.0,,,92-94,1,L. James makes free throw 2 of 2
1:41.0,Shooting foul by T. Thompson (drawn by I. Thomas),,92-94,,
1:41.0,I. Thomas makes free throw 1 of 2,1,93-94,,
1:41.0,T. Zeller enters the game for J. Sullinger,,93-94,,
1:41.0,M. Smart enters the game for E. Turner,,93-94,,
1:41.0,I. Thomas makes free throw 2 of 2,1,94-94,,
1:30.0,,,94-96,2,L. James makes 2-pt shot at rim
1:30.0,,,94-96,,Shooting foul by T. Zeller (drawn by L. James)
1:30.0,,,94-97,1,L. James makes free throw 1 of 1
1:30.0,Boston full timeout,,94-97,,
1:30.0,E. Turner enters the game for M. Smart,,94-97,,
1:24.0,E. Turner misses 3-pt shot from 24 ft,,94-97,,
1:24.0,,,94-97,,Defensive rebound by T. Thompson
1:00.0,,,94-97,,L. James misses 2-pt shot from 1 ft
1:00.0,,,94-97,,Offensive rebound by T. Thompson
1:00.0,,,94-99,2,T. Thompson makes 2-pt shot at rim
0:50.0,I. Thomas misses 2-pt shot from 4 ft,,94-99,,
0:49.0,Offensive rebound by T. Zeller,,94-99,,
0:49.0,T. Zeller makes 2-pt shot from 1 ft,2,96-99,,
0:25.0,,,96-99,,L. James misses 3-pt shot from 24 ft
0:23.0,,,96-99,,Offensive rebound by J. Smith
0:19.0,Personal foul by A. Bradley (drawn by K. Irving),,96-99,,
0:19.0,,,96-100,1,K. Irving makes free throw 1 of 2
0:19.0,J. Sullinger enters the game for I. Thomas,,96-100,,
0:19.0,,,96-101,1,K. Irving makes free throw 2 of 2
0:19.0,Boston full timeout,,96-101,,
0:19.0,I. Thomas enters the game for E. Turner,,96-101,,
0:19.0,M. Smart enters the game for T. Zeller,,96-101,,
0:10.0,A. Bradley misses 3-pt shot from 26 ft,,96-101,,
0:10.0,Offensive rebound by J. Sullinger,,96-101,,
0:08.0,J. Crowder makes 3-pt shot from 25 ft (assist by J. Sullinger),3,99-101,,
0:08.0,Personal foul by J. Sullinger (drawn by K. Irving),,99-101,,
0:08.0,,,99-102,1,K. Irving makes free throw 1 of 2
0:08.0,T. Zeller enters the game for A. Bradley,,99-102,,
0:08.0,,,99-103,1,K. Irving makes free throw 2 of 2
0:08.0,Boston full timeout,,99-103,,
0:08.0,A. Bradley enters the game for M. Smart,,99-103,,
0:08.0,E. Turner enters the game for T. Zeller,,99-103,,
0:05.0,E. Turner makes 2-pt shot from 1 ft (assist by J. Crowder),2,101-103,,
0:05.0,Shooting foul by J. Smith (drawn by E. Turner),,101-103,,
0:05.0,,,101-103,,M. Williams enters the game for J. Smith
0:05.0,M. Smart enters the game for J. Sullinger,,101-103,,
0:05.0,,,101-103,,T. Mozgov enters the game for T. Thompson
0:05.0,E. Turner misses free throw 1 of 1,,101-103,,
0:04.0,Offensive rebound by Team,,101-103,,
0:04.0,J. Sullinger enters the game for M. Smart,,101-103,,
0:04.0,,,101-103,,R. Jefferson enters the game for M. Williams
0:04.0,,,101-103,,T. Thompson enters the game for T. Mozgov
0:00.0,A. Bradley makes 3-pt shot from 23 ft (assist by I. Thomas),3,104-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
