time,Dallas,pts.away,score,pts.home,Oklahoma City
5:42.0,,,78-95,,Offensive foul by D. Waiters
5:42.0,,,78-95,,Turnover by D. Waiters (offensive foul)
5:32.0,J. Barea misses 3-pt shot from 25 ft,,78-95,,
5:31.0,,,78-95,,Defensive rebound by K. Durant
5:25.0,,,78-98,3,C. Payne makes 3-pt shot from 25 ft (assist by K. Durant)
5:24.0,Dallas full timeout,,78-98,,
5:24.0,J. Anderson enters the game for J. Barea,,78-98,,
5:24.0,D. Powell enters the game for R. Felton,,78-98,,
5:11.0,J. Anderson misses 2-pt shot from 5 ft (block by S. Ibaka),,78-98,,
5:10.0,,,78-98,,Defensive rebound by C. Payne
4:53.0,,,78-98,,D. Waiters misses 3-pt shot from 24 ft
4:52.0,Defensive rebound by J. Anderson,,78-98,,
4:38.0,J. Jenkins misses 2-pt shot from 19 ft,,78-98,,
4:38.0,,,78-98,,Defensive rebound by K. Durant
4:26.0,,,78-101,3,D. Waiters makes 3-pt shot from 22 ft (assist by K. Durant)
4:11.0,Offensive foul by S. Mejri,,78-101,,
4:11.0,Turnover by S. Mejri (offensive foul),,78-101,,
4:11.0,,,78-101,,M. McGary enters the game for K. Durant
3:56.0,,,78-103,2,D. Waiters makes 2-pt shot at rim
3:46.0,D. Powell makes 2-pt shot from 1 ft (assist by S. Mejri),2,80-103,,
3:46.0,Shooting foul by A. Roberson (drawn by D. Powell),,80-103,,
3:46.0,D. Powell makes free throw 1 of 1,1,81-103,,
3:23.0,,,81-105,2,S. Ibaka makes 2-pt shot from 15 ft (assist by D. Waiters)
2:59.0,J. Evans misses 3-pt shot from 23 ft,,81-105,,
2:59.0,Offensive rebound by D. Powell,,81-105,,
2:53.0,Shooting foul by S. Ibaka (drawn by S. Mejri),,81-105,,
2:53.0,Official timeout,,81-105,,
2:53.0,,,81-105,,K. Singler enters the game for S. Ibaka
2:53.0,S. Mejri makes free throw 1 of 2,1,82-105,,
2:53.0,S. Mejri makes free throw 2 of 2,1,83-105,,
2:38.0,,,83-105,,K. Singler misses 2-pt shot from 18 ft
2:38.0,Defensive rebound by J. Anderson,,83-105,,
2:25.0,D. Powell misses 3-pt shot from 22 ft,,83-105,,
2:25.0,,,83-105,,Defensive rebound by M. McGary
2:15.0,,,83-105,,D. Waiters misses 2-pt shot from 19 ft
2:12.0,Defensive rebound by J. Evans,,83-105,,
1:57.0,Shooting foul by M. McGary (drawn by J. Jenkins),,83-105,,
1:57.0,J. Jenkins makes free throw 1 of 2,1,84-105,,
1:57.0,J. Jenkins makes free throw 2 of 2,1,85-105,,
1:43.0,,,85-105,,Turnover by M. McGary (lost ball; steal by D. Powell)
1:38.0,Turnover by J. Jenkins (lost ball; steal by C. Payne),,85-105,,
1:30.0,,,85-107,2,D. Waiters makes 2-pt shot from 1 ft (assist by C. Payne)
1:30.0,,,85-107,,Shooting foul by S. Mejri (drawn by D. Waiters)
1:30.0,,,85-108,1,D. Waiters makes free throw 1 of 1
1:17.0,J. Anderson misses 3-pt shot from 23 ft,,85-108,,
1:17.0,,,85-108,,Defensive rebound by M. McGary
1:05.0,,,85-108,,C. Payne misses 3-pt shot from 23 ft
1:04.0,Defensive rebound by D. Powell,,85-108,,
0:58.0,Turnover by S. Mejri (lost ball; steal by C. Payne),,85-108,,
0:54.0,,,85-108,,Turnover by D. Waiters (bad pass; steal by J. Evans)
0:49.0,S. Mejri makes 2-pt shot at rim (assist by J. Anderson),2,87-108,,
0:25.0,,,87-108,,A. Roberson misses 2-pt shot from 3 ft
0:23.0,Defensive rebound by J. Evans,,87-108,,
0:12.0,J. Jenkins makes 2-pt shot from 19 ft,2,89-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
