time,Atlanta,pts.away,score,pts.home,Cleveland
4:51.0,A. Horford misses 3-pt shot from 25 ft,,80-98,,
4:50.0,,,80-98,,Defensive rebound by Team
4:50.0,D. Schroder enters the game for P. Millsap,,80-98,,
4:50.0,M. Muscala enters the game for K. Korver,,80-98,,
4:50.0,L. Patterson enters the game for J. Teague,,80-98,,
4:50.0,,,80-98,,R. Jefferson enters the game for M. Dellavedova
4:32.0,,,80-100,2,L. James makes 2-pt shot from 15 ft
4:19.0,T. Sefolosha makes 3-pt shot from 25 ft (assist by L. Patterson),3,83-100,,
4:03.0,,,83-102,2,K. Love makes 2-pt shot from 1 ft (assist by L. James)
3:45.0,M. Muscala misses 2-pt shot at rim,,83-102,,
3:44.0,,,83-102,,Defensive rebound by K. Love
3:29.0,,,83-102,,K. Love misses 3-pt shot from 27 ft
3:29.0,Defensive rebound by A. Horford,,83-102,,
3:09.0,Turnover by D. Schroder (lost ball),,83-102,,
3:09.0,J. Holiday enters the game for T. Sefolosha,,83-102,,
3:09.0,M. Scott enters the game for A. Horford,,83-102,,
2:54.0,Personal foul by M. Scott (drawn by K. Love),,83-102,,
2:54.0,Official timeout,,83-102,,
2:54.0,S. Mack enters the game for D. Schroder,,83-102,,
2:54.0,,,83-102,,J. Cunningham enters the game for L. James
2:52.0,,,83-102,,Turnover by K. Love (lost ball; steal by M. Scott)
2:44.0,M. Scott makes 2-pt shot from 1 ft (assist by S. Mack),2,85-102,,
2:25.0,,,85-104,2,K. Love makes 2-pt shot from 6 ft (assist by R. Jefferson)
2:07.0,J. Holiday makes 3-pt shot from 25 ft (assist by S. Mack),3,88-104,,
1:41.0,,,88-104,,J. Jones enters the game for K. Love
1:41.0,,,88-104,,S. Kaun enters the game for T. Thompson
1:40.0,,,88-104,,Shooting foul by J. Holiday (drawn by J. Smith)
1:40.0,,,88-106,2,J. Smith makes 2-pt shot from 20 ft (assist by R. Jefferson)
1:40.0,,,88-107,1,J. Smith makes free throw 1 of 1
1:28.0,M. Muscala makes 3-pt shot from 24 ft (assist by L. Patterson),3,91-107,,
1:15.0,,,91-107,,R. Jefferson misses 3-pt shot from 28 ft
1:15.0,Defensive rebound by Team,,91-107,,
1:15.0,,,91-107,,A. Varejao enters the game for J. Smith
1:07.0,S. Mack makes 2-pt shot from 16 ft,2,93-107,,
0:48.0,,,93-107,,J. Jones misses 2-pt shot from 13 ft
0:47.0,Defensive rebound by M. Scott,,93-107,,
0:43.0,J. Holiday makes 2-pt shot at rim (assist by M. Scott),2,95-107,,
0:20.0,,,95-107,,J. Cunningham misses 2-pt shot from 15 ft
0:19.0,Defensive rebound by L. Patterson,,95-107,,
0:14.0,Turnover by L. Patterson (bad pass; steal by J. Cunningham),,95-107,,
0:10.0,,,95-109,2,J. Cunningham makes 2-pt shot at rim
0:03.0,S. Mack makes 2-pt shot from 1 ft,2,97-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
