time,Memphis,pts.away,score,pts.home,Houston
8:56.0,,,62-105,,Personal foul by A. Goudelock
8:56.0,Memphis full timeout,,62-105,,
8:44.0,A. Stepheson misses 2-pt shot from 6 ft,,62-105,,
8:43.0,,,62-105,,Defensive rebound by K. McDaniels
8:36.0,,,62-107,2,M. Harrell makes 2-pt shot at rim (assist by K. McDaniels)
8:17.0,B. Weber misses 2-pt shot from 8 ft,,62-107,,
8:16.0,Offensive rebound by A. Stepheson,,62-107,,
8:16.0,A. Stepheson misses 2-pt shot at rim,,62-107,,
8:13.0,Offensive rebound by A. Stepheson,,62-107,,
8:13.0,A. Stepheson misses 2-pt shot from 1 ft (block by A. Goudelock),,62-107,,
8:11.0,Offensive rebound by B. Weber,,62-107,,
8:03.0,J. Martin misses 2-pt shot from 20 ft,,62-107,,
8:02.0,,,62-107,,Defensive rebound by K. McDaniels
7:50.0,Violation by B. Weber (kicked ball),,62-107,,
7:44.0,,,62-109,2,A. Goudelock makes 2-pt shot from 22 ft
7:22.0,J. Green misses 3-pt shot from 24 ft,,62-109,,
7:21.0,,,62-109,,Defensive rebound by M. Harrell
7:15.0,,,62-109,,K. McDaniels misses 3-pt shot from 25 ft
7:13.0,,,62-109,,Offensive rebound by Team
7:00.0,,,62-111,2,M. Harrell makes 2-pt shot from 2 ft
6:49.0,,,62-111,,Personal foul by A. Goudelock
6:36.0,R. McCallum misses 2-pt shot from 21 ft (block by M. Harrell),,62-111,,
6:34.0,Offensive rebound by A. Stepheson,,62-111,,
6:32.0,A. Stepheson misses 2-pt shot from 21 ft,,62-111,,
6:31.0,,,62-111,,Defensive rebound by M. Beasley
6:28.0,,,62-113,2,M. Harrell makes 2-pt shot from 1 ft (assist by M. Beasley)
6:08.0,J. Green misses 2-pt shot from 20 ft,,62-113,,
6:06.0,Offensive rebound by R. McCallum,,62-113,,
6:04.0,R. McCallum misses 2-pt shot from 8 ft,,62-113,,
6:04.0,Offensive rebound by A. Stepheson,,62-113,,
6:04.0,A. Stepheson makes 2-pt shot from 1 ft,2,64-113,,
6:04.0,Shooting foul by C. Capela (drawn by A. Stepheson),,64-113,,
6:04.0,R. Hollins enters the game for J. Green,,64-113,,
6:04.0,A. Stepheson misses free throw 1 of 1,,64-113,,
6:04.0,,,64-113,,Defensive rebound by M. Harrell
5:57.0,,,64-113,,Turnover by M. Beasley (lost ball; steal by R. McCallum)
5:50.0,R. McCallum misses 2-pt shot from 1 ft,,64-113,,
5:49.0,Offensive rebound by A. Stepheson,,64-113,,
5:49.0,A. Stepheson makes 2-pt shot from 1 ft,2,66-113,,
5:49.0,Shooting foul by K. McDaniels (drawn by A. Stepheson),,66-113,,
5:49.0,,,66-113,,Houston full timeout
5:49.0,A. Stepheson misses free throw 1 of 1,,66-113,,
5:49.0,,,66-113,,Defensive rebound by C. Capela
5:36.0,,,66-113,,Shooting foul by R. McCallum (drawn by K. McDaniels)
5:36.0,,,66-113,,K. McDaniels misses free throw 1 of 2
5:36.0,,,66-113,,Offensive rebound by Team
5:36.0,,,66-114,1,K. McDaniels makes free throw 2 of 2
5:10.0,B. Weber misses 2-pt shot from 10 ft,,66-114,,
5:09.0,,,66-114,,Defensive rebound by M. Beasley
4:56.0,,,66-116,2,M. Harrell makes 2-pt shot from 5 ft (assist by M. Beasley)
4:44.0,R. Hollins misses 2-pt shot from 3 ft (block by M. Harrell),,66-116,,
4:43.0,Offensive rebound by B. Weber,,66-116,,
4:42.0,,,66-116,,Personal foul by M. Harrell
4:42.0,R. Hollins makes free throw 1 of 2,1,67-116,,
4:42.0,R. Hollins misses free throw 2 of 2,,67-116,,
4:42.0,,,67-116,,Defensive rebound by C. Capela
4:35.0,,,67-116,,K. McDaniels misses 2-pt shot from 5 ft
4:34.0,,,67-116,,Offensive rebound by Team
4:34.0,Loose ball foul by A. Stepheson,,67-116,,
4:26.0,,,67-118,2,A. Goudelock makes 2-pt shot from 6 ft
3:58.0,J. Martin misses 3-pt shot from 26 ft,,67-118,,
3:57.0,,,67-118,,Defensive rebound by C. Capela
3:49.0,,,67-118,,M. Harrell misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by J. Martin,,67-118,,
3:36.0,J. Martin makes 2-pt shot from 20 ft (assist by R. McCallum),2,69-118,,
3:19.0,,,69-120,2,A. Goudelock makes 2-pt shot from 17 ft
3:05.0,Turnover by B. Weber (lost ball; steal by K. McDaniels),,69-120,,
3:01.0,,,69-122,2,K. McDaniels makes 2-pt shot at rim
2:47.0,A. Stepheson misses 2-pt shot from 3 ft,,69-122,,
2:46.0,,,69-122,,Defensive rebound by C. Capela
2:40.0,,,69-122,,Turnover by K. McDaniels (lost ball; steal by B. Weber)
2:40.0,,,69-122,,Loose ball foul by K. McDaniels
2:40.0,Memphis full timeout,,69-122,,
2:40.0,B. Weber makes free throw 1 of 2,1,70-122,,
2:40.0,B. Weber misses free throw 2 of 2,,70-122,,
2:40.0,Offensive rebound by A. Stepheson,,70-122,,
2:40.0,A. Stepheson makes 2-pt shot at rim,2,72-122,,
2:25.0,,,72-124,2,C. Capela makes 2-pt shot from 2 ft (assist by M. Harrell)
2:25.0,,,72-124,,Shooting foul by A. Stepheson (drawn by C. Capela)
2:25.0,J. Green enters the game for A. Stepheson,,72-124,,
2:25.0,,,72-124,,C. Capela misses free throw 1 of 1
2:25.0,Defensive rebound by R. Hollins,,72-124,,
2:03.0,R. McCallum makes 2-pt shot from 1 ft (assist by J. Green),2,74-124,,
1:57.0,,,74-124,,M. Beasley misses 3-pt shot from 25 ft
1:56.0,Defensive rebound by R. Hollins,,74-124,,
1:53.0,,,74-124,,Shooting block foul by C. Capela (drawn by J. Martin)
1:53.0,J. Martin makes free throw 1 of 2,1,75-124,,
1:53.0,J. Martin makes free throw 2 of 2,1,76-124,,
1:38.0,,,76-126,2,K. McDaniels makes 2-pt shot from 5 ft
1:30.0,Turnover by R. McCallum (lost ball; steal by M. Harrell),,76-126,,
1:26.0,,,76-128,2,C. Capela makes 2-pt shot at rim (assist by M. Harrell)
1:13.0,R. Hollins misses 2-pt shot from 7 ft,,76-128,,
1:12.0,,,76-128,,Defensive rebound by M. Beasley
1:00.0,,,76-128,,M. Beasley misses 2-pt shot from 6 ft
0:59.0,Defensive rebound by J. Green,,76-128,,
0:50.0,B. Weber makes 2-pt shot from 9 ft,2,78-128,,
0:32.0,,,78-130,2,A. Goudelock makes 2-pt shot from 12 ft
0:12.0,J. Green misses 3-pt shot at rim,,78-130,,
0:11.0,Offensive rebound by J. Martin,,78-130,,
0:05.0,J. Green makes 3-pt shot at rim (assist by R. McCallum),3,81-130,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
