time,Golden State,pts.away,score,pts.home,Memphis
1:23.0,Personal foul by H. Barnes,,98-97,,
1:13.0,,,98-97,,X. Munford misses 2-pt shot from 3 ft
1:13.0,,,98-97,,Offensive rebound by M. Barnes
1:13.0,,,98-97,,Shooting foul by D. Green (drawn by M. Barnes)
1:13.0,,,98-98,1,M. Barnes makes free throw 1 of 2
1:13.0,Golden State full timeout,,98-98,,
1:13.0,,,98-98,,J. Green enters the game for Z. Randolph
1:13.0,,,98-99,1,M. Barnes makes free throw 2 of 2
1:01.0,S. Curry misses 2-pt shot from 2 ft,,98-99,,
1:01.0,Offensive rebound by D. Green,,98-99,,
1:00.0,D. Green makes 2-pt shot at rim,2,100-99,,
1:00.0,,,100-99,,Memphis full timeout
1:00.0,,,100-99,,Z. Randolph enters the game for J. Green
0:47.0,,,100-99,,Z. Randolph misses 2-pt shot from 6 ft
0:45.0,Defensive rebound by S. Curry,,100-99,,
0:31.0,S. Curry misses 3-pt shot from 25 ft,,100-99,,
0:30.0,Offensive rebound by D. Green,,100-99,,
0:09.0,S. Curry misses 3-pt shot from 23 ft,,100-99,,
0:08.0,,,100-99,,Defensive rebound by M. Barnes
0:08.0,,,100-99,,Memphis full timeout
0:04.0,,,100-99,,L. Stephenson misses 2-pt shot from 4 ft (block by K. Thompson)
0:02.0,,,100-99,,Offensive rebound by L. Stephenson
0:01.0,,,100-99,,L. Stephenson misses 2-pt shot from 15 ft
0:01.0,Defensive rebound by Team,,100-99,,
0:01.0,Golden State full timeout,,100-99,,
0:01.0,,,100-99,,J. Green enters the game for Z. Randolph
0:00.0,End of 4th quarter,,,,End of 4th quarter
