time,Cleveland,pts.away,score,pts.home,Golden State
5:52.0,Defensive rebound by L. James,,10-11,,
5:34.0,Turnover by L. James (bad pass),,10-11,,
5:34.0,R. Jefferson enters the game for K. Love,,10-11,,
5:22.0,,,10-11,,Turnover by D. Green (bad pass)
5:03.0,Turnover by L. James (lost ball; steal by D. Green),,10-11,,
4:50.0,,,10-13,2,K. Thompson makes 2-pt shot from 12 ft
4:29.0,L. James misses 3-pt shot from 26 ft,,10-13,,
4:28.0,,,10-13,,Defensive rebound by D. Green
4:23.0,,,10-13,,Turnover by S. Curry (lost ball; steal by R. Jefferson)
4:16.0,R. Jefferson makes 2-pt shot from 2 ft (assist by L. James),2,12-13,,
4:00.0,,,12-13,,S. Curry misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by L. James,,12-13,,
3:55.0,J. Smith makes 2-pt shot from 1 ft (assist by L. James),2,14-13,,
3:38.0,,,14-16,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
3:12.0,L. James makes 2-pt shot at rim (assist by J. Smith),2,16-16,,
2:53.0,,,16-16,,H. Barnes misses 2-pt shot from 17 ft
2:52.0,Defensive rebound by J. Smith,,16-16,,
2:45.0,L. James misses 2-pt shot from 6 ft,,16-16,,
2:44.0,,,16-16,,Defensive rebound by D. Green
2:35.0,,,16-16,,H. Barnes misses 2-pt shot from 3 ft
2:35.0,Defensive rebound by T. Thompson,,16-16,,
2:29.0,Cleveland full timeout,,16-16,,
2:29.0,,,16-16,,A. Varejao enters the game for H. Barnes
2:29.0,,,16-16,,S. Livingston enters the game for K. Thompson
2:29.0,K. Love enters the game for T. Thompson,,16-16,,
2:18.0,Turnover by K. Irving (lost ball; steal by A. Iguodala),,16-16,,
2:00.0,,,16-19,3,S. Curry makes 3-pt shot from 23 ft (assist by A. Varejao)
1:40.0,K. Irving makes 2-pt shot from 16 ft (assist by L. James),2,18-19,,
1:36.0,Personal take foul by K. Love,,18-19,,
1:36.0,I. Shumpert enters the game for L. James,,18-19,,
1:26.0,,,18-21,2,D. Green makes 2-pt shot from 1 ft
1:06.0,R. Jefferson misses 2-pt shot from 11 ft,,18-21,,
1:06.0,Offensive rebound by K. Love,,18-21,,
1:06.0,Shooting foul by S. Curry (drawn by K. Love),,18-21,,
1:06.0,K. Love makes free throw 1 of 2,1,19-21,,
1:06.0,,,19-21,,H. Barnes enters the game for D. Green
1:06.0,K. Love misses free throw 2 of 2,,19-21,,
1:06.0,,,19-21,,Defensive rebound by A. Iguodala
0:54.0,,,19-21,,A. Iguodala misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by K. Love,,19-21,,
0:43.0,J. Smith misses 3-pt shot from 24 ft,,19-21,,
0:43.0,Offensive rebound by K. Love,,19-21,,
0:38.0,Shooting foul by A. Varejao (drawn by K. Love),,19-21,,
0:38.0,K. Love makes free throw 1 of 2,1,20-21,,
0:38.0,K. Love makes free throw 2 of 2,1,21-21,,
0:25.0,,,21-21,,Shooting foul by K. Love (drawn by A. Varejao)
0:25.0,,,21-22,1,A. Varejao makes free throw 1 of 2
0:25.0,,,21-22,,L. Barbosa enters the game for S. Curry
0:25.0,L. James enters the game for I. Shumpert,,21-22,,
0:25.0,,,21-22,,A. Varejao misses free throw 2 of 2
0:25.0,Defensive rebound by K. Love,,21-22,,
0:04.0,Shooting foul by L. Barbosa (drawn by L. James),,21-22,,
0:04.0,L. James makes free throw 1 of 2,1,22-22,,
0:04.0,,,22-22,,M. Speights enters the game for S. Livingston
0:04.0,,,22-22,,S. Curry enters the game for A. Varejao
0:04.0,,,22-22,,K. Thompson enters the game for H. Barnes
0:04.0,I. Shumpert enters the game for K. Love,,22-22,,
0:04.0,L. James makes free throw 2 of 2,1,23-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,23-24,2,S. Livingston makes 2-pt shot from 16 ft (assist by D. Green)
11:26.0,R. Jefferson misses 2-pt shot from 5 ft (block by M. Speights),,23-24,,
11:24.0,Offensive rebound by R. Jefferson,,23-24,,
11:20.0,I. Shumpert misses 3-pt shot from 27 ft,,23-24,,
11:19.0,,,23-24,,Defensive rebound by M. Speights
11:12.0,Violation by I. Shumpert (kicked ball),,23-24,,
11:11.0,,,23-24,,Offensive foul by K. Thompson
11:11.0,,,23-24,,Turnover by K. Thompson (offensive foul)
10:53.0,M. Williams misses 3-pt shot from 26 ft,,23-24,,
10:52.0,,,23-24,,Defensive rebound by M. Speights
10:43.0,,,23-24,,S. Livingston misses 2-pt shot from 15 ft
10:42.0,Defensive rebound by R. Jefferson,,23-24,,
10:33.0,L. James makes 2-pt shot from 3 ft,2,25-24,,
10:18.0,Personal foul by M. Williams,,25-24,,
10:08.0,,,25-24,,D. Green misses 2-pt shot from 1 ft
10:07.0,,,25-24,,Offensive rebound by M. Speights
10:07.0,,,25-24,,M. Speights misses 2-pt shot from 2 ft
10:07.0,Defensive rebound by Team,,25-24,,
9:51.0,L. James misses 2-pt shot from 3 ft (block by M. Speights),,25-24,,
9:50.0,,,25-24,,Defensive rebound by K. Thompson
9:45.0,,,25-24,,K. Thompson misses 3-pt shot from 28 ft
9:45.0,,,25-24,,Offensive rebound by Team
9:45.0,Loose ball foul by T. Thompson,,25-24,,
9:34.0,,,25-24,,S. Livingston misses 2-pt shot from 13 ft
9:33.0,,,25-24,,Offensive rebound by S. Livingston
9:33.0,,,25-26,2,S. Livingston makes 2-pt shot from 13 ft
9:20.0,M. Williams misses 2-pt shot from 2 ft,,25-26,,
9:19.0,,,25-26,,Defensive rebound by D. Green
9:15.0,,,25-26,,Turnover by D. Green (lost ball; steal by L. James)
9:10.0,M. Williams makes 2-pt shot from 2 ft (assist by L. James),2,27-26,,
8:49.0,,,27-29,3,D. Green makes 3-pt shot from 26 ft (assist by A. Iguodala)
8:24.0,Turnover by M. Williams (step out of bounds),,27-29,,
8:24.0,Official timeout,,27-29,,
8:24.0,J. Smith enters the game for T. Thompson,,27-29,,
8:24.0,K. Irving enters the game for R. Jefferson,,27-29,,
8:24.0,K. Love enters the game for M. Williams,,27-29,,
8:08.0,,,27-29,,D. Green misses 2-pt shot from 17 ft
8:08.0,Defensive rebound by L. James,,27-29,,
8:00.0,K. Love misses 3-pt shot from 25 ft,,27-29,,
7:59.0,,,27-29,,Defensive rebound by A. Iguodala
7:41.0,,,27-29,,S. Curry enters the game for M. Speights
7:41.0,,,27-29,,H. Barnes enters the game for A. Iguodala
7:38.0,,,27-29,,K. Thompson misses 3-pt shot from 26 ft
7:37.0,Defensive rebound by K. Irving,,27-29,,
7:25.0,J. Smith misses 3-pt shot from 26 ft,,27-29,,
7:24.0,Offensive rebound by Team,,27-29,,
7:24.0,,,27-29,,Personal foul by H. Barnes
7:13.0,,,27-29,,Violation by D. Green (kicked ball)
7:02.0,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James),3,30-29,,
7:02.0,Shooting foul by S. Livingston (drawn by I. Shumpert),,30-29,,
7:02.0,I. Shumpert makes free throw 1 of 1,1,31-29,,
6:52.0,,,31-31,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
6:52.0,,,31-31,,Shooting foul by K. Irving (drawn by S. Curry)
6:52.0,,,31-32,1,S. Curry makes free throw 1 of 1
6:36.0,,,31-32,,Personal foul by S. Curry
6:29.0,K. Irving misses 2-pt shot from 11 ft,,31-32,,
6:29.0,Offensive rebound by L. James,,31-32,,
6:26.0,L. James misses 2-pt shot from 2 ft,,31-32,,
6:24.0,,,31-32,,Defensive rebound by D. Green
6:19.0,,,31-32,,Turnover by S. Livingston (lost ball; steal by K. Love)
6:10.0,L. James makes 2-pt shot at rim (assist by K. Love),2,33-32,,
5:56.0,,,33-35,3,D. Green makes 3-pt shot from 27 ft (assist by K. Thompson)
5:43.0,Offensive foul by J. Smith,,33-35,,
5:43.0,Turnover by J. Smith (offensive foul),,33-35,,
5:43.0,,,33-35,,Golden State full timeout
5:43.0,,,33-35,,A. Iguodala enters the game for H. Barnes
5:43.0,,,33-35,,A. Varejao enters the game for S. Livingston
5:33.0,,,33-35,,K. Thompson misses 2-pt shot from 20 ft
5:32.0,Defensive rebound by I. Shumpert,,33-35,,
5:13.0,K. Irving misses 3-pt shot from 25 ft,,33-35,,
5:13.0,,,33-35,,Defensive rebound by S. Curry
5:07.0,,,33-35,,S. Curry misses 2-pt shot from 3 ft (block by L. James)
5:06.0,,,33-35,,Offensive rebound by Team
4:57.0,,,33-35,,K. Thompson misses 2-pt shot from 3 ft
4:57.0,,,33-35,,Offensive rebound by A. Iguodala
4:50.0,,,33-35,,S. Curry misses 3-pt shot from 26 ft
4:50.0,Defensive rebound by J. Smith,,33-35,,
4:28.0,K. Irving makes 2-pt shot from 7 ft,2,35-35,,
4:09.0,,,35-38,3,D. Green makes 3-pt shot from 26 ft (assist by A. Iguodala)
3:59.0,K. Irving makes 2-pt shot from 7 ft,2,37-38,,
3:59.0,Shooting foul by K. Thompson (drawn by K. Irving),,37-38,,
3:59.0,R. Jefferson enters the game for K. Love,,37-38,,
3:59.0,K. Irving makes free throw 1 of 1,1,38-38,,
3:59.0,,,38-38,,Golden State full timeout
3:59.0,,,38-38,,L. Barbosa enters the game for A. Varejao
3:45.0,,,38-41,3,D. Green makes 3-pt shot from 26 ft (assist by A. Iguodala)
3:31.0,L. James makes 2-pt shot from 6 ft,2,40-41,,
3:31.0,Shooting foul by A. Iguodala (drawn by L. James),,40-41,,
3:31.0,L. James misses free throw 1 of 1,,40-41,,
3:30.0,,,40-41,,Defensive rebound by D. Green
3:16.0,,,40-41,,L. Barbosa misses 2-pt shot from 3 ft (block by L. James)
3:15.0,Defensive rebound by R. Jefferson,,40-41,,
3:08.0,I. Shumpert misses 3-pt shot from 24 ft,,40-41,,
3:07.0,,,40-41,,Defensive rebound by D. Green
2:57.0,,,40-41,,K. Thompson misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by J. Smith,,40-41,,
2:48.0,K. Irving misses 3-pt shot from 26 ft,,40-41,,
2:47.0,,,40-41,,Defensive rebound by A. Iguodala
2:27.0,,,40-43,2,D. Green makes 2-pt shot from 2 ft
2:27.0,,,40-43,,Shooting foul by J. Smith (drawn by D. Green)
2:27.0,Cleveland full timeout,,40-43,,
2:27.0,,,40-44,1,D. Green makes free throw 1 of 1
2:17.0,Turnover by L. James (lost ball; steal by A. Iguodala),,40-44,,
2:08.0,,,40-47,3,L. Barbosa makes 3-pt shot from 23 ft (assist by K. Thompson)
1:45.0,J. Smith misses 3-pt shot from 25 ft,,40-47,,
1:44.0,Offensive rebound by Team,,40-47,,
1:35.0,Jump ball: D. Green vs. K. Irving (L. Barbosa gains possession),,,,Jump ball: D. Green vs. K. Irving (L. Barbosa gains possession)
1:35.0,Turnover by K. Irving (lost ball; steal by D. Green),,40-47,,
1:18.0,,,40-47,,S. Curry misses 3-pt shot from 27 ft
1:17.0,Defensive rebound by R. Jefferson,,40-47,,
1:09.0,,,40-47,,Personal foul by S. Curry
1:09.0,I. Shumpert makes free throw 1 of 2,1,41-47,,
1:09.0,,,41-47,,S. Livingston enters the game for S. Curry
1:09.0,M. Williams enters the game for J. Smith,,41-47,,
1:09.0,I. Shumpert makes free throw 2 of 2,1,42-47,,
0:51.0,,,42-49,2,A. Iguodala makes 2-pt shot from 11 ft
0:30.0,L. James misses 3-pt shot from 26 ft,,42-49,,
0:30.0,,,42-49,,Defensive rebound by A. Iguodala
0:04.0,,,42-49,,S. Livingston misses 2-pt shot from 18 ft
0:04.0,Defensive rebound by R. Jefferson,,42-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,42-49,,F. Ezeli misses 2-pt shot from 3 ft
11:49.0,Defensive rebound by K. Love,,42-49,,
11:38.0,J. Smith makes 2-pt shot from 21 ft,2,44-49,,
11:24.0,,,44-49,,D. Green misses 3-pt shot from 27 ft
11:23.0,Defensive rebound by Team,,44-49,,
11:23.0,,,44-49,,Loose ball foul by F. Ezeli
11:11.0,T. Thompson makes 2-pt shot from 8 ft (assist by L. James),2,46-49,,
11:01.0,,,46-52,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
10:45.0,K. Irving misses 2-pt shot from 19 ft,,46-52,,
10:44.0,,,46-52,,Defensive rebound by D. Green
10:33.0,,,46-54,2,K. Thompson makes 2-pt shot from 8 ft
10:08.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,49-54,,
9:56.0,,,49-54,,H. Barnes misses 2-pt shot from 20 ft
9:54.0,Defensive rebound by K. Love,,49-54,,
9:50.0,,,49-54,,Personal foul by H. Barnes
9:34.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,52-54,,
9:11.0,,,52-54,,Turnover by K. Thompson (lost ball; steal by J. Smith)
8:53.0,K. Irving makes 2-pt shot from 2 ft,2,54-54,,
8:53.0,,,54-54,,Golden State full timeout
8:53.0,,,54-54,,A. Iguodala enters the game for H. Barnes
8:53.0,,,54-54,,A. Varejao enters the game for F. Ezeli
8:43.0,Personal foul by J. Smith,,54-54,,
8:30.0,,,54-54,,K. Thompson misses 3-pt shot from 26 ft
8:30.0,Defensive rebound by K. Irving,,54-54,,
8:25.0,J. Smith misses 2-pt shot from 10 ft (block by S. Curry),,54-54,,
8:24.0,,,54-54,,Defensive rebound by S. Curry
8:21.0,,,54-56,2,S. Curry makes 2-pt shot from 1 ft
8:04.0,Turnover by J. Smith (lost ball; steal by S. Curry),,54-56,,
7:58.0,,,54-56,,Turnover by K. Thompson (lost ball; steal by L. James)
7:50.0,L. James misses 2-pt shot from 17 ft,,54-56,,
7:50.0,,,54-56,,Defensive rebound by Team
7:50.0,Loose ball foul by T. Thompson,,54-56,,
7:40.0,,,54-59,3,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala)
7:38.0,Cleveland full timeout,,54-59,,
7:14.0,K. Love makes 2-pt shot from 3 ft (assist by L. James),2,56-59,,
6:50.0,,,56-59,,A. Varejao misses 2-pt shot from 3 ft (block by K. Irving)
6:49.0,Defensive rebound by K. Love,,56-59,,
6:44.0,Shooting foul by A. Iguodala (drawn by L. James),,56-59,,
6:44.0,L. James makes free throw 1 of 2,1,57-59,,
6:44.0,L. James makes free throw 2 of 2,1,58-59,,
6:30.0,,,58-59,,Turnover by S. Curry (lost ball; steal by K. Love)
6:24.0,K. Irving makes 2-pt shot from 2 ft (assist by K. Love),2,60-59,,
5:55.0,,,60-59,,A. Iguodala misses 3-pt shot from 26 ft
5:55.0,Defensive rebound by K. Love,,60-59,,
5:47.0,,,60-59,,Violation by S. Curry (kicked ball)
5:33.0,L. James misses 3-pt shot from 30 ft,,60-59,,
5:32.0,Offensive rebound by K. Irving,,60-59,,
5:32.0,K. Irving misses 2-pt shot from 7 ft,,60-59,,
5:32.0,Offensive rebound by Team,,60-59,,
5:32.0,,,60-59,,Loose ball foul by A. Varejao
5:21.0,J. Smith misses 3-pt shot from 23 ft,,60-59,,
5:21.0,,,60-59,,Defensive rebound by Team
5:05.0,,,60-59,,S. Curry misses 3-pt shot from 25 ft
5:04.0,,,60-59,,Offensive rebound by Team
4:59.0,,,60-59,,K. Thompson misses 3-pt shot from 26 ft
4:59.0,Defensive rebound by L. James,,60-59,,
4:51.0,,,60-59,,Personal foul by A. Varejao
4:51.0,K. Irving makes free throw 1 of 2,1,61-59,,
4:51.0,K. Irving makes free throw 2 of 2,1,62-59,,
4:38.0,,,62-59,,Turnover by S. Curry (lost ball; steal by K. Irving)
4:33.0,Shooting foul by D. Green (drawn by K. Irving),,62-59,,
4:33.0,K. Irving makes 2-pt shot from 5 ft,2,64-59,,
4:33.0,K. Irving makes free throw 1 of 1,1,65-59,,
4:33.0,,,65-59,,Golden State full timeout
4:33.0,,,65-59,,H. Barnes enters the game for A. Varejao
4:22.0,,,65-61,2,H. Barnes makes 2-pt shot at rim (assist by D. Green)
4:00.0,K. Irving makes 3-pt shot from 26 ft,3,68-61,,
3:37.0,,,68-61,,Shooting foul by K. Irving (drawn by H. Barnes)
3:37.0,,,68-62,1,H. Barnes makes free throw 1 of 2
3:37.0,,,68-63,1,H. Barnes makes free throw 2 of 2
3:18.0,,,68-63,,Personal foul by D. Green
3:18.0,T. Thompson makes free throw 1 of 2,1,69-63,,
3:18.0,,,69-63,,S. Livingston enters the game for K. Thompson
3:18.0,T. Thompson makes free throw 2 of 2,1,70-63,,
3:03.0,,,70-63,,Shooting foul by L. James (drawn by D. Green)
3:03.0,,,70-64,1,D. Green makes free throw 1 of 3
3:03.0,R. Jefferson enters the game for K. Love,,70-64,,
3:03.0,,,70-65,1,D. Green makes free throw 2 of 3
3:03.0,,,70-66,1,D. Green makes free throw 3 of 3
2:42.0,L. James misses 2-pt shot from 5 ft,,70-66,,
2:42.0,Offensive rebound by Team,,70-66,,
2:42.0,,,70-66,,Loose ball foul by H. Barnes
2:42.0,T. Thompson makes free throw 1 of 2,1,71-66,,
2:42.0,T. Thompson misses free throw 2 of 2,,71-66,,
2:42.0,,,71-66,,Defensive rebound by D. Green
2:30.0,,,71-69,3,D. Green makes 3-pt shot from 27 ft (assist by S. Livingston)
2:03.0,L. James misses 2-pt shot from 17 ft,,71-69,,
2:01.0,,,71-69,,Defensive rebound by S. Curry
1:56.0,,,71-71,2,S. Livingston makes 2-pt shot at rim (assist by S. Curry)
1:56.0,Cleveland full timeout,,71-71,,
1:36.0,L. James makes 2-pt shot from 12 ft,2,73-71,,
1:19.0,,,73-74,3,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green)
0:54.0,T. Thompson makes 2-pt shot from 5 ft (assist by L. James),2,75-74,,
0:43.0,,,75-74,,S. Curry misses 2-pt shot from 2 ft
0:43.0,,,75-74,,Offensive rebound by A. Iguodala
0:29.0,,,75-74,,S. Curry misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by R. Jefferson,,75-74,,
0:16.0,K. Irving misses 2-pt shot from 13 ft,,75-74,,
0:16.0,,,75-74,,Defensive rebound by A. Iguodala
0:04.0,,,75-76,2,A. Iguodala makes 2-pt shot from 2 ft (assist by S. Livingston)
0:01.0,K. Irving misses 3-pt shot from 46 ft,,75-76,,
0:00.0,Offensive rebound by Team,,75-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,L. James makes 2-pt shot from 5 ft (assist by K. Love),2,77-76,,
11:14.0,,,77-76,,S. Livingston misses 2-pt shot from 13 ft
11:13.0,Defensive rebound by K. Love,,77-76,,
10:50.0,L. James misses 3-pt shot from 28 ft,,77-76,,
10:49.0,Offensive rebound by Team,,77-76,,
10:49.0,,,77-76,,Loose ball foul by A. Iguodala
10:35.0,K. Love makes 2-pt shot from 7 ft (assist by L. James),2,79-76,,
10:16.0,,,79-76,,H. Barnes misses 2-pt shot from 16 ft
10:15.0,Defensive rebound by L. James,,79-76,,
10:06.0,Turnover by K. Love (lost ball; steal by K. Thompson),,79-76,,
9:56.0,,,79-76,,Shooting foul by K. Irving (drawn by S. Livingston)
9:56.0,,,79-77,1,S. Livingston makes free throw 1 of 2
9:56.0,,,79-78,1,S. Livingston makes free throw 2 of 2
9:37.0,Turnover by L. James (lost ball; steal by H. Barnes),,79-78,,
9:25.0,,,79-78,,K. Thompson misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by R. Jefferson,,79-78,,
9:06.0,K. Irving misses 2-pt shot from 7 ft,,79-78,,
9:05.0,Offensive rebound by K. Irving,,79-78,,
9:05.0,K. Irving makes 2-pt shot from 7 ft,2,81-78,,
9:05.0,,,81-78,,Golden State full timeout
9:05.0,,,81-78,,S. Curry enters the game for S. Livingston
8:43.0,,,81-80,2,D. Green makes 2-pt shot from 2 ft
8:16.0,K. Love misses 3-pt shot from 23 ft,,81-80,,
8:16.0,,,81-80,,Defensive rebound by H. Barnes
7:58.0,,,81-80,,H. Barnes misses 3-pt shot from 26 ft
7:57.0,Defensive rebound by K. Irving,,81-80,,
7:46.0,K. Irving misses 2-pt shot from 12 ft,,81-80,,
7:45.0,,,81-80,,Defensive rebound by D. Green
7:40.0,,,81-80,,Shooting foul by R. Jefferson (drawn by A. Iguodala)
7:40.0,,,81-80,,A. Iguodala misses free throw 1 of 2
7:40.0,,,81-80,,Offensive rebound by Team
7:40.0,T. Thompson enters the game for K. Love,,81-80,,
7:40.0,J. Smith enters the game for K. Irving,,81-80,,
7:40.0,,,81-80,,A. Iguodala misses free throw 2 of 2
7:38.0,Defensive rebound by R. Jefferson,,81-80,,
7:15.0,L. James makes 2-pt shot from 5 ft,2,83-80,,
6:57.0,,,83-83,3,S. Curry makes 3-pt shot from 27 ft
6:29.0,J. Smith misses 3-pt shot from 26 ft,,83-83,,
6:28.0,,,83-83,,Defensive rebound by A. Iguodala
6:18.0,,,83-85,2,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green)
6:16.0,Cleveland full timeout,,83-85,,
6:16.0,K. Irving enters the game for I. Shumpert,,83-85,,
6:16.0,,,83-85,,F. Ezeli enters the game for H. Barnes
5:53.0,R. Jefferson misses 2-pt shot from 16 ft,,83-85,,
5:53.0,,,83-85,,Defensive rebound by D. Green
5:38.0,,,83-85,,S. Curry misses 2-pt shot from 10 ft
5:37.0,,,83-85,,Offensive rebound by D. Green
5:37.0,,,83-87,2,D. Green makes 2-pt shot from 2 ft
5:24.0,Shooting foul by F. Ezeli (drawn by L. James),,83-87,,
5:24.0,L. James makes free throw 1 of 3,1,84-87,,
5:24.0,L. James makes free throw 2 of 3,1,85-87,,
5:24.0,L. James makes free throw 3 of 3,1,86-87,,
5:16.0,,,86-87,,Turnover by S. Curry (bad pass)
4:53.0,L. James makes 3-pt shot from 26 ft,3,89-87,,
4:39.0,,,89-89,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
4:14.0,L. James misses 2-pt shot from 22 ft,,89-89,,
4:13.0,,,89-89,,Defensive rebound by D. Green
4:06.0,,,89-89,,S. Curry misses 3-pt shot from 27 ft
4:04.0,Defensive rebound by R. Jefferson,,89-89,,
3:41.0,L. James misses 2-pt shot from 13 ft,,89-89,,
3:40.0,,,89-89,,Defensive rebound by Team
3:40.0,,,89-89,,H. Barnes enters the game for F. Ezeli
3:40.0,K. Love enters the game for R. Jefferson,,89-89,,
3:22.0,,,89-89,,K. Thompson misses 2-pt shot from 15 ft
3:21.0,Defensive rebound by K. Love,,89-89,,
3:00.0,L. James misses 2-pt shot from 2 ft (block by A. Iguodala),,89-89,,
2:59.0,,,89-89,,Defensive rebound by D. Green
2:50.0,,,89-89,,A. Iguodala misses 3-pt shot from 24 ft
2:50.0,Defensive rebound by L. James,,89-89,,
2:50.0,,,89-89,,Personal foul by S. Curry
2:50.0,Official timeout,,89-89,,
2:32.0,K. Love misses 2-pt shot from 10 ft,,89-89,,
2:32.0,,,89-89,,Defensive rebound by D. Green
2:13.0,,,89-89,,D. Green misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by Team,,89-89,,
1:55.0,K. Irving misses 2-pt shot from 5 ft,,89-89,,
1:55.0,,,89-89,,Defensive rebound by A. Iguodala
1:50.0,,,89-89,,A. Iguodala misses 2-pt shot from 3 ft (block by L. James)
1:49.0,Defensive rebound by J. Smith,,89-89,,
1:25.0,L. James misses 2-pt shot from 5 ft,,89-89,,
1:24.0,,,89-89,,Defensive rebound by D. Green
1:14.0,,,89-89,,S. Curry misses 3-pt shot from 26 ft
1:13.0,Defensive rebound by K. Love,,89-89,,
1:09.0,Cleveland full timeout,,89-89,,
1:09.0,R. Jefferson enters the game for T. Thompson,,89-89,,
0:53.0,K. Irving makes 3-pt shot from 25 ft,3,92-89,,
0:31.0,,,92-89,,S. Curry misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by L. James,,92-89,,
0:23.0,K. Irving misses 2-pt shot from 3 ft (block by A. Iguodala),,92-89,,
0:22.0,Offensive rebound by K. Irving,,92-89,,
0:19.0,,,92-89,,Personal foul by H. Barnes
0:11.0,Shooting foul by D. Green (drawn by L. James),,92-89,,
0:11.0,Cleveland full timeout,,92-89,,
0:11.0,L. James misses free throw 1 of 2,,92-89,,
0:11.0,Offensive rebound by Team,,92-89,,
0:11.0,T. Thompson enters the game for K. Love,,92-89,,
0:11.0,L. James makes free throw 2 of 2,1,93-89,,
0:11.0,,,93-89,,Golden State full timeout
0:11.0,,,93-89,,M. Speights enters the game for H. Barnes
0:11.0,I. Shumpert enters the game for R. Jefferson,,93-89,,
0:07.0,Personal foul by T. Thompson,,93-89,,
0:02.0,,,93-89,,S. Curry misses 3-pt shot from 26 ft
