time,Washington,pts.away,score,pts.home,Boston
7:10.0,,,81-105,,D. Lee misses 2-pt shot from 11 ft
7:09.0,Defensive rebound by G. Neal,,81-105,,
7:01.0,G. Neal misses 2-pt shot from 15 ft,,81-105,,
7:00.0,Offensive rebound by J. Dudley,,81-105,,
6:59.0,Shooting foul by D. Lee (drawn by J. Dudley),,81-105,,
6:59.0,J. Dudley misses free throw 1 of 2,,81-105,,
6:59.0,Offensive rebound by Team,,81-105,,
6:59.0,G. Temple enters the game for B. Beal,,81-105,,
6:59.0,J. Dudley makes free throw 2 of 2,1,82-105,,
6:43.0,,,82-105,,T. Rozier misses 2-pt shot from 8 ft
6:42.0,Defensive rebound by M. Gortat,,82-105,,
6:32.0,R. Sessions makes 2-pt shot from 1 ft (assist by M. Gortat),2,84-105,,
6:12.0,,,84-105,,Turnover by K. Olynyk (bad pass; steal by J. Dudley)
6:11.0,D. Blair enters the game for M. Gortat,,84-105,,
6:04.0,Offensive foul by D. Blair,,84-105,,
6:04.0,Turnover by D. Blair (offensive foul),,84-105,,
6:04.0,,,84-105,,J. Sullinger enters the game for K. Olynyk
6:04.0,,,84-105,,J. Jerebko enters the game for D. Lee
5:52.0,,,84-105,,Turnover by E. Turner (bad pass; steal by R. Sessions)
5:48.0,Turnover by R. Sessions (bad pass; steal by J. Crowder),,84-105,,
5:40.0,,,84-105,,Shooting foul by D. Blair (drawn by J. Crowder)
5:40.0,,,84-105,,Boston full timeout
5:40.0,,,84-106,1,J. Crowder makes free throw 1 of 2
5:40.0,,,84-106,,J. Crowder misses free throw 2 of 2
5:39.0,,,84-106,,Offensive rebound by J. Sullinger
5:23.0,,,84-106,,Turnover by J. Jerebko (traveling)
4:59.0,G. Temple misses 2-pt shot from 6 ft,,84-106,,
4:59.0,Offensive rebound by D. Blair,,84-106,,
4:56.0,D. Blair misses 2-pt shot from 2 ft (block by J. Sullinger),,84-106,,
4:55.0,,,84-106,,Defensive rebound by J. Crowder
4:41.0,,,84-108,2,J. Jerebko makes 2-pt shot from 21 ft (assist by T. Rozier)
4:32.0,,,84-108,,Personal foul by T. Rozier (drawn by D. Blair)
4:32.0,,,84-108,,R. Hunter enters the game for J. Sullinger
4:32.0,,,84-108,,T. Zeller enters the game for E. Turner
4:32.0,K. Oubre enters the game for G. Neal,,84-108,,
4:20.0,Shooting foul by T. Zeller (drawn by K. Oubre),,84-108,,
4:20.0,K. Oubre misses free throw 1 of 2,,84-108,,
4:20.0,Offensive rebound by Team,,84-108,,
4:20.0,K. Oubre makes free throw 2 of 2,1,85-108,,
4:09.0,,,85-108,,T. Zeller misses 2-pt shot from 6 ft
4:09.0,Defensive rebound by D. Blair,,85-108,,
4:04.0,K. Oubre makes 2-pt shot at rim (assist by R. Sessions),2,87-108,,
4:04.0,Shooting foul by R. Hunter (drawn by K. Oubre),,87-108,,
4:04.0,K. Oubre misses free throw 1 of 1,,87-108,,
4:00.0,,,87-108,,Defensive rebound by J. Crowder
3:55.0,,,87-108,,T. Rozier misses 3-pt shot from 24 ft
3:53.0,,,87-108,,Offensive rebound by J. Crowder
3:42.0,,,87-108,,R. Hunter misses 3-pt shot from 26 ft
3:40.0,,,87-108,,Offensive rebound by J. Crowder
3:28.0,,,87-108,,J. Crowder misses 2-pt shot from 10 ft
3:27.0,Defensive rebound by G. Temple,,87-108,,
3:17.0,K. Oubre makes 2-pt shot at rim,2,89-108,,
3:17.0,,,89-108,,Boston full timeout
3:17.0,,,89-108,,J. Mickey enters the game for J. Crowder
3:01.0,,,89-108,,T. Rozier misses 3-pt shot from 24 ft
2:59.0,Defensive rebound by R. Sessions,,89-108,,
2:56.0,,,89-108,,Shooting block foul by R. Hunter (drawn by G. Temple)
2:56.0,G. Temple makes free throw 1 of 2,1,90-108,,
2:56.0,G. Temple makes free throw 2 of 2,1,91-108,,
2:34.0,,,91-110,2,T. Zeller makes 2-pt shot from 6 ft
2:21.0,G. Temple misses 3-pt shot from 25 ft,,91-110,,
2:20.0,,,91-110,,Defensive rebound by Team
2:08.0,,,91-110,,R. Hunter misses 2-pt shot from 8 ft
2:07.0,,,91-110,,Offensive rebound by J. Mickey
2:06.0,,,91-112,2,J. Mickey makes 2-pt shot from 1 ft
2:06.0,,,91-112,,Shooting foul by D. Blair (drawn by J. Mickey)
2:06.0,,,91-113,1,J. Mickey makes free throw 1 of 1
1:57.0,R. Sessions misses 2-pt shot from 1 ft (block by J. Mickey),,91-113,,
1:56.0,,,91-113,,Defensive rebound by T. Zeller
1:44.0,,,91-113,,J. Mickey misses 2-pt shot at rim
1:43.0,Defensive rebound by K. Oubre,,91-113,,
1:38.0,G. Temple makes 3-pt shot from 23 ft (assist by K. Oubre),3,94-113,,
1:30.0,,,94-115,2,T. Zeller makes 2-pt shot from 19 ft (assist by T. Rozier)
1:24.0,K. Oubre misses 3-pt shot from 24 ft,,94-115,,
1:23.0,,,94-115,,Defensive rebound by R. Hunter
1:07.0,,,94-115,,Shooting foul by D. Blair (drawn by T. Zeller)
1:07.0,,,94-115,,T. Zeller misses free throw 1 of 2
1:07.0,,,94-115,,Offensive rebound by Team
1:07.0,,,94-116,1,T. Zeller makes free throw 2 of 2
1:02.0,Shooting foul by T. Zeller (drawn by R. Sessions),,94-116,,
1:02.0,R. Sessions makes free throw 1 of 2,1,95-116,,
1:02.0,R. Sessions makes free throw 2 of 2,1,96-116,,
0:41.0,,,96-116,,T. Rozier misses 2-pt shot from 12 ft
0:40.0,,,96-116,,Offensive rebound by T. Zeller
0:40.0,,,96-118,2,T. Zeller makes 2-pt shot at rim
0:28.0,Shooting foul by J. Jerebko (drawn by R. Sessions),,96-118,,
0:28.0,R. Sessions makes free throw 1 of 2,1,97-118,,
0:28.0,R. Sessions makes free throw 2 of 2,1,98-118,,
0:05.0,,,98-118,,R. Hunter misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by Team,,98-118,,
0:01.0,K. Oubre misses 3-pt shot from 26 ft,,98-118,,
0:00.0,Offensive rebound by Team,,98-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
