time,Philadelphia,pts.away,score,pts.home,Orlando
4:12.0,Defensive rebound by J. Grant,,107-119,,
4:05.0,R. Covington makes 3-pt shot from 26 ft (assist by I. Smith),3,110-119,,
3:52.0,,,110-119,,Turnover by E. Payton (lost ball; steal by J. Grant)
3:46.0,,,110-119,,Personal foul by N. Vucevic (drawn by J. Okafor)
3:46.0,,,110-119,,J. Smith enters the game for N. Vucevic
3:46.0,J. Okafor misses free throw 1 of 2,,110-119,,
3:46.0,Offensive rebound by Team,,110-119,,
3:46.0,J. Okafor makes free throw 2 of 2,1,111-119,,
3:31.0,,,111-119,,J. Smith misses 2-pt shot from 19 ft
3:31.0,Defensive rebound by R. Covington,,111-119,,
3:26.0,Turnover by I. Smith (lost ball; steal by A. Gordon),,111-119,,
3:06.0,,,111-119,,E. Payton misses 2-pt shot from 18 ft
3:06.0,,,111-119,,Offensive rebound by J. Smith
3:01.0,Personal foul by I. Canaan (drawn by E. Payton),,111-119,,
3:01.0,,,111-120,1,E. Payton makes free throw 1 of 2
3:01.0,,,111-121,1,E. Payton makes free throw 2 of 2
2:50.0,I. Canaan misses 2-pt shot from 19 ft,,111-121,,
2:48.0,,,111-121,,Defensive rebound by E. Payton
2:39.0,,,111-123,2,E. Payton makes 2-pt shot from 3 ft
2:39.0,Philadelphia full timeout,,111-123,,
2:22.0,Shooting foul by M. Hezonja (drawn by R. Covington),,111-123,,
2:22.0,R. Covington makes free throw 1 of 2,1,112-123,,
2:22.0,T. McConnell enters the game for J. Okafor,,112-123,,
2:22.0,R. Covington makes free throw 2 of 2,1,113-123,,
1:57.0,,,113-123,,E. Payton misses 2-pt shot from 15 ft
1:56.0,Defensive rebound by J. Grant,,113-123,,
1:47.0,J. Grant makes 2-pt shot from 1 ft (assist by T. McConnell),2,115-123,,
1:36.0,,,115-125,2,E. Payton makes 2-pt shot from 2 ft
1:15.0,Shooting foul by M. Hezonja (drawn by J. Grant),,115-125,,
1:15.0,J. Grant makes free throw 1 of 2,1,116-125,,
1:15.0,J. Grant misses free throw 2 of 2,,116-125,,
1:14.0,,,116-125,,Defensive rebound by J. Smith
0:57.0,Personal foul by R. Covington (drawn by E. Payton),,116-125,,
0:57.0,,,116-125,,E. Payton misses free throw 1 of 2
0:57.0,,,116-125,,Offensive rebound by Team
0:57.0,,,116-126,1,E. Payton makes free throw 2 of 2
0:48.0,I. Smith misses 3-pt shot from 24 ft (block by A. Gordon),,116-126,,
0:47.0,,,116-126,,Defensive rebound by E. Payton
0:37.0,,,116-128,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
0:37.0,Philadelphia full timeout,,116-128,,
0:30.0,R. Covington misses 3-pt shot from 28 ft,,116-128,,
0:30.0,,,116-128,,Defensive rebound by J. Smith
0:21.0,Personal foul by I. Smith (drawn by J. Smith),,116-128,,
0:21.0,,,116-129,1,J. Smith makes free throw 1 of 2
0:21.0,,,116-130,1,J. Smith makes free throw 2 of 2
0:12.0,I. Canaan misses 3-pt shot from 25 ft,,116-130,,
0:11.0,,,116-130,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
