time,New Orleans,pts.away,score,pts.home,Cleveland
6:00.0,B. Dejean-Jones misses free throw 2 of 2,,11-17,,
5:58.0,,,11-17,,Defensive rebound by T. Thompson
5:48.0,,,11-17,,Turnover by K. Irving (bad pass)
5:48.0,,,11-17,,Cleveland full timeout
5:48.0,J. Holiday enters the game for B. Dejean-Jones,,11-17,,
5:37.0,J. Holiday misses 2-pt shot from 8 ft,,11-17,,
5:35.0,,,11-17,,Defensive rebound by J. Smith
5:28.0,Personal foul by D. Cunningham (drawn by L. James),,11-17,,
5:28.0,A. Gee enters the game for D. Cunningham,,11-17,,
5:18.0,,,11-17,,A. Varejao misses 2-pt shot from 12 ft
5:18.0,Defensive rebound by A. Gee,,11-17,,
5:06.0,J. Holiday makes 2-pt shot from 2 ft (assist by N. Cole),2,13-17,,
4:43.0,,,13-17,,A. Varejao misses 2-pt shot from 8 ft
4:43.0,,,13-17,,Offensive rebound by Team
4:34.0,,,13-20,3,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving)
4:21.0,A. Davis misses 2-pt shot from 16 ft,,13-20,,
4:21.0,,,13-20,,Defensive rebound by J. Smith
4:06.0,,,13-20,,L. James misses 2-pt shot from 5 ft
4:05.0,Defensive rebound by N. Cole,,13-20,,
3:59.0,Turnover by N. Cole (lost ball; steal by A. Varejao),,13-20,,
3:59.0,Personal foul by N. Cole (drawn by A. Varejao),,13-20,,
3:59.0,,,13-20,,M. Williams enters the game for K. Irving
3:59.0,T. Douglas enters the game for N. Cole,,13-20,,
3:47.0,,,13-20,,L. James misses 2-pt shot from 18 ft
3:47.0,,,13-20,,Offensive rebound by Team
3:43.0,,,13-20,,M. Williams misses 2-pt shot from 13 ft
3:43.0,,,13-20,,Offensive rebound by T. Thompson
3:32.0,,,13-20,,J. Smith misses 3-pt shot from 28 ft
3:31.0,,,13-20,,Offensive rebound by Team
3:31.0,Loose ball foul by A. Davis (drawn by T. Thompson),,13-20,,
3:17.0,,,13-22,2,L. James makes 2-pt shot at rim
3:03.0,A. Gee misses 3-pt shot from 23 ft,,13-22,,
3:03.0,,,13-22,,Defensive rebound by T. Thompson
2:40.0,,,13-22,,J. Smith misses 2-pt shot from 12 ft
2:38.0,Defensive rebound by A. Davis,,13-22,,
2:32.0,,,13-22,,Personal foul by T. Thompson (drawn by A. Davis)
2:32.0,New Orleans full timeout,,13-22,,
2:32.0,,,13-22,,I. Shumpert enters the game for J. Smith
2:15.0,R. Anderson misses 2-pt shot from 16 ft,,13-22,,
2:14.0,,,13-22,,Defensive rebound by A. Varejao
2:03.0,,,13-24,2,M. Williams makes 2-pt shot from 15 ft (assist by L. James)
1:43.0,T. Douglas misses 2-pt shot from 11 ft,,13-24,,
1:43.0,,,13-24,,Defensive rebound by A. Varejao
1:38.0,,,13-24,,Turnover by M. Williams (bad pass; steal by A. Gee)
1:19.0,R. Anderson makes 2-pt shot at rim,2,15-24,,
0:58.0,,,15-26,2,I. Shumpert makes 2-pt shot at rim (assist by A. Varejao)
0:40.0,A. Davis makes 2-pt shot from 5 ft (assist by T. Douglas),2,17-26,,
0:31.0,,,17-26,,I. Shumpert misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by R. Anderson,,17-26,,
0:19.0,J. Holiday makes 3-pt shot from 26 ft (assist by R. Anderson),3,20-26,,
0:02.0,,,20-28,2,L. James makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,J. Holiday misses 2-pt shot from 12 ft,,20-28,,
11:48.0,Offensive rebound by J. Holiday,,20-28,,
11:47.0,J. Holiday misses 2-pt shot from 2 ft,,20-28,,
11:46.0,,,20-28,,Defensive rebound by T. Thompson
11:37.0,,,20-28,,R. Jefferson misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by J. Holiday,,20-28,,
11:25.0,R. Anderson misses 3-pt shot from 28 ft,,20-28,,
11:25.0,Offensive rebound by A. Gee,,20-28,,
11:25.0,Shooting foul by R. Jefferson (drawn by A. Gee),,20-28,,
11:25.0,A. Gee makes free throw 1 of 2,1,21-28,,
11:25.0,A. Gee misses free throw 2 of 2,,21-28,,
11:24.0,,,21-28,,Defensive rebound by A. Varejao
10:58.0,,,21-28,,I. Shumpert misses 3-pt shot from 25 ft
10:58.0,,,21-28,,Offensive rebound by T. Thompson
10:58.0,Personal foul by A. Davis (drawn by T. Thompson),,21-28,,
10:58.0,O. Asik enters the game for A. Davis,,21-28,,
10:58.0,,,21-28,,T. Mozgov enters the game for T. Thompson
10:48.0,,,21-30,2,T. Mozgov makes 2-pt shot at rim (assist by M. Williams)
10:32.0,J. Holiday makes 2-pt shot from 14 ft,2,23-30,,
10:15.0,,,23-30,,Turnover by I. Shumpert (bad pass)
10:07.0,J. Holiday misses 3-pt shot from 25 ft,,23-30,,
10:06.0,,,23-30,,Defensive rebound by T. Mozgov
9:56.0,,,23-32,2,M. Williams makes 2-pt shot from 20 ft
9:43.0,R. Anderson makes 2-pt shot from 16 ft (assist by O. Asik),2,25-32,,
9:26.0,,,25-32,,M. Williams misses 2-pt shot from 18 ft
9:25.0,Defensive rebound by O. Asik,,25-32,,
9:23.0,,,25-32,,K. Irving enters the game for A. Varejao
9:14.0,J. Holiday makes 2-pt shot at rim,2,27-32,,
8:58.0,,,27-34,2,K. Irving makes 2-pt shot from 8 ft
8:42.0,A. Gee makes 2-pt shot from 18 ft (assist by J. Holiday),2,29-34,,
8:30.0,,,29-37,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Irving)
8:12.0,R. Anderson misses 3-pt shot from 24 ft,,29-37,,
8:12.0,,,29-37,,Defensive rebound by R. Jefferson
8:03.0,,,29-37,,R. Jefferson misses 2-pt shot from 18 ft
8:02.0,Defensive rebound by O. Asik,,29-37,,
7:52.0,T. Douglas misses 3-pt shot from 25 ft,,29-37,,
7:51.0,Offensive rebound by R. Anderson,,29-37,,
7:36.0,R. Anderson misses 3-pt shot from 25 ft,,29-37,,
7:36.0,Offensive rebound by A. Gee,,29-37,,
7:31.0,A. Gee misses 2-pt shot at rim (block by T. Mozgov),,29-37,,
7:30.0,,,29-37,,Defensive rebound by I. Shumpert
7:22.0,,,29-37,,Cleveland full timeout
7:06.0,,,29-37,,M. Williams misses 2-pt shot from 18 ft
7:05.0,Defensive rebound by Team,,29-37,,
7:05.0,,,29-37,,J. Smith enters the game for M. Williams
7:05.0,,,29-37,,Violation by Team (delay of game)
6:49.0,R. Anderson misses 2-pt shot from 16 ft,,29-37,,
6:46.0,,,29-37,,Defensive rebound by I. Shumpert
6:41.0,,,29-40,3,K. Irving makes 3-pt shot from 28 ft (assist by I. Shumpert)
6:29.0,A. Gee misses 3-pt shot from 22 ft,,29-40,,
6:29.0,,,29-40,,Defensive rebound by K. Irving
6:21.0,,,29-40,,Shooting foul by T. Douglas (drawn by K. Irving)
6:21.0,,,29-41,1,K. Irving makes free throw 1 of 2
6:21.0,D. Cunningham enters the game for R. Anderson,,29-41,,
6:21.0,B. Dejean-Jones enters the game for J. Holiday,,29-41,,
6:21.0,N. Cole enters the game for A. Gee,,29-41,,
6:21.0,A. Davis enters the game for T. Douglas,,29-41,,
6:21.0,,,29-41,,L. James enters the game for I. Shumpert
6:21.0,,,29-41,,T. Thompson enters the game for R. Jefferson
6:21.0,,,29-42,1,K. Irving makes free throw 2 of 2
6:09.0,N. Cole makes 2-pt shot from 8 ft,2,31-42,,
5:58.0,,,31-44,2,K. Irving makes 2-pt shot from 7 ft
5:44.0,N. Cole makes 2-pt shot at rim,2,33-44,,
5:34.0,,,33-44,,K. Irving misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by Team,,33-44,,
5:34.0,Official timeout,,33-44,,
5:22.0,Turnover by N. Cole (lost ball; steal by K. Irving),,33-44,,
5:14.0,,,33-44,,J. Smith misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by B. Dejean-Jones,,33-44,,
5:05.0,N. Cole misses 2-pt shot from 17 ft,,33-44,,
5:03.0,Offensive rebound by O. Asik,,33-44,,
5:03.0,O. Asik misses 2-pt shot at rim,,33-44,,
5:01.0,,,33-44,,Defensive rebound by K. Irving
4:42.0,,,33-46,2,T. Mozgov makes 2-pt shot from 4 ft (assist by L. James)
4:35.0,Shooting foul by T. Mozgov (drawn by N. Cole),,33-46,,
4:35.0,N. Cole makes free throw 1 of 2,1,34-46,,
4:35.0,N. Cole makes free throw 2 of 2,1,35-46,,
4:18.0,,,35-46,,L. James misses 2-pt shot from 8 ft
4:15.0,Defensive rebound by N. Cole,,35-46,,
4:04.0,N. Cole misses 2-pt shot from 18 ft,,35-46,,
3:59.0,Offensive rebound by A. Davis,,35-46,,
3:59.0,A. Davis makes 2-pt shot at rim,2,37-46,,
3:47.0,,,37-46,,T. Thompson misses 2-pt shot from 4 ft
3:46.0,,,37-46,,Offensive rebound by T. Mozgov
3:36.0,,,37-46,,Turnover by L. James (lost ball; steal by N. Cole)
3:30.0,N. Cole makes 2-pt shot from 1 ft,2,39-46,,
3:19.0,,,39-49,3,K. Irving makes 3-pt shot from 22 ft (assist by J. Smith)
3:06.0,B. Dejean-Jones misses 3-pt shot from 27 ft,,39-49,,
3:06.0,,,39-49,,Defensive rebound by T. Thompson
2:58.0,,,39-52,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
2:51.0,New Orleans full timeout,,39-52,,
2:34.0,A. Davis misses 2-pt shot from 8 ft,,39-52,,
2:32.0,,,39-52,,Defensive rebound by T. Thompson
2:28.0,,,39-52,,T. Thompson misses 2-pt shot from 1 ft (block by A. Davis)
2:28.0,,,39-52,,Offensive rebound by Team
2:28.0,,,39-52,,A. Varejao enters the game for T. Mozgov
2:22.0,,,39-52,,J. Smith misses 3-pt shot from 23 ft
2:22.0,,,39-52,,Offensive rebound by T. Thompson
2:19.0,,,39-52,,T. Thompson misses 2-pt shot at rim (block by A. Davis)
2:18.0,,,39-52,,Offensive rebound by T. Thompson
2:10.0,,,39-54,2,K. Irving makes 2-pt shot from 18 ft (assist by J. Smith)
2:04.0,,,39-54,,Personal foul by K. Irving (drawn by O. Asik)
1:55.0,O. Asik makes 2-pt shot at rim (assist by N. Cole),2,41-54,,
1:33.0,,,41-54,,L. James misses 2-pt shot from 12 ft
1:33.0,,,41-54,,Offensive rebound by Team
1:13.0,,,41-54,,K. Irving misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by O. Asik,,41-54,,
1:02.0,A. Davis makes 2-pt shot at rim (assist by N. Cole),2,43-54,,
0:41.0,,,43-54,,L. James misses 2-pt shot at rim
0:39.0,,,43-54,,Offensive rebound by T. Thompson
0:39.0,,,43-54,,T. Thompson misses 2-pt shot from 1 ft
0:38.0,Defensive rebound by D. Cunningham,,43-54,,
0:30.0,N. Cole misses 2-pt shot from 16 ft,,43-54,,
0:29.0,Offensive rebound by O. Asik,,43-54,,
0:21.0,D. Cunningham misses 3-pt shot from 23 ft,,43-54,,
0:20.0,,,43-54,,Defensive rebound by L. James
0:06.0,Personal foul by O. Asik (drawn by L. James),,43-54,,
0:00.0,,,43-54,,K. Irving misses 2-pt shot from 19 ft
0:00.0,,,43-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,43-54,,Personal foul by T. Thompson (drawn by A. Davis)
11:32.0,N. Cole makes 3-pt shot from 25 ft (assist by B. Dejean-Jones),3,46-54,,
11:15.0,,,46-56,2,K. Irving makes 2-pt shot from 1 ft (assist by L. James)
11:05.0,N. Cole makes 2-pt shot from 19 ft,2,48-56,,
10:42.0,,,48-56,,K. Irving misses 3-pt shot from 23 ft
10:41.0,,,48-56,,Offensive rebound by T. Mozgov
10:37.0,,,48-59,3,L. James makes 3-pt shot from 23 ft (assist by T. Mozgov)
10:24.0,N. Cole makes 2-pt shot at rim,2,50-59,,
10:09.0,,,50-61,2,L. James makes 2-pt shot from 7 ft
9:55.0,N. Cole makes 2-pt shot from 18 ft,2,52-61,,
9:34.0,,,52-61,,J. Smith misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by O. Asik,,52-61,,
9:12.0,N. Cole makes 3-pt shot from 29 ft,3,55-61,,
8:59.0,,,55-61,,Turnover by K. Irving (bad pass; steal by D. Cunningham)
8:53.0,A. Davis misses 2-pt shot at rim,,55-61,,
8:50.0,,,55-61,,Defensive rebound by T. Thompson
8:34.0,,,55-61,,L. James misses 3-pt shot from 24 ft
8:34.0,,,55-61,,Offensive rebound by T. Thompson
8:20.0,,,55-64,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
7:58.0,A. Davis makes 2-pt shot at rim (assist by N. Cole),2,57-64,,
7:32.0,,,57-64,,J. Smith misses 3-pt shot from 43 ft
7:32.0,,,57-64,,Offensive rebound by Team
7:32.0,,,57-64,,Turnover by Team (shot clock)
7:19.0,A. Davis makes 2-pt shot from 12 ft (assist by N. Cole),2,59-64,,
6:57.0,,,59-64,,L. James misses 3-pt shot from 25 ft
6:57.0,,,59-64,,Offensive rebound by Team
6:45.0,,,59-64,,K. Irving misses 2-pt shot from 6 ft
6:45.0,Defensive rebound by A. Davis,,59-64,,
6:45.0,,,59-64,,Personal foul by T. Thompson (drawn by A. Davis)
6:28.0,Turnover by N. Cole (bad pass; steal by J. Smith),,59-64,,
6:24.0,,,59-66,2,L. James makes 2-pt shot at rim (assist by J. Smith)
6:24.0,New Orleans full timeout,,59-66,,
6:24.0,J. Holiday enters the game for B. Dejean-Jones,,59-66,,
6:15.0,,,59-66,,Personal foul by L. James (drawn by J. Holiday)
6:05.0,A. Davis misses 2-pt shot from 4 ft,,59-66,,
6:04.0,,,59-66,,Defensive rebound by T. Mozgov
5:44.0,,,59-66,,J. Smith misses 3-pt shot from 28 ft
5:44.0,Defensive rebound by A. Davis,,59-66,,
5:29.0,A. Davis misses 2-pt shot from 17 ft,,59-66,,
5:29.0,,,59-66,,Defensive rebound by L. James
5:10.0,,,59-66,,K. Irving misses 2-pt shot from 14 ft
5:10.0,,,59-66,,Offensive rebound by Team
5:10.0,Loose ball foul by O. Asik (drawn by T. Thompson),,59-66,,
5:00.0,,,59-66,,J. Smith misses 3-pt shot from 25 ft
5:00.0,Defensive rebound by O. Asik,,59-66,,
4:44.0,J. Holiday misses 2-pt shot at rim,,59-66,,
4:42.0,Offensive rebound by O. Asik,,59-66,,
4:42.0,O. Asik makes 2-pt shot from 1 ft,2,61-66,,
4:21.0,,,61-68,2,T. Mozgov makes 2-pt shot from 1 ft (assist by L. James)
4:09.0,J. Holiday misses 3-pt shot from 25 ft,,61-68,,
4:09.0,,,61-68,,Defensive rebound by T. Mozgov
4:00.0,,,61-71,3,L. James makes 3-pt shot from 24 ft
3:49.0,N. Cole makes 2-pt shot from 17 ft (assist by J. Holiday),2,63-71,,
3:31.0,,,63-71,,L. James misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by O. Asik,,63-71,,
3:24.0,N. Cole misses 2-pt shot from 11 ft,,63-71,,
3:23.0,,,63-71,,Defensive rebound by T. Thompson
3:10.0,,,63-71,,J. Smith misses 3-pt shot from 25 ft
3:09.0,Defensive rebound by O. Asik,,63-71,,
3:02.0,N. Cole misses 3-pt shot from 24 ft,,63-71,,
3:02.0,,,63-71,,Defensive rebound by J. Smith
2:55.0,,,63-71,,Cleveland full timeout
2:55.0,,,63-71,,I. Shumpert enters the game for T. Mozgov
2:55.0,,,63-71,,M. Williams enters the game for J. Smith
2:55.0,,,63-71,,A. Varejao enters the game for K. Irving
2:55.0,R. Anderson enters the game for O. Asik,,63-71,,
2:42.0,,,63-71,,L. James misses 2-pt shot from 12 ft
2:38.0,Defensive rebound by R. Anderson,,63-71,,
2:26.0,J. Holiday misses 2-pt shot from 9 ft,,63-71,,
2:24.0,Offensive rebound by A. Davis,,63-71,,
2:24.0,A. Davis makes 2-pt shot at rim,2,65-71,,
2:11.0,,,65-74,3,I. Shumpert makes 3-pt shot from 25 ft (assist by A. Varejao)
2:01.0,Shooting foul by I. Shumpert (drawn by A. Davis),,65-74,,
2:01.0,A. Davis makes free throw 1 of 2,1,66-74,,
2:01.0,A. Davis misses free throw 2 of 2,,66-74,,
2:00.0,,,66-74,,Defensive rebound by A. Varejao
1:47.0,,,66-74,,Offensive foul by L. James
1:47.0,,,66-74,,Turnover by L. James (offensive foul)
1:30.0,D. Cunningham makes 3-pt shot from 25 ft (assist by J. Holiday),3,69-74,,
1:03.0,,,69-74,,M. Williams misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by A. Davis,,69-74,,
0:59.0,Turnover by A. Davis (bad pass; steal by A. Varejao),,69-74,,
0:51.0,,,69-74,,I. Shumpert misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by A. Davis,,69-74,,
0:37.0,D. Cunningham misses 3-pt shot from 22 ft,,69-74,,
0:36.0,,,69-74,,Defensive rebound by M. Williams
0:15.0,,,69-74,,I. Shumpert misses 3-pt shot from 22 ft
0:14.0,Defensive rebound by R. Anderson,,69-74,,
0:07.0,,,69-74,,Personal foul by A. Varejao (drawn by J. Holiday)
0:07.0,J. Holiday misses free throw 1 of 2,,69-74,,
0:07.0,Offensive rebound by Team,,69-74,,
0:07.0,O. Asik enters the game for A. Davis,,69-74,,
0:07.0,J. Holiday makes free throw 2 of 2,1,70-74,,
0:00.0,,,70-74,,A. Varejao misses 2-pt shot from 16 ft
0:00.0,,,70-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,70-74,,Shooting foul by J. Holiday (drawn by K. Irving)
11:44.0,,,70-75,1,K. Irving makes free throw 1 of 2
11:44.0,,,70-76,1,K. Irving makes free throw 2 of 2
11:32.0,Shooting foul by T. Thompson (drawn by R. Anderson),,70-76,,
11:32.0,R. Anderson makes free throw 1 of 2,1,71-76,,
11:32.0,R. Anderson makes free throw 2 of 2,1,72-76,,
11:20.0,,,72-76,,Turnover by A. Varejao (bad pass; steal by J. Holiday)
11:14.0,R. Anderson misses 3-pt shot from 25 ft,,72-76,,
11:12.0,,,72-76,,Defensive rebound by T. Thompson
10:59.0,,,72-78,2,K. Irving makes 2-pt shot from 12 ft
10:42.0,J. Holiday misses 3-pt shot from 24 ft,,72-78,,
10:41.0,,,72-78,,Defensive rebound by A. Varejao
10:32.0,Personal foul by A. Gee (drawn by A. Varejao),,72-78,,
10:32.0,,,72-78,,R. Jefferson enters the game for T. Thompson
10:26.0,,,72-78,,K. Irving misses 3-pt shot from 24 ft
10:25.0,Defensive rebound by O. Asik,,72-78,,
10:15.0,J. Holiday misses 2-pt shot from 6 ft,,72-78,,
10:12.0,Offensive rebound by J. Holiday,,72-78,,
10:10.0,,,72-78,,Personal foul by A. Varejao (drawn by R. Anderson)
10:04.0,J. Holiday makes 2-pt shot from 16 ft,2,74-78,,
9:48.0,,,74-78,,Turnover by I. Shumpert (bad pass; steal by J. Holiday)
9:44.0,T. Douglas misses 2-pt shot from 2 ft (block by A. Varejao),,74-78,,
9:44.0,Offensive rebound by Team,,74-78,,
9:38.0,J. Holiday misses 2-pt shot from 3 ft,,74-78,,
9:38.0,,,74-78,,Defensive rebound by A. Varejao
9:29.0,Personal foul by T. Douglas (drawn by M. Williams),,74-78,,
9:22.0,,,74-78,,R. Jefferson misses 3-pt shot from 23 ft
9:21.0,Defensive rebound by A. Gee,,74-78,,
9:10.0,R. Anderson misses 2-pt shot from 2 ft (block by A. Varejao),,74-78,,
9:09.0,,,74-78,,Defensive rebound by R. Jefferson
9:04.0,,,74-78,,Turnover by K. Irving (lost ball)
8:53.0,J. Holiday misses 2-pt shot from 6 ft,,74-78,,
8:52.0,,,74-78,,Defensive rebound by A. Varejao
8:52.0,Personal foul by A. Gee (drawn by A. Varejao),,74-78,,
8:52.0,Official timeout,,74-78,,
8:52.0,,,74-78,,J. Smith enters the game for M. Williams
8:52.0,A. Davis enters the game for O. Asik,,74-78,,
8:35.0,,,74-81,3,R. Jefferson makes 3-pt shot from 23 ft (assist by K. Irving)
8:25.0,Offensive foul by A. Davis,,74-81,,
8:25.0,Turnover by A. Davis (offensive foul),,74-81,,
8:11.0,,,74-81,,J. Smith misses 3-pt shot from 26 ft
8:10.0,Defensive rebound by J. Holiday,,74-81,,
8:03.0,N. Cole enters the game for T. Douglas,,74-81,,
8:03.0,Jump ball: J. Holiday vs. I. Shumpert (A. Davis gains possession),,,,Jump ball: J. Holiday vs. I. Shumpert (A. Davis gains possession)
7:47.0,Shooting foul by A. Varejao (drawn by A. Davis),,74-81,,
7:47.0,A. Davis misses free throw 1 of 2,,74-81,,
7:47.0,Offensive rebound by Team,,74-81,,
7:47.0,,,74-81,,L. James enters the game for R. Jefferson
7:47.0,D. Cunningham enters the game for A. Gee,,74-81,,
7:47.0,A. Davis makes free throw 2 of 2,1,75-81,,
7:24.0,,,75-83,2,L. James makes 2-pt shot from 14 ft
7:09.0,A. Davis makes 2-pt shot at rim (assist by R. Anderson),2,77-83,,
6:55.0,,,77-85,2,J. Smith makes 2-pt shot at rim (assist by L. James)
6:44.0,Shooting foul by J. Smith (drawn by N. Cole),,77-85,,
6:44.0,N. Cole makes free throw 1 of 2,1,78-85,,
6:44.0,N. Cole makes free throw 2 of 2,1,79-85,,
6:23.0,,,79-87,2,L. James makes 2-pt shot from 13 ft
6:11.0,N. Cole misses 2-pt shot from 19 ft,,79-87,,
6:11.0,,,79-87,,Defensive rebound by J. Smith
6:02.0,,,79-89,2,K. Irving makes 2-pt shot from 6 ft
5:50.0,J. Holiday misses 2-pt shot from 1 ft,,79-89,,
5:48.0,,,79-89,,Defensive rebound by A. Varejao
5:32.0,,,79-91,2,K. Irving makes 2-pt shot from 16 ft
5:32.0,New Orleans full timeout,,79-91,,
5:11.0,A. Davis makes 2-pt shot from 15 ft (assist by D. Cunningham),2,81-91,,
4:40.0,,,81-91,,K. Irving misses 3-pt shot from 23 ft
4:40.0,Defensive rebound by D. Cunningham,,81-91,,
4:27.0,R. Anderson misses 3-pt shot from 25 ft,,81-91,,
4:27.0,Offensive rebound by A. Davis,,81-91,,
4:19.0,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Holiday),3,84-91,,
3:57.0,,,84-91,,K. Irving misses 3-pt shot from 25 ft
3:56.0,,,84-91,,Offensive rebound by A. Varejao
3:34.0,,,84-94,3,J. Smith makes 3-pt shot from 22 ft
3:21.0,N. Cole misses 3-pt shot from 25 ft,,84-94,,
3:21.0,,,84-94,,Defensive rebound by I. Shumpert
3:10.0,,,84-94,,J. Smith misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by A. Davis,,84-94,,
3:02.0,D. Cunningham misses 3-pt shot from 23 ft,,84-94,,
3:01.0,,,84-94,,Defensive rebound by K. Irving
2:38.0,Personal foul by D. Cunningham (drawn by L. James),,84-94,,
2:38.0,,,84-94,,Cleveland full timeout
2:38.0,,,84-95,1,L. James makes free throw 1 of 2
2:38.0,,,84-96,1,L. James makes free throw 2 of 2
2:25.0,J. Holiday misses 2-pt shot from 13 ft,,84-96,,
2:24.0,,,84-96,,Defensive rebound by Team
2:04.0,,,84-96,,I. Shumpert misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by J. Holiday,,84-96,,
1:56.0,Turnover by R. Anderson (bad pass; steal by L. James),,84-96,,
1:39.0,,,84-98,2,L. James makes 2-pt shot from 1 ft
1:39.0,,,84-98,,Shooting foul by D. Cunningham (drawn by L. James)
1:39.0,,,84-99,1,L. James makes free throw 1 of 1
1:39.0,New Orleans full timeout,,84-99,,
1:26.0,A. Davis misses 2-pt shot from 3 ft (block by I. Shumpert),,84-99,,
1:26.0,,,84-99,,Defensive rebound by L. James
1:26.0,,,84-99,,Cleveland full timeout
1:26.0,,,84-99,,J. Cunningham enters the game for L. James
1:26.0,,,84-99,,R. Jefferson enters the game for J. Smith
1:26.0,,,84-99,,M. Williams enters the game for K. Irving
1:26.0,B. Dejean-Jones enters the game for J. Holiday,,84-99,,
1:26.0,A. Gee enters the game for D. Cunningham,,84-99,,
1:04.0,,,84-99,,Turnover by Team (shot clock)
0:46.0,R. Anderson misses 2-pt shot from 14 ft,,84-99,,
0:44.0,,,84-99,,Defensive rebound by A. Varejao
0:34.0,,,84-99,,Turnover by M. Williams (offensive foul)
0:34.0,,,84-99,,Offensive foul by M. Williams
0:17.0,A. Davis misses 2-pt shot from 7 ft (block by I. Shumpert),,84-99,,
0:15.0,,,84-99,,Defensive rebound by I. Shumpert
0:00.0,End of 4th quarter,,,,End of 4th quarter
