time,Golden State,pts.away,score,pts.home,Houston
11:27.0,,,34-30,,Turnover by C. Brewer (lost ball; steal by A. Iguodala)
11:09.0,A. Iguodala makes 2-pt shot from 1 ft (assist by D. Green),2,36-30,,
11:09.0,Shooting foul by M. Thornton (drawn by A. Iguodala),,36-30,,
11:09.0,A. Iguodala makes free throw 1 of 1,1,37-30,,
10:57.0,,,37-30,,D. Motiejunas misses 3-pt shot from 22 ft (block by D. Green)
10:55.0,Defensive rebound by I. Clark,,37-30,,
10:42.0,B. Rush misses 2-pt shot from 1 ft,,37-30,,
10:41.0,,,37-30,,Defensive rebound by D. Howard
10:36.0,,,37-32,2,C. Brewer makes 2-pt shot at rim (assist by D. Howard)
10:17.0,,,37-32,,Violation by D. Howard (def goaltending)
10:17.0,I. Clark makes 2-pt shot from 1 ft (assist by D. Green),2,39-32,,
10:00.0,,,39-32,,Shooting foul by A. Iguodala (drawn by C. Brewer)
10:00.0,,,39-33,1,C. Brewer makes free throw 1 of 2
10:00.0,,,39-34,1,C. Brewer makes free throw 2 of 2
9:46.0,M. Speights misses 2-pt shot from 19 ft,,39-34,,
9:45.0,,,39-34,,Defensive rebound by D. Howard
9:35.0,,,39-34,,M. Thornton misses 2-pt shot at rim
9:34.0,,,39-34,,Offensive rebound by D. Howard
9:32.0,,,39-36,2,D. Howard makes 2-pt shot at rim
9:24.0,Turnover by M. Speights (lost ball; steal by D. Howard),,39-36,,
9:18.0,,,39-39,3,M. Thornton makes 3-pt shot from 24 ft (assist by T. Lawson)
9:17.0,Golden State full timeout,,39-39,,
9:17.0,K. Thompson enters the game for B. Rush,,39-39,,
9:04.0,M. Speights makes 2-pt shot from 16 ft (assist by D. Green),2,41-39,,
9:04.0,Shooting foul by D. Howard (drawn by M. Speights),,41-39,,
9:04.0,M. Speights makes free throw 1 of 1,1,42-39,,
8:50.0,,,42-41,2,M. Thornton makes 2-pt shot from 17 ft (assist by D. Howard)
8:33.0,I. Clark makes 2-pt shot from 2 ft (assist by D. Green),2,44-41,,
8:15.0,,,44-41,,Turnover by M. Thornton (bad pass; steal by D. Green)
8:10.0,Turnover by D. Green (bad pass; steal by C. Brewer),,44-41,,
8:06.0,,,44-43,2,D. Howard makes 2-pt shot at rim (assist by C. Brewer)
7:42.0,D. Green makes 3-pt shot from 24 ft (assist by M. Speights),3,47-43,,
7:23.0,,,47-43,,M. Thornton misses 2-pt shot from 7 ft
7:23.0,Defensive rebound by D. Green,,47-43,,
7:14.0,Turnover by K. Thompson (lost ball; steal by C. Brewer),,47-43,,
7:11.0,Personal foul by I. Clark (drawn by T. Lawson),,47-43,,
7:11.0,,,47-43,,T. Ariza enters the game for T. Lawson
7:11.0,,,47-43,,P. Beverley enters the game for C. Brewer
7:11.0,,,47-43,,J. Harden enters the game for D. Motiejunas
7:11.0,A. Bogut enters the game for A. Iguodala,,47-43,,
7:11.0,S. Livingston enters the game for M. Speights,,47-43,,
7:05.0,,,47-43,,J. Harden misses 3-pt shot from 25 ft
7:04.0,Defensive rebound by D. Green,,47-43,,
6:51.0,K. Thompson misses 3-pt shot from 24 ft,,47-43,,
6:50.0,,,47-43,,Defensive rebound by P. Beverley
6:39.0,,,47-45,2,D. Howard makes 2-pt shot at rim (assist by T. Ariza)
6:22.0,Turnover by S. Livingston (bad pass; steal by J. Harden),,47-45,,
6:01.0,,,47-45,,J. Harden misses 2-pt shot at rim
6:00.0,Defensive rebound by D. Green,,47-45,,
5:59.0,,,47-45,,Personal foul by M. Thornton (drawn by D. Green)
5:59.0,Official timeout,,47-45,,
5:59.0,,,47-45,,C. Capela enters the game for D. Howard
5:50.0,K. Thompson misses 2-pt shot from 9 ft,,47-45,,
5:47.0,Offensive rebound by A. Bogut,,47-45,,
5:46.0,A. Bogut misses 2-pt shot at rim,,47-45,,
5:46.0,,,47-45,,Defensive rebound by T. Ariza
5:41.0,,,47-45,,P. Beverley misses 2-pt shot at rim
5:40.0,Defensive rebound by Team,,47-45,,
5:26.0,I. Clark makes 3-pt shot from 24 ft (assist by D. Green),3,50-45,,
5:08.0,,,50-45,,C. Capela misses 2-pt shot from 1 ft (block by A. Bogut)
5:06.0,Defensive rebound by A. Bogut,,50-45,,
4:55.0,Shooting foul by C. Capela (drawn by D. Green),,50-45,,
4:55.0,D. Green makes free throw 1 of 2,1,51-45,,
4:55.0,,,51-45,,C. Brewer enters the game for M. Thornton
4:55.0,D. Green makes free throw 2 of 2,1,52-45,,
4:33.0,,,52-47,2,P. Beverley makes 2-pt shot from 18 ft
4:15.0,Shooting foul by C. Capela (drawn by S. Livingston),,52-47,,
4:15.0,S. Livingston misses free throw 1 of 2,,52-47,,
4:15.0,Offensive rebound by Team,,52-47,,
4:15.0,A. Iguodala enters the game for D. Green,,52-47,,
4:15.0,S. Livingston makes free throw 2 of 2,1,53-47,,
4:01.0,,,53-47,,Turnover by C. Capela (offensive goaltending)
3:46.0,A. Bogut misses 2-pt shot from 4 ft,,53-47,,
3:45.0,Offensive rebound by I. Clark,,53-47,,
3:44.0,I. Clark misses 2-pt shot at rim,,53-47,,
3:43.0,,,53-47,,Defensive rebound by C. Capela
3:28.0,,,53-47,,T. Ariza misses 2-pt shot from 1 ft
3:27.0,Defensive rebound by S. Livingston,,53-47,,
3:21.0,I. Clark makes 3-pt shot from 24 ft (assist by S. Livingston),3,56-47,,
3:09.0,,,56-47,,Turnover by T. Ariza (bad pass; steal by S. Livingston)
3:04.0,I. Clark misses 2-pt shot from 23 ft,,56-47,,
3:03.0,,,56-47,,Defensive rebound by J. Harden
2:55.0,,,56-49,2,J. Harden makes 2-pt shot from 16 ft
2:48.0,Golden State full timeout,,56-49,,
2:48.0,,,56-49,,Houston full timeout
2:48.0,,,56-49,,D. Howard enters the game for C. Capela
2:48.0,D. Green enters the game for I. Clark,,56-49,,
2:43.0,Offensive foul by A. Bogut,,56-49,,
2:43.0,Turnover by A. Bogut (offensive foul),,56-49,,
2:26.0,,,56-49,,T. Ariza misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by D. Green,,56-49,,
2:12.0,Turnover by K. Thompson (bad pass; steal by C. Brewer),,56-49,,
2:04.0,,,56-52,3,P. Beverley makes 3-pt shot from 25 ft (assist by D. Howard)
1:49.0,S. Livingston misses 2-pt shot from 4 ft,,56-52,,
1:48.0,,,56-52,,Defensive rebound by D. Howard
1:36.0,,,56-52,,J. Harden misses 2-pt shot from 3 ft
1:35.0,Defensive rebound by S. Livingston,,56-52,,
1:28.0,Shooting foul by D. Howard (drawn by A. Iguodala),,56-52,,
1:28.0,A. Iguodala makes free throw 1 of 2,1,57-52,,
1:28.0,,,57-52,,C. Capela enters the game for D. Howard
1:28.0,,,57-52,,M. Thornton enters the game for C. Brewer
1:28.0,A. Iguodala makes free throw 2 of 2,1,58-52,,
1:05.0,,,58-52,,C. Capela misses 2-pt shot from 4 ft (block by A. Iguodala)
1:04.0,Defensive rebound by K. Thompson,,58-52,,
0:56.0,K. Thompson misses 3-pt shot from 24 ft,,58-52,,
0:55.0,,,58-52,,Defensive rebound by P. Beverley
0:47.0,,,58-55,3,J. Harden makes 3-pt shot from 24 ft (assist by P. Beverley)
0:41.0,,,58-55,,Personal foul by T. Ariza (drawn by A. Iguodala)
0:41.0,A. Iguodala misses free throw 1 of 2,,58-55,,
0:41.0,Offensive rebound by Team,,58-55,,
0:41.0,A. Iguodala makes free throw 2 of 2,1,59-55,,
0:37.0,,,59-58,3,J. Harden makes 3-pt shot from 23 ft
0:37.0,,,59-58,,Shooting foul by A. Bogut (drawn by J. Harden)
0:37.0,M. Speights enters the game for A. Bogut,,59-58,,
0:37.0,,,59-58,,T. Jones enters the game for C. Capela
0:37.0,,,59-59,1,J. Harden makes free throw 1 of 1
0:29.0,Shooting foul by M. Thornton (drawn by K. Thompson),,59-59,,
0:29.0,K. Thompson misses free throw 1 of 2,,59-59,,
0:29.0,Offensive rebound by Team,,59-59,,
0:29.0,K. Thompson misses free throw 2 of 2,,59-59,,
0:29.0,,,59-59,,Defensive rebound by J. Harden
0:08.0,,,59-59,,J. Harden misses 2-pt shot from 1 ft
0:07.0,Defensive rebound by D. Green,,59-59,,
0:03.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,61-59,,
0:00.0,,,61-59,,M. Thornton misses 3-pt shot from 42 ft
0:00.0,,,61-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,61-59,,J. Harden misses 2-pt shot from 3 ft
11:42.0,Defensive rebound by K. Thompson,,61-59,,
11:24.0,D. Green misses 2-pt shot at rim,,61-59,,
11:23.0,,,61-59,,Defensive rebound by T. Ariza
11:15.0,,,61-61,2,D. Howard makes 2-pt shot from 1 ft (assist by T. Ariza)
10:52.0,B. Rush makes 2-pt shot from 5 ft (assist by D. Green),2,63-61,,
10:32.0,,,63-61,,Shooting foul by A. Bogut (drawn by T. Ariza)
10:32.0,,,63-62,1,T. Ariza makes free throw 1 of 2
10:32.0,,,63-63,1,T. Ariza makes free throw 2 of 2
10:16.0,B. Rush misses 3-pt shot from 23 ft,,63-63,,
10:14.0,,,63-63,,Defensive rebound by J. Harden
9:55.0,,,63-66,3,T. Ariza makes 3-pt shot from 23 ft
9:38.0,K. Thompson makes 2-pt shot from 10 ft (assist by S. Livingston),2,65-66,,
9:20.0,,,65-66,,Shooting foul by K. Thompson (drawn by J. Harden)
9:20.0,,,65-67,1,J. Harden makes free throw 1 of 2
9:20.0,,,65-68,1,J. Harden makes free throw 2 of 2
9:06.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,68-68,,
8:51.0,,,68-68,,Turnover by T. Ariza (bad pass)
8:39.0,K. Thompson misses 3-pt shot from 25 ft,,68-68,,
8:38.0,,,68-68,,Defensive rebound by C. Capela
8:26.0,,,68-70,2,P. Beverley makes 2-pt shot from 5 ft
8:13.0,S. Livingston misses 2-pt shot from 2 ft (block by D. Howard),,68-70,,
8:12.0,Offensive rebound by Team,,68-70,,
8:12.0,Technical foul by S. Livingston,,68-70,,
8:12.0,,,68-71,1,J. Harden makes technical free throw
8:04.0,D. Green misses 2-pt shot from 19 ft,,68-71,,
8:03.0,,,68-71,,Defensive rebound by Team
7:44.0,,,68-71,,Turnover by P. Beverley (bad pass; steal by B. Rush)
7:31.0,Turnover by S. Livingston (traveling),,68-71,,
7:19.0,,,68-71,,Turnover by P. Beverley (bad pass; steal by D. Green)
7:14.0,D. Green makes 2-pt shot from 1 ft,2,70-71,,
6:56.0,,,70-71,,Shooting foul by K. Thompson (drawn by C. Capela)
6:56.0,,,70-71,,C. Capela misses free throw 1 of 2
6:56.0,,,70-71,,Offensive rebound by Team
6:56.0,A. Iguodala enters the game for B. Rush,,70-71,,
6:56.0,,,70-72,1,C. Capela makes free throw 2 of 2
6:35.0,S. Livingston misses 2-pt shot from 14 ft,,70-72,,
6:33.0,,,70-72,,Defensive rebound by C. Capela
6:24.0,,,70-74,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
6:02.0,K. Thompson misses 2-pt shot from 4 ft,,70-74,,
6:01.0,Offensive rebound by K. Thompson,,70-74,,
5:59.0,K. Thompson misses 2-pt shot from 1 ft,,70-74,,
5:55.0,Offensive rebound by K. Thompson,,70-74,,
5:54.0,K. Thompson makes 2-pt shot from 12 ft,2,72-74,,
5:31.0,,,72-76,2,P. Beverley makes 2-pt shot from 10 ft (assist by J. Harden)
5:15.0,S. Livingston misses 2-pt shot from 14 ft,,72-76,,
5:14.0,Offensive rebound by A. Iguodala,,72-76,,
5:13.0,A. Iguodala makes 2-pt shot at rim,2,74-76,,
4:58.0,,,74-76,,J. Harden misses 3-pt shot from 24 ft
4:57.0,Defensive rebound by A. Bogut,,74-76,,
4:51.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,76-76,,
4:51.0,,,76-76,,Houston full timeout
4:51.0,,,76-76,,T. Lawson enters the game for C. Capela
4:51.0,,,76-76,,T. Jones enters the game for P. Beverley
4:36.0,,,76-76,,T. Ariza misses 3-pt shot from 23 ft
4:36.0,Defensive rebound by A. Bogut,,76-76,,
4:21.0,A. Bogut misses 2-pt shot from 6 ft,,76-76,,
4:20.0,,,76-76,,Defensive rebound by D. Howard
4:03.0,,,76-78,2,T. Lawson makes 2-pt shot from 15 ft (assist by D. Howard)
3:49.0,K. Thompson makes 2-pt shot from 1 ft (assist by A. Iguodala),2,78-78,,
3:34.0,,,78-78,,T. Jones misses 2-pt shot from 10 ft
3:33.0,Defensive rebound by A. Bogut,,78-78,,
3:25.0,Turnover by A. Bogut (bad pass),,78-78,,
3:25.0,,,78-78,,C. Brewer enters the game for T. Ariza
3:25.0,,,78-78,,C. Capela enters the game for D. Howard
3:25.0,I. Clark enters the game for S. Livingston,,78-78,,
3:25.0,J. McAdoo enters the game for D. Green,,78-78,,
3:07.0,,,78-78,,T. Jones misses 2-pt shot from 1 ft (block by K. Thompson)
3:06.0,Defensive rebound by A. Bogut,,78-78,,
3:03.0,Turnover by A. Bogut (bad pass; steal by C. Brewer),,78-78,,
3:03.0,,,78-78,,Shooting foul by I. Clark (drawn by C. Brewer)
3:03.0,,,78-79,1,C. Brewer makes free throw 1 of 2
3:03.0,,,78-80,1,C. Brewer makes free throw 2 of 2
2:58.0,Golden State full timeout,,78-80,,
2:58.0,,,78-80,,M. Thornton enters the game for J. Harden
2:44.0,A. Bogut misses 2-pt shot from 7 ft,,78-80,,
2:44.0,Offensive rebound by J. McAdoo,,78-80,,
2:39.0,I. Clark misses 3-pt shot from 23 ft,,78-80,,
2:38.0,Offensive rebound by J. McAdoo,,78-80,,
2:34.0,J. McAdoo misses 2-pt shot from 3 ft (block by C. Capela),,78-80,,
2:33.0,,,78-80,,Defensive rebound by C. Capela
2:16.0,,,78-80,,T. Lawson misses 2-pt shot from 17 ft
2:15.0,Defensive rebound by Team,,78-80,,
2:15.0,,,78-80,,Loose ball foul by M. Thornton (drawn by J. McAdoo)
1:58.0,K. Thompson makes 2-pt shot at rim,2,80-80,,
1:31.0,,,80-80,,T. Jones misses 3-pt shot from 22 ft
1:30.0,Defensive rebound by A. Bogut,,80-80,,
1:12.0,K. Thompson misses 3-pt shot from 26 ft,,80-80,,
1:10.0,Offensive rebound by J. McAdoo,,80-80,,
1:06.0,A. Iguodala makes 3-pt shot from 24 ft (assist by J. McAdoo),3,83-80,,
0:54.0,,,83-80,,M. Thornton misses 3-pt shot from 24 ft
0:52.0,Defensive rebound by I. Clark,,83-80,,
0:42.0,K. Thompson makes 3-pt shot from 24 ft (assist by I. Clark),3,86-80,,
0:36.0,,,86-80,,Turnover by T. Lawson (bad pass; steal by J. McAdoo)
0:33.0,J. McAdoo makes 2-pt shot at rim,2,88-80,,
0:33.0,,,88-80,,Houston full timeout
0:33.0,S. Livingston enters the game for A. Bogut,,88-80,,
0:33.0,D. Green enters the game for K. Thompson,,88-80,,
0:33.0,,,88-80,,J. Harden enters the game for C. Brewer
0:30.0,,,88-80,,Shooting foul by A. Iguodala (drawn by J. Harden)
0:30.0,,,88-81,1,J. Harden makes free throw 1 of 2
0:30.0,,,88-81,,T. Ariza enters the game for T. Lawson
0:30.0,,,88-81,,P. Beverley enters the game for M. Thornton
0:30.0,,,88-82,1,J. Harden makes free throw 2 of 2
0:19.0,,,88-82,,Personal foul by J. Harden (drawn by A. Iguodala)
0:06.0,Shooting foul by C. Capela (drawn by I. Clark),,88-82,,
0:06.0,I. Clark makes free throw 1 of 2,1,89-82,,
0:06.0,I. Clark makes free throw 2 of 2,1,90-82,,
0:01.0,,,90-82,,Offensive foul by J. Harden
0:01.0,,,90-82,,Turnover by J. Harden (offensive foul)
0:00.0,I. Clark misses 3-pt shot from 30 ft,,90-82,,
0:00.0,Offensive rebound by Team,,90-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,M. Speights misses 2-pt shot from 16 ft,,90-82,,
11:42.0,,,90-82,,Defensive rebound by Team
11:25.0,,,90-82,,Shooting foul by M. Speights (drawn by D. Howard)
11:25.0,,,90-83,1,D. Howard makes free throw 1 of 2
11:25.0,,,90-84,1,D. Howard makes free throw 2 of 2
11:21.0,,,90-84,,Personal foul by D. Howard (drawn by M. Speights)
11:08.0,A. Iguodala makes 3-pt shot from 23 ft (assist by M. Speights),3,93-84,,
10:46.0,,,93-86,2,T. Lawson makes 2-pt shot from 18 ft
10:26.0,S. Livingston makes 2-pt shot from 8 ft (assist by M. Speights),2,95-86,,
10:15.0,,,95-86,,Shooting foul by I. Clark (drawn by D. Howard)
10:15.0,,,95-86,,D. Howard misses free throw 1 of 2
10:15.0,,,95-86,,Offensive rebound by Team
10:15.0,,,95-87,1,D. Howard makes free throw 2 of 2
9:51.0,S. Livingston makes 2-pt shot from 16 ft (assist by I. Clark),2,97-87,,
9:34.0,,,97-87,,T. Lawson misses 3-pt shot from 24 ft
9:33.0,,,97-87,,Offensive rebound by Team
9:21.0,,,97-87,,M. Thornton misses 3-pt shot from 23 ft
9:20.0,,,97-87,,Offensive rebound by Team
9:17.0,,,97-87,,Turnover by D. Howard (bad pass)
8:59.0,M. Speights misses 2-pt shot at rim (block by T. Jones),,97-87,,
8:58.0,Offensive rebound by A. Iguodala,,97-87,,
8:57.0,Shooting foul by T. Jones (drawn by A. Iguodala),,97-87,,
8:57.0,Official timeout,,97-87,,
8:57.0,,,97-87,,P. Beverley enters the game for T. Jones
8:57.0,,,97-87,,J. Harden enters the game for T. Lawson
8:57.0,A. Iguodala makes free throw 1 of 2,1,98-87,,
8:57.0,A. Iguodala makes free throw 2 of 2,1,99-87,,
8:38.0,,,99-89,2,D. Howard makes 2-pt shot from 2 ft (assist by P. Beverley)
8:20.0,Turnover by M. Speights (lost ball; steal by D. Howard),,99-89,,
8:14.0,,,99-91,2,M. Thornton makes 2-pt shot from 1 ft (assist by D. Howard)
7:52.0,Turnover by A. Iguodala (step out of bounds),,99-91,,
7:52.0,A. Bogut enters the game for J. McAdoo,,99-91,,
7:52.0,D. Green enters the game for M. Speights,,99-91,,
7:38.0,,,99-91,,Turnover by D. Howard (bad pass)
7:38.0,K. Thompson enters the game for A. Iguodala,,99-91,,
7:24.0,I. Clark misses 2-pt shot from 19 ft,,99-91,,
7:23.0,,,99-91,,Defensive rebound by D. Howard
7:14.0,,,99-93,2,J. Harden makes 2-pt shot from 2 ft
6:52.0,S. Livingston makes 2-pt shot at rim (assist by A. Bogut),2,101-93,,
6:41.0,,,101-95,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
6:25.0,Offensive foul by K. Thompson,,101-95,,
6:25.0,Turnover by K. Thompson (offensive foul),,101-95,,
6:11.0,,,101-97,2,P. Beverley makes 2-pt shot at rim (assist by J. Harden)
5:58.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,104-97,,
5:45.0,,,104-100,3,J. Harden makes 3-pt shot from 24 ft
5:44.0,Golden State full timeout,,104-100,,
5:44.0,A. Iguodala enters the game for I. Clark,,104-100,,
5:44.0,,,104-100,,Inbound foul by P. Beverley
5:44.0,A. Bogut makes free throw 1 of 2,1,105-100,,
5:44.0,A. Bogut misses free throw 2 of 2,,105-100,,
5:44.0,Offensive rebound by A. Iguodala,,105-100,,
5:20.0,K. Thompson misses 2-pt shot from 15 ft,,105-100,,
