time,Minnesota,pts.away,score,pts.home,Portland
0:42.0,,,101-99,,E. Davis enters the game for A. Crabbe
0:42.0,A. Wiggins makes free throw 2 of 2,1,102-99,,
0:42.0,,,102-99,,Portland full timeout
0:42.0,,,102-99,,A. Crabbe enters the game for E. Davis
0:42.0,,,102-99,,Turnover by Team (5 sec inbounds)
0:42.0,K. Towns enters the game for G. Dieng,,102-99,,
0:23.0,Offensive charge foul by A. Wiggins,,102-99,,
0:23.0,Turnover by A. Wiggins (offensive foul),,102-99,,
0:23.0,,,102-99,,Portland full timeout
0:23.0,,,102-99,,M. Harkless enters the game for M. Plumlee
0:23.0,G. Dieng enters the game for K. Towns,,102-99,,
0:13.0,,,102-101,2,D. Lillard makes 2-pt shot from 1 ft
0:13.0,Minnesota full timeout,,102-101,,
0:13.0,K. Towns enters the game for G. Dieng,,102-101,,
0:08.0,,,102-101,,Personal take foul by D. Lillard
0:08.0,Z. LaVine makes free throw 1 of 2,1,103-101,,
0:08.0,,,103-101,,E. Davis enters the game for A. Crabbe
0:08.0,Z. LaVine makes free throw 2 of 2,1,104-101,,
0:08.0,,,104-101,,Portland full timeout
0:08.0,,,104-101,,A. Crabbe enters the game for M. Harkless
0:08.0,,,104-101,,M. Plumlee enters the game for E. Davis
0:08.0,N. Bjelica enters the game for K. Towns,,104-101,,
0:04.0,,,104-104,3,D. Lillard makes 3-pt shot from 27 ft
0:04.0,,,104-104,,Shooting foul by R. Rubio (drawn by D. Lillard)
0:04.0,G. Dieng enters the game for N. Bjelica,,104-104,,
0:04.0,K. Towns enters the game for T. Prince,,104-104,,
0:04.0,,,104-105,1,D. Lillard makes free throw 1 of 1
0:04.0,Minnesota full timeout,,104-105,,
0:04.0,,,104-105,,G. Henderson enters the game for M. Plumlee
0:04.0,,,104-105,,M. Harkless enters the game for C. McCollum
0:04.0,T. Prince enters the game for G. Dieng,,104-105,,
0:02.0,K. Towns makes 2-pt shot from 6 ft (assist by R. Rubio),2,106-105,,
0:00.0,,,106-105,,D. Lillard misses 3-pt shot from 55 ft
0:00.0,,,106-105,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
