time,New York,pts.away,score,pts.home,Charlotte
7:32.0,,,68-81,2,K. Walker makes 2-pt shot at rim
7:32.0,,,68-81,,Shooting foul by L. Amundson (drawn by K. Walker)
7:32.0,New York full timeout,,68-81,,
7:32.0,,,68-81,,M. Williams enters the game for F. Kaminsky
7:32.0,,,68-81,,J. Lin enters the game for T. Hansbrough
7:32.0,,,68-81,,S. Hawes enters the game for B. Roberts
7:32.0,A. Afflalo enters the game for L. Amundson,,68-81,,
7:32.0,,,68-82,1,K. Walker makes free throw 1 of 1
7:16.0,Turnover by S. Vujacic (lost ball; steal by S. Hawes),,68-82,,
7:05.0,,,68-82,,K. Walker misses 3-pt shot from 25 ft
7:04.0,,,68-82,,Offensive rebound by S. Hawes
6:56.0,,,68-82,,M. Williams misses 3-pt shot from 25 ft
6:54.0,,,68-82,,Offensive rebound by P. Hairston
6:49.0,,,68-82,,Turnover by P. Hairston (bad pass; steal by D. Williams)
6:49.0,D. Williams misses 2-pt shot from 1 ft,,68-82,,
6:49.0,Offensive rebound by D. Williams,,68-82,,
6:49.0,Shooting foul by S. Hawes (drawn by D. Williams),,68-82,,
6:49.0,D. Williams misses free throw 1 of 2,,68-82,,
6:49.0,Offensive rebound by Team,,68-82,,
6:49.0,D. Williams makes free throw 2 of 2,1,69-82,,
6:39.0,,,69-82,,Turnover by J. Lin (traveling)
6:24.0,S. Vujacic misses 2-pt shot from 17 ft,,69-82,,
6:23.0,,,69-82,,Defensive rebound by M. Williams
6:05.0,,,69-82,,J. Lin misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by J. Calderon,,69-82,,
5:43.0,Turnover by A. Afflalo (lost ball; steal by S. Hawes),,69-82,,
5:37.0,,,69-82,,P. Hairston misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by S. Vujacic,,69-82,,
5:22.0,A. Afflalo makes 3-pt shot from 24 ft (assist by S. Vujacic),3,72-82,,
5:22.0,,,72-82,,Charlotte full timeout
5:01.0,,,72-85,3,J. Lin makes 3-pt shot from 25 ft (assist by K. Walker)
4:41.0,K. Porzingis misses 3-pt shot from 27 ft,,72-85,,
4:40.0,,,72-85,,Defensive rebound by S. Hawes
4:16.0,,,72-85,,K. Walker misses 3-pt shot from 26 ft
4:14.0,,,72-85,,Offensive rebound by M. Williams
4:10.0,,,72-85,,Turnover by J. Lin (traveling)
3:53.0,D. Williams misses 2-pt shot from 2 ft (block by S. Hawes),,72-85,,
3:51.0,Offensive rebound by D. Williams,,72-85,,
3:51.0,D. Williams misses 2-pt shot from 1 ft,,72-85,,
3:49.0,,,72-85,,Defensive rebound by P. Hairston
3:49.0,,,72-85,,Shooting foul by J. Calderon (drawn by P. Hairston)
3:49.0,,,72-87,2,P. Hairston makes 2-pt shot from 1 ft
3:49.0,,,72-88,1,P. Hairston makes free throw 1 of 1
3:33.0,S. Vujacic makes 3-pt shot from 25 ft (assist by D. Williams),3,75-88,,
3:17.0,,,75-91,3,P. Hairston makes 3-pt shot from 26 ft (assist by K. Walker)
3:03.0,S. Vujacic makes 2-pt shot from 18 ft (assist by A. Afflalo),2,77-91,,
3:03.0,Shooting foul by J. Lin (drawn by S. Vujacic),,77-91,,
3:03.0,S. Vujacic misses free throw 1 of 1,,77-91,,
2:57.0,,,77-91,,Defensive rebound by K. Walker
2:43.0,,,77-91,,J. Lin misses 2-pt shot from 2 ft
2:42.0,,,77-91,,Offensive rebound by M. Williams
2:42.0,,,77-91,,M. Williams misses 2-pt shot from 1 ft
2:40.0,Defensive rebound by J. Calderon,,77-91,,
2:36.0,A. Afflalo misses 3-pt shot from 24 ft,,77-91,,
2:34.0,,,77-91,,Defensive rebound by J. Lin
2:17.0,,,77-91,,Turnover by J. Lin (lost ball; steal by A. Afflalo)
2:10.0,,,77-91,,Violation by M. Williams (def goaltending)
2:10.0,D. Williams makes 2-pt shot from 1 ft (assist by J. Calderon),2,79-91,,
1:50.0,,,79-93,2,K. Walker makes 2-pt shot from 19 ft
1:50.0,New York full timeout,,79-93,,
1:50.0,J. Grant enters the game for K. Porzingis,,79-93,,
1:50.0,K. Seraphin enters the game for J. Calderon,,79-93,,
1:27.0,S. Vujacic makes 3-pt shot from 25 ft (assist by A. Afflalo),3,82-93,,
1:19.0,Personal foul by J. Grant (drawn by K. Walker),,82-93,,
1:19.0,,,82-94,1,K. Walker makes free throw 1 of 2
1:19.0,,,82-95,1,K. Walker makes free throw 2 of 2
1:04.0,A. Afflalo makes 2-pt shot from 20 ft,2,84-95,,
0:54.0,Personal take foul by J. Grant (drawn by K. Walker),,84-95,,
0:54.0,,,84-96,1,K. Walker makes free throw 1 of 2
0:54.0,,,84-97,1,K. Walker makes free throw 2 of 2
0:39.0,J. Grant misses 2-pt shot from 21 ft,,84-97,,
0:37.0,Offensive rebound by K. Seraphin,,84-97,,
0:35.0,D. Williams misses 3-pt shot from 22 ft,,84-97,,
0:34.0,,,84-97,,Defensive rebound by P. Hairston
0:10.0,,,84-97,,Turnover by Team (shot clock)
0:02.0,J. Grant misses 3-pt shot from 25 ft,,84-97,,
0:00.0,,,84-97,,Defensive rebound by M. Williams
0:00.0,End of 4th quarter,,,,End of 4th quarter
