time,Oklahoma City,pts.away,score,pts.home,Golden State
3:34.0,Turnover by K. Durant (lost ball; steal by S. Livingston),,97-107,,
3:26.0,,,97-109,2,K. Thompson makes 2-pt shot at rim (assist by D. Green)
3:25.0,Oklahoma City full timeout,,97-109,,
3:25.0,R. Foye enters the game for D. Waiters,,97-109,,
3:08.0,Shooting foul by S. Livingston (drawn by K. Durant),,97-109,,
3:08.0,K. Durant makes free throw 1 of 3,1,98-109,,
3:08.0,K. Durant makes free throw 2 of 3,1,99-109,,
3:08.0,K. Durant makes free throw 3 of 3,1,100-109,,
3:00.0,Personal foul by A. Roberson (drawn by A. Bogut),,100-109,,
3:00.0,,,100-110,1,A. Bogut makes free throw 1 of 2
3:00.0,,,100-111,1,A. Bogut makes free throw 2 of 2
2:36.0,A. Roberson misses 3-pt shot from 23 ft,,100-111,,
2:35.0,,,100-111,,Defensive rebound by A. Bogut
2:16.0,,,100-114,3,S. Curry makes 3-pt shot from 26 ft
1:53.0,R. Westbrook makes 2-pt shot from 16 ft,2,102-114,,
1:36.0,,,102-114,,D. Green misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by A. Roberson,,102-114,,
1:31.0,R. Westbrook makes 2-pt shot from 2 ft,2,104-114,,
1:14.0,,,104-116,2,S. Livingston makes 2-pt shot from 11 ft (assist by S. Curry)
1:04.0,S. Ibaka misses 2-pt shot from 19 ft,,104-116,,
1:03.0,,,104-116,,Defensive rebound by A. Bogut
0:45.0,,,104-119,3,S. Curry makes 3-pt shot from 26 ft
0:36.0,R. Westbrook misses 3-pt shot from 24 ft,,104-119,,
0:35.0,,,104-119,,Defensive rebound by A. Bogut
0:20.0,,,104-119,,Shooting foul by R. Westbrook (drawn by S. Curry)
0:20.0,,,104-120,1,S. Curry makes free throw 1 of 2
0:20.0,,,104-121,1,S. Curry makes free throw 2 of 2
0:12.0,R. Westbrook makes 2-pt shot from 1 ft,2,106-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
