time,Golden State,pts.away,score,pts.home,Denver
4:27.0,,,17-20,,Defensive rebound by K. Faried
4:19.0,,,17-22,2,K. Faried makes 2-pt shot at rim
4:19.0,Violation by A. Bogut (def goaltending),,17-22,,
4:09.0,,,17-22,,Violation by J. Nurkic (kicked ball)
4:09.0,,,17-22,,D. Arthur enters the game for K. Faried
4:02.0,Turnover by S. Curry (traveling),,17-22,,
4:02.0,M. Speights enters the game for A. Bogut,,17-22,,
3:42.0,,,17-22,,J. Nurkic misses 2-pt shot from 5 ft (block by M. Speights)
3:41.0,,,17-22,,Offensive rebound by J. Nurkic
3:40.0,,,17-22,,J. Nurkic misses 2-pt shot from 2 ft (block by M. Speights)
3:39.0,Defensive rebound by M. Speights,,17-22,,
3:39.0,,,17-22,,Personal foul by J. Nurkic (drawn by M. Speights)
3:24.0,M. Speights misses 2-pt shot from 21 ft,,17-22,,
3:23.0,,,17-22,,Defensive rebound by D. Arthur
3:10.0,,,17-24,2,J. Nurkic makes 2-pt shot from 10 ft (assist by J. Nelson)
2:57.0,M. Speights misses 2-pt shot from 1 ft (block by J. Nurkic),,17-24,,
2:55.0,Offensive rebound by M. Speights,,17-24,,
2:52.0,M. Speights misses 2-pt shot from 1 ft,,17-24,,
2:51.0,,,17-24,,Defensive rebound by D. Arthur
2:49.0,,,17-24,,Turnover by D. Arthur (bad pass; steal by S. Curry)
2:47.0,Turnover by K. Thompson (bad pass; steal by J. Nelson),,17-24,,
2:43.0,Personal foul by H. Barnes (drawn by D. Gallinari),,17-24,,
2:43.0,Golden State full timeout,,17-24,,
2:43.0,,,17-24,,E. Mudiay enters the game for J. Nelson
2:43.0,,,17-24,,W. Barton enters the game for J. Nurkic
2:43.0,L. Barbosa enters the game for K. Thompson,,17-24,,
2:43.0,,,17-24,,D. Gallinari misses free throw 1 of 2
2:43.0,,,17-24,,Offensive rebound by Team
2:43.0,,,17-25,1,D. Gallinari makes free throw 2 of 2
2:29.0,S. Curry misses 2-pt shot at rim,,17-25,,
2:28.0,,,17-25,,Defensive rebound by D. Gallinari
2:11.0,,,17-25,,G. Harris misses 2-pt shot from 2 ft
2:09.0,,,17-25,,Offensive rebound by D. Arthur
2:09.0,,,17-27,2,D. Arthur makes 2-pt shot from 1 ft
1:51.0,L. Barbosa misses 3-pt shot from 23 ft,,17-27,,
1:51.0,,,17-27,,Defensive rebound by D. Arthur
1:45.0,,,17-27,,Turnover by D. Arthur (bad pass)
1:34.0,L. Barbosa makes 3-pt shot from 22 ft (assist by H. Barnes),3,20-27,,
1:12.0,,,20-27,,G. Harris misses 2-pt shot from 2 ft
1:11.0,Defensive rebound by S. Curry,,20-27,,
1:06.0,,,20-27,,Personal foul by D. Gallinari (drawn by S. Curry)
1:06.0,S. Curry makes free throw 1 of 2,1,21-27,,
1:06.0,S. Curry makes free throw 2 of 2,1,22-27,,
0:56.0,,,22-27,,W. Barton misses 2-pt shot from 2 ft (block by M. Speights)
0:56.0,,,22-27,,Offensive rebound by Team
0:49.0,,,22-27,,Turnover by W. Barton (bad pass; steal by S. Curry)
0:46.0,S. Curry misses 3-pt shot from 25 ft,,22-27,,
0:46.0,Offensive rebound by M. Speights,,22-27,,
0:46.0,M. Speights misses 2-pt shot from 1 ft,,22-27,,
0:40.0,Offensive rebound by H. Barnes,,22-27,,
0:40.0,H. Barnes makes 2-pt shot at rim,2,24-27,,
0:33.0,,,24-29,2,D. Arthur makes 2-pt shot at rim (assist by W. Barton)
0:33.0,,,24-29,,Shooting foul by L. Barbosa (drawn by D. Arthur)
0:33.0,,,24-29,,R. Foye enters the game for D. Gallinari
0:33.0,,,24-30,1,D. Arthur makes free throw 1 of 1
0:15.0,,,24-30,,Personal foul by E. Mudiay (drawn by M. Speights)
0:15.0,M. Speights misses free throw 1 of 2,,24-30,,
0:15.0,Offensive rebound by Team,,24-30,,
0:15.0,S. Livingston enters the game for S. Curry,,24-30,,
0:15.0,M. Speights makes free throw 2 of 2,1,25-30,,
0:02.0,,,25-30,,Shooting foul by S. Livingston (drawn by E. Mudiay)
0:02.0,,,25-31,1,E. Mudiay makes free throw 1 of 2
0:02.0,,,25-32,1,E. Mudiay makes free throw 2 of 2
0:01.0,Turnover by L. Barbosa (lost ball),,25-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,25-34,2,W. Barton makes 2-pt shot from 4 ft
11:25.0,A. Iguodala makes 2-pt shot from 19 ft,2,27-34,,
11:07.0,,,27-34,,Turnover by M. Miller (bad pass; steal by M. Speights)
11:05.0,Shooting foul by E. Mudiay (drawn by H. Barnes),,27-34,,
11:05.0,H. Barnes makes free throw 1 of 2,1,28-34,,
11:05.0,H. Barnes makes free throw 2 of 2,1,29-34,,
10:50.0,,,29-34,,D. Arthur misses 2-pt shot from 20 ft
10:49.0,Defensive rebound by H. Barnes,,29-34,,
10:30.0,M. Speights misses 2-pt shot from 6 ft,,29-34,,
10:30.0,,,29-34,,Defensive rebound by D. Arthur
10:24.0,,,29-34,,M. Miller misses 3-pt shot from 27 ft
10:23.0,Defensive rebound by M. Speights,,29-34,,
10:22.0,B. Rush enters the game for M. Speights,,29-34,,
10:06.0,H. Barnes misses 2-pt shot from 17 ft,,29-34,,
10:04.0,,,29-34,,Defensive rebound by R. Foye
9:53.0,,,29-36,2,D. Arthur makes 2-pt shot from 9 ft (assist by R. Foye)
9:45.0,B. Rush misses 3-pt shot from 24 ft,,29-36,,
9:44.0,,,29-36,,Defensive rebound by D. Arthur
9:37.0,,,29-36,,Shooting foul by A. Iguodala (drawn by W. Barton)
9:37.0,,,29-36,,W. Barton misses free throw 1 of 2
9:37.0,,,29-36,,Offensive rebound by Team
9:37.0,K. Thompson enters the game for L. Barbosa,,29-36,,
9:37.0,,,29-37,1,W. Barton makes free throw 2 of 2
9:20.0,H. Barnes makes 2-pt shot from 1 ft,2,31-37,,
9:10.0,,,31-37,,E. Mudiay misses 2-pt shot from 6 ft
9:09.0,,,31-37,,Offensive rebound by D. Arthur
9:03.0,,,31-37,,D. Arthur misses 2-pt shot from 5 ft
9:03.0,Defensive rebound by H. Barnes,,31-37,,
8:50.0,A. Iguodala misses 3-pt shot from 24 ft,,31-37,,
8:49.0,,,31-37,,Defensive rebound by E. Mudiay
8:33.0,,,31-37,,E. Mudiay misses 2-pt shot from 16 ft
8:33.0,Defensive rebound by B. Rush,,31-37,,
8:27.0,,,31-37,,Personal foul by D. Arthur (drawn by K. Thompson)
8:27.0,Official timeout,,31-37,,
8:27.0,,,31-37,,J. Nelson enters the game for D. Arthur
8:27.0,,,31-37,,D. Gallinari enters the game for E. Mudiay
8:15.0,H. Barnes makes 2-pt shot from 8 ft (assist by B. Rush),2,33-37,,
7:49.0,,,33-39,2,W. Barton makes 2-pt shot from 4 ft
7:37.0,K. Thompson makes 2-pt shot from 7 ft (assist by S. Livingston),2,35-39,,
7:37.0,,,35-39,,Shooting block foul by M. Miller (drawn by K. Thompson)
7:37.0,,,35-39,,K. Faried enters the game for M. Miller
7:37.0,S. Curry enters the game for A. Iguodala,,35-39,,
7:37.0,A. Bogut enters the game for H. Barnes,,35-39,,
7:37.0,K. Thompson makes free throw 1 of 1,1,36-39,,
7:26.0,,,36-39,,Shooting foul by K. Thompson (drawn by K. Faried)
7:26.0,,,36-40,1,K. Faried makes free throw 1 of 2
7:26.0,,,36-40,,K. Faried misses free throw 2 of 2
7:26.0,Defensive rebound by S. Livingston,,36-40,,
7:08.0,A. Bogut makes 2-pt shot from 1 ft (assist by K. Thompson),2,38-40,,
6:59.0,,,38-40,,W. Barton misses 3-pt shot from 25 ft
6:58.0,,,38-40,,Offensive rebound by K. Faried
6:53.0,,,38-40,,R. Foye misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by Team,,38-40,,
6:28.0,Turnover by A. Bogut (offensive goaltending),,38-40,,
6:28.0,,,38-40,,G. Harris enters the game for R. Foye
6:06.0,,,38-42,2,G. Harris makes 2-pt shot from 2 ft (assist by W. Barton)
6:00.0,Turnover by K. Thompson (lost ball),,38-42,,
5:49.0,,,38-42,,Turnover by J. Nelson (bad pass; steal by A. Bogut)
5:34.0,S. Curry misses 2-pt shot from 18 ft,,38-42,,
5:33.0,,,38-42,,Defensive rebound by K. Faried
5:25.0,,,38-44,2,W. Barton makes 2-pt shot from 13 ft
5:17.0,Golden State full timeout,,38-44,,
5:17.0,H. Barnes enters the game for B. Rush,,38-44,,
5:17.0,A. Iguodala enters the game for S. Livingston,,38-44,,
5:01.0,A. Bogut makes 2-pt shot from 10 ft (assist by S. Curry),2,40-44,,
4:36.0,,,40-44,,D. Gallinari misses 2-pt shot from 8 ft (block by S. Curry)
4:35.0,,,40-44,,Offensive rebound by J. Nelson
4:28.0,,,40-44,,J. Nelson misses 2-pt shot from 16 ft
4:27.0,Defensive rebound by K. Thompson,,40-44,,
4:14.0,K. Thompson misses 3-pt shot from 25 ft,,40-44,,
4:13.0,,,40-44,,Defensive rebound by G. Harris
4:00.0,,,40-44,,Shooting foul by K. Thompson (drawn by D. Gallinari)
4:00.0,,,40-45,1,D. Gallinari makes free throw 1 of 2
4:00.0,,,40-45,,J. Nurkic enters the game for W. Barton
4:00.0,,,40-46,1,D. Gallinari makes free throw 2 of 2
3:46.0,K. Thompson misses 2-pt shot from 16 ft,,40-46,,
3:46.0,,,40-46,,Defensive rebound by J. Nelson
3:32.0,,,40-46,,J. Nurkic misses 2-pt shot from 15 ft
3:31.0,Defensive rebound by A. Iguodala,,40-46,,
3:21.0,S. Curry misses 3-pt shot from 25 ft,,40-46,,
3:19.0,Offensive rebound by S. Curry,,40-46,,
3:14.0,H. Barnes makes 3-pt shot from 23 ft (assist by A. Iguodala),3,43-46,,
2:50.0,,,43-46,,D. Gallinari misses 2-pt shot from 20 ft
2:49.0,,,43-46,,Offensive rebound by Team
2:49.0,,,43-46,,Denver full timeout
2:39.0,,,43-46,,Turnover by J. Nurkic (lost ball; steal by H. Barnes)
2:22.0,H. Barnes makes 3-pt shot from 24 ft (assist by A. Iguodala),3,46-46,,
2:04.0,,,46-49,3,D. Gallinari makes 3-pt shot from 25 ft
1:56.0,S. Curry makes 2-pt shot from 1 ft,2,48-49,,
1:56.0,Shooting foul by K. Faried (drawn by S. Curry),,48-49,,
1:56.0,,,48-49,,D. Arthur enters the game for K. Faried
1:56.0,S. Curry makes free throw 1 of 1,1,49-49,,
1:39.0,,,49-51,2,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Gallinari)
1:24.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Bogut),3,52-51,,
1:06.0,,,52-51,,J. Nelson misses 3-pt shot from 25 ft
1:05.0,,,52-51,,Offensive rebound by G. Harris
1:03.0,Personal foul by H. Barnes (drawn by J. Nelson),,52-51,,
0:53.0,,,52-53,2,D. Arthur makes 2-pt shot from 19 ft (assist by J. Nelson)
0:46.0,S. Curry misses 3-pt shot from 25 ft,,52-53,,
0:45.0,,,52-53,,Defensive rebound by D. Arthur
0:35.0,,,52-55,2,D. Gallinari makes 2-pt shot from 1 ft
0:13.0,H. Barnes makes 2-pt shot from 14 ft (assist by K. Thompson),2,54-55,,
0:01.0,,,54-55,,J. Nelson misses 2-pt shot from 4 ft (block by A. Bogut)
0:00.0,,,54-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,54-55,,K. Faried misses 2-pt shot from 2 ft
11:41.0,Defensive rebound by A. Bogut,,54-55,,
11:27.0,A. Bogut makes 2-pt shot from 5 ft (assist by S. Curry),2,56-55,,
11:12.0,Personal foul by B. Rush (drawn by D. Gallinari),,56-55,,
11:01.0,,,56-55,,J. Nelson misses 3-pt shot from 24 ft
11:00.0,,,56-55,,Offensive rebound by G. Harris
10:48.0,,,56-55,,Shooting foul by B. Rush (drawn by D. Gallinari)
10:48.0,,,56-56,1,D. Gallinari makes free throw 1 of 2
10:48.0,,,56-57,1,D. Gallinari makes free throw 2 of 2
10:27.0,J. Thompson misses 2-pt shot from 2 ft (block by G. Harris),,56-57,,
10:25.0,,,56-57,,Defensive rebound by G. Harris
10:19.0,,,56-57,,G. Harris misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by J. Thompson,,56-57,,
10:10.0,K. Thompson misses 3-pt shot from 25 ft,,56-57,,
10:09.0,,,56-57,,Defensive rebound by N. Jokic
9:58.0,,,56-60,3,J. Nelson makes 3-pt shot from 24 ft (assist by D. Gallinari)
9:49.0,,,56-60,,Personal block foul by K. Faried (drawn by S. Curry)
9:37.0,B. Rush makes 2-pt shot from 2 ft (assist by J. Thompson),2,58-60,,
9:36.0,Loose ball foul by J. Thompson (drawn by K. Faried),,58-60,,
9:11.0,,,58-60,,J. Nelson misses 2-pt shot from 6 ft
9:10.0,Defensive rebound by A. Bogut,,58-60,,
9:05.0,Shooting foul by N. Jokic (drawn by J. Thompson),,58-60,,
9:05.0,J. Thompson makes free throw 1 of 2,1,59-60,,
9:05.0,J. Thompson makes free throw 2 of 2,1,60-60,,
8:51.0,,,60-60,,G. Harris misses 2-pt shot from 15 ft
8:50.0,Defensive rebound by A. Bogut,,60-60,,
8:41.0,S. Curry makes 2-pt shot from 16 ft,2,62-60,,
8:14.0,,,62-60,,J. Nelson misses 3-pt shot from 26 ft
8:14.0,,,62-60,,Offensive rebound by N. Jokic
7:54.0,,,62-60,,D. Gallinari misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by K. Thompson,,62-60,,
7:36.0,S. Curry makes 2-pt shot from 4 ft,2,64-60,,
7:36.0,,,64-60,,Denver full timeout
7:27.0,,,64-60,,G. Harris misses 3-pt shot from 23 ft
7:27.0,Defensive rebound by A. Bogut,,64-60,,
7:04.0,J. Thompson makes 2-pt shot from 8 ft,2,66-60,,
6:51.0,,,66-62,2,G. Harris makes 2-pt shot from 1 ft (assist by K. Faried)
6:34.0,A. Bogut misses 2-pt shot from 4 ft,,66-62,,
6:33.0,Offensive rebound by J. Thompson,,66-62,,
6:28.0,S. Curry misses 3-pt shot from 25 ft,,66-62,,
6:27.0,,,66-62,,Defensive rebound by D. Gallinari
6:14.0,,,66-62,,D. Gallinari misses 2-pt shot from 20 ft
6:12.0,Defensive rebound by S. Curry,,66-62,,
6:09.0,Turnover by S. Curry (bad pass; steal by N. Jokic),,66-62,,
5:57.0,,,66-64,2,D. Gallinari makes 2-pt shot from 2 ft (assist by K. Faried)
5:51.0,B. Rush makes 2-pt shot at rim (assist by S. Curry),2,68-64,,
5:29.0,Shooting block foul by A. Bogut (drawn by G. Harris),,68-64,,
5:29.0,,,68-65,1,G. Harris makes free throw 1 of 2
5:29.0,H. Barnes enters the game for J. Thompson,,68-65,,
5:29.0,A. Iguodala enters the game for B. Rush,,68-65,,
5:29.0,,,68-65,,D. Arthur enters the game for K. Faried
5:29.0,,,68-66,1,G. Harris makes free throw 2 of 2
5:10.0,H. Barnes misses 2-pt shot from 14 ft,,68-66,,
5:09.0,,,68-66,,Defensive rebound by D. Gallinari
5:01.0,,,68-66,,D. Gallinari misses 2-pt shot from 3 ft (block by A. Bogut)
5:01.0,,,68-66,,Offensive rebound by Team
4:47.0,,,68-66,,N. Jokic misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by A. Bogut,,68-66,,
4:37.0,Turnover by S. Curry (bad pass; steal by N. Jokic),,68-66,,
4:25.0,,,68-68,2,N. Jokic makes 2-pt shot from 1 ft (assist by D. Arthur)
4:11.0,K. Thompson misses 2-pt shot from 14 ft,,68-68,,
4:10.0,,,68-68,,Defensive rebound by D. Gallinari
3:58.0,,,68-68,,D. Arthur misses 2-pt shot from 15 ft
3:57.0,Defensive rebound by A. Iguodala,,68-68,,
3:35.0,A. Iguodala misses 3-pt shot from 26 ft,,68-68,,
3:35.0,,,68-68,,Defensive rebound by D. Arthur
3:19.0,,,68-68,,Shooting foul by A. Iguodala (drawn by D. Gallinari)
3:19.0,,,68-69,1,D. Gallinari makes free throw 1 of 2
3:19.0,Golden State full timeout,,68-69,,
3:19.0,,,68-69,,E. Mudiay enters the game for N. Jokic
3:19.0,,,68-69,,W. Barton enters the game for G. Harris
3:19.0,,,68-69,,J. Nurkic enters the game for J. Nelson
3:19.0,F. Ezeli enters the game for A. Bogut,,68-69,,
3:19.0,,,68-70,1,D. Gallinari makes free throw 2 of 2
3:03.0,S. Curry misses 3-pt shot from 24 ft,,68-70,,
3:02.0,,,68-70,,Defensive rebound by D. Arthur
2:46.0,,,68-70,,Shooting foul by F. Ezeli (drawn by J. Nurkic)
2:46.0,,,68-71,1,J. Nurkic makes free throw 1 of 2
2:46.0,S. Livingston enters the game for K. Thompson,,68-71,,
2:46.0,,,68-72,1,J. Nurkic makes free throw 2 of 2
2:35.0,,,68-72,,Def 3 sec tech foul by J. Nurkic
2:35.0,S. Curry makes technical free throw,1,69-72,,
2:27.0,H. Barnes misses 3-pt shot from 23 ft,,69-72,,
2:26.0,,,69-72,,Defensive rebound by J. Nurkic
2:18.0,,,69-75,3,W. Barton makes 3-pt shot from 26 ft
2:06.0,Turnover by S. Curry (lost ball; steal by E. Mudiay),,69-75,,
2:00.0,,,69-77,2,E. Mudiay makes 2-pt shot at rim
1:51.0,,,69-77,,Personal foul by W. Barton (drawn by S. Curry)
1:38.0,H. Barnes misses 2-pt shot from 18 ft,,69-77,,
1:37.0,,,69-77,,Defensive rebound by Team
1:20.0,,,69-79,2,W. Barton makes 2-pt shot at rim
1:06.0,F. Ezeli makes 2-pt shot from 1 ft (assist by S. Curry),2,71-79,,
0:51.0,,,71-79,,E. Mudiay misses 2-pt shot from 6 ft
0:49.0,Defensive rebound by A. Iguodala,,71-79,,
0:44.0,,,71-79,,Violation by J. Nurkic (kicked ball)
0:39.0,S. Curry misses 3-pt shot from 26 ft,,71-79,,
0:39.0,,,71-79,,Defensive rebound by Team
0:39.0,Loose ball foul by S. Livingston (drawn by W. Barton),,71-79,,
0:39.0,,,71-80,1,W. Barton makes free throw 1 of 2
0:39.0,,,71-81,1,W. Barton makes free throw 2 of 2
0:30.0,S. Curry makes 2-pt shot at rim,2,73-81,,
0:10.0,,,73-81,,Shooting foul by S. Curry (drawn by D. Gallinari)
0:10.0,,,73-82,1,D. Gallinari makes free throw 1 of 2
0:10.0,,,73-82,,G. Harris enters the game for J. Nurkic
0:10.0,,,73-83,1,D. Gallinari makes free throw 2 of 2
0:02.0,S. Curry misses 2-pt shot at rim,,73-83,,
0:01.0,Offensive rebound by Team,,73-83,,
0:00.0,F. Ezeli misses 2-pt shot from 2 ft,,73-83,,
0:00.0,Offensive rebound by Team,,73-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,A. Iguodala makes 2-pt shot from 4 ft,2,75-83,,
11:21.0,,,75-83,,J. Nurkic misses 2-pt shot from 2 ft (block by F. Ezeli)
11:19.0,Defensive rebound by L. Barbosa,,75-83,,
11:13.0,H. Barnes misses 2-pt shot from 21 ft,,75-83,,
11:12.0,,,75-83,,Defensive rebound by W. Barton
11:05.0,,,75-83,,Turnover by J. Nurkic (bad pass; steal by H. Barnes)
11:01.0,Shooting foul by J. Nurkic (drawn by L. Barbosa),,75-83,,
11:01.0,L. Barbosa makes free throw 1 of 2,1,76-83,,
11:01.0,L. Barbosa makes free throw 2 of 2,1,77-83,,
10:42.0,,,77-83,,W. Barton misses 3-pt shot from 25 ft
10:40.0,Defensive rebound by L. Barbosa,,77-83,,
10:33.0,F. Ezeli makes 2-pt shot from 4 ft (assist by L. Barbosa),2,79-83,,
10:33.0,Shooting foul by G. Harris (drawn by F. Ezeli),,79-83,,
10:33.0,,,79-83,,N. Jokic enters the game for J. Nurkic
10:33.0,F. Ezeli misses free throw 1 of 1,,79-83,,
10:31.0,,,79-83,,Defensive rebound by W. Barton
10:19.0,,,79-83,,Turnover by D. Arthur (bad pass)
10:02.0,A. Iguodala misses 2-pt shot from 18 ft,,79-83,,
10:01.0,,,79-83,,Defensive rebound by G. Harris
10:00.0,Jump ball: F. Ezeli vs. G. Harris (S. Livingston gains possession),,,,Jump ball: F. Ezeli vs. G. Harris (S. Livingston gains possession)
10:00.0,,,79-83,,Turnover by G. Harris (lost ball; steal by F. Ezeli)
9:53.0,S. Livingston misses 2-pt shot from 13 ft,,79-83,,
9:53.0,,,79-83,,Defensive rebound by W. Barton
9:53.0,Loose ball foul by F. Ezeli (drawn by N. Jokic),,79-83,,
9:33.0,,,79-85,2,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic)
9:20.0,H. Barnes misses 2-pt shot from 20 ft,,79-85,,
9:19.0,,,79-85,,Defensive rebound by W. Barton
9:17.0,,,79-85,,Shooting foul by A. Iguodala (drawn by W. Barton)
9:17.0,,,79-86,1,W. Barton makes free throw 1 of 2
9:17.0,,,79-87,1,W. Barton makes free throw 2 of 2
9:01.0,L. Barbosa misses 2-pt shot from 19 ft,,79-87,,
9:00.0,,,79-87,,Defensive rebound by E. Mudiay
8:50.0,,,79-87,,Turnover by E. Mudiay (bad pass; steal by A. Iguodala)
8:33.0,F. Ezeli misses 2-pt shot from 1 ft,,79-87,,
8:33.0,,,79-87,,Defensive rebound by D. Arthur
8:30.0,,,79-87,,E. Mudiay misses 2-pt shot at rim
8:28.0,,,79-87,,Offensive rebound by N. Jokic
8:26.0,,,79-89,2,N. Jokic makes 2-pt shot from 1 ft
8:26.0,Golden State full timeout,,79-89,,
8:26.0,,,79-89,,J. Nelson enters the game for N. Jokic
8:26.0,,,79-89,,N. Jokic enters the game for J. Nelson
8:26.0,S. Curry enters the game for A. Iguodala,,79-89,,
8:26.0,K. Thompson enters the game for L. Barbosa,,79-89,,
8:26.0,A. Bogut enters the game for F. Ezeli,,79-89,,
8:15.0,Turnover by A. Bogut (bad pass),,79-89,,
8:03.0,,,79-89,,Turnover by N. Jokic (lost ball; steal by S. Curry)
7:57.0,S. Curry misses 2-pt shot from 2 ft,,79-89,,
7:56.0,,,79-89,,Defensive rebound by N. Jokic
7:50.0,,,79-89,,E. Mudiay misses 3-pt shot from 24 ft
7:50.0,Defensive rebound by S. Livingston,,79-89,,
7:50.0,,,79-89,,Personal foul by N. Jokic (drawn by S. Livingston)
7:39.0,K. Thompson makes 2-pt shot from 22 ft (assist by S. Livingston),2,81-89,,
7:26.0,,,81-91,2,D. Arthur makes 2-pt shot from 20 ft (assist by E. Mudiay)
7:26.0,,,81-91,,Shooting foul by H. Barnes (drawn by D. Arthur)
7:26.0,,,81-92,1,D. Arthur makes free throw 1 of 1
