time,Oklahoma City,pts.away,score,pts.home,New Orleans
2:45.0,Shooting foul by R. Anderson (drawn by R. Westbrook),,107-117,,
2:45.0,R. Westbrook makes free throw 1 of 2,1,108-117,,
2:45.0,R. Westbrook makes free throw 2 of 2,1,109-117,,
2:32.0,,,109-119,2,J. Holiday makes 2-pt shot from 4 ft
2:19.0,R. Westbrook makes 2-pt shot from 2 ft,2,111-119,,
1:55.0,,,111-119,,R. Anderson misses 2-pt shot from 18 ft
1:54.0,Defensive rebound by K. Durant,,111-119,,
1:44.0,R. Westbrook makes 3-pt shot from 28 ft (assist by D. Waiters),3,114-119,,
1:34.0,,,114-119,,Turnover by J. Holiday (lost ball)
1:24.0,R. Westbrook misses 2-pt shot from 1 ft (block by A. Davis),,114-119,,
1:22.0,Offensive rebound by R. Westbrook,,114-119,,
1:15.0,K. Durant makes 2-pt shot at rim,2,116-119,,
1:15.0,,,116-119,,New Orleans full timeout
1:04.0,,,116-119,,Shooting foul by R. Westbrook (drawn by A. Davis)
1:04.0,,,116-120,1,A. Davis makes free throw 1 of 2
1:04.0,,,116-120,,A. Gee enters the game for R. Anderson
1:04.0,,,116-121,1,A. Davis makes free throw 2 of 2
0:58.0,R. Westbrook misses 2-pt shot from 2 ft,,116-121,,
0:57.0,,,116-121,,Defensive rebound by A. Davis
0:41.0,,,116-121,,J. Holiday misses 2-pt shot from 1 ft
0:40.0,,,116-121,,Offensive rebound by Team
0:40.0,,,116-121,,R. Anderson enters the game for A. Gee
0:19.0,,,116-121,,R. Anderson misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by D. Waiters,,116-121,,
0:18.0,Oklahoma City full timeout,,116-121,,
0:18.0,,,116-121,,A. Gee enters the game for R. Anderson
0:13.0,K. Durant makes 3-pt shot from 27 ft (assist by R. Westbrook),3,119-121,,
0:13.0,Personal take foul by R. Westbrook (drawn by J. Holiday),,119-121,,
0:13.0,,,119-122,1,J. Holiday makes free throw 1 of 2
0:13.0,,,119-123,1,J. Holiday makes free throw 2 of 2
0:13.0,Oklahoma City full timeout,,119-123,,
0:08.0,R. Westbrook misses 3-pt shot from 28 ft,,119-123,,
0:07.0,,,119-123,,Defensive rebound by A. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
