time,San Antonio,pts.away,score,pts.home,Memphis
2:39.0,,,97-80,,Offensive rebound by Team
2:39.0,,,97-81,1,J. Ennis makes free throw 2 of 2
2:21.0,M. Bonner misses 2-pt shot from 19 ft,,97-81,,
2:20.0,,,97-81,,Defensive rebound by M. Chalmers
2:08.0,,,97-83,2,J. Green makes 2-pt shot from 17 ft (assist by R. Smith)
1:45.0,J. Simmons makes 2-pt shot from 6 ft,2,99-83,,
1:36.0,,,99-83,,R. Smith misses 2-pt shot from 1 ft
1:33.0,Defensive rebound by B. Marjanovic,,99-83,,
1:14.0,K. Anderson misses 2-pt shot from 12 ft,,99-83,,
1:12.0,,,99-83,,Defensive rebound by J. Ennis
1:03.0,,,99-83,,J. Green misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by M. Bonner,,99-83,,
0:48.0,,,99-83,,Personal foul by J. Green (drawn by J. Simmons)
0:48.0,J. Simmons misses free throw 1 of 2,,99-83,,
0:48.0,Offensive rebound by Team,,99-83,,
0:48.0,J. Simmons makes free throw 2 of 2,1,100-83,,
0:45.0,,,100-83,,Memphis full timeout
0:38.0,,,100-83,,Turnover by R. Smith (bad pass; steal by M. Bonner)
0:15.0,M. Bonner makes 3-pt shot from 24 ft (assist by K. Anderson),3,103-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
