time,San Antonio,pts.away,score,pts.home,Memphis
2:44.0,San Antonio full timeout,,101-82,,
2:44.0,,,101-82,,R. Hollins misses free throw 1 of 2
2:44.0,,,101-82,,Offensive rebound by Team
2:44.0,,,101-83,1,R. Hollins makes free throw 2 of 2
2:25.0,M. Bonner misses 3-pt shot from 24 ft,,101-83,,
2:25.0,,,101-83,,Defensive rebound by Team
2:25.0,Personal foul by B. Marjanovic,,101-83,,
2:25.0,,,101-83,,R. Hollins misses free throw 1 of 2
2:25.0,,,101-83,,Offensive rebound by Team
2:25.0,,,101-83,,R. Hollins misses free throw 2 of 2
2:24.0,Defensive rebound by B. Marjanovic,,101-83,,
2:13.0,J. Simmons misses 2-pt shot from 16 ft,,101-83,,
2:12.0,,,101-83,,Defensive rebound by X. Munford
1:55.0,,,101-83,,R. McCallum misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by K. Martin,,101-83,,
1:30.0,A. Miller misses 2-pt shot from 14 ft,,101-83,,
1:27.0,Offensive rebound by K. Martin,,101-83,,
1:27.0,K. Martin misses 2-pt shot from 1 ft,,101-83,,
1:25.0,,,101-83,,Defensive rebound by J. Farmar
1:14.0,,,101-85,2,J. Farmar makes 2-pt shot at rim
0:58.0,J. Simmons misses 2-pt shot from 7 ft,,101-85,,
0:55.0,,,101-85,,Defensive rebound by R. Hollins
0:54.0,,,101-87,2,X. Munford makes 2-pt shot from 1 ft (assist by R. McCallum)
0:54.0,,,101-87,,Shooting foul by M. Bonner (drawn by X. Munford)
0:54.0,,,101-87,,X. Munford misses free throw 1 of 1
0:53.0,Defensive rebound by M. Bonner,,101-87,,
0:30.0,J. Simmons misses 2-pt shot from 8 ft (block by X. Munford),,101-87,,
0:30.0,Offensive rebound by Team,,101-87,,
0:30.0,K. Martin misses 2-pt shot from 7 ft (block by R. Hollins),,101-87,,
0:30.0,Offensive rebound by Team,,101-87,,
0:30.0,Turnover by Team (shot clock),,101-87,,
0:20.0,,,101-87,,X. Munford misses 2-pt shot from 17 ft
0:19.0,,,101-87,,Offensive rebound by Team
0:10.0,,,101-87,,R. McCallum misses 2-pt shot from 2 ft
0:09.0,Defensive rebound by B. Marjanovic,,101-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
