time,Golden State,pts.away,score,pts.home,Cleveland
2:57.0,,,88-111,,Personal foul by T. Mozgov
2:57.0,L. Barbosa misses free throw 1 of 2,,88-111,,
2:57.0,Offensive rebound by Team,,88-111,,
2:57.0,,,88-111,,J. McRae enters the game for M. Dellavedova
2:57.0,L. Barbosa makes free throw 2 of 2,1,89-111,,
2:42.0,,,89-113,2,J. McRae makes 2-pt shot from 6 ft
2:26.0,Turnover by I. Clark (lost ball; steal by T. Mozgov),,89-113,,
2:11.0,,,89-113,,D. Jones misses 2-pt shot from 2 ft
2:03.0,,,89-113,,Offensive rebound by T. Mozgov
2:03.0,,,89-115,2,T. Mozgov makes 2-pt shot at rim
1:58.0,M. Speights misses 2-pt shot from 15 ft,,89-115,,
1:57.0,,,89-115,,Defensive rebound by Team
1:52.0,,,89-117,2,J. McRae makes 2-pt shot from 1 ft
1:41.0,A. Varejao misses 2-pt shot from 17 ft,,89-117,,
1:40.0,,,89-117,,Defensive rebound by D. Jones
1:26.0,,,89-117,,T. Mozgov misses 2-pt shot from 1 ft
1:24.0,Defensive rebound by A. Varejao,,89-117,,
1:17.0,M. Speights misses 2-pt shot from 14 ft,,89-117,,
1:14.0,,,89-117,,Defensive rebound by T. Mozgov
1:00.0,,,89-120,3,M. Williams makes 3-pt shot from 25 ft (assist by J. Jones)
0:51.0,Shooting foul by M. Williams (drawn by L. Barbosa),,89-120,,
0:51.0,L. Barbosa makes free throw 1 of 2,1,90-120,,
0:51.0,L. Barbosa misses free throw 2 of 2,,90-120,,
0:51.0,Offensive rebound by A. Varejao,,90-120,,
0:46.0,I. Clark misses 3-pt shot from 25 ft,,90-120,,
0:45.0,,,90-120,,Defensive rebound by M. Williams
0:23.0,,,90-120,,Turnover by M. Williams (bad pass)
0:14.0,L. Barbosa misses 3-pt shot from 27 ft,,90-120,,
0:14.0,,,90-120,,Defensive rebound by J. McRae
0:00.0,End of 4th quarter,,,,End of 4th quarter
