time,Miami,pts.away,score,pts.home,Toronto
6:02.0,G. Dragic makes free throw 1 of 2,1,85-102,,
6:02.0,,,85-102,,D. DeRozan enters the game for T. Ross
6:02.0,G. Dragic makes free throw 2 of 2,1,86-102,,
5:42.0,,,86-102,,C. Joseph misses 2-pt shot from 16 ft
5:41.0,,,86-102,,Offensive rebound by P. Patterson
5:36.0,,,86-102,,Toronto full timeout
5:25.0,,,86-104,2,K. Lowry makes 2-pt shot from 16 ft
5:15.0,Turnover by D. Wade (step out of bounds),,86-104,,
5:09.0,Personal take foul by J. Johnson,,86-104,,
5:09.0,,,86-104,,B. Biyombo misses free throw 1 of 2
5:09.0,,,86-104,,Offensive rebound by Team
5:09.0,,,86-104,,B. Biyombo misses free throw 2 of 2
5:08.0,,,86-104,,Offensive rebound by P. Patterson
4:57.0,Personal take foul by J. Johnson,,86-104,,
4:57.0,,,86-105,1,B. Biyombo makes free throw 1 of 2
4:57.0,,,86-106,1,B. Biyombo makes free throw 2 of 2
4:50.0,G. Dragic misses 3-pt shot from 25 ft,,86-106,,
4:50.0,,,86-106,,Defensive rebound by B. Biyombo
4:38.0,,,86-106,,K. Lowry misses 2-pt shot from 9 ft
4:37.0,Defensive rebound by D. Wade,,86-106,,
4:30.0,D. Wade misses 3-pt shot from 25 ft,,86-106,,
4:29.0,,,86-106,,Defensive rebound by B. Biyombo
4:15.0,,,86-106,,C. Joseph misses 3-pt shot from 23 ft
4:14.0,Defensive rebound by J. Winslow,,86-106,,
4:12.0,Turnover by J. Winslow (lost ball; steal by K. Lowry),,86-106,,
3:57.0,,,86-108,2,D. DeRozan makes 2-pt shot from 16 ft
3:43.0,J. Winslow misses 3-pt shot from 24 ft,,86-108,,
3:42.0,,,86-108,,Defensive rebound by P. Patterson
3:24.0,,,86-111,3,K. Lowry makes 3-pt shot from 27 ft
3:23.0,Miami full timeout,,86-111,,
3:23.0,T. Johnson enters the game for J. Johnson,,86-111,,
3:23.0,J. Richardson enters the game for L. Deng,,86-111,,
3:23.0,G. Green enters the game for D. Wade,,86-111,,
3:13.0,Turnover by T. Johnson (step out of bounds),,86-111,,
2:49.0,,,86-111,,Turnover by Team (shot clock)
2:39.0,G. Dragic misses 3-pt shot from 24 ft,,86-111,,
2:38.0,,,86-111,,Defensive rebound by K. Lowry
2:34.0,D. Wright enters the game for G. Dragic,,86-111,,
2:34.0,,,86-111,,D. Wright enters the game for K. Lowry
2:34.0,,,86-111,,N. Powell enters the game for D. DeRozan
2:27.0,,,86-113,2,B. Biyombo makes 2-pt shot from 3 ft (assist by C. Joseph)
2:27.0,,,86-113,,Shooting foul by J. Winslow (drawn by B. Biyombo)
2:27.0,,,86-114,1,B. Biyombo makes free throw 1 of 1
2:14.0,D. Wright makes 2-pt shot from 10 ft,2,88-114,,
1:49.0,,,88-114,,C. Joseph misses 2-pt shot from 20 ft (block by J. Richardson)
1:47.0,Defensive rebound by T. Johnson,,88-114,,
1:39.0,Turnover by G. Green (lost ball; steal by P. Patterson),,88-114,,
1:18.0,,,88-114,,P. Patterson misses 3-pt shot from 26 ft
1:18.0,,,88-114,,Offensive rebound by B. Biyombo
1:11.0,,,88-114,,Toronto full timeout
1:11.0,,,88-114,,L. Nogueira enters the game for P. Patterson
1:11.0,,,88-114,,J. Johnson enters the game for B. Biyombo
1:11.0,,,88-114,,J. Thompson enters the game for C. Joseph
0:59.0,,,88-114,,N. Powell misses 3-pt shot from 27 ft
0:58.0,Defensive rebound by D. Wright,,88-114,,
0:49.0,D. Wright misses 2-pt shot from 18 ft,,88-114,,
0:49.0,Offensive rebound by T. Johnson,,88-114,,
0:43.0,Shooting foul by L. Nogueira (drawn by J. Winslow),,88-114,,
0:43.0,J. Winslow misses free throw 1 of 2,,88-114,,
0:43.0,Offensive rebound by Team,,88-114,,
0:43.0,J. Winslow makes free throw 2 of 2,1,89-114,,
0:26.0,,,89-116,2,L. Nogueira makes 2-pt shot at rim (assist by D. Wright)
0:13.0,G. Green misses 3-pt shot from 23 ft,,89-116,,
0:13.0,,,89-116,,Defensive rebound by N. Powell
0:00.0,End of 4th quarter,,,,End of 4th quarter
