time,Brooklyn,pts.away,score,pts.home,Atlanta
3:04.0,,,85-96,,Loose ball foul by T. Splitter (drawn by B. Lopez)
2:49.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by B. Lopez),2,87-96,,
2:30.0,,,87-99,3,K. Bazemore makes 3-pt shot from 23 ft (assist by J. Holiday)
2:14.0,M. Brown misses 3-pt shot from 24 ft,,87-99,,
2:12.0,,,87-99,,Defensive rebound by T. Splitter
1:59.0,,,87-101,2,K. Bazemore makes 2-pt shot from 19 ft (assist by T. Splitter)
1:43.0,B. Bogdanovic misses 2-pt shot from 13 ft,,87-101,,
1:42.0,,,87-101,,Defensive rebound by K. Bazemore
1:37.0,,,87-101,,Atlanta full timeout
1:37.0,,,87-101,,S. Mack enters the game for K. Bazemore
1:37.0,,,87-101,,M. Scott enters the game for A. Horford
1:37.0,,,87-101,,L. Patterson enters the game for D. Schroder
1:37.0,,,87-101,,M. Muscala enters the game for T. Splitter
1:37.0,W. Ellington enters the game for J. Johnson,,87-101,,
1:37.0,T. Robinson enters the game for T. Young,,87-101,,
1:37.0,R. Hollis-Jefferson enters the game for B. Lopez,,87-101,,
1:37.0,S. Karasev enters the game for B. Bogdanovic,,87-101,,
1:29.0,,,87-101,,S. Mack misses 2-pt shot from 18 ft
1:27.0,Defensive rebound by R. Hollis-Jefferson,,87-101,,
1:12.0,M. Brown misses 3-pt shot from 24 ft,,87-101,,
1:11.0,,,87-101,,Defensive rebound by J. Holiday
0:53.0,,,87-101,,M. Scott misses 2-pt shot from 1 ft
0:52.0,Defensive rebound by R. Hollis-Jefferson,,87-101,,
0:42.0,S. Karasev misses 3-pt shot from 23 ft,,87-101,,
0:41.0,,,87-101,,Defensive rebound by S. Mack
0:27.0,,,87-101,,L. Patterson misses 3-pt shot from 25 ft
0:25.0,,,87-101,,Offensive rebound by Team
0:06.0,,,87-101,,M. Muscala misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by W. Ellington,,87-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
