time,LA Clippers,pts.away,score,pts.home,Houston
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Def 3 sec tech foul by J. Smith,,71-83,,
11:48.0,,,71-84,1,M. Thornton makes technical free throw
11:38.0,,,71-86,2,D. Howard makes 2-pt shot from 2 ft (assist by P. Beverley)
11:27.0,,,71-86,,Personal foul by C. Brewer (drawn by P. Pierce)
11:12.0,B. Griffin makes 2-pt shot from 19 ft,2,73-86,,
10:47.0,,,73-89,3,P. Beverley makes 3-pt shot from 25 ft
10:26.0,J. Smith misses 3-pt shot from 25 ft,,73-89,,
10:25.0,,,73-89,,Defensive rebound by C. Brewer
10:20.0,,,73-91,2,M. Thornton makes 2-pt shot at rim (assist by C. Brewer)
10:19.0,LA Clippers full timeout,,73-91,,
10:19.0,D. Jordan enters the game for P. Pierce,,73-91,,
10:19.0,J. Crawford enters the game for J. Smith,,73-91,,
10:19.0,,,73-91,,D. Motiejunas enters the game for C. Brewer
10:01.0,Shooting foul by D. Howard (drawn by B. Griffin),,73-91,,
10:01.0,B. Griffin misses free throw 1 of 2,,73-91,,
10:01.0,Offensive rebound by Team,,73-91,,
10:01.0,B. Griffin makes free throw 2 of 2,1,74-91,,
9:48.0,Personal take foul by L. Stephenson (drawn by D. Howard),,74-91,,
9:40.0,,,74-91,,D. Howard misses 2-pt shot from 3 ft (block by D. Jordan)
9:39.0,Defensive rebound by B. Griffin,,74-91,,
9:29.0,J. Crawford misses 3-pt shot from 24 ft,,74-91,,
9:28.0,,,74-91,,Defensive rebound by P. Beverley
9:23.0,Personal foul by A. Rivers (drawn by P. Beverley),,74-91,,
9:09.0,Personal foul by B. Griffin (drawn by D. Motiejunas),,74-91,,
9:01.0,,,74-91,,Turnover by P. Beverley (traveling)
8:47.0,,,74-91,,Personal foul by D. Motiejunas (drawn by B. Griffin)
8:36.0,B. Griffin makes 2-pt shot at rim,2,76-91,,
8:22.0,,,76-93,2,T. Ariza makes 2-pt shot from 13 ft
8:07.0,A. Rivers misses 3-pt shot from 24 ft,,76-93,,
8:06.0,Offensive rebound by L. Stephenson,,76-93,,
7:50.0,A. Rivers misses 2-pt shot from 5 ft (block by D. Howard),,76-93,,
7:48.0,,,76-93,,Defensive rebound by T. Ariza
7:44.0,,,76-95,2,D. Howard makes 2-pt shot at rim (assist by T. Ariza)
7:38.0,LA Clippers full timeout,,76-95,,
7:38.0,C. Paul enters the game for A. Rivers,,76-95,,
7:38.0,J. Redick enters the game for L. Stephenson,,76-95,,
7:38.0,,,76-95,,J. Harden enters the game for M. Thornton
7:25.0,,,76-95,,Personal foul by D. Howard (drawn by B. Griffin)
7:25.0,,,76-95,,C. Capela enters the game for D. Motiejunas
7:20.0,,,76-95,,Personal block foul by P. Beverley (drawn by C. Paul)
7:20.0,C. Paul makes free throw 1 of 2,1,77-95,,
7:20.0,,,77-95,,T. Jones enters the game for D. Howard
7:20.0,C. Paul makes free throw 2 of 2,1,78-95,,
7:19.0,Personal take foul by J. Crawford (drawn by C. Capela),,78-95,,
7:19.0,,,78-95,,D. Motiejunas enters the game for C. Capela
7:04.0,,,78-95,,Turnover by J. Harden (bad pass; steal by C. Paul)
6:57.0,Shooting foul by T. Jones (drawn by D. Jordan),,78-95,,
6:57.0,D. Jordan misses free throw 1 of 2,,78-95,,
6:57.0,Offensive rebound by Team,,78-95,,
6:57.0,D. Jordan misses free throw 2 of 2,,78-95,,
6:57.0,,,78-95,,Defensive rebound by T. Ariza
6:54.0,Personal take foul by J. Crawford (drawn by D. Motiejunas),,78-95,,
6:54.0,,,78-96,1,D. Motiejunas makes free throw 1 of 2
6:54.0,,,78-97,1,D. Motiejunas makes free throw 2 of 2
6:29.0,C. Paul misses 3-pt shot from 28 ft,,78-97,,
6:28.0,,,78-97,,Defensive rebound by D. Motiejunas
6:22.0,,,78-100,3,P. Beverley makes 3-pt shot from 24 ft (assist by J. Harden)
6:05.0,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul),3,81-100,,
6:05.0,Shooting foul by J. Harden (drawn by J. Redick),,81-100,,
6:05.0,C. Aldrich enters the game for B. Griffin,,81-100,,
6:05.0,L. Stephenson enters the game for D. Jordan,,81-100,,
6:05.0,P. Prigioni enters the game for C. Paul,,81-100,,
6:05.0,A. Rivers enters the game for J. Crawford,,81-100,,
6:05.0,J. Redick makes free throw 1 of 1,1,82-100,,
5:51.0,,,82-100,,J. Harden misses 2-pt shot from 14 ft
5:50.0,Defensive rebound by C. Aldrich,,82-100,,
5:44.0,W. Johnson enters the game for J. Redick,,82-100,,
5:40.0,W. Johnson misses 2-pt shot from 23 ft,,82-100,,
5:40.0,,,82-100,,Defensive rebound by J. Harden
5:33.0,Personal foul by P. Prigioni (drawn by P. Beverley),,82-100,,
5:33.0,,,82-100,,P. Beverley misses free throw 1 of 2
5:33.0,,,82-100,,Offensive rebound by Team
5:33.0,,,82-101,1,P. Beverley makes free throw 2 of 2
5:15.0,Turnover by C. Aldrich (bad pass),,82-101,,
4:59.0,,,82-101,,P. Beverley misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by C. Aldrich,,82-101,,
4:47.0,Turnover by L. Stephenson (bad pass; steal by D. Motiejunas),,82-101,,
4:44.0,,,82-101,,Turnover by D. Motiejunas (bad pass; steal by A. Rivers)
4:40.0,A. Rivers makes 2-pt shot from 1 ft (assist by P. Prigioni),2,84-101,,
4:12.0,,,84-101,,Turnover by Team (shot clock)
4:12.0,,,84-101,,M. Thornton enters the game for J. Harden
4:12.0,,,84-101,,C. Brewer enters the game for T. Ariza
3:57.0,W. Johnson misses 2-pt shot from 13 ft,,84-101,,
3:56.0,Offensive rebound by C. Aldrich,,84-101,,
3:49.0,P. Prigioni makes 3-pt shot from 26 ft,3,87-101,,
3:22.0,,,87-101,,Turnover by Team (shot clock)
3:07.0,P. Prigioni misses 3-pt shot from 26 ft,,87-101,,
3:06.0,,,87-101,,Defensive rebound by T. Jones
2:56.0,,,87-101,,M. Thornton misses 3-pt shot from 26 ft
2:55.0,Defensive rebound by C. Aldrich,,87-101,,
2:43.0,Turnover by A. Rivers (lost ball; steal by C. Brewer),,87-101,,
2:42.0,Personal take foul by P. Prigioni (drawn by P. Beverley),,87-101,,
2:42.0,J. Crawford enters the game for A. Rivers,,87-101,,
2:42.0,,,87-101,,P. Beverley misses free throw 1 of 2
2:42.0,,,87-101,,Offensive rebound by Team
2:42.0,,,87-101,,P. Beverley misses free throw 2 of 2
2:42.0,Defensive rebound by C. Aldrich,,87-101,,
2:28.0,W. Johnson makes 2-pt shot from 12 ft (assist by C. Aldrich),2,89-101,,
2:12.0,,,89-101,,T. Jones misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by P. Prigioni,,89-101,,
2:03.0,P. Prigioni makes 3-pt shot from 24 ft,3,92-101,,
1:49.0,,,92-103,2,D. Motiejunas makes 2-pt shot from 12 ft (assist by C. Brewer)
1:35.0,Turnover by W. Johnson (bad pass; steal by M. Thornton),,92-103,,
1:15.0,,,92-103,,M. Thornton misses 2-pt shot from 3 ft (block by W. Johnson)
1:13.0,Defensive rebound by L. Stephenson,,92-103,,
1:05.0,W. Johnson misses 3-pt shot from 26 ft,,92-103,,
1:04.0,,,92-103,,Defensive rebound by M. Thornton
0:52.0,,,92-103,,D. Motiejunas misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by P. Prigioni,,92-103,,
0:35.0,L. Stephenson misses 3-pt shot from 23 ft,,92-103,,
0:34.0,Offensive rebound by C. Aldrich,,92-103,,
0:33.0,C. Aldrich makes 2-pt shot from 2 ft,2,94-103,,
0:32.0,Personal take foul by P. Prigioni (drawn by M. Thornton),,94-103,,
0:32.0,,,94-104,1,M. Thornton makes free throw 1 of 2
0:32.0,,,94-105,1,M. Thornton makes free throw 2 of 2
0:18.0,W. Johnson makes 3-pt shot from 25 ft (assist by P. Prigioni),3,97-105,,
0:12.0,Personal foul by L. Stephenson (drawn by M. Thornton),,97-105,,
0:12.0,L. Mbah a Moute enters the game for L. Stephenson,,97-105,,
0:12.0,,,97-106,1,M. Thornton makes free throw 1 of 2
0:12.0,,,97-107,1,M. Thornton makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
