time,Memphis,pts.away,score,pts.home,San Antonio
2:42.0,,,11-12,,P. Mills misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by C. Andersen,,11-12,,
2:36.0,Memphis full timeout,,11-12,,
2:36.0,X. Munford enters the game for J. Farmar,,11-12,,
2:36.0,J. Green enters the game for C. Andersen,,11-12,,
2:35.0,Turnover by T. Allen (lost ball; steal by M. Ginobili),,11-12,,
2:26.0,,,11-12,,Shooting foul by T. Allen (drawn by D. West)
2:26.0,,,11-13,1,D. West makes free throw 1 of 2
2:26.0,,,11-13,,D. Green enters the game for K. Leonard
2:26.0,L. Stephenson enters the game for M. Barnes,,11-13,,
2:26.0,,,11-14,1,D. West makes free throw 2 of 2
2:10.0,J. Green misses 2-pt shot from 16 ft,,11-14,,
2:07.0,,,11-14,,Defensive rebound by L. Aldridge
2:00.0,,,11-16,2,L. Aldridge makes 2-pt shot from 2 ft (assist by D. West)
2:00.0,,,11-16,,Shooting foul by T. Allen (drawn by L. Aldridge)
2:00.0,,,11-17,1,L. Aldridge makes free throw 1 of 1
1:44.0,Z. Randolph misses 2-pt shot from 8 ft,,11-17,,
1:44.0,,,11-17,,Defensive rebound by D. West
1:24.0,,,11-19,2,L. Aldridge makes 2-pt shot from 6 ft
1:06.0,J. Green misses 2-pt shot from 16 ft,,11-19,,
1:05.0,,,11-19,,Defensive rebound by M. Ginobili
0:56.0,,,11-19,,Turnover by D. West (3 sec)
0:46.0,X. Munford makes 2-pt shot from 15 ft,2,13-19,,
0:27.0,,,13-19,,L. Aldridge misses 2-pt shot from 12 ft
0:26.0,,,13-19,,Offensive rebound by D. West
0:07.0,,,13-22,3,P. Mills makes 3-pt shot from 24 ft
0:00.0,L. Stephenson misses 3-pt shot from 25 ft,,13-22,,
0:00.0,Offensive rebound by Team,,13-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by L. Stephenson (lost ball; steal by D. Green),,13-22,,
11:40.0,Violation by T. Allen (kicked ball),,13-22,,
11:30.0,,,13-22,,P. Mills misses 3-pt shot from 25 ft
11:30.0,Defensive rebound by X. Munford,,13-22,,
11:29.0,,,13-22,,Personal foul by M. Ginobili
11:23.0,,,13-22,,Violation by P. Mills (kicked ball)
11:15.0,L. Stephenson misses 2-pt shot from 17 ft,,13-22,,
11:14.0,,,13-22,,Defensive rebound by P. Mills
11:07.0,Personal foul by J. Green,,13-22,,
10:57.0,,,13-22,,D. West misses 2-pt shot at rim
10:57.0,,,13-22,,Offensive rebound by D. West
10:49.0,,,13-22,,M. Ginobili misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by T. Allen,,13-22,,
10:41.0,J. Green makes 2-pt shot from 1 ft (assist by T. Allen),2,15-22,,
10:25.0,,,15-22,,D. West misses 2-pt shot from 18 ft
10:25.0,,,15-22,,Offensive rebound by Team
10:25.0,Loose ball foul by J. Green,,15-22,,
10:25.0,,,15-22,,K. Leonard enters the game for M. Ginobili
10:25.0,V. Carter enters the game for J. Green,,15-22,,
10:10.0,,,15-24,2,B. Diaw makes 2-pt shot from 9 ft
9:54.0,V. Carter makes 2-pt shot from 11 ft,2,17-24,,
9:44.0,,,17-26,2,D. West makes 2-pt shot from 1 ft (assist by B. Diaw)
9:23.0,T. Allen makes 3-pt shot from 25 ft (assist by V. Carter),3,20-26,,
9:11.0,Personal foul by V. Carter,,20-26,,
9:03.0,,,20-26,,Turnover by K. Leonard (lost ball; steal by J. Martin)
8:53.0,V. Carter makes 2-pt shot at rim,2,22-26,,
8:53.0,,,22-26,,San Antonio full timeout
8:39.0,,,22-26,,B. Diaw misses 3-pt shot from 24 ft
8:38.0,Defensive rebound by L. Stephenson,,22-26,,
8:22.0,Turnover by V. Carter (lost ball; steal by K. Leonard),,22-26,,
8:17.0,,,22-28,2,K. Leonard makes 2-pt shot at rim
7:59.0,Turnover by T. Allen (lost ball; steal by K. Leonard),,22-28,,
7:54.0,,,22-30,2,K. Leonard makes 2-pt shot at rim (assist by P. Mills)
7:51.0,Technical foul by Team,,22-30,,
7:51.0,,,22-31,1,K. Leonard makes technical free throw
7:51.0,,,22-31,,L. Aldridge enters the game for D. West
7:36.0,L. Stephenson makes 2-pt shot from 18 ft (assist by X. Munford),2,24-31,,
7:15.0,,,24-31,,B. Diaw misses 2-pt shot from 4 ft
7:14.0,,,24-31,,Offensive rebound by L. Aldridge
7:11.0,,,24-33,2,L. Aldridge makes 2-pt shot at rim
6:57.0,J. Martin makes 2-pt shot from 2 ft (assist by V. Carter),2,26-33,,
6:44.0,,,26-33,,P. Mills misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by V. Carter,,26-33,,
6:30.0,L. Stephenson makes 2-pt shot from 22 ft,2,28-33,,
6:22.0,,,28-33,,T. Parker enters the game for P. Mills
6:09.0,,,28-33,,Turnover by L. Aldridge (traveling)
6:09.0,Z. Randolph enters the game for V. Carter,,28-33,,
5:49.0,Turnover by Z. Randolph (lost ball; steal by D. Green),,28-33,,
5:38.0,,,28-33,,B. Diaw misses 2-pt shot from 2 ft
5:37.0,Defensive rebound by Z. Randolph,,28-33,,
5:32.0,Official timeout,,28-33,,
5:32.0,,,28-33,,T. Duncan enters the game for B. Diaw
5:32.0,,,28-33,,M. Ginobili enters the game for D. Green
5:18.0,X. Munford misses 2-pt shot from 21 ft,,28-33,,
5:15.0,,,28-33,,Defensive rebound by M. Ginobili
5:09.0,,,28-35,2,T. Duncan makes 2-pt shot at rim (assist by M. Ginobili)
4:54.0,T. Allen misses 2-pt shot from 2 ft (block by T. Duncan),,28-35,,
4:53.0,Offensive rebound by T. Allen,,28-35,,
4:51.0,T. Allen makes 2-pt shot at rim,2,30-35,,
4:34.0,,,30-35,,T. Duncan misses 2-pt shot from 6 ft
4:33.0,Defensive rebound by Z. Randolph,,30-35,,
4:24.0,X. Munford misses 3-pt shot from 25 ft,,30-35,,
4:23.0,,,30-35,,Defensive rebound by T. Duncan
4:12.0,,,30-35,,L. Aldridge misses 2-pt shot from 2 ft
4:10.0,,,30-35,,Offensive rebound by K. Leonard
4:09.0,,,30-37,2,K. Leonard makes 2-pt shot from 1 ft
3:46.0,L. Stephenson makes 2-pt shot from 14 ft (assist by Z. Randolph),2,32-37,,
3:35.0,,,32-37,,Turnover by T. Duncan (bad pass)
3:35.0,M. Barnes enters the game for X. Munford,,32-37,,
3:21.0,L. Stephenson makes 3-pt shot from 25 ft (assist by Z. Randolph),3,35-37,,
2:58.0,,,35-39,2,L. Aldridge makes 2-pt shot from 6 ft
2:45.0,Z. Randolph makes 2-pt shot from 8 ft,2,37-39,,
2:30.0,,,37-41,2,T. Duncan makes 2-pt shot at rim (assist by T. Parker)
2:11.0,L. Stephenson misses 2-pt shot from 22 ft,,37-41,,
2:10.0,,,37-41,,Defensive rebound by T. Parker
1:52.0,,,37-41,,K. Leonard misses 2-pt shot from 13 ft
1:51.0,Defensive rebound by M. Barnes,,37-41,,
1:41.0,T. Allen misses 2-pt shot from 7 ft,,37-41,,
1:39.0,,,37-41,,Defensive rebound by T. Duncan
1:28.0,,,37-41,,T. Parker misses 2-pt shot from 16 ft
1:26.0,,,37-41,,Offensive rebound by L. Aldridge
1:24.0,,,37-43,2,L. Aldridge makes 2-pt shot from 2 ft
1:20.0,Memphis full timeout,,37-43,,
1:20.0,C. Andersen enters the game for J. Martin,,37-43,,
1:20.0,V. Carter enters the game for T. Allen,,37-43,,
1:09.0,M. Barnes misses 3-pt shot from 23 ft,,37-43,,
1:08.0,,,37-43,,Defensive rebound by T. Duncan
0:48.0,,,37-45,2,T. Parker makes 2-pt shot from 1 ft
0:35.0,Z. Randolph misses 2-pt shot from 1 ft (block by L. Aldridge),,37-45,,
0:33.0,,,37-45,,Defensive rebound by T. Duncan
0:20.0,,,37-47,2,T. Parker makes 2-pt shot from 7 ft
0:20.0,,,37-47,,Shooting foul by L. Stephenson (drawn by T. Parker)
0:20.0,J. Farmar enters the game for C. Andersen,,37-47,,
0:20.0,,,37-48,1,T. Parker makes free throw 1 of 1
0:01.0,L. Stephenson misses 3-pt shot from 24 ft,,37-48,,
0:00.0,,,37-48,,Defensive rebound by M. Ginobili
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Barnes misses 3-pt shot from 27 ft (block by K. Leonard),,37-48,,
11:38.0,,,37-48,,Defensive rebound by D. Green
11:30.0,,,37-48,,T. Parker misses 2-pt shot from 2 ft
11:29.0,Defensive rebound by C. Andersen,,37-48,,
11:20.0,M. Barnes misses 2-pt shot from 13 ft,,37-48,,
11:19.0,Offensive rebound by M. Barnes,,37-48,,
11:12.0,Turnover by J. Farmar (lost ball; steal by K. Leonard),,37-48,,
11:03.0,,,37-48,,Offensive foul by T. Duncan
11:03.0,,,37-48,,Turnover by T. Duncan (offensive foul)
10:51.0,Z. Randolph misses 2-pt shot from 16 ft,,37-48,,
10:50.0,,,37-48,,Defensive rebound by D. Green
10:35.0,,,37-50,2,L. Aldridge makes 2-pt shot from 13 ft
10:13.0,Turnover by Z. Randolph (lost ball; steal by D. Green),,37-50,,
9:52.0,,,37-53,3,D. Green makes 3-pt shot from 24 ft (assist by T. Parker)
9:35.0,V. Carter makes 3-pt shot from 25 ft (assist by M. Barnes),3,40-53,,
9:34.0,,,40-53,,San Antonio full timeout
9:21.0,Personal foul by V. Carter,,40-53,,
9:04.0,,,40-55,2,K. Leonard makes 2-pt shot from 17 ft
8:42.0,V. Carter makes 2-pt shot at rim,2,42-55,,
8:19.0,,,42-57,2,L. Aldridge makes 2-pt shot from 17 ft (assist by T. Parker)
8:04.0,J. Farmar makes 3-pt shot from 25 ft (assist by C. Andersen),3,45-57,,
7:46.0,,,45-59,2,T. Duncan makes 2-pt shot from 1 ft (assist by T. Parker)
7:32.0,Turnover by Z. Randolph (lost ball; steal by T. Duncan),,45-59,,
7:25.0,,,45-61,2,T. Parker makes 2-pt shot from 1 ft
7:25.0,Memphis full timeout,,45-61,,
7:25.0,,,45-61,,M. Ginobili enters the game for D. Green
7:20.0,,,45-61,,Personal foul by T. Parker
7:13.0,Z. Randolph misses 2-pt shot from 18 ft,,45-61,,
7:12.0,,,45-61,,Defensive rebound by M. Ginobili
7:00.0,,,45-63,2,T. Parker makes 2-pt shot from 12 ft
6:51.0,X. Munford enters the game for J. Farmar,,45-63,,
6:43.0,X. Munford misses 2-pt shot from 1 ft,,45-63,,
6:41.0,Offensive rebound by C. Andersen,,45-63,,
6:39.0,C. Andersen makes 2-pt shot from 1 ft,2,47-63,,
6:23.0,,,47-66,3,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker)
6:03.0,Z. Randolph makes 2-pt shot from 1 ft (assist by X. Munford),2,49-66,,
5:46.0,,,49-66,,Turnover by T. Parker (lost ball; steal by X. Munford)
5:44.0,Turnover by M. Barnes (lost ball),,49-66,,
5:34.0,,,49-66,,Turnover by T. Parker (lost ball; steal by C. Andersen)
5:26.0,Z. Randolph misses 2-pt shot from 1 ft (block by L. Aldridge),,49-66,,
5:25.0,,,49-66,,Defensive rebound by T. Duncan
5:15.0,,,49-68,2,T. Parker makes 2-pt shot from 1 ft
4:58.0,,,49-68,,D. West enters the game for L. Aldridge
4:58.0,J. Green enters the game for V. Carter,,49-68,,
4:58.0,T. Allen enters the game for C. Andersen,,49-68,,
4:48.0,Turnover by Team (shot clock),,49-68,,
4:42.0,,,49-68,,P. Mills enters the game for T. Parker
4:34.0,,,49-71,3,K. Leonard makes 3-pt shot from 24 ft (assist by P. Mills)
4:09.0,J. Green misses 2-pt shot at rim (block by M. Ginobili),,49-71,,
4:08.0,,,49-71,,Defensive rebound by M. Ginobili
3:57.0,,,49-71,,P. Mills misses 3-pt shot from 24 ft
3:57.0,,,49-71,,Offensive rebound by T. Duncan
3:49.0,,,49-71,,K. Leonard misses 2-pt shot from 16 ft
3:49.0,Defensive rebound by Team,,49-71,,
3:28.0,X. Munford misses 2-pt shot from 10 ft,,49-71,,
3:28.0,,,49-71,,Defensive rebound by M. Ginobili
3:22.0,,,49-71,,K. Anderson enters the game for K. Leonard
3:18.0,,,49-71,,M. Ginobili misses 2-pt shot from 10 ft
3:17.0,Defensive rebound by Z. Randolph,,49-71,,
3:10.0,,,49-71,,Personal foul by D. West
3:00.0,T. Allen misses 2-pt shot from 8 ft,,49-71,,
2:58.0,Offensive rebound by T. Allen,,49-71,,
2:57.0,T. Allen makes 2-pt shot from 1 ft,2,51-71,,
2:57.0,Violation by Team (jump ball),,51-71,,
2:45.0,Personal foul by Z. Randolph,,51-71,,
2:33.0,,,51-73,2,P. Mills makes 2-pt shot from 17 ft (assist by D. West)
2:15.0,Turnover by M. Barnes (lost ball; steal by K. Anderson),,51-73,,
2:09.0,,,51-73,,Shooting foul by M. Barnes (drawn by P. Mills)
2:09.0,,,51-74,1,P. Mills makes free throw 1 of 2
2:09.0,,,51-74,,B. Diaw enters the game for T. Duncan
2:09.0,J. Martin enters the game for Z. Randolph,,51-74,,
2:09.0,L. Stephenson enters the game for M. Barnes,,51-74,,
2:09.0,,,51-75,1,P. Mills makes free throw 2 of 2
1:51.0,J. Green misses 2-pt shot from 18 ft,,51-75,,
1:50.0,,,51-75,,Defensive rebound by P. Mills
1:42.0,Personal foul by J. Martin,,51-75,,
1:33.0,,,51-77,2,B. Diaw makes 2-pt shot at rim (assist by M. Ginobili)
1:18.0,T. Allen misses 2-pt shot from 16 ft,,51-77,,
1:18.0,,,51-77,,Defensive rebound by M. Ginobili
1:11.0,,,51-79,2,M. Ginobili makes 2-pt shot from 1 ft
0:51.0,T. Allen misses 2-pt shot from 6 ft,,51-79,,
0:49.0,,,51-79,,Defensive rebound by D. West
0:44.0,,,51-79,,M. Ginobili misses 3-pt shot from 26 ft
0:43.0,,,51-79,,Offensive rebound by K. Anderson
0:39.0,,,51-79,,Shooting foul by X. Munford (drawn by P. Mills)
0:39.0,,,51-80,1,P. Mills makes free throw 1 of 2
0:39.0,,,51-81,1,P. Mills makes free throw 2 of 2
0:28.0,T. Allen misses 2-pt shot from 13 ft (block by K. Anderson),,51-81,,
0:26.0,Offensive rebound by J. Martin,,51-81,,
0:18.0,Turnover by X. Munford (lost ball; steal by P. Mills),,51-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,51-81,,Turnover by K. Martin (lost ball; steal by X. Munford)
11:29.0,P. Hairston misses 2-pt shot from 21 ft,,51-81,,
11:29.0,Offensive rebound by J. Green,,51-81,,
11:29.0,Shooting foul by K. Anderson (drawn by J. Green),,51-81,,
11:29.0,J. Green misses free throw 1 of 2,,51-81,,
11:29.0,Offensive rebound by Team,,51-81,,
11:29.0,J. Green makes free throw 2 of 2,1,52-81,,
11:11.0,,,52-81,,B. Diaw misses 2-pt shot from 5 ft
11:10.0,Defensive rebound by J. Martin,,52-81,,
10:50.0,X. Munford misses 2-pt shot from 1 ft,,52-81,,
10:49.0,,,52-81,,Defensive rebound by D. West
10:33.0,,,52-81,,Turnover by D. West (lost ball; steal by L. Stephenson)
10:26.0,P. Hairston makes 2-pt shot from 13 ft (assist by L. Stephenson),2,54-81,,
10:03.0,,,54-84,3,P. Mills makes 3-pt shot from 25 ft
9:50.0,,,54-84,,Personal foul by K. Anderson
9:39.0,Turnover by X. Munford (lost ball; steal by P. Mills),,54-84,,
9:30.0,,,54-84,,K. Martin misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by Team,,54-84,,
9:30.0,,,54-84,,Loose ball foul by D. West
9:30.0,,,54-84,,B. Marjanovic enters the game for D. West
9:18.0,L. Stephenson makes 2-pt shot from 16 ft,2,56-84,,
9:06.0,,,56-86,2,B. Marjanovic makes 2-pt shot from 6 ft (assist by B. Diaw)
8:50.0,X. Munford misses 3-pt shot from 27 ft,,56-86,,
8:49.0,,,56-86,,Defensive rebound by K. Martin
8:34.0,,,56-89,3,P. Mills makes 3-pt shot from 24 ft
8:17.0,J. Martin misses 2-pt shot from 19 ft,,56-89,,
8:15.0,,,56-89,,Defensive rebound by P. Mills
8:13.0,,,56-89,,San Antonio full timeout
8:13.0,,,56-89,,J. Simmons enters the game for P. Mills
8:13.0,J. Farmar enters the game for X. Munford,,56-89,,
8:05.0,,,56-89,,K. Martin misses 2-pt shot from 2 ft
8:02.0,Defensive rebound by L. Stephenson,,56-89,,
7:57.0,L. Stephenson misses 2-pt shot from 16 ft,,56-89,,
7:56.0,,,56-89,,Defensive rebound by B. Diaw
7:37.0,,,56-89,,J. Simmons misses 2-pt shot from 11 ft
7:35.0,,,56-89,,Offensive rebound by J. Simmons
7:31.0,,,56-92,3,K. Martin makes 3-pt shot from 25 ft (assist by J. Simmons)
7:04.0,L. Stephenson makes 3-pt shot from 24 ft (assist by J. Farmar),3,59-92,,
6:39.0,,,59-92,,J. Simmons misses 2-pt shot at rim (block by J. Farmar)
6:38.0,Defensive rebound by J. Martin,,59-92,,
6:31.0,J. Farmar misses 2-pt shot from 5 ft,,59-92,,
6:30.0,,,59-92,,Defensive rebound by B. Marjanovic
6:17.0,,,59-94,2,B. Marjanovic makes 2-pt shot at rim (assist by B. Diaw)
5:56.0,,,59-94,,Personal foul by K. Anderson
5:56.0,Official timeout,,59-94,,
5:56.0,X. Munford enters the game for J. Green,,59-94,,
5:46.0,P. Hairston makes 3-pt shot from 23 ft (assist by L. Stephenson),3,62-94,,
5:27.0,,,62-96,2,K. Martin makes 2-pt shot from 18 ft (assist by K. Anderson)
5:09.0,J. Farmar makes 3-pt shot from 23 ft,3,65-96,,
4:50.0,,,65-98,2,B. Marjanovic makes 2-pt shot from 5 ft (assist by B. Diaw)
4:36.0,Turnover by J. Martin (lost ball; steal by J. Simmons),,65-98,,
4:20.0,,,65-98,,Turnover by B. Marjanovic (lost ball; steal by P. Hairston)
4:19.0,Offensive foul by P. Hairston,,65-98,,
4:19.0,Turnover by P. Hairston (offensive foul),,65-98,,
4:04.0,,,65-100,2,K. Martin makes 2-pt shot from 14 ft (assist by B. Marjanovic)
3:45.0,X. Munford misses 2-pt shot from 8 ft,,65-100,,
3:44.0,Offensive rebound by J. Martin,,65-100,,
3:38.0,J. Martin makes 2-pt shot from 2 ft,2,67-100,,
3:18.0,,,67-100,,B. Marjanovic misses 2-pt shot from 7 ft
3:18.0,Defensive rebound by Team,,67-100,,
3:18.0,J. Green enters the game for J. Martin,,67-100,,
3:03.0,J. Green makes 2-pt shot from 17 ft (assist by X. Munford),2,69-100,,
2:47.0,,,69-100,,B. Marjanovic misses 2-pt shot from 17 ft
2:46.0,Defensive rebound by J. Farmar,,69-100,,
2:38.0,J. Farmar misses 2-pt shot from 1 ft,,69-100,,
2:37.0,,,69-100,,Defensive rebound by B. Diaw
2:16.0,,,69-103,3,J. Simmons makes 3-pt shot from 25 ft (assist by K. Martin)
2:01.0,X. Munford makes 2-pt shot from 18 ft,2,71-103,,
1:37.0,,,71-103,,J. Simmons misses 3-pt shot from 25 ft (block by X. Munford)
1:36.0,,,71-103,,Offensive rebound by Team
1:36.0,,,71-103,,Turnover by Team (shot clock)
1:36.0,Memphis full timeout,,71-103,,
1:36.0,J. Martin enters the game for J. Farmar,,71-103,,
1:18.0,Shooting foul by B. Marjanovic (drawn by J. Martin),,71-103,,
1:18.0,J. Martin misses free throw 1 of 2,,71-103,,
1:18.0,Offensive rebound by Team,,71-103,,
1:18.0,J. Martin makes free throw 2 of 2,1,72-103,,
0:59.0,,,72-103,,Turnover by J. Simmons (lost ball; steal by X. Munford)
0:55.0,J. Green makes 2-pt shot from 1 ft (assist by X. Munford),2,74-103,,
0:43.0,,,74-106,3,K. Martin makes 3-pt shot from 23 ft (assist by B. Diaw)
0:28.0,P. Hairston misses 3-pt shot from 26 ft,,74-106,,
0:28.0,,,74-106,,Defensive rebound by K. Anderson
0:03.0,,,74-106,,K. Anderson misses 2-pt shot from 19 ft
0:03.0,Defensive rebound by J. Green,,74-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
