time,Houston,pts.away,score,pts.home,Oklahoma City
6:28.0,,,90-92,,Shooting foul by J. Harden (drawn by R. Westbrook)
6:28.0,,,90-92,,R. Westbrook misses free throw 1 of 2
6:28.0,,,90-92,,Offensive rebound by Team
6:28.0,,,90-93,1,R. Westbrook makes free throw 2 of 2
6:08.0,C. Brewer misses 3-pt shot from 25 ft,,90-93,,
6:08.0,,,90-93,,Defensive rebound by K. Durant
6:02.0,,,90-93,,A. Morrow misses 2-pt shot from 2 ft
6:01.0,Defensive rebound by C. Brewer,,90-93,,
5:41.0,P. Beverley makes 2-pt shot from 8 ft,2,92-93,,
5:40.0,Violation by Team (jump ball),,92-93,,
5:23.0,Personal foul by J. Harden,,92-93,,
5:23.0,,,92-93,,Oklahoma City full timeout
5:23.0,,,92-93,,R. Foye enters the game for A. Morrow
5:23.0,,,92-94,1,K. Durant makes free throw 1 of 2
5:23.0,,,92-95,1,K. Durant makes free throw 2 of 2
5:00.0,J. Harden makes 2-pt shot from 1 ft,2,94-95,,
4:42.0,,,94-97,2,R. Westbrook makes 2-pt shot from 14 ft
4:24.0,T. Ariza misses 3-pt shot from 24 ft,,94-97,,
4:24.0,,,94-97,,Defensive rebound by E. Kanter
4:00.0,,,94-97,,R. Foye misses 2-pt shot from 21 ft
3:59.0,Defensive rebound by J. Harden,,94-97,,
3:46.0,Shooting foul by A. Roberson (drawn by J. Harden),,94-97,,
3:46.0,J. Harden makes free throw 1 of 2,1,95-97,,
3:46.0,,,95-97,,S. Ibaka enters the game for A. Roberson
3:46.0,D. Motiejunas enters the game for C. Brewer,,95-97,,
3:46.0,J. Harden makes free throw 2 of 2,1,96-97,,
3:29.0,,,96-97,,K. Durant misses 2-pt shot from 4 ft
3:29.0,Defensive rebound by D. Howard,,96-97,,
3:20.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,99-97,,
3:03.0,,,99-97,,R. Westbrook misses 3-pt shot from 24 ft
3:03.0,,,99-97,,Offensive rebound by Team
3:02.0,,,99-97,,S. Adams enters the game for E. Kanter
3:02.0,,,99-97,,Oklahoma City full timeout
3:01.0,,,99-99,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
2:49.0,Turnover by J. Harden (lost ball; steal by R. Westbrook),,99-99,,
2:45.0,,,99-101,2,R. Westbrook makes 2-pt shot at rim
2:29.0,T. Ariza misses 3-pt shot from 23 ft,,99-101,,
2:28.0,,,99-101,,Defensive rebound by R. Westbrook
2:14.0,,,99-101,,K. Durant misses 2-pt shot from 3 ft (block by D. Howard)
2:13.0,,,99-101,,Offensive rebound by S. Adams
1:59.0,,,99-103,2,R. Westbrook makes 2-pt shot from 15 ft
1:50.0,,,99-103,,Personal foul by R. Foye
1:40.0,Shooting foul by S. Ibaka (drawn by J. Harden),,99-103,,
1:40.0,J. Harden makes free throw 1 of 2,1,100-103,,
1:40.0,J. Harden makes free throw 2 of 2,1,101-103,,
1:28.0,,,101-105,2,K. Durant makes 2-pt shot from 12 ft (assist by R. Westbrook)
1:19.0,J. Harden misses 3-pt shot from 24 ft,,101-105,,
1:19.0,,,101-105,,Defensive rebound by K. Durant
0:57.0,,,101-105,,R. Westbrook misses 2-pt shot at rim
0:57.0,,,101-105,,Offensive rebound by S. Adams
0:57.0,,,101-105,,S. Adams misses 2-pt shot from 1 ft
0:55.0,Defensive rebound by J. Harden,,101-105,,
0:40.0,T. Ariza misses 2-pt shot from 2 ft,,101-105,,
0:39.0,Offensive rebound by T. Ariza,,101-105,,
0:36.0,T. Ariza misses 2-pt shot from 1 ft,,101-105,,
0:35.0,,,101-105,,Defensive rebound by S. Ibaka
0:31.0,,,101-105,,Oklahoma City full timeout
0:31.0,C. Brewer enters the game for D. Motiejunas,,101-105,,
0:31.0,,,101-105,,D. Waiters enters the game for S. Ibaka
0:31.0,,,101-105,,Oklahoma City full timeout
0:30.0,Personal foul by P. Beverley,,101-105,,
0:30.0,,,101-106,1,K. Durant makes free throw 1 of 2
0:30.0,,,101-106,,K. Durant misses free throw 2 of 2
0:29.0,Defensive rebound by D. Howard,,101-106,,
0:29.0,Houston full timeout,,101-106,,
0:29.0,J. Terry enters the game for C. Brewer,,101-106,,
0:29.0,,,101-106,,A. Roberson enters the game for R. Foye
0:24.0,J. Terry makes 3-pt shot from 25 ft (assist by J. Harden),3,104-106,,
0:19.0,,,104-108,2,A. Roberson makes 2-pt shot at rim (assist by K. Durant)
0:19.0,Houston full timeout,,104-108,,
0:19.0,,,104-108,,S. Ibaka enters the game for S. Adams
0:14.0,J. Harden makes 3-pt shot from 24 ft,3,107-108,,
0:12.0,Personal take foul by J. Terry,,107-108,,
0:12.0,,,107-108,,S. Ibaka misses free throw 1 of 2
0:12.0,,,107-108,,Offensive rebound by Team
0:12.0,M. Beasley enters the game for J. Terry,,107-108,,
0:12.0,,,107-109,1,S. Ibaka makes free throw 2 of 2
0:12.0,Houston full timeout,,107-109,,
0:12.0,,,107-109,,S. Adams enters the game for S. Ibaka
0:12.0,J. Terry enters the game for M. Beasley,,107-109,,
0:07.0,Turnover by J. Harden (lost ball; steal by D. Waiters),,107-109,,
0:04.0,Personal take foul by J. Harden,,107-109,,
0:04.0,M. Beasley enters the game for J. Harden,,107-109,,
0:04.0,,,107-110,1,R. Westbrook makes free throw 1 of 2
0:04.0,,,107-111,1,R. Westbrook makes free throw 2 of 2
0:00.0,P. Beverley misses 3-pt shot from 25 ft,,107-111,,
0:00.0,Offensive rebound by Team,,107-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
