time,Oklahoma City,pts.away,score,pts.home,Golden State
4:20.0,,,14-19,1,S. Curry makes free throw 1 of 1
4:09.0,R. Westbrook makes 2-pt shot from 2 ft,2,16-19,,
3:51.0,,,16-19,,A. Iguodala misses 2-pt shot from 14 ft
3:50.0,,,16-19,,Offensive rebound by H. Barnes
3:40.0,,,16-22,3,S. Curry makes 3-pt shot from 26 ft (assist by H. Barnes)
3:24.0,R. Westbrook misses 3-pt shot from 29 ft,,16-22,,
3:23.0,,,16-22,,Defensive rebound by S. Curry
3:16.0,,,16-22,,S. Curry misses 3-pt shot from 26 ft
3:16.0,,,16-22,,Offensive rebound by H. Barnes
3:05.0,,,16-22,,Turnover by S. Curry (lost ball; steal by S. Ibaka)
2:56.0,D. Waiters misses 2-pt shot from 4 ft (block by D. Green),,16-22,,
2:55.0,Offensive rebound by Team,,16-22,,
2:54.0,,,16-22,,Golden State full timeout
2:54.0,,,16-22,,A. Varejao enters the game for H. Barnes
2:54.0,S. Adams enters the game for R. Westbrook,,16-22,,
2:54.0,K. Durant enters the game for S. Ibaka,,16-22,,
2:41.0,K. Durant misses 2-pt shot from 17 ft,,16-22,,
2:41.0,,,16-22,,Defensive rebound by A. Varejao
2:32.0,,,16-22,,L. Barbosa enters the game for S. Curry
2:30.0,Jump ball: D. Green vs. E. Kanter (S. Livingston gains possession),,,,Jump ball: D. Green vs. E. Kanter (S. Livingston gains possession)
2:24.0,,,16-25,3,D. Green makes 3-pt shot from 27 ft (assist by L. Barbosa)
2:10.0,,,16-25,,Personal foul by S. Livingston
2:08.0,,,16-25,,Personal foul by A. Iguodala
2:08.0,K. Durant makes free throw 1 of 2,1,17-25,,
2:08.0,K. Durant makes free throw 2 of 2,1,18-25,,
2:00.0,,,18-25,,S. Livingston misses 2-pt shot from 11 ft
2:00.0,,,18-25,,Offensive rebound by Team
2:00.0,Loose ball foul by E. Kanter,,18-25,,
1:50.0,,,18-25,,A. Iguodala misses 3-pt shot from 23 ft
1:50.0,,,18-25,,Offensive rebound by S. Livingston
1:42.0,,,18-25,,A. Iguodala misses 2-pt shot from 8 ft
1:40.0,,,18-25,,Offensive rebound by A. Varejao
1:32.0,,,18-25,,L. Barbosa misses 2-pt shot from 2 ft
1:31.0,Defensive rebound by S. Adams,,18-25,,
1:22.0,E. Kanter makes 2-pt shot from 3 ft (assist by D. Waiters),2,20-25,,
1:01.0,,,20-25,,D. Green misses 3-pt shot from 27 ft
1:01.0,Defensive rebound by E. Kanter,,20-25,,
0:39.0,D. Waiters misses 2-pt shot from 19 ft,,20-25,,
0:38.0,Offensive rebound by Team,,20-25,,
0:27.0,Turnover by K. Durant (lost ball),,20-25,,
0:27.0,,,20-25,,K. Thompson enters the game for L. Barbosa
0:27.0,,,20-25,,S. Curry enters the game for A. Iguodala
0:27.0,A. Roberson enters the game for E. Kanter,,20-25,,
0:07.0,,,20-27,2,S. Curry makes 2-pt shot from 1 ft
0:02.0,R. Foye misses 3-pt shot from 27 ft,,20-27,,
0:00.0,Offensive rebound by Team,,20-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,20-27,,Violation by M. Speights (def goaltending)
11:42.0,E. Kanter makes 2-pt shot from 2 ft,2,22-27,,
11:30.0,,,22-27,,L. Barbosa misses 2-pt shot from 10 ft (block by D. Waiters)
11:30.0,,,22-27,,Offensive rebound by Team
11:22.0,,,22-29,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Livingston)
11:10.0,K. Durant misses 3-pt shot from 27 ft,,22-29,,
11:10.0,,,22-29,,Defensive rebound by S. Livingston
10:53.0,,,22-31,2,M. Speights makes 2-pt shot from 12 ft
10:38.0,,,22-31,,Personal foul by H. Barnes
10:28.0,Turnover by E. Kanter (lost ball; steal by L. Barbosa),,22-31,,
10:21.0,,,22-31,,Turnover by M. Speights (lost ball; steal by D. Waiters)
10:13.0,D. Waiters misses 2-pt shot from 7 ft,,22-31,,
10:13.0,Offensive rebound by K. Durant,,22-31,,
10:13.0,K. Durant makes 2-pt shot from 1 ft,2,24-31,,
9:57.0,,,24-33,2,H. Barnes makes 2-pt shot from 17 ft
9:32.0,K. Durant makes 2-pt shot from 1 ft,2,26-33,,
9:11.0,,,26-35,2,M. Speights makes 2-pt shot from 14 ft (assist by H. Barnes)
8:55.0,Turnover by K. Durant (lost ball; steal by L. Barbosa),,26-35,,
8:48.0,,,26-35,,H. Barnes misses 2-pt shot from 4 ft (block by R. Foye)
8:46.0,Defensive rebound by S. Adams,,26-35,,
8:45.0,,,26-35,,Personal foul by S. Livingston
8:45.0,Official timeout,,26-35,,
8:45.0,S. Ibaka enters the game for E. Kanter,,26-35,,
8:45.0,R. Westbrook enters the game for R. Foye,,26-35,,
8:45.0,,,26-35,,S. Curry enters the game for A. Iguodala
8:45.0,,,26-35,,K. Thompson enters the game for L. Barbosa
8:37.0,K. Durant makes 3-pt shot from 26 ft (assist by R. Westbrook),3,29-35,,
8:19.0,,,29-35,,S. Livingston misses 2-pt shot from 12 ft
8:19.0,Defensive rebound by S. Ibaka,,29-35,,
8:12.0,K. Durant makes 3-pt shot from 27 ft (assist by R. Westbrook),3,32-35,,
8:08.0,,,32-35,,Golden State full timeout
8:08.0,,,32-35,,A. Bogut enters the game for S. Livingston
8:08.0,,,32-35,,D. Green enters the game for M. Speights
7:49.0,,,32-37,2,H. Barnes makes 2-pt shot from 5 ft
7:39.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,34-37,,
7:22.0,,,34-37,,K. Thompson misses 2-pt shot from 11 ft
7:19.0,,,34-37,,Offensive rebound by A. Bogut
7:15.0,,,34-37,,S. Curry misses 2-pt shot from 3 ft
7:14.0,Defensive rebound by K. Durant,,34-37,,
7:03.0,K. Durant makes 2-pt shot from 17 ft,2,36-37,,
6:46.0,,,36-39,2,A. Bogut makes 2-pt shot from 1 ft (assist by K. Thompson)
6:28.0,D. Waiters misses 3-pt shot from 23 ft,,36-39,,
6:27.0,,,36-39,,Defensive rebound by D. Green
6:20.0,,,36-41,2,D. Green makes 2-pt shot from 5 ft
6:08.0,Oklahoma City full timeout,,36-41,,
6:08.0,,,36-41,,A. Iguodala enters the game for H. Barnes
6:00.0,,,36-41,,Personal foul by A. Bogut
5:51.0,S. Ibaka makes 3-pt shot from 26 ft (assist by D. Waiters),3,39-41,,
5:29.0,,,39-41,,Shooting foul by D. Waiters (drawn by A. Iguodala)
5:29.0,,,39-42,1,A. Iguodala makes free throw 1 of 2
5:29.0,,,39-43,1,A. Iguodala makes free throw 2 of 2
5:11.0,S. Ibaka misses 2-pt shot from 18 ft,,39-43,,
5:11.0,Offensive rebound by Team,,39-43,,
5:11.0,,,39-43,,Personal foul by A. Bogut
5:11.0,,,39-43,,F. Ezeli enters the game for A. Bogut
4:58.0,R. Westbrook misses 2-pt shot from 16 ft,,39-43,,
4:57.0,,,39-43,,Defensive rebound by D. Green
4:43.0,,,39-43,,Turnover by K. Thompson (lost ball; steal by R. Westbrook)
4:35.0,K. Durant makes 2-pt shot from 15 ft (assist by D. Waiters),2,41-43,,
4:32.0,,,41-43,,Golden State full timeout
4:19.0,,,41-43,,D. Green misses 3-pt shot from 25 ft
4:19.0,,,41-43,,Offensive rebound by Team
4:14.0,Personal foul by S. Ibaka,,41-43,,
4:06.0,,,41-43,,D. Green misses 2-pt shot from 2 ft
4:06.0,,,41-43,,Offensive rebound by Team
3:57.0,,,41-43,,K. Thompson misses 3-pt shot from 26 ft
3:56.0,,,41-43,,Offensive rebound by D. Green
3:56.0,,,41-43,,D. Green misses 2-pt shot from 2 ft
3:55.0,Defensive rebound by S. Adams,,41-43,,
3:35.0,S. Ibaka misses 3-pt shot from 25 ft,,41-43,,
3:35.0,Offensive rebound by S. Adams,,41-43,,
3:29.0,R. Westbrook misses 3-pt shot from 26 ft,,41-43,,
3:29.0,,,41-43,,Defensive rebound by S. Curry
3:25.0,Personal foul by S. Adams,,41-43,,
3:19.0,,,41-43,,K. Thompson misses 2-pt shot from 10 ft
3:19.0,,,41-43,,Offensive rebound by Team
3:02.0,,,41-43,,K. Thompson misses 3-pt shot from 26 ft
3:02.0,,,41-43,,Offensive rebound by F. Ezeli
3:02.0,,,41-45,2,F. Ezeli makes 2-pt shot at rim
2:43.0,R. Westbrook makes 3-pt shot from 26 ft,3,44-45,,
2:37.0,Personal foul by K. Durant,,44-45,,
2:23.0,,,44-45,,Shooting foul by S. Ibaka (drawn by F. Ezeli)
2:23.0,,,44-46,1,F. Ezeli makes free throw 1 of 2
2:23.0,,,44-46,,F. Ezeli misses free throw 2 of 2
2:22.0,Defensive rebound by S. Ibaka,,44-46,,
1:59.0,D. Waiters makes 3-pt shot from 23 ft (assist by R. Westbrook),3,47-46,,
1:47.0,,,47-46,,Shooting foul by S. Ibaka (drawn by A. Iguodala)
1:47.0,,,47-47,1,A. Iguodala makes free throw 1 of 3
1:47.0,,,47-48,1,A. Iguodala makes free throw 2 of 3
1:47.0,A. Roberson enters the game for S. Ibaka,,47-48,,
1:47.0,,,47-49,1,A. Iguodala makes free throw 3 of 3
1:35.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,49-49,,
1:21.0,,,49-49,,K. Thompson misses 2-pt shot from 15 ft
1:20.0,,,49-49,,Offensive rebound by A. Iguodala
1:06.0,,,49-51,2,F. Ezeli makes 2-pt shot from 2 ft (assist by D. Green)
0:59.0,D. Waiters misses 2-pt shot from 4 ft,,49-51,,
0:59.0,,,49-51,,Defensive rebound by F. Ezeli
0:54.0,,,49-53,2,K. Thompson makes 2-pt shot from 22 ft
0:44.0,Turnover by R. Westbrook (lost ball; steal by A. Iguodala),,49-53,,
0:40.0,,,49-53,,Shooting foul by R. Westbrook (drawn by A. Iguodala)
0:40.0,,,49-55,2,A. Iguodala makes 2-pt shot from 2 ft
0:40.0,,,49-55,,H. Barnes enters the game for F. Ezeli
0:40.0,,,49-55,,A. Iguodala misses free throw 1 of 1
0:39.0,Defensive rebound by A. Roberson,,49-55,,
0:31.0,R. Westbrook misses 3-pt shot from 25 ft,,49-55,,
0:31.0,,,49-55,,Defensive rebound by Team
0:17.0,,,49-57,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
0:02.0,R. Westbrook misses 3-pt shot from 27 ft,,49-57,,
0:00.0,,,49-57,,Defensive rebound by D. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,S. Adams misses 2-pt shot from 2 ft,,49-57,,
11:42.0,,,49-57,,Defensive rebound by D. Green
11:21.0,,,49-59,2,K. Thompson makes 2-pt shot from 8 ft
10:57.0,A. Roberson misses 2-pt shot from 4 ft,,49-59,,
10:54.0,Offensive rebound by S. Ibaka,,49-59,,
10:54.0,S. Ibaka misses 2-pt shot from 2 ft,,49-59,,
10:53.0,,,49-59,,Defensive rebound by K. Thompson
10:45.0,,,49-59,,D. Green misses 2-pt shot from 2 ft (block by A. Roberson)
10:45.0,Defensive rebound by S. Adams,,49-59,,
10:33.0,S. Adams makes 2-pt shot from 2 ft (assist by K. Durant),2,51-59,,
10:14.0,,,51-59,,S. Curry misses 2-pt shot from 13 ft
10:14.0,Defensive rebound by S. Ibaka,,51-59,,
10:05.0,R. Westbrook misses 2-pt shot from 10 ft,,51-59,,
10:04.0,,,51-59,,Defensive rebound by A. Bogut
9:58.0,,,51-59,,K. Thompson misses 2-pt shot from 16 ft
9:57.0,Defensive rebound by S. Adams,,51-59,,
9:49.0,Offensive foul by K. Durant,,51-59,,
9:49.0,Turnover by K. Durant (offensive foul),,51-59,,
9:37.0,,,51-61,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
9:12.0,Shooting foul by D. Green (drawn by R. Westbrook),,51-61,,
9:12.0,R. Westbrook makes free throw 1 of 2,1,52-61,,
9:12.0,R. Westbrook makes free throw 2 of 2,1,53-61,,
8:59.0,,,53-64,3,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green)
8:58.0,Oklahoma City full timeout,,53-64,,
8:42.0,,,53-64,,Violation by D. Green (kicked ball)
8:39.0,,,53-64,,Personal foul by H. Barnes
8:33.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,55-64,,
8:22.0,,,55-64,,Golden State full timeout
8:16.0,,,55-64,,S. Curry misses 2-pt shot from 18 ft
8:15.0,,,55-64,,Offensive rebound by A. Bogut
8:11.0,,,55-64,,K. Thompson misses 3-pt shot from 27 ft
8:10.0,Defensive rebound by A. Roberson,,55-64,,
7:52.0,A. Roberson misses 3-pt shot from 24 ft,,55-64,,
7:51.0,,,55-64,,Defensive rebound by D. Green
7:44.0,,,55-64,,K. Thompson misses 3-pt shot from 26 ft
7:44.0,Defensive rebound by K. Durant,,55-64,,
7:23.0,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,57-64,,
7:09.0,,,57-67,3,S. Curry makes 3-pt shot from 27 ft (assist by D. Green)
6:44.0,Turnover by K. Durant (lost ball; steal by S. Curry),,57-67,,
6:33.0,,,57-67,,Shooting foul by K. Durant (drawn by S. Curry)
6:33.0,Technical foul by K. Durant,,57-67,,
6:33.0,,,57-68,1,S. Curry makes technical free throw
6:33.0,,,57-69,1,S. Curry makes free throw 1 of 3
6:33.0,,,57-70,1,S. Curry makes free throw 2 of 3
6:33.0,,,57-70,,A. Iguodala enters the game for H. Barnes
6:33.0,D. Waiters enters the game for A. Roberson,,57-70,,
6:33.0,,,57-71,1,S. Curry makes free throw 3 of 3
6:22.0,K. Durant makes 2-pt shot from 19 ft (assist by R. Westbrook),2,59-71,,
6:07.0,,,59-74,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
5:53.0,Turnover by K. Durant (lost ball; steal by A. Bogut),,59-74,,
5:47.0,,,59-76,2,S. Curry makes 2-pt shot from 22 ft (assist by A. Iguodala)
5:47.0,Oklahoma City full timeout,,59-76,,
5:47.0,E. Kanter enters the game for S. Ibaka,,59-76,,
5:26.0,E. Kanter misses 2-pt shot from 12 ft (block by D. Green),,59-76,,
5:24.0,,,59-76,,Defensive rebound by A. Bogut
5:11.0,,,59-79,3,S. Curry makes 3-pt shot from 26 ft
4:51.0,D. Waiters makes 2-pt shot from 19 ft (assist by R. Westbrook),2,61-79,,
4:32.0,,,61-79,,Shooting foul by E. Kanter (drawn by K. Thompson)
4:32.0,,,61-80,1,K. Thompson makes free throw 1 of 2
4:32.0,,,61-80,,F. Ezeli enters the game for A. Bogut
4:32.0,R. Foye enters the game for K. Durant,,61-80,,
4:32.0,,,61-81,1,K. Thompson makes free throw 2 of 2
4:18.0,Shooting foul by D. Green (drawn by S. Adams),,61-81,,
4:18.0,S. Adams makes free throw 1 of 2,1,62-81,,
4:18.0,,,62-81,,L. Barbosa enters the game for K. Thompson
4:18.0,,,62-81,,S. Livingston enters the game for A. Iguodala
4:18.0,S. Adams misses free throw 2 of 2,,62-81,,
4:17.0,,,62-81,,Defensive rebound by S. Livingston
4:04.0,,,62-83,2,S. Livingston makes 2-pt shot from 1 ft (assist by F. Ezeli)
3:46.0,Turnover by E. Kanter (lost ball; steal by D. Green),,62-83,,
3:39.0,,,62-83,,S. Curry misses 3-pt shot from 30 ft
3:38.0,Defensive rebound by E. Kanter,,62-83,,
3:19.0,R. Foye misses 2-pt shot from 17 ft,,62-83,,
3:17.0,,,62-83,,Defensive rebound by F. Ezeli
3:08.0,,,62-83,,Turnover by S. Curry (lost ball; steal by R. Foye)
3:02.0,Turnover by R. Westbrook (lost ball),,62-83,,
2:47.0,,,62-85,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
2:36.0,,,62-85,,Personal foul by L. Barbosa
2:36.0,,,62-85,,A. Iguodala enters the game for S. Curry
2:36.0,K. Durant enters the game for S. Adams,,62-85,,
2:36.0,S. Ibaka enters the game for R. Westbrook,,62-85,,
2:24.0,E. Kanter makes 2-pt shot from 1 ft,2,64-85,,
2:14.0,,,64-85,,Shooting foul by R. Foye (drawn by F. Ezeli)
2:14.0,,,64-86,1,F. Ezeli makes free throw 1 of 2
2:14.0,,,64-86,,F. Ezeli misses free throw 2 of 2
2:13.0,Defensive rebound by K. Durant,,64-86,,
1:59.0,S. Ibaka misses 3-pt shot from 23 ft,,64-86,,
1:58.0,,,64-86,,Defensive rebound by F. Ezeli
1:42.0,,,64-86,,L. Barbosa misses 2-pt shot from 1 ft (block by E. Kanter)
1:41.0,Defensive rebound by D. Waiters,,64-86,,
1:32.0,Shooting foul by F. Ezeli (drawn by K. Durant),,64-86,,
1:32.0,K. Durant makes free throw 1 of 2,1,65-86,,
1:32.0,K. Durant makes free throw 2 of 2,1,66-86,,
1:18.0,Personal foul by K. Durant,,66-86,,
1:12.0,,,66-86,,Turnover by L. Barbosa (lost ball; steal by S. Ibaka)
0:59.0,D. Waiters makes 2-pt shot from 2 ft,2,68-86,,
0:39.0,,,68-86,,Turnover by F. Ezeli (3 sec)
0:25.0,K. Durant misses 2-pt shot from 16 ft,,68-86,,
0:24.0,,,68-86,,Defensive rebound by A. Iguodala
0:15.0,Personal take foul by E. Kanter,,68-86,,
0:15.0,,,68-86,,F. Ezeli misses free throw 1 of 2
0:15.0,,,68-86,,Offensive rebound by Team
0:15.0,,,68-86,,F. Ezeli misses free throw 2 of 2
0:14.0,,,68-86,,Offensive rebound by D. Green
0:14.0,,,68-88,2,D. Green makes 2-pt shot from 1 ft
0:02.0,D. Waiters misses 3-pt shot from 27 ft,,68-88,,
0:00.0,Offensive rebound by S. Ibaka,,68-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,68-88,,Turnover by K. Thompson (lost ball; steal by R. Westbrook)
11:24.0,D. Waiters misses 2-pt shot from 5 ft (block by F. Ezeli),,68-88,,
11:23.0,Offensive rebound by Team,,68-88,,
11:23.0,Turnover by Team (shot clock),,68-88,,
11:03.0,,,68-91,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Livingston)
10:38.0,K. Durant misses 2-pt shot from 10 ft,,68-91,,
10:37.0,,,68-91,,Defensive rebound by S. Livingston
10:34.0,,,68-93,2,A. Iguodala makes 2-pt shot at rim (assist by S. Livingston)
10:21.0,D. Waiters misses 3-pt shot from 23 ft,,68-93,,
10:20.0,,,68-93,,Defensive rebound by K. Thompson
10:13.0,Oklahoma City full timeout,,68-93,,
10:02.0,,,68-95,2,H. Barnes makes 2-pt shot from 14 ft
9:47.0,K. Durant makes 2-pt shot from 17 ft,2,70-95,,
9:33.0,,,70-97,2,F. Ezeli makes 2-pt shot from 8 ft (assist by K. Thompson)
9:18.0,K. Durant misses 3-pt shot from 27 ft,,70-97,,
9:18.0,,,70-97,,Defensive rebound by F. Ezeli
9:08.0,,,70-99,2,F. Ezeli makes 2-pt shot at rim (assist by K. Thompson)
8:50.0,R. Westbrook misses 2-pt shot from 14 ft,,70-99,,
8:50.0,Offensive rebound by S. Adams,,70-99,,
8:47.0,R. Westbrook makes 2-pt shot from 2 ft,2,72-99,,
8:47.0,Shooting foul by H. Barnes (drawn by R. Westbrook),,72-99,,
8:47.0,,,72-99,,A. Varejao enters the game for F. Ezeli
8:47.0,R. Westbrook makes free throw 1 of 1,1,73-99,,
8:31.0,,,73-99,,Shooting foul by S. Ibaka (drawn by K. Thompson)
8:31.0,,,73-100,1,K. Thompson makes free throw 1 of 2
8:31.0,A. Morrow enters the game for D. Waiters,,73-100,,
8:31.0,,,73-100,,K. Thompson misses free throw 2 of 2
8:30.0,Defensive rebound by S. Adams,,73-100,,
8:21.0,Shooting foul by A. Varejao (drawn by R. Westbrook),,73-100,,
8:21.0,R. Westbrook makes free throw 1 of 2,1,74-100,,
8:21.0,K. Singler enters the game for K. Durant,,74-100,,
8:21.0,R. Westbrook makes free throw 2 of 2,1,75-100,,
7:58.0,,,75-100,,A. Iguodala misses 2-pt shot from 19 ft
7:56.0,,,75-100,,Offensive rebound by H. Barnes
7:47.0,,,75-100,,K. Thompson misses 2-pt shot from 3 ft
7:47.0,,,75-100,,Offensive rebound by A. Varejao
7:47.0,,,75-102,2,A. Varejao makes 2-pt shot from 1 ft
7:47.0,,,75-102,,Shooting foul by A. Morrow (drawn by A. Varejao)
7:47.0,,,75-102,,S. Curry enters the game for A. Iguodala
7:47.0,D. Waiters enters the game for R. Westbrook,,75-102,,
7:47.0,,,75-102,,A. Varejao misses free throw 1 of 1
7:45.0,Defensive rebound by S. Ibaka,,75-102,,
7:35.0,S. Ibaka misses 3-pt shot from 24 ft,,75-102,,
7:35.0,,,75-102,,Defensive rebound by Team
7:35.0,Loose ball foul by S. Adams,,75-102,,
7:19.0,,,75-102,,K. Thompson misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by S. Ibaka,,75-102,,
7:04.0,Turnover by D. Waiters (bad pass),,75-102,,
7:04.0,E. Kanter enters the game for S. Adams,,75-102,,
7:04.0,,,75-102,,Golden State full timeout
7:04.0,,,75-102,,I. Clark enters the game for S. Livingston
7:04.0,C. Payne enters the game for S. Ibaka,,75-102,,
6:51.0,,,75-102,,Shooting foul by K. Singler (drawn by A. Varejao)
6:51.0,,,75-103,1,A. Varejao makes free throw 1 of 2
6:51.0,,,75-104,1,A. Varejao makes free throw 2 of 2
6:38.0,Shooting foul by A. Varejao (drawn by D. Waiters),,75-104,,
6:38.0,D. Waiters misses free throw 1 of 2,,75-104,,
6:38.0,Offensive rebound by Team,,75-104,,
6:38.0,,,75-104,,B. Rush enters the game for K. Thompson
6:38.0,D. Waiters misses free throw 2 of 2,,75-104,,
6:38.0,Offensive rebound by Team,,75-104,,
6:38.0,,,75-104,,Loose ball foul by H. Barnes
6:26.0,A. Morrow misses 2-pt shot from 18 ft,,75-104,,
6:25.0,,,75-104,,Defensive rebound by H. Barnes
6:11.0,,,75-104,,L. Barbosa enters the game for S. Curry
6:11.0,N. Collison enters the game for D. Waiters,,75-104,,
6:11.0,R. Foye enters the game for E. Kanter,,75-104,,
5:57.0,,,75-104,,I. Clark misses 2-pt shot from 6 ft
5:56.0,,,75-104,,Offensive rebound by A. Varejao
5:47.0,,,75-106,2,L. Barbosa makes 2-pt shot from 1 ft
5:47.0,,,75-106,,H. Barnes misses 2-pt shot from 8 ft
5:47.0,,,75-106,,Offensive rebound by L. Barbosa
5:26.0,Shooting foul by L. Barbosa (drawn by K. Singler),,75-106,,
5:26.0,K. Singler misses free throw 1 of 2,,75-106,,
5:26.0,Offensive rebound by Team,,75-106,,
5:26.0,,,75-106,,M. Speights enters the game for A. Varejao
5:26.0,K. Singler misses free throw 2 of 2,,75-106,,
5:25.0,,,75-106,,Defensive rebound by M. Speights
5:12.0,,,75-109,3,M. Speights makes 3-pt shot from 26 ft (assist by I. Clark)
4:57.0,C. Payne makes 2-pt shot from 7 ft,2,77-109,,
4:35.0,,,77-109,,L. Barbosa misses 3-pt shot from 27 ft
4:34.0,Defensive rebound by K. Singler,,77-109,,
4:26.0,C. Payne misses 2-pt shot from 12 ft,,77-109,,
4:26.0,,,77-109,,Defensive rebound by H. Barnes
4:13.0,Personal foul by C. Payne,,77-109,,
