time,Indiana,pts.away,score,pts.home,Boston
8:57.0,,,9-4,2,A. Johnson makes 2-pt shot from 1 ft
8:40.0,P. George makes 3-pt shot from 24 ft (assist by M. Ellis),3,12-4,,
8:24.0,,,12-7,3,I. Thomas makes 3-pt shot from 24 ft (assist by J. Sullinger)
7:55.0,P. George misses 2-pt shot from 14 ft,,12-7,,
7:55.0,,,12-7,,Defensive rebound by A. Johnson
7:44.0,,,12-7,,A. Bradley misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by P. George,,12-7,,
7:31.0,P. George misses 2-pt shot from 16 ft,,12-7,,
7:30.0,,,12-7,,Defensive rebound by Team
7:18.0,,,12-10,3,J. Crowder makes 3-pt shot from 25 ft (assist by A. Johnson)
6:53.0,G. Hill misses 3-pt shot from 23 ft,,12-10,,
6:52.0,Offensive rebound by Team,,12-10,,
6:52.0,Turnover by Team (shot clock),,12-10,,
6:42.0,,,12-13,3,I. Thomas makes 3-pt shot from 24 ft (assist by A. Johnson)
6:42.0,Indiana full timeout,,12-13,,
6:27.0,Turnover by P. George (lost ball),,12-13,,
6:09.0,,,12-13,,A. Johnson misses 2-pt shot from 3 ft
6:09.0,Defensive rebound by I. Mahinmi,,12-13,,
5:58.0,M. Ellis misses 2-pt shot from 19 ft,,12-13,,
5:57.0,,,12-13,,Defensive rebound by A. Johnson
5:37.0,,,12-15,2,A. Bradley makes 2-pt shot from 21 ft (assist by J. Sullinger)
5:13.0,G. Hill misses 2-pt shot from 22 ft,,12-15,,
5:12.0,Offensive rebound by Team,,12-15,,
5:12.0,Turnover by Team (shot clock),,12-15,,
4:57.0,,,12-17,2,J. Crowder makes 2-pt shot from 20 ft (assist by A. Bradley)
4:40.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by P. George),2,14-17,,
4:20.0,,,14-17,,I. Thomas misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by I. Mahinmi,,14-17,,
4:07.0,Turnover by L. Allen (lost ball; steal by A. Johnson),,14-17,,
4:01.0,,,14-19,2,J. Crowder makes 2-pt shot from 1 ft (assist by A. Bradley)
3:46.0,P. George misses 3-pt shot from 24 ft,,14-19,,
3:45.0,,,14-19,,Defensive rebound by J. Sullinger
3:39.0,Personal foul by I. Mahinmi (drawn by I. Thomas),,14-19,,
3:39.0,C. Miles enters the game for L. Allen,,14-19,,
3:39.0,C. Budinger enters the game for I. Mahinmi,,14-19,,
3:39.0,M. Turner enters the game for G. Hill,,14-19,,
3:39.0,,,14-19,,M. Smart enters the game for J. Sullinger
3:39.0,,,14-19,,E. Turner enters the game for A. Bradley
3:33.0,,,14-19,,A. Johnson misses 2-pt shot from 3 ft
3:32.0,,,14-19,,Offensive rebound by A. Johnson
3:30.0,,,14-21,2,A. Johnson makes 2-pt shot at rim
3:19.0,M. Ellis misses 3-pt shot from 23 ft,,14-21,,
3:18.0,,,14-21,,Defensive rebound by Team
3:01.0,,,14-21,,A. Johnson misses 2-pt shot from 1 ft
3:00.0,Defensive rebound by P. George,,14-21,,
2:56.0,,,14-21,,Personal foul by M. Smart (drawn by M. Turner)
2:48.0,M. Ellis misses 2-pt shot from 1 ft,,14-21,,
2:47.0,,,14-21,,Defensive rebound by J. Crowder
2:41.0,,,14-23,2,I. Thomas makes 2-pt shot at rim
2:28.0,P. George misses 2-pt shot from 1 ft,,14-23,,
2:27.0,,,14-23,,Defensive rebound by A. Johnson
2:24.0,,,14-26,3,I. Thomas makes 3-pt shot from 24 ft
2:23.0,Indiana full timeout,,14-26,,
2:02.0,C. Miles makes 2-pt shot from 21 ft,2,16-26,,
1:49.0,,,16-26,,Turnover by M. Smart (bad pass; steal by C. Miles)
1:43.0,Shooting foul by J. Crowder (drawn by M. Turner),,16-26,,
1:43.0,M. Turner makes free throw 1 of 2,1,17-26,,
1:43.0,,,17-26,,K. Olynyk enters the game for A. Johnson
1:43.0,M. Turner makes free throw 2 of 2,1,18-26,,
1:34.0,,,18-26,,M. Smart misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by P. George,,18-26,,
1:24.0,C. Miles misses 3-pt shot from 24 ft,,18-26,,
1:23.0,Offensive rebound by C. Budinger,,18-26,,
1:22.0,C. Budinger makes 2-pt shot from 2 ft,2,20-26,,
1:12.0,,,20-26,,Turnover by J. Crowder (lost ball; steal by C. Budinger)
1:01.0,M. Turner makes 2-pt shot at rim (assist by P. George),2,22-26,,
0:49.0,,,22-26,,I. Thomas misses 2-pt shot from 1 ft
0:48.0,,,22-26,,Offensive rebound by K. Olynyk
0:47.0,,,22-28,2,K. Olynyk makes 2-pt shot at rim
0:39.0,P. George misses 2-pt shot from 10 ft,,22-28,,
0:38.0,,,22-28,,Defensive rebound by K. Olynyk
0:30.0,,,22-28,,E. Turner misses 3-pt shot from 23 ft
0:29.0,Defensive rebound by M. Turner,,22-28,,
0:16.0,M. Ellis makes 2-pt shot from 11 ft,2,24-28,,
0:05.0,Personal foul by M. Ellis (drawn by I. Thomas),,24-28,,
0:00.0,,,24-28,,J. Crowder misses 3-pt shot from 22 ft
0:00.0,,,24-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,24-30,2,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner)
11:35.0,M. Turner makes 2-pt shot from 19 ft (assist by G. Hill),2,26-30,,
11:12.0,,,26-30,,J. Jerebko misses 2-pt shot at rim
11:11.0,Defensive rebound by M. Turner,,26-30,,
11:04.0,C. Miles misses 3-pt shot from 24 ft,,26-30,,
11:03.0,,,26-30,,Defensive rebound by M. Smart
10:59.0,,,26-30,,Turnover by A. Bradley (lost ball; steal by C. Miles)
10:53.0,Offensive foul by C. Miles,,26-30,,
10:53.0,Turnover by C. Miles (offensive foul),,26-30,,
10:43.0,,,26-33,3,K. Olynyk makes 3-pt shot from 24 ft (assist by A. Bradley)
10:25.0,Turnover by C. Miles (bad pass),,26-33,,
10:12.0,,,26-35,2,J. Jerebko makes 2-pt shot from 4 ft (assist by E. Turner)
9:56.0,C. Budinger misses 3-pt shot from 24 ft,,26-35,,
9:55.0,,,26-35,,Defensive rebound by J. Jerebko
9:46.0,,,26-35,,J. Jerebko misses 2-pt shot from 1 ft
9:45.0,Defensive rebound by C. Budinger,,26-35,,
9:37.0,M. Turner misses 2-pt shot from 4 ft,,26-35,,
9:36.0,,,26-35,,Defensive rebound by J. Jerebko
9:30.0,,,26-35,,Shooting foul by C. Budinger (drawn by J. Jerebko)
9:30.0,,,26-36,1,J. Jerebko makes free throw 1 of 2
9:30.0,J. Hill enters the game for M. Turner,,26-36,,
9:30.0,,,26-37,1,J. Jerebko makes free throw 2 of 2
9:12.0,C. Miles misses 3-pt shot from 24 ft,,26-37,,
9:11.0,,,26-37,,Defensive rebound by K. Olynyk
9:04.0,,,26-37,,Turnover by K. Olynyk (bad pass; steal by G. Robinson)
8:59.0,C. Miles makes 2-pt shot at rim (assist by G. Robinson),2,28-37,,
8:59.0,,,28-37,,Boston full timeout
8:42.0,,,28-39,2,M. Smart makes 2-pt shot from 1 ft (assist by E. Turner)
8:42.0,,,28-39,,Shooting foul by C. Miles (drawn by M. Smart)
8:42.0,,,28-40,1,M. Smart makes free throw 1 of 1
8:18.0,G. Hill makes 3-pt shot from 26 ft,3,31-40,,
8:02.0,,,31-40,,E. Turner misses 2-pt shot from 14 ft
8:02.0,Defensive rebound by J. Hill,,31-40,,
7:52.0,,,31-40,,Personal foul by J. Jerebko (drawn by J. Hill)
7:52.0,J. Hill makes free throw 1 of 2,1,32-40,,
7:52.0,J. Hill makes free throw 2 of 2,1,33-40,,
7:36.0,,,33-40,,M. Smart misses 3-pt shot from 24 ft
7:34.0,,,33-40,,Offensive rebound by K. Olynyk
7:29.0,,,33-40,,Shooting foul by G. Hill (drawn by J. Jerebko)
7:29.0,,,33-41,1,J. Jerebko makes free throw 1 of 2
7:29.0,,,33-41,,J. Jerebko misses free throw 2 of 2
7:29.0,Defensive rebound by J. Hill,,33-41,,
7:04.0,C. Miles misses 3-pt shot from 26 ft,,33-41,,
7:03.0,,,33-41,,Defensive rebound by J. Jerebko
6:57.0,,,33-41,,Turnover by J. Jerebko (lost ball; steal by G. Robinson)
6:50.0,G. Robinson makes 2-pt shot from 3 ft (assist by C. Miles),2,35-41,,
6:36.0,,,35-41,,K. Olynyk misses 3-pt shot from 25 ft
6:34.0,,,35-41,,Offensive rebound by A. Bradley
6:30.0,,,35-41,,A. Bradley misses 2-pt shot from 17 ft
6:30.0,Defensive rebound by C. Miles,,35-41,,
6:23.0,G. Robinson makes 3-pt shot from 25 ft,3,38-41,,
6:05.0,,,38-41,,E. Turner misses 2-pt shot from 11 ft
6:05.0,Defensive rebound by J. Hill,,38-41,,
5:55.0,C. Budinger misses 2-pt shot from 2 ft (block by M. Smart),,38-41,,
5:53.0,Offensive rebound by C. Budinger,,38-41,,
5:46.0,J. Hill misses 2-pt shot from 21 ft,,38-41,,
5:46.0,,,38-41,,Defensive rebound by J. Jerebko
5:46.0,Personal foul by G. Robinson (drawn by M. Smart),,38-41,,
5:46.0,Official timeout,,38-41,,
5:46.0,,,38-41,,J. Sullinger enters the game for K. Olynyk
5:46.0,,,38-41,,J. Crowder enters the game for J. Jerebko
5:41.0,,,38-41,,Turnover by M. Smart (bad pass)
5:21.0,C. Miles makes 2-pt shot from 8 ft,2,40-41,,
5:02.0,,,40-43,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
4:48.0,C. Miles misses 3-pt shot from 24 ft,,40-43,,
4:47.0,,,40-43,,Defensive rebound by M. Smart
4:27.0,,,40-43,,J. Sullinger misses 2-pt shot from 13 ft
4:26.0,Defensive rebound by C. Budinger,,40-43,,
4:13.0,J. Hill makes 2-pt shot from 14 ft (assist by G. Robinson),2,42-43,,
4:00.0,,,42-43,,A. Bradley misses 2-pt shot from 13 ft
3:59.0,Defensive rebound by G. Robinson,,42-43,,
3:47.0,G. Robinson misses 3-pt shot from 24 ft,,42-43,,
3:46.0,,,42-43,,Defensive rebound by M. Smart
3:38.0,,,42-43,,A. Bradley misses 3-pt shot from 23 ft
3:35.0,,,42-43,,Offensive rebound by A. Bradley
3:32.0,,,42-46,3,J. Crowder makes 3-pt shot from 25 ft (assist by A. Bradley)
3:32.0,Indiana full timeout,,42-46,,
3:32.0,,,42-46,,I. Thomas enters the game for E. Turner
3:32.0,I. Mahinmi enters the game for C. Budinger,,42-46,,
3:32.0,M. Ellis enters the game for G. Robinson,,42-46,,
3:32.0,P. George enters the game for J. Hill,,42-46,,
3:11.0,M. Ellis misses 2-pt shot from 12 ft,,42-46,,
3:09.0,Offensive rebound by I. Mahinmi,,42-46,,
3:03.0,P. George misses 3-pt shot from 24 ft,,42-46,,
3:02.0,Offensive rebound by I. Mahinmi,,42-46,,
2:59.0,I. Mahinmi makes 2-pt shot from 4 ft,2,44-46,,
2:43.0,,,44-48,2,J. Crowder makes 2-pt shot from 1 ft
2:18.0,C. Miles misses 3-pt shot from 24 ft,,44-48,,
2:18.0,Offensive rebound by I. Mahinmi,,44-48,,
2:14.0,G. Hill misses 3-pt shot from 24 ft,,44-48,,
2:13.0,,,44-48,,Defensive rebound by J. Sullinger
1:57.0,,,44-51,3,J. Crowder makes 3-pt shot from 24 ft
1:49.0,Turnover by I. Mahinmi (lost ball),,44-51,,
1:49.0,,,44-51,,A. Johnson enters the game for J. Sullinger
1:49.0,L. Allen enters the game for C. Miles,,44-51,,
1:35.0,,,44-53,2,J. Crowder makes 2-pt shot from 12 ft (assist by I. Thomas)
1:13.0,,,44-53,,Shooting block foul by A. Bradley (drawn by G. Hill)
1:13.0,G. Hill makes 2-pt shot from 5 ft,2,46-53,,
1:13.0,G. Hill makes free throw 1 of 1,1,47-53,,
0:59.0,,,47-53,,Turnover by I. Thomas (bad pass)
0:45.0,G. Hill misses 3-pt shot from 22 ft,,47-53,,
0:45.0,,,47-53,,Defensive rebound by A. Johnson
0:41.0,Personal foul by G. Hill (drawn by I. Thomas),,47-53,,
0:41.0,,,47-54,1,I. Thomas makes free throw 1 of 2
0:41.0,C. Budinger enters the game for G. Hill,,47-54,,
0:41.0,,,47-55,1,I. Thomas makes free throw 2 of 2
0:28.0,M. Ellis makes 2-pt shot from 20 ft,2,49-55,,
0:05.0,,,49-55,,Boston full timeout
0:05.0,C. Miles enters the game for I. Mahinmi,,49-55,,
0:04.0,,,49-57,2,I. Thomas makes 2-pt shot from 1 ft (assist by M. Smart)
0:04.0,,,49-57,,Shooting foul by M. Ellis (drawn by I. Thomas)
0:04.0,J. Hill enters the game for C. Budinger,,49-57,,
0:04.0,,,49-57,,I. Thomas misses free throw 1 of 1
0:04.0,Defensive rebound by J. Hill,,49-57,,
0:01.0,M. Ellis misses 3-pt shot from 40 ft,,49-57,,
0:00.0,Offensive rebound by Team,,49-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Personal foul by I. Mahinmi (drawn by J. Sullinger),,49-57,,
11:37.0,,,49-57,,J. Sullinger misses 2-pt shot from 4 ft
11:36.0,,,49-57,,Offensive rebound by A. Johnson
11:32.0,,,49-57,,A. Bradley misses 3-pt shot from 24 ft
11:30.0,Defensive rebound by P. George,,49-57,,
11:20.0,P. George misses 2-pt shot from 12 ft,,49-57,,
11:20.0,Offensive rebound by L. Allen,,49-57,,
11:13.0,M. Ellis misses 3-pt shot from 23 ft,,49-57,,
11:12.0,Offensive rebound by L. Allen,,49-57,,
11:06.0,,,49-57,,Personal foul by A. Johnson (drawn by P. George)
10:52.0,P. George misses 3-pt shot from 24 ft,,49-57,,
10:51.0,Offensive rebound by I. Mahinmi,,49-57,,
10:48.0,P. George makes 3-pt shot from 24 ft (assist by I. Mahinmi),3,52-57,,
10:35.0,,,52-57,,Offensive foul by J. Crowder
10:35.0,,,52-57,,Turnover by J. Crowder (offensive foul)
10:29.0,P. George makes 2-pt shot from 13 ft (assist by G. Hill),2,54-57,,
10:16.0,,,54-57,,I. Thomas misses 2-pt shot from 19 ft
10:14.0,Defensive rebound by G. Hill,,54-57,,
10:04.0,,,54-57,,Personal foul by I. Thomas (drawn by G. Hill)
9:51.0,G. Hill misses 2-pt shot from 11 ft,,54-57,,
9:50.0,Offensive rebound by Team,,54-57,,
9:50.0,Turnover by Team (shot clock),,54-57,,
9:39.0,,,54-60,3,I. Thomas makes 3-pt shot from 24 ft (assist by A. Johnson)
9:20.0,P. George makes 2-pt shot from 1 ft (assist by I. Mahinmi),2,56-60,,
9:12.0,,,56-60,,Shooting foul by I. Mahinmi (drawn by A. Bradley)
9:12.0,,,56-60,,A. Bradley misses free throw 1 of 2
9:12.0,,,56-60,,Offensive rebound by Team
9:12.0,,,56-61,1,A. Bradley makes free throw 2 of 2
9:04.0,,,56-61,,Personal block foul by A. Johnson (drawn by I. Mahinmi)
8:54.0,M. Ellis misses 2-pt shot from 18 ft,,56-61,,
8:54.0,Offensive rebound by L. Allen,,56-61,,
8:51.0,Turnover by M. Ellis (bad pass),,56-61,,
8:37.0,,,56-61,,A. Bradley misses 2-pt shot from 1 ft
8:37.0,Defensive rebound by P. George,,56-61,,
8:34.0,Shooting foul by J. Sullinger (drawn by P. George),,56-61,,
8:34.0,P. George misses free throw 1 of 2,,56-61,,
8:34.0,Offensive rebound by Team,,56-61,,
8:34.0,P. George makes free throw 2 of 2,1,57-61,,
8:22.0,,,57-63,2,J. Sullinger makes 2-pt shot from 5 ft (assist by A. Johnson)
8:12.0,,,57-63,,Def 3 sec tech foul by J. Sullinger
8:12.0,P. George makes technical free throw,1,58-63,,
7:53.0,P. George makes 3-pt shot from 30 ft,3,61-63,,
7:39.0,,,61-65,2,J. Sullinger makes 2-pt shot from 18 ft (assist by I. Thomas)
7:29.0,Turnover by P. George (bad pass; steal by A. Bradley),,61-65,,
7:23.0,,,61-67,2,A. Bradley makes 2-pt shot at rim
7:04.0,I. Mahinmi misses 2-pt shot from 2 ft,,61-67,,
7:03.0,,,61-67,,Defensive rebound by I. Thomas
6:59.0,,,61-67,,A. Bradley misses 2-pt shot from 1 ft
6:58.0,,,61-67,,Offensive rebound by A. Bradley
6:58.0,,,61-69,2,A. Bradley makes 2-pt shot from 1 ft
6:58.0,Indiana full timeout,,61-69,,
6:42.0,P. George makes 2-pt shot from 14 ft,2,63-69,,
6:26.0,,,63-69,,A. Bradley misses 2-pt shot from 14 ft
6:25.0,Defensive rebound by I. Mahinmi,,63-69,,
6:09.0,L. Allen misses 2-pt shot from 19 ft,,63-69,,
6:08.0,Offensive rebound by G. Hill,,63-69,,
6:08.0,,,63-69,,Personal foul by I. Thomas (drawn by G. Hill)
6:08.0,G. Hill makes free throw 1 of 2,1,64-69,,
6:08.0,G. Hill misses free throw 2 of 2,,64-69,,
6:08.0,,,64-69,,Defensive rebound by A. Johnson
5:49.0,,,64-69,,J. Crowder misses 2-pt shot from 19 ft
5:48.0,,,64-69,,Offensive rebound by A. Johnson
5:45.0,,,64-71,2,A. Johnson makes 2-pt shot from 3 ft
5:41.0,Turnover by P. George (bad pass),,64-71,,
5:27.0,,,64-71,,A. Johnson misses 2-pt shot from 3 ft
5:26.0,,,64-71,,Offensive rebound by A. Johnson
5:25.0,,,64-73,2,A. Johnson makes 2-pt shot from 2 ft
5:20.0,Turnover by L. Allen (bad pass; steal by A. Bradley),,64-73,,
5:15.0,,,64-75,2,J. Crowder makes 2-pt shot from 1 ft (assist by A. Bradley)
5:07.0,I. Mahinmi makes 2-pt shot at rim (assist by M. Ellis),2,66-75,,
4:56.0,,,66-75,,I. Thomas misses 2-pt shot from 3 ft
4:55.0,Defensive rebound by I. Mahinmi,,66-75,,
4:46.0,G. Hill misses 2-pt shot from 2 ft,,66-75,,
4:45.0,,,66-75,,Defensive rebound by J. Sullinger
4:40.0,,,66-75,,J. Crowder misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by L. Allen,,66-75,,
4:22.0,C. Miles enters the game for L. Allen,,66-75,,
4:22.0,C. Budinger enters the game for G. Hill,,66-75,,
4:22.0,,,66-75,,M. Smart enters the game for J. Sullinger
4:14.0,M. Ellis misses 3-pt shot from 25 ft,,66-75,,
4:13.0,,,66-75,,Defensive rebound by A. Johnson
4:13.0,Personal foul by I. Mahinmi (drawn by A. Johnson),,66-75,,
4:13.0,M. Turner enters the game for I. Mahinmi,,66-75,,
3:59.0,,,66-75,,I. Thomas misses 2-pt shot from 3 ft
3:59.0,Defensive rebound by Team,,66-75,,
3:59.0,,,66-75,,Personal foul by A. Johnson (drawn by M. Turner)
3:59.0,M. Turner misses free throw 1 of 2,,66-75,,
3:59.0,Offensive rebound by Team,,66-75,,
3:59.0,M. Turner makes free throw 2 of 2,1,67-75,,
3:46.0,,,67-77,2,I. Thomas makes 2-pt shot at rim
3:37.0,C. Budinger misses 3-pt shot from 22 ft,,67-77,,
3:37.0,,,67-77,,Defensive rebound by I. Thomas
3:35.0,,,67-77,,Turnover by A. Bradley (lost ball)
3:22.0,M. Turner misses 2-pt shot from 13 ft,,67-77,,
3:22.0,,,67-77,,Defensive rebound by M. Smart
3:05.0,,,67-77,,Shooting foul by M. Turner (drawn by A. Johnson)
3:05.0,,,67-77,,A. Johnson misses free throw 1 of 2
3:05.0,,,67-77,,Offensive rebound by Team
3:05.0,,,67-77,,E. Turner enters the game for A. Bradley
3:05.0,,,67-78,1,A. Johnson makes free throw 2 of 2
2:47.0,C. Budinger makes 2-pt shot from 5 ft (assist by P. George),2,69-78,,
2:31.0,,,69-78,,Turnover by I. Thomas (lost ball; steal by C. Budinger)
2:27.0,Shooting foul by M. Smart (drawn by P. George),,69-78,,
2:27.0,,,69-78,,Boston full timeout
2:27.0,,,69-78,,K. Olynyk enters the game for A. Johnson
2:27.0,P. George makes free throw 1 of 2,1,70-78,,
2:27.0,P. George makes free throw 2 of 2,1,71-78,,
2:09.0,,,71-78,,Turnover by K. Olynyk (3 sec)
1:55.0,M. Ellis misses 3-pt shot from 25 ft,,71-78,,
1:54.0,,,71-78,,Defensive rebound by E. Turner
1:40.0,,,71-78,,M. Smart misses 2-pt shot from 4 ft
1:39.0,Defensive rebound by M. Turner,,71-78,,
1:30.0,Shooting foul by J. Crowder (drawn by P. George),,71-78,,
1:30.0,P. George makes free throw 1 of 2,1,72-78,,
1:30.0,P. George misses free throw 2 of 2,,72-78,,
1:30.0,,,72-78,,Defensive rebound by E. Turner
1:13.0,,,72-78,,I. Thomas misses 2-pt shot from 2 ft (block by C. Miles)
1:11.0,Defensive rebound by M. Turner,,72-78,,
1:01.0,Turnover by M. Ellis (traveling),,72-78,,
1:01.0,Violation by Team (delay of game),,72-78,,
0:50.0,,,72-78,,I. Thomas misses 2-pt shot from 4 ft
0:49.0,Defensive rebound by P. George,,72-78,,
0:43.0,M. Ellis makes 2-pt shot from 2 ft,2,74-78,,
0:28.0,,,74-78,,M. Smart misses 2-pt shot from 3 ft
0:27.0,Defensive rebound by M. Turner,,74-78,,
0:15.0,M. Turner makes 2-pt shot from 1 ft (assist by M. Ellis),2,76-78,,
0:15.0,Shooting foul by E. Turner (drawn by M. Turner),,76-78,,
0:15.0,M. Turner misses free throw 1 of 1,,76-78,,
0:15.0,,,76-78,,Defensive rebound by J. Crowder
0:01.0,,,76-78,,I. Thomas misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Team,,76-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,C. Miles misses 3-pt shot from 24 ft,,76-78,,
11:44.0,,,76-78,,Defensive rebound by M. Smart
11:31.0,,,76-78,,Shooting foul by C. Miles (drawn by K. Olynyk)
11:31.0,,,76-79,1,K. Olynyk makes free throw 1 of 2
11:31.0,,,76-79,,K. Olynyk misses free throw 2 of 2
11:30.0,Defensive rebound by Team,,76-79,,
11:10.0,Turnover by J. Hill (3 sec),,76-79,,
10:58.0,,,76-82,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Jerebko)
10:31.0,J. Hill makes 2-pt shot from 3 ft,2,78-82,,
10:10.0,,,78-82,,E. Turner misses 2-pt shot from 15 ft
10:09.0,Defensive rebound by G. Robinson,,78-82,,
9:55.0,G. Robinson misses 2-pt shot from 17 ft,,78-82,,
9:55.0,Offensive rebound by J. Hill,,78-82,,
9:50.0,C. Miles misses 2-pt shot from 9 ft,,78-82,,
9:50.0,,,78-82,,Defensive rebound by Team
9:50.0,Loose ball foul by J. Hill (drawn by M. Smart),,78-82,,
9:31.0,,,78-82,,M. Smart misses 3-pt shot from 23 ft
9:31.0,Defensive rebound by Team,,78-82,,
9:31.0,,,78-82,,Loose ball foul by K. Olynyk (drawn by J. Hill)
9:31.0,P. George enters the game for C. Budinger,,78-82,,
9:08.0,J. Hill makes 2-pt shot from 3 ft,2,80-82,,
8:52.0,,,80-82,,A. Bradley misses 3-pt shot from 23 ft
8:51.0,Defensive rebound by P. George,,80-82,,
8:49.0,Turnover by P. George (bad pass),,80-82,,
8:49.0,Official timeout,,80-82,,
8:38.0,,,80-82,,M. Smart misses 2-pt shot from 2 ft (block by J. Hill)
8:37.0,,,80-82,,Offensive rebound by M. Smart
8:36.0,Personal foul by G. Hill (drawn by M. Smart),,80-82,,
8:30.0,,,80-82,,K. Olynyk misses 2-pt shot from 4 ft (block by C. Miles)
8:29.0,Defensive rebound by G. Robinson,,80-82,,
8:21.0,P. George misses 3-pt shot from 24 ft,,80-82,,
8:20.0,Offensive rebound by J. Hill,,80-82,,
8:15.0,C. Miles misses 3-pt shot from 24 ft,,80-82,,
8:15.0,,,80-82,,Defensive rebound by E. Turner
8:05.0,,,80-82,,E. Turner misses 3-pt shot from 24 ft
8:05.0,Defensive rebound by J. Hill,,80-82,,
7:54.0,P. George misses 2-pt shot from 3 ft,,80-82,,
7:53.0,,,80-82,,Defensive rebound by E. Turner
7:46.0,,,80-82,,J. Jerebko misses 3-pt shot from 24 ft
7:45.0,Defensive rebound by J. Hill,,80-82,,
7:21.0,J. Hill makes 2-pt shot from 9 ft,2,82-82,,
7:08.0,,,82-82,,Turnover by K. Olynyk (traveling)
7:08.0,M. Ellis enters the game for G. Robinson,,82-82,,
7:08.0,,,82-82,,I. Thomas enters the game for E. Turner
7:08.0,,,82-82,,A. Johnson enters the game for K. Olynyk
6:53.0,G. Hill makes 2-pt shot from 1 ft (assist by J. Hill),2,84-82,,
6:36.0,,,84-84,2,A. Bradley makes 2-pt shot from 21 ft (assist by I. Thomas)
6:17.0,J. Hill misses 2-pt shot from 3 ft,,84-84,,
6:16.0,Offensive rebound by G. Hill,,84-84,,
6:16.0,Shooting foul by J. Jerebko (drawn by G. Hill),,84-84,,
6:16.0,G. Hill makes free throw 1 of 2,1,85-84,,
6:16.0,,,85-84,,J. Crowder enters the game for M. Smart
6:16.0,G. Hill makes free throw 2 of 2,1,86-84,,
6:03.0,,,86-86,2,A. Johnson makes 2-pt shot from 6 ft (assist by J. Jerebko)
5:44.0,M. Ellis makes 2-pt shot from 15 ft,2,88-86,,
5:31.0,,,88-86,,A. Bradley misses 2-pt shot from 19 ft
5:31.0,,,88-86,,Offensive rebound by A. Johnson
5:27.0,,,88-86,,A. Johnson misses 2-pt shot from 4 ft
5:26.0,Defensive rebound by C. Miles,,88-86,,
5:08.0,C. Miles makes 2-pt shot from 1 ft (assist by G. Hill),2,90-86,,
5:08.0,,,90-86,,Boston full timeout
5:08.0,,,90-86,,M. Smart enters the game for J. Jerebko
4:54.0,,,90-88,2,I. Thomas makes 2-pt shot from 4 ft (assist by A. Johnson)
4:39.0,P. George misses 2-pt shot from 1 ft (block by I. Thomas),,90-88,,
4:38.0,,,90-88,,Defensive rebound by Team
