time,Miami,pts.away,score,pts.home,Toronto
0:22.0,Turnover by L. Deng (traveling),,87-81,,
0:22.0,J. Winslow enters the game for G. Dragic,,87-81,,
0:22.0,,,87-81,,T. Ross enters the game for D. Carroll
0:21.0,,,87-83,2,C. Joseph makes 2-pt shot from 1 ft (assist by K. Lowry)
0:21.0,Miami full timeout,,87-83,,
0:21.0,J. Richardson enters the game for H. Whiteside,,87-83,,
0:21.0,G. Dragic enters the game for J. Winslow,,87-83,,
0:21.0,,,87-83,,D. Carroll enters the game for J. Valanciunas
0:21.0,,,87-83,,P. Patterson enters the game for T. Ross
0:19.0,,,87-83,,Personal take foul by K. Lowry
0:19.0,J. Richardson makes free throw 1 of 2,1,88-83,,
0:19.0,,,88-83,,J. Valanciunas enters the game for D. Carroll
0:19.0,,,88-83,,T. Ross enters the game for P. Patterson
0:19.0,H. Whiteside enters the game for G. Dragic,,88-83,,
0:19.0,J. Richardson makes free throw 2 of 2,1,89-83,,
0:11.0,,,89-83,,T. Ross misses 3-pt shot from 28 ft
0:10.0,Defensive rebound by J. Richardson,,89-83,,
0:09.0,Turnover by J. Richardson (bad pass),,89-83,,
0:09.0,J. Winslow enters the game for J. Richardson,,89-83,,
0:09.0,,,89-83,,Toronto full timeout
0:07.0,,,89-86,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
0:07.0,Miami full timeout,,89-86,,
0:07.0,G. Dragic enters the game for H. Whiteside,,89-86,,
0:07.0,J. Richardson enters the game for J. Winslow,,89-86,,
0:07.0,,,89-86,,P. Patterson enters the game for J. Valanciunas
0:04.0,Turnover by L. Deng (bad pass),,89-86,,
0:04.0,Loose ball foul by J. Richardson,,89-86,,
0:04.0,,,89-87,1,T. Ross makes free throw 1 of 2
0:04.0,H. Whiteside enters the game for G. Dragic,,89-87,,
0:04.0,,,89-87,,T. Ross misses free throw 2 of 2
0:04.0,Defensive rebound by H. Whiteside,,89-87,,
0:03.0,,,89-87,,Personal take foul by P. Patterson
0:03.0,H. Whiteside misses free throw 1 of 2,,89-87,,
0:03.0,Offensive rebound by Team,,89-87,,
0:03.0,J. Winslow enters the game for J. Richardson,,89-87,,
0:03.0,,,89-87,,J. Valanciunas enters the game for P. Patterson
0:03.0,H. Whiteside makes free throw 2 of 2,1,90-87,,
0:00.0,,,90-90,3,K. Lowry makes 3-pt shot from 39 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:38.0,J. Johnson makes 2-pt shot from 6 ft,2,92-90,,
4:21.0,,,92-90,,D. DeRozan misses 2-pt shot from 4 ft
4:21.0,Defensive rebound by H. Whiteside,,92-90,,
4:03.0,D. Wade misses 2-pt shot from 13 ft,,92-90,,
4:03.0,Offensive rebound by Team,,92-90,,
3:46.0,L. Deng makes 2-pt shot from 17 ft,2,94-90,,
3:28.0,,,94-90,,J. Valanciunas misses 2-pt shot from 12 ft
3:27.0,Defensive rebound by J. Johnson,,94-90,,
3:03.0,D. Wade makes 2-pt shot from 14 ft,2,96-90,,
2:46.0,,,96-90,,Turnover by D. DeRozan (lost ball; steal by H. Whiteside)
2:22.0,J. Johnson misses 2-pt shot from 17 ft,,96-90,,
2:22.0,,,96-90,,Defensive rebound by K. Lowry
2:07.0,,,96-90,,K. Lowry misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by G. Dragic,,96-90,,
2:03.0,,,96-90,,Personal foul by D. Carroll
1:39.0,J. Johnson misses 2-pt shot from 16 ft,,96-90,,
1:39.0,Offensive rebound by L. Deng,,96-90,,
1:21.0,D. Wade makes 2-pt shot from 10 ft,2,98-90,,
1:21.0,,,98-90,,Toronto full timeout
1:14.0,,,98-92,2,D. DeRozan makes 2-pt shot from 11 ft
0:54.0,D. Wade misses 2-pt shot from 12 ft (block by T. Ross),,98-92,,
0:52.0,,,98-92,,Defensive rebound by J. Valanciunas
0:49.0,,,98-92,,Turnover by T. Ross (lost ball; steal by D. Wade)
0:31.0,H. Whiteside misses 2-pt shot from 13 ft,,98-92,,
0:30.0,,,98-92,,Defensive rebound by J. Valanciunas
0:30.0,,,98-92,,Toronto full timeout
0:30.0,J. Winslow enters the game for G. Dragic,,98-92,,
0:27.0,,,98-94,2,D. Carroll makes 2-pt shot at rim (assist by J. Valanciunas)
0:27.0,Miami full timeout,,98-94,,
0:27.0,G. Dragic enters the game for H. Whiteside,,98-94,,
0:27.0,J. Richardson enters the game for J. Winslow,,98-94,,
0:27.0,,,98-94,,C. Joseph enters the game for J. Valanciunas
0:27.0,,,98-94,,P. Patterson enters the game for T. Ross
0:23.0,Miami full timeout,,98-94,,
0:22.0,,,98-94,,Personal take foul by D. DeRozan
0:16.0,,,98-94,,Personal take foul by P. Patterson
0:16.0,J. Richardson makes free throw 1 of 2,1,99-94,,
0:16.0,J. Richardson misses free throw 2 of 2,,99-94,,
0:15.0,,,99-94,,Defensive rebound by D. DeRozan
0:15.0,,,99-94,,Toronto full timeout
0:15.0,,,99-94,,J. Valanciunas enters the game for C. Joseph
0:15.0,,,99-94,,T. Ross enters the game for P. Patterson
0:15.0,H. Whiteside enters the game for G. Dragic,,99-94,,
0:11.0,,,99-96,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
0:10.0,Turnover by L. Deng (bad pass),,99-96,,
0:05.0,,,99-96,,Turnover by D. DeRozan (lost ball; steal by D. Wade)
0:02.0,D. Wade makes 2-pt shot at rim,2,101-96,,
0:02.0,Shooting foul by D. Carroll (drawn by D. Wade),,101-96,,
0:02.0,D. Wade makes free throw 1 of 1,1,102-96,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
