time,Golden State,pts.away,score,pts.home,Cleveland
6:21.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,15-13,,
6:10.0,,,15-13,,K. Irving misses 3-pt shot from 26 ft
6:09.0,,,15-13,,Offensive rebound by T. Thompson
6:03.0,,,15-15,2,T. Thompson makes 2-pt shot from 5 ft (assist by K. Irving)
6:03.0,,,15-15,,Shooting foul by D. Green (drawn by T. Thompson)
6:03.0,,,15-15,,T. Thompson misses free throw 1 of 1
6:02.0,Defensive rebound by D. Green,,15-15,,
5:51.0,K. Thompson makes 2-pt shot at rim (assist by S. Curry),2,17-15,,
5:23.0,,,17-15,,J. Smith misses 3-pt shot from 24 ft
5:23.0,,,17-15,,Offensive rebound by T. Thompson
5:23.0,Personal foul by K. Thompson,,17-15,,
5:03.0,,,17-15,,K. Love enters the game for T. Thompson
5:01.0,,,17-17,2,K. Irving makes 2-pt shot from 9 ft (assist by L. James)
5:01.0,,,17-17,,Shooting foul by K. Thompson (drawn by K. Irving)
5:01.0,S. Livingston enters the game for K. Thompson,,17-17,,
5:01.0,,,17-18,1,K. Irving makes free throw 1 of 1
4:43.0,Turnover by S. Curry (lost ball; steal by K. Irving),,17-18,,
4:31.0,,,17-18,,L. James misses 2-pt shot at rim
4:29.0,Defensive rebound by D. Green,,17-18,,
4:10.0,H. Barnes misses 2-pt shot from 16 ft,,17-18,,
4:08.0,,,17-18,,Defensive rebound by R. Jefferson
4:03.0,,,17-20,2,L. James makes 2-pt shot from 1 ft
3:50.0,S. Curry makes 3-pt shot from 25 ft,3,20-20,,
3:24.0,,,20-20,,J. Smith misses 3-pt shot from 26 ft
3:23.0,,,20-20,,Offensive rebound by K. Love
3:19.0,,,20-22,2,K. Love makes 2-pt shot at rim
3:02.0,,,20-22,,Personal foul by R. Jefferson
3:02.0,S. Livingston makes free throw 1 of 2,1,21-22,,
3:02.0,,,21-22,,I. Shumpert enters the game for R. Jefferson
3:02.0,J. McAdoo enters the game for H. Barnes,,21-22,,
3:02.0,S. Livingston makes free throw 2 of 2,1,22-22,,
2:37.0,,,22-22,,K. Irving misses 2-pt shot from 7 ft
2:35.0,Defensive rebound by S. Livingston,,22-22,,
2:26.0,,,22-22,,Personal foul by L. James
2:26.0,,,22-22,,Cleveland full timeout
2:26.0,,,22-22,,T. Thompson enters the game for L. James
2:26.0,H. Barnes enters the game for D. Green,,22-22,,
2:26.0,S. Curry makes free throw 1 of 2,1,23-22,,
2:26.0,S. Curry makes free throw 2 of 2,1,24-22,,
2:10.0,,,24-22,,I. Shumpert misses 3-pt shot from 22 ft
2:10.0,,,24-22,,Offensive rebound by T. Thompson
2:07.0,,,24-24,2,T. Thompson makes 2-pt shot at rim
1:48.0,S. Curry makes 3-pt shot from 25 ft,3,27-24,,
1:27.0,,,27-24,,Shooting foul by A. Iguodala (drawn by K. Love)
1:27.0,,,27-25,1,K. Love makes free throw 1 of 2
1:27.0,,,27-26,1,K. Love makes free throw 2 of 2
1:09.0,J. McAdoo makes 2-pt shot at rim (assist by A. Iguodala),2,29-26,,
0:45.0,,,29-26,,J. Smith misses 3-pt shot from 24 ft
0:44.0,,,29-26,,Offensive rebound by T. Thompson
0:26.0,,,29-26,,I. Shumpert misses 3-pt shot from 24 ft
0:26.0,,,29-26,,Offensive rebound by Team
0:26.0,Loose ball foul by S. Livingston,,29-26,,
0:26.0,,,29-27,1,J. Smith makes free throw 1 of 2
0:26.0,,,29-27,,M. Dellavedova enters the game for K. Irving
0:26.0,D. Green enters the game for J. McAdoo,,29-27,,
0:26.0,K. Thompson enters the game for S. Livingston,,29-27,,
0:26.0,,,29-27,,R. Jefferson enters the game for K. Love
0:26.0,,,29-28,1,J. Smith makes free throw 2 of 2
0:02.0,S. Curry misses 2-pt shot from 14 ft,,29-28,,
0:01.0,Offensive rebound by H. Barnes,,29-28,,
0:00.0,H. Barnes misses 2-pt shot from 11 ft,,29-28,,
0:00.0,Offensive rebound by Team,,29-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,29-28,,Turnover by L. James (lost ball)
11:23.0,S. Livingston misses 2-pt shot from 10 ft,,29-28,,
11:21.0,,,29-28,,Defensive rebound by K. Love
11:12.0,,,29-28,,L. James misses 3-pt shot from 24 ft
11:12.0,Defensive rebound by D. Green,,29-28,,
10:50.0,S. Livingston misses 2-pt shot from 1 ft,,29-28,,
10:50.0,Offensive rebound by S. Livingston,,29-28,,
10:39.0,A. Iguodala misses 3-pt shot from 26 ft,,29-28,,
10:39.0,,,29-28,,Defensive rebound by L. James
10:16.0,,,29-30,2,I. Shumpert makes 2-pt shot from 14 ft (assist by M. Dellavedova)
9:52.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala),3,32-30,,
9:41.0,,,32-30,,C. Frye misses 2-pt shot from 2 ft (block by D. Green)
9:40.0,,,32-30,,Offensive rebound by M. Dellavedova
9:40.0,Personal foul by H. Barnes,,32-30,,
9:24.0,,,32-30,,K. Love misses 2-pt shot from 1 ft
9:24.0,Defensive rebound by D. Green,,32-30,,
9:17.0,H. Barnes misses 3-pt shot from 26 ft,,32-30,,
9:16.0,,,32-30,,Defensive rebound by L. James
9:07.0,,,32-30,,Shooting foul by A. Iguodala (drawn by M. Dellavedova)
9:07.0,,,32-31,1,M. Dellavedova makes free throw 1 of 2
9:07.0,,,32-32,1,M. Dellavedova makes free throw 2 of 2
9:01.0,,,32-32,,Personal foul by M. Dellavedova
8:54.0,H. Barnes misses 2-pt shot from 1 ft,,32-32,,
8:52.0,,,32-32,,Defensive rebound by C. Frye
8:35.0,,,32-32,,K. Love misses 2-pt shot from 7 ft
8:33.0,Defensive rebound by D. Green,,32-32,,
8:26.0,S. Livingston makes 2-pt shot from 15 ft (assist by D. Green),2,34-32,,
8:18.0,Personal foul by S. Livingston,,34-32,,
8:18.0,Official timeout,,34-32,,
8:18.0,,,34-32,,R. Jefferson enters the game for K. Love
8:18.0,S. Curry enters the game for H. Barnes,,34-32,,
8:18.0,J. McAdoo enters the game for S. Livingston,,34-32,,
7:57.0,,,34-32,,I. Shumpert misses 2-pt shot from 12 ft
7:57.0,,,34-32,,Offensive rebound by R. Jefferson
7:51.0,,,34-32,,M. Dellavedova misses 3-pt shot from 26 ft
7:50.0,,,34-32,,Offensive rebound by R. Jefferson
7:48.0,,,34-32,,Shooting foul by J. McAdoo (drawn by R. Jefferson)
7:48.0,,,34-32,,R. Jefferson misses free throw 1 of 2
7:48.0,,,34-32,,Offensive rebound by Team
7:48.0,,,34-32,,K. Irving enters the game for M. Dellavedova
7:48.0,,,34-33,1,R. Jefferson makes free throw 2 of 2
7:34.0,K. Thompson misses 2-pt shot from 15 ft,,34-33,,
7:34.0,,,34-33,,Defensive rebound by K. Irving
7:29.0,,,34-33,,Turnover by L. James (bad pass)
7:29.0,,,34-33,,J. Smith enters the game for I. Shumpert
7:02.0,S. Curry makes 3-pt shot from 24 ft,3,37-33,,
6:55.0,,,37-35,2,K. Irving makes 2-pt shot from 2 ft
6:47.0,Turnover by S. Curry (lost ball),,37-35,,
6:41.0,Personal foul by J. McAdoo,,37-35,,
6:41.0,,,37-35,,L. James misses free throw 1 of 2
6:41.0,,,37-35,,Offensive rebound by Team
6:41.0,,,37-36,1,L. James makes free throw 2 of 2
6:28.0,D. Green misses 2-pt shot from 1 ft,,37-36,,
6:27.0,Offensive rebound by D. Green,,37-36,,
6:27.0,Shooting foul by J. Smith (drawn by D. Green),,37-36,,
6:27.0,D. Green makes free throw 1 of 2,1,38-36,,
6:27.0,,,38-36,,T. Thompson enters the game for C. Frye
6:27.0,F. Ezeli enters the game for J. McAdoo,,38-36,,
6:27.0,D. Green makes free throw 2 of 2,1,39-36,,
6:11.0,,,39-36,,J. Smith misses 2-pt shot from 12 ft
6:09.0,Defensive rebound by A. Iguodala,,39-36,,
6:00.0,K. Thompson misses 3-pt shot from 24 ft,,39-36,,
6:00.0,Offensive rebound by S. Curry,,39-36,,
5:59.0,S. Curry misses 2-pt shot from 6 ft,,39-36,,
5:59.0,,,39-36,,Defensive rebound by Team
5:59.0,Loose ball foul by F. Ezeli,,39-36,,
5:59.0,,,39-36,,Cleveland full timeout
5:59.0,H. Barnes enters the game for D. Green,,39-36,,
5:59.0,S. Livingston enters the game for A. Iguodala,,39-36,,
5:59.0,,,39-36,,T. Thompson misses free throw 1 of 2
5:59.0,,,39-36,,Offensive rebound by Team
5:59.0,,,39-36,,T. Thompson misses free throw 2 of 2
5:58.0,Defensive rebound by S. Livingston,,39-36,,
5:47.0,,,39-36,,Shooting block foul by R. Jefferson (drawn by F. Ezeli)
5:47.0,F. Ezeli misses free throw 1 of 2,,39-36,,
5:47.0,Offensive rebound by Team,,39-36,,
5:47.0,,,39-36,,K. Love enters the game for R. Jefferson
5:47.0,F. Ezeli misses free throw 2 of 2,,39-36,,
5:44.0,,,39-36,,Defensive rebound by K. Love
5:23.0,,,39-39,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
5:16.0,S. Livingston misses 2-pt shot from 1 ft (block by K. Love),,39-39,,
5:16.0,,,39-39,,Defensive rebound by Team
5:16.0,D. Green enters the game for H. Barnes,,39-39,,
5:08.0,Def 3 sec tech foul by F. Ezeli,,39-39,,
5:08.0,,,39-40,1,K. Irving makes technical free throw
5:08.0,H. Barnes enters the game for S. Livingston,,39-40,,
5:08.0,A. Iguodala enters the game for F. Ezeli,,39-40,,
5:00.0,,,39-40,,L. James misses 2-pt shot from 19 ft
4:59.0,Defensive rebound by D. Green,,39-40,,
4:40.0,D. Green makes 2-pt shot from 1 ft,2,41-40,,
4:31.0,,,41-42,2,K. Irving makes 2-pt shot from 1 ft
4:17.0,S. Curry misses 2-pt shot from 2 ft (block by K. Irving),,41-42,,
4:17.0,Offensive rebound by Team,,41-42,,
4:17.0,Golden State full timeout,,41-42,,
4:15.0,Turnover by D. Green (lost ball; steal by L. James),,41-42,,
4:09.0,,,41-44,2,L. James makes 2-pt shot at rim
4:01.0,Shooting foul by J. Smith (drawn by S. Curry),,41-44,,
4:01.0,S. Curry makes free throw 1 of 2,1,42-44,,
4:01.0,S. Curry misses free throw 2 of 2,,42-44,,
4:00.0,,,42-44,,Defensive rebound by J. Smith
3:34.0,,,42-44,,J. Smith misses 3-pt shot from 27 ft
3:34.0,,,42-44,,Offensive rebound by L. James
3:29.0,,,42-47,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
3:10.0,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry),3,45-47,,
2:59.0,,,45-47,,K. Irving misses 2-pt shot from 8 ft
2:59.0,Defensive rebound by Team,,45-47,,
2:51.0,S. Curry misses 3-pt shot from 26 ft,,45-47,,
2:51.0,,,45-47,,Defensive rebound by Team
2:35.0,,,45-47,,Turnover by L. James (lost ball; steal by A. Iguodala)
2:24.0,K. Thompson makes 2-pt shot from 15 ft,2,47-47,,
2:24.0,Shooting foul by T. Thompson (drawn by K. Thompson),,47-47,,
2:24.0,K. Thompson makes free throw 1 of 1,1,48-47,,
2:00.0,,,48-49,2,L. James makes 2-pt shot from 2 ft
1:49.0,Turnover by D. Green (lost ball; steal by L. James),,48-49,,
1:44.0,,,48-51,2,J. Smith makes 2-pt shot at rim (assist by L. James)
1:27.0,D. Green misses 2-pt shot from 2 ft,,48-51,,
1:25.0,,,48-51,,Defensive rebound by L. James
1:23.0,Violation by A. Iguodala (kicked ball),,48-51,,
1:07.0,,,48-53,2,K. Irving makes 2-pt shot from 14 ft
0:58.0,Turnover by D. Green (traveling),,48-53,,
0:34.0,,,48-55,2,T. Thompson makes 2-pt shot from 16 ft
0:26.0,S. Curry makes 2-pt shot from 15 ft,2,50-55,,
0:03.0,,,50-55,,J. Smith misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by A. Iguodala,,50-55,,
0:00.0,A. Iguodala misses 3-pt shot from 26 ft,,50-55,,
0:00.0,Offensive rebound by Team,,50-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Technical foul by Team,,50-55,,
12:00.0,,,50-56,1,K. Irving makes technical free throw
11:46.0,,,50-58,2,K. Irving makes 2-pt shot from 18 ft (assist by L. James)
11:32.0,D. Green misses 2-pt shot from 1 ft,,50-58,,
11:32.0,,,50-58,,Defensive rebound by L. James
11:25.0,,,50-58,,K. Irving misses 3-pt shot from 24 ft
11:24.0,,,50-58,,Offensive rebound by Team
11:14.0,,,50-58,,Turnover by R. Jefferson (lost ball; steal by H. Barnes)
11:01.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,53-58,,
10:38.0,,,53-58,,K. Irving misses 2-pt shot from 4 ft
10:36.0,Defensive rebound by H. Barnes,,53-58,,
10:20.0,H. Barnes misses 2-pt shot from 1 ft (block by T. Thompson),,53-58,,
10:19.0,,,53-58,,Defensive rebound by R. Jefferson
10:08.0,,,53-58,,Turnover by L. James (lost ball; steal by D. Green)
10:07.0,,,53-58,,Personal foul by K. Irving
9:47.0,H. Barnes misses 2-pt shot from 12 ft,,53-58,,
9:45.0,Offensive rebound by A. Bogut,,53-58,,
9:42.0,D. Green misses 3-pt shot from 26 ft,,53-58,,
9:41.0,,,53-58,,Defensive rebound by R. Jefferson
9:29.0,,,53-61,3,L. James makes 3-pt shot from 25 ft
9:14.0,Shooting foul by J. Smith (drawn by K. Thompson),,53-61,,
9:14.0,K. Thompson makes free throw 1 of 2,1,54-61,,
9:14.0,K. Thompson makes free throw 2 of 2,1,55-61,,
9:01.0,Personal foul by D. Green,,55-61,,
8:51.0,,,55-63,2,K. Irving makes 2-pt shot from 1 ft
8:37.0,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes),3,58-63,,
8:17.0,,,58-63,,T. Thompson misses 2-pt shot from 4 ft (block by A. Bogut)
8:16.0,Defensive rebound by D. Green,,58-63,,
8:11.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,61-63,,
8:11.0,,,61-63,,Cleveland full timeout
8:02.0,Personal foul by A. Bogut,,61-63,,
7:47.0,,,61-65,2,R. Jefferson makes 2-pt shot from 1 ft (assist by L. James)
7:33.0,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry),3,64-65,,
7:08.0,,,64-67,2,L. James makes 2-pt shot from 23 ft
6:57.0,S. Curry misses 3-pt shot from 29 ft,,64-67,,
6:56.0,,,64-67,,Defensive rebound by L. James
6:42.0,,,64-67,,L. James misses 2-pt shot from 15 ft
6:42.0,,,64-67,,Offensive rebound by L. James
6:35.0,,,64-69,2,K. Irving makes 2-pt shot from 17 ft (assist by L. James)
6:19.0,,,64-69,,Personal foul by T. Thompson
6:19.0,A. Iguodala enters the game for A. Bogut,,64-69,,
6:05.0,Turnover by Team (shot clock),,64-69,,
5:43.0,,,64-69,,L. James misses 3-pt shot from 26 ft
5:43.0,Defensive rebound by H. Barnes,,64-69,,
5:34.0,S. Curry misses 3-pt shot from 24 ft,,64-69,,
5:33.0,Offensive rebound by H. Barnes,,64-69,,
5:28.0,K. Thompson makes 2-pt shot from 18 ft (assist by H. Barnes),2,66-69,,
5:02.0,,,66-69,,Turnover by R. Jefferson (lost ball)
4:52.0,S. Curry misses 2-pt shot from 6 ft,,66-69,,
4:50.0,Offensive rebound by S. Curry,,66-69,,
4:49.0,,,66-69,,Personal foul by R. Jefferson
4:49.0,,,66-69,,K. Love enters the game for R. Jefferson
4:38.0,A. Iguodala makes 3-pt shot from 27 ft (assist by S. Curry),3,69-69,,
4:15.0,,,69-69,,K. Irving misses 2-pt shot from 18 ft
4:14.0,Defensive rebound by H. Barnes,,69-69,,
4:07.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson),3,72-69,,
4:07.0,,,72-69,,Cleveland full timeout
4:07.0,,,72-69,,I. Shumpert enters the game for T. Thompson
4:07.0,A. Varejao enters the game for H. Barnes,,72-69,,
4:07.0,S. Livingston enters the game for K. Thompson,,72-69,,
4:00.0,Personal foul by A. Varejao,,72-69,,
3:45.0,,,72-69,,Shooting foul by A. Varejao (drawn by K. Love)
3:45.0,,,72-69,,K. Love misses free throw 1 of 2
3:45.0,,,72-69,,Offensive rebound by Team
3:45.0,,,72-69,,K. Love misses free throw 2 of 2
3:43.0,Defensive rebound by D. Green,,72-69,,
3:27.0,S. Curry misses 3-pt shot from 28 ft,,72-69,,
3:27.0,,,72-69,,Defensive rebound by K. Irving
3:18.0,,,72-71,2,K. Irving makes 2-pt shot from 1 ft
3:06.0,,,72-71,,Loose ball foul by K. Love
3:06.0,A. Varejao makes free throw 1 of 2,1,73-71,,
3:06.0,A. Varejao makes free throw 2 of 2,1,74-71,,
2:48.0,,,74-71,,I. Shumpert misses 3-pt shot from 26 ft
2:46.0,,,74-71,,Offensive rebound by L. James
2:43.0,,,74-73,2,L. James makes 2-pt shot at rim
2:24.0,A. Iguodala misses 2-pt shot from 1 ft (block by L. James),,74-73,,
2:24.0,Offensive rebound by Team,,74-73,,
2:24.0,Golden State full timeout,,74-73,,
2:19.0,S. Curry misses 2-pt shot from 8 ft (block by L. James),,74-73,,
2:19.0,Offensive rebound by Team,,74-73,,
2:15.0,D. Green misses 3-pt shot from 26 ft,,74-73,,
2:15.0,Offensive rebound by A. Varejao,,74-73,,
1:57.0,A. Iguodala misses 2-pt shot from 14 ft,,74-73,,
1:54.0,Offensive rebound by A. Varejao,,74-73,,
1:46.0,A. Iguodala misses 3-pt shot from 24 ft,,74-73,,
1:45.0,Offensive rebound by Team,,74-73,,
1:33.0,S. Curry makes 2-pt shot from 1 ft (assist by A. Iguodala),2,76-73,,
1:12.0,,,76-73,,L. James misses 2-pt shot at rim
1:10.0,Defensive rebound by D. Green,,76-73,,
1:09.0,Shooting foul by J. Smith (drawn by D. Green),,76-73,,
1:09.0,D. Green makes free throw 1 of 2,1,77-73,,
1:09.0,D. Green misses free throw 2 of 2,,77-73,,
1:07.0,Offensive rebound by A. Varejao,,77-73,,
1:00.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,79-73,,
0:39.0,,,79-75,2,K. Irving makes 2-pt shot from 16 ft
0:25.0,A. Varejao misses 2-pt shot from 15 ft,,79-75,,
0:25.0,,,79-75,,Defensive rebound by L. James
0:06.0,Personal foul by A. Iguodala,,79-75,,
0:06.0,,,79-76,1,K. Love makes free throw 1 of 2
0:06.0,M. Speights enters the game for D. Green,,79-76,,
0:06.0,K. Thompson enters the game for S. Livingston,,79-76,,
0:06.0,H. Barnes enters the game for A. Varejao,,79-76,,
0:06.0,,,79-76,,M. Dellavedova enters the game for J. Smith
0:06.0,,,79-77,1,K. Love makes free throw 2 of 2
0:00.0,S. Curry misses 3-pt shot from 31 ft,,79-77,,
0:00.0,Offensive rebound by Team,,79-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Turnover by K. Thompson (lost ball),,79-77,,
11:34.0,,,79-79,2,K. Love makes 2-pt shot from 8 ft (assist by K. Irving)
11:23.0,S. Livingston misses 2-pt shot from 15 ft,,79-79,,
11:23.0,,,79-79,,Defensive rebound by K. Love
11:02.0,,,79-81,2,L. James makes 2-pt shot from 2 ft
10:41.0,S. Livingston makes 2-pt shot from 8 ft (assist by J. McAdoo),2,81-81,,
10:23.0,,,81-81,,K. Irving misses 2-pt shot from 1 ft
10:21.0,,,81-81,,Offensive rebound by L. James
10:21.0,,,81-83,2,L. James makes 2-pt shot at rim
10:09.0,H. Barnes makes 3-pt shot from 25 ft (assist by S. Livingston),3,84-83,,
9:42.0,,,84-83,,L. James misses 2-pt shot from 3 ft (block by A. Iguodala)
9:41.0,Defensive rebound by J. McAdoo,,84-83,,
9:37.0,Turnover by A. Iguodala (lost ball; steal by K. Irving),,84-83,,
9:12.0,,,84-83,,L. James misses 3-pt shot from 25 ft
9:12.0,,,84-83,,Offensive rebound by I. Shumpert
9:10.0,,,84-83,,Turnover by I. Shumpert (lost ball; steal by K. Thompson)
9:03.0,A. Iguodala makes 2-pt shot from 14 ft,2,86-83,,
9:03.0,,,86-83,,Cleveland full timeout
9:03.0,,,86-83,,T. Thompson enters the game for I. Shumpert
9:03.0,D. Green enters the game for J. McAdoo,,86-83,,
8:50.0,,,86-83,,Shooting foul by D. Green (drawn by T. Thompson)
8:50.0,,,86-83,,T. Thompson misses free throw 1 of 2
8:50.0,,,86-83,,Offensive rebound by Team
8:50.0,,,86-83,,T. Thompson misses free throw 2 of 2
8:49.0,Defensive rebound by K. Thompson,,86-83,,
8:27.0,S. Livingston makes 2-pt shot from 13 ft,2,88-83,,
8:13.0,,,88-83,,K. Irving misses 2-pt shot from 5 ft
8:12.0,,,88-83,,Offensive rebound by K. Irving
7:57.0,,,88-83,,Turnover by L. James (lost ball; steal by D. Green)
7:49.0,S. Livingston misses 2-pt shot from 8 ft,,88-83,,
7:45.0,,,88-83,,Defensive rebound by K. Love
7:30.0,,,88-83,,Shooting foul by S. Livingston (drawn by K. Irving)
7:30.0,,,88-84,1,K. Irving makes free throw 1 of 2
7:30.0,S. Curry enters the game for S. Livingston,,88-84,,
7:30.0,,,88-84,,K. Irving misses free throw 2 of 2
7:28.0,,,88-84,,Offensive rebound by T. Thompson
7:06.0,,,88-84,,K. Irving misses 3-pt shot from 26 ft
7:05.0,Defensive rebound by K. Thompson,,88-84,,
6:57.0,K. Thompson misses 3-pt shot from 26 ft,,88-84,,
6:56.0,Offensive rebound by S. Curry,,88-84,,
6:50.0,S. Curry makes 2-pt shot from 2 ft,2,90-84,,
6:41.0,,,90-84,,K. Love misses 3-pt shot from 26 ft
6:41.0,Defensive rebound by K. Thompson,,90-84,,
6:21.0,S. Curry misses 2-pt shot from 6 ft,,90-84,,
6:21.0,,,90-84,,Defensive rebound by T. Thompson
6:13.0,,,90-84,,K. Irving misses 2-pt shot from 3 ft
6:13.0,Defensive rebound by D. Green,,90-84,,
5:59.0,S. Curry misses 2-pt shot from 2 ft,,90-84,,
5:58.0,Offensive rebound by A. Iguodala,,90-84,,
5:56.0,H. Barnes makes 3-pt shot from 24 ft (assist by A. Iguodala),3,93-84,,
5:56.0,,,93-84,,Cleveland full timeout
5:56.0,Official timeout,,93-84,,
5:56.0,,,93-84,,R. Jefferson enters the game for K. Love
5:33.0,,,93-84,,L. James misses 2-pt shot from 1 ft (block by D. Green)
5:31.0,Defensive rebound by A. Iguodala,,93-84,,
5:19.0,Turnover by S. Curry (lost ball; steal by K. Irving),,93-84,,
5:14.0,,,93-84,,K. Irving misses 2-pt shot from 2 ft (block by K. Thompson)
5:11.0,Defensive rebound by S. Curry,,93-84,,
4:59.0,K. Thompson misses 3-pt shot from 27 ft,,93-84,,
4:58.0,,,93-84,,Defensive rebound by L. James
4:44.0,,,93-84,,L. James misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by A. Iguodala,,93-84,,
4:23.0,K. Thompson misses 3-pt shot from 25 ft,,93-84,,
4:22.0,Offensive rebound by A. Iguodala,,93-84,,
4:13.0,Golden State full timeout,,93-84,,
4:13.0,,,93-84,,C. Frye enters the game for T. Thompson
4:00.0,A. Iguodala misses 2-pt shot from 15 ft,,93-84,,
3:58.0,,,93-84,,Defensive rebound by K. Irving
3:55.0,Personal block foul by S. Curry,,93-84,,
3:44.0,,,93-86,2,K. Irving makes 2-pt shot at rim
3:22.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala),3,96-86,,
3:03.0,,,96-86,,K. Irving misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by K. Thompson,,96-86,,
2:42.0,A. Iguodala misses 2-pt shot from 10 ft,,96-86,,
2:42.0,,,96-86,,Defensive rebound by Team
2:42.0,,,96-86,,Personal foul by L. James
2:42.0,Personal foul by D. Green,,96-86,,
2:42.0,Jump ball: D. Green vs. L. James (K. Irving gains possession),,,,Jump ball: D. Green vs. L. James (K. Irving gains possession)
2:26.0,,,96-86,,K. Irving misses 2-pt shot from 1 ft
2:25.0,,,96-86,,Offensive rebound by Team
2:25.0,Jump ball: R. Jefferson vs. K. Thompson (L. James gains possession),,,,Jump ball: R. Jefferson vs. K. Thompson (L. James gains possession)
2:08.0,,,96-88,2,K. Irving makes 2-pt shot from 1 ft (assist by L. James)
1:51.0,A. Iguodala misses 2-pt shot from 3 ft (block by L. James),,96-88,,
1:49.0,Offensive rebound by Team,,96-88,,
1:49.0,Golden State full timeout,,96-88,,
1:45.0,K. Thompson misses 3-pt shot from 24 ft,,96-88,,
1:44.0,,,96-88,,Defensive rebound by L. James
1:39.0,,,96-88,,Turnover by K. Irving (lost ball; steal by S. Curry)
1:21.0,D. Green misses 3-pt shot from 25 ft,,96-88,,
1:20.0,,,96-88,,Defensive rebound by J. Smith
1:12.0,,,96-88,,Shooting foul by S. Curry (drawn by L. James)
1:12.0,,,96-89,1,L. James makes free throw 1 of 2
1:12.0,,,96-89,,L. James misses free throw 2 of 2
