time,Portland,pts.away,score,pts.home,Sacramento
7:21.0,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard),3,12-13,,
7:13.0,,,12-16,3,S. Curry makes 3-pt shot from 24 ft (assist by R. Rondo)
6:55.0,Shooting foul by R. Rondo (drawn by M. Plumlee),,12-16,,
6:55.0,M. Plumlee makes free throw 1 of 2,1,13-16,,
6:55.0,M. Plumlee makes free throw 2 of 2,1,14-16,,
6:47.0,Personal foul by M. Plumlee,,14-16,,
6:44.0,,,14-18,2,R. Rondo makes 2-pt shot from 11 ft
6:44.0,,,14-18,,Shooting foul by D. Lillard (drawn by R. Rondo)
6:44.0,,,14-19,1,R. Rondo makes free throw 1 of 1
6:30.0,C. McCollum misses 2-pt shot from 14 ft,,14-19,,
6:30.0,,,14-19,,Defensive rebound by S. Curry
6:22.0,,,14-19,,Offensive charge foul by D. Cousins
6:22.0,,,14-19,,Turnover by D. Cousins (offensive foul)
6:09.0,M. Plumlee misses 2-pt shot from 13 ft,,14-19,,
6:08.0,Offensive rebound by M. Plumlee,,14-19,,
6:03.0,C. McCollum misses 3-pt shot from 25 ft,,14-19,,
6:01.0,Offensive rebound by A. Aminu,,14-19,,
6:00.0,A. Aminu misses 2-pt shot from 2 ft,,14-19,,
5:59.0,Offensive rebound by M. Plumlee,,14-19,,
5:59.0,M. Plumlee makes 2-pt shot from 1 ft,2,16-19,,
5:47.0,,,16-22,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
5:34.0,Turnover by D. Lillard (lost ball; steal by W. Cauley-Stein),,16-22,,
5:26.0,,,16-24,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by R. Rondo)
5:26.0,Portland full timeout,,16-24,,
5:26.0,G. Henderson enters the game for M. Harkless,,16-24,,
5:26.0,A. Crabbe enters the game for C. McCollum,,16-24,,
5:07.0,G. Henderson misses 3-pt shot from 24 ft,,16-24,,
5:06.0,,,16-24,,Defensive rebound by D. Cousins
4:59.0,,,16-24,,D. Cousins misses 2-pt shot from 4 ft (block by M. Plumlee)
4:57.0,Defensive rebound by G. Henderson,,16-24,,
4:47.0,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Lillard),2,18-24,,
4:33.0,,,18-24,,S. Curry misses 3-pt shot from 25 ft
4:33.0,Defensive rebound by M. Plumlee,,18-24,,
4:25.0,D. Lillard misses 2-pt shot from 4 ft,,18-24,,
4:24.0,,,18-24,,Defensive rebound by R. Rondo
4:18.0,,,18-24,,R. Rondo misses 2-pt shot from 3 ft (block by A. Aminu)
4:18.0,,,18-24,,Offensive rebound by Team
4:18.0,,,18-24,,B. McLemore enters the game for S. Curry
4:18.0,E. Davis enters the game for M. Plumlee,,18-24,,
4:18.0,C. Kaman enters the game for A. Aminu,,18-24,,
4:15.0,,,18-26,2,D. Cousins makes 2-pt shot from 6 ft (assist by R. Rondo)
3:56.0,G. Henderson makes 2-pt shot from 18 ft (assist by E. Davis),2,20-26,,
3:42.0,,,20-26,,Turnover by R. Rondo (lost ball; steal by D. Lillard)
3:42.0,,,20-26,,Clear path foul by R. Rondo
3:42.0,D. Lillard makes clear path free throw 1 of 2,1,21-26,,
3:42.0,,,21-26,,Q. Acy enters the game for W. Cauley-Stein
3:42.0,D. Lillard makes clear path free throw 2 of 2,1,22-26,,
3:22.0,A. Crabbe makes 2-pt shot from 15 ft (assist by C. Kaman),2,24-26,,
3:09.0,Personal foul by C. Kaman,,24-26,,
2:53.0,,,24-26,,R. Rondo misses 3-pt shot from 27 ft
2:52.0,Defensive rebound by Team,,24-26,,
2:52.0,,,24-26,,Sacramento full timeout
2:27.0,D. Lillard misses 3-pt shot from 25 ft,,24-26,,
2:27.0,Offensive rebound by C. Kaman,,24-26,,
2:22.0,A. Crabbe makes 3-pt shot from 26 ft (assist by D. Lillard),3,27-26,,
2:07.0,,,27-26,,Shooting foul by C. Kaman (drawn by D. Cousins)
2:07.0,,,27-26,,D. Cousins misses free throw 1 of 2
2:07.0,,,27-26,,Offensive rebound by Team
2:07.0,,,27-26,,C. Butler enters the game for J. Anderson
2:07.0,N. Vonleh enters the game for C. Kaman,,27-26,,
2:07.0,,,27-27,1,D. Cousins makes free throw 2 of 2
1:49.0,Turnover by N. Vonleh (step out of bounds),,27-27,,
1:38.0,,,27-27,,B. McLemore misses 2-pt shot from 18 ft
1:38.0,Defensive rebound by N. Vonleh,,27-27,,
1:23.0,Turnover by N. Vonleh (lost ball; steal by R. Rondo),,27-27,,
1:19.0,,,27-29,2,R. Rondo makes 2-pt shot from 2 ft
1:05.0,Shooting foul by B. McLemore (drawn by D. Lillard),,27-29,,
1:05.0,D. Lillard misses free throw 1 of 2,,27-29,,
1:05.0,Offensive rebound by Team,,27-29,,
1:05.0,D. Lillard makes free throw 2 of 2,1,28-29,,
0:50.0,,,28-31,2,Q. Acy makes 2-pt shot from 2 ft (assist by B. McLemore)
0:34.0,N. Vonleh makes 2-pt shot from 20 ft (assist by D. Lillard),2,30-31,,
0:26.0,,,30-33,2,D. Cousins makes 2-pt shot from 8 ft
0:04.0,D. Lillard misses 2-pt shot from 2 ft,,30-33,,
0:02.0,,,30-33,,Defensive rebound by R. Rondo
0:00.0,,,30-33,,B. McLemore misses 3-pt shot from 30 ft
0:00.0,,,30-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Turnover by A. Crabbe (step out of bounds),,30-33,,
11:38.0,,,30-33,,B. McLemore misses 2-pt shot from 3 ft (block by E. Davis)
11:37.0,Defensive rebound by A. Crabbe,,30-33,,
11:23.0,E. Davis makes 2-pt shot from 5 ft,2,32-33,,
11:04.0,,,32-35,2,S. Curry makes 2-pt shot from 21 ft
10:45.0,Turnover by E. Davis (lost ball; steal by D. Cousins),,32-35,,
10:41.0,,,32-35,,Turnover by D. Cousins (lost ball; steal by N. Vonleh)
10:33.0,C. McCollum makes 2-pt shot from 20 ft,2,34-35,,
10:22.0,,,34-35,,Turnover by C. Butler (lost ball; steal by G. Henderson)
10:21.0,,,34-35,,Personal foul by S. Curry
10:21.0,,,34-35,,W. Cauley-Stein enters the game for D. Cousins
9:57.0,G. Henderson misses 2-pt shot from 19 ft,,34-35,,
9:56.0,Offensive rebound by A. Crabbe,,34-35,,
9:52.0,C. McCollum misses 2-pt shot from 8 ft,,34-35,,
9:50.0,,,34-35,,Defensive rebound by Team
9:33.0,,,34-35,,S. Curry misses 2-pt shot from 18 ft
9:33.0,Defensive rebound by E. Davis,,34-35,,
9:23.0,A. Crabbe misses 3-pt shot from 22 ft,,34-35,,
9:22.0,Offensive rebound by N. Vonleh,,34-35,,
9:15.0,G. Henderson misses 2-pt shot from 8 ft,,34-35,,
9:14.0,Offensive rebound by G. Henderson,,34-35,,
9:12.0,G. Henderson makes 2-pt shot from 2 ft,2,36-35,,
9:03.0,,,36-37,2,C. Butler makes 2-pt shot from 5 ft
8:39.0,C. McCollum makes 3-pt shot from 24 ft,3,39-37,,
8:21.0,Personal foul by A. Crabbe,,39-37,,
8:21.0,Official timeout,,39-37,,
8:09.0,,,39-37,,Turnover by B. McLemore (lost ball; steal by A. Crabbe)
7:58.0,Turnover by C. McCollum (traveling),,39-37,,
7:44.0,,,39-37,,W. Cauley-Stein misses 2-pt shot at rim (block by N. Vonleh)
7:43.0,Defensive rebound by E. Davis,,39-37,,
7:38.0,G. Henderson makes 2-pt shot at rim (assist by C. McCollum),2,41-37,,
7:22.0,,,41-40,3,Q. Acy makes 3-pt shot from 25 ft
7:03.0,C. McCollum makes 3-pt shot from 24 ft,3,44-40,,
6:52.0,,,44-42,2,S. Curry makes 2-pt shot from 20 ft
6:32.0,Shooting foul by Q. Acy (drawn by C. McCollum),,44-42,,
6:32.0,C. McCollum misses free throw 1 of 2,,44-42,,
6:32.0,Offensive rebound by Team,,44-42,,
6:32.0,,,44-42,,J. Anderson enters the game for B. McLemore
6:32.0,C. McCollum makes free throw 2 of 2,1,45-42,,
6:17.0,,,45-42,,Turnover by S. Curry (bad pass)
6:17.0,Portland full timeout,,45-42,,
6:17.0,M. Harkless enters the game for N. Vonleh,,45-42,,
6:17.0,,,45-42,,R. Rondo enters the game for C. Butler
5:54.0,C. McCollum makes 2-pt shot from 4 ft,2,47-42,,
5:36.0,,,47-44,2,J. Anderson makes 2-pt shot from 19 ft
5:20.0,A. Crabbe misses 2-pt shot from 3 ft,,47-44,,
5:19.0,,,47-44,,Defensive rebound by J. Anderson
5:09.0,,,47-44,,Shooting foul by E. Davis (drawn by W. Cauley-Stein)
5:09.0,,,47-44,,W. Cauley-Stein misses free throw 1 of 2
5:09.0,,,47-44,,Offensive rebound by Team
5:09.0,M. Plumlee enters the game for A. Crabbe,,47-44,,
5:09.0,D. Lillard enters the game for E. Davis,,47-44,,
5:09.0,,,47-44,,D. Cousins enters the game for Q. Acy
5:09.0,,,47-45,1,W. Cauley-Stein makes free throw 2 of 2
4:46.0,M. Harkless misses 3-pt shot from 22 ft,,47-45,,
4:45.0,,,47-45,,Defensive rebound by D. Cousins
4:35.0,,,47-47,2,S. Curry makes 2-pt shot from 7 ft
4:15.0,G. Henderson misses 2-pt shot from 16 ft,,47-47,,
4:14.0,Offensive rebound by M. Plumlee,,47-47,,
4:13.0,M. Plumlee misses 2-pt shot from 2 ft,,47-47,,
4:11.0,Offensive rebound by M. Harkless,,47-47,,
4:07.0,M. Plumlee makes 2-pt shot from 3 ft (assist by M. Harkless),2,49-47,,
3:52.0,,,49-47,,D. Cousins misses 2-pt shot from 2 ft (block by M. Plumlee)
3:52.0,,,49-47,,Offensive rebound by Team
3:52.0,A. Aminu enters the game for G. Henderson,,49-47,,
3:41.0,,,49-47,,W. Cauley-Stein misses 2-pt shot from 18 ft
3:41.0,Defensive rebound by A. Aminu,,49-47,,
3:33.0,,,49-47,,Personal foul by S. Curry
3:24.0,A. Aminu misses 2-pt shot from 7 ft (block by W. Cauley-Stein),,49-47,,
3:22.0,,,49-47,,Defensive rebound by S. Curry
3:16.0,,,49-47,,Turnover by J. Anderson (bad pass)
2:59.0,Turnover by M. Harkless (step out of bounds),,49-47,,
2:59.0,,,49-47,,Sacramento full timeout
2:59.0,,,49-47,,B. McLemore enters the game for S. Curry
2:49.0,,,49-47,,D. Cousins misses 2-pt shot from 3 ft (block by M. Plumlee)
2:48.0,,,49-47,,Offensive rebound by Team
2:45.0,,,49-47,,Turnover by B. McLemore (lost ball; steal by C. McCollum)
2:37.0,A. Aminu misses 2-pt shot from 22 ft,,49-47,,
2:36.0,,,49-47,,Defensive rebound by D. Cousins
2:29.0,,,49-49,2,R. Rondo makes 2-pt shot from 19 ft
2:11.0,D. Lillard misses 3-pt shot from 25 ft,,49-49,,
2:10.0,,,49-49,,Defensive rebound by B. McLemore
2:08.0,,,49-51,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
1:51.0,D. Lillard makes 2-pt shot from 9 ft,2,51-51,,
1:33.0,,,51-51,,Shooting foul by M. Harkless (drawn by R. Rondo)
1:33.0,,,51-52,1,R. Rondo makes free throw 1 of 2
1:33.0,,,51-52,,R. Rondo misses free throw 2 of 2
1:32.0,Defensive rebound by A. Aminu,,51-52,,
1:22.0,Turnover by C. McCollum (traveling),,51-52,,
1:09.0,,,51-52,,J. Anderson misses 2-pt shot from 2 ft
1:08.0,Defensive rebound by A. Aminu,,51-52,,
0:59.0,D. Lillard misses 2-pt shot from 4 ft (block by W. Cauley-Stein),,51-52,,
0:57.0,,,51-52,,Defensive rebound by R. Rondo
0:52.0,,,51-54,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by J. Anderson)
0:52.0,,,51-54,,Shooting foul by A. Aminu (drawn by W. Cauley-Stein)
0:52.0,,,51-55,1,W. Cauley-Stein makes free throw 1 of 1
0:30.0,Turnover by A. Aminu (lost ball; steal by R. Rondo),,51-55,,
0:25.0,,,51-57,2,R. Rondo makes 2-pt shot from 2 ft
0:25.0,,,51-57,,Violation by Team (jump ball)
0:25.0,Portland full timeout,,51-57,,
0:25.0,,,51-57,,Q. Acy enters the game for R. Rondo
0:25.0,A. Crabbe enters the game for A. Aminu,,51-57,,
0:25.0,G. Henderson enters the game for M. Harkless,,51-57,,
0:25.0,B. Roberts enters the game for M. Plumlee,,51-57,,
0:05.0,Turnover by D. Lillard (lost ball; steal by D. Cousins),,51-57,,
0:03.0,,,51-57,,Turnover by D. Cousins (bad pass)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,51-57,,Personal foul by S. Curry
11:34.0,D. Lillard makes 2-pt shot from 15 ft,2,53-57,,
11:32.0,Violation by Team (jump ball),,53-57,,
11:18.0,,,53-57,,S. Curry misses 2-pt shot from 9 ft
11:16.0,Defensive rebound by A. Aminu,,53-57,,
11:15.0,Turnover by A. Aminu (bad pass),,53-57,,
11:09.0,Personal foul by M. Plumlee,,53-57,,
10:54.0,,,53-57,,Turnover by D. Cousins (lost ball; steal by C. McCollum)
10:50.0,M. Plumlee misses 2-pt shot from 3 ft,,53-57,,
10:48.0,Offensive rebound by M. Harkless,,53-57,,
10:48.0,M. Harkless makes 2-pt shot at rim,2,55-57,,
10:30.0,,,55-57,,Shooting foul by A. Aminu (drawn by D. Cousins)
10:30.0,,,55-57,,D. Cousins misses free throw 1 of 2
10:30.0,,,55-57,,Offensive rebound by Team
10:30.0,,,55-58,1,D. Cousins makes free throw 2 of 2
10:20.0,D. Lillard misses 2-pt shot from 20 ft,,55-58,,
10:19.0,Offensive rebound by M. Harkless,,55-58,,
10:11.0,M. Harkless makes 3-pt shot from 25 ft (assist by M. Plumlee),3,58-58,,
9:47.0,,,58-61,3,R. Rondo makes 3-pt shot from 25 ft (assist by S. Curry)
9:24.0,M. Harkless makes 3-pt shot from 24 ft (assist by D. Lillard),3,61-61,,
9:05.0,,,61-61,,S. Curry misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by D. Lillard,,61-61,,
8:52.0,C. McCollum misses 3-pt shot from 23 ft,,61-61,,
8:52.0,,,61-61,,Defensive rebound by R. Rondo
8:42.0,Personal foul by M. Plumlee,,61-61,,
8:28.0,,,61-61,,J. Anderson misses 3-pt shot from 26 ft
8:28.0,,,61-61,,Offensive rebound by W. Cauley-Stein
8:20.0,,,61-64,3,S. Curry makes 3-pt shot from 23 ft (assist by J. Anderson)
8:01.0,D. Lillard misses 2-pt shot from 5 ft (block by W. Cauley-Stein),,61-64,,
7:59.0,,,61-64,,Defensive rebound by S. Curry
7:51.0,,,61-67,3,R. Rondo makes 3-pt shot from 25 ft (assist by D. Cousins)
7:36.0,Turnover by M. Harkless (3 sec),,61-67,,
7:20.0,,,61-67,,Turnover by D. Cousins (lost ball)
7:12.0,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum),2,63-67,,
6:54.0,,,63-67,,R. Rondo misses 2-pt shot from 5 ft
6:53.0,Defensive rebound by M. Harkless,,63-67,,
6:41.0,C. McCollum misses 3-pt shot from 25 ft,,63-67,,
6:40.0,,,63-67,,Defensive rebound by D. Cousins
6:34.0,,,63-67,,J. Anderson misses 3-pt shot from 24 ft
6:34.0,Defensive rebound by M. Harkless,,63-67,,
6:24.0,M. Harkless misses 3-pt shot from 25 ft,,63-67,,
6:24.0,Offensive rebound by M. Plumlee,,63-67,,
6:19.0,D. Lillard makes 3-pt shot from 26 ft (assist by M. Plumlee),3,66-67,,
6:17.0,,,66-67,,Sacramento full timeout
6:04.0,,,66-69,2,D. Cousins makes 2-pt shot from 3 ft
5:51.0,Shooting foul by W. Cauley-Stein (drawn by M. Plumlee),,66-69,,
5:51.0,M. Plumlee makes free throw 1 of 2,1,67-69,,
5:51.0,G. Henderson enters the game for M. Harkless,,67-69,,
5:51.0,A. Crabbe enters the game for C. McCollum,,67-69,,
5:51.0,M. Plumlee makes free throw 2 of 2,1,68-69,,
5:37.0,,,68-71,2,R. Rondo makes 2-pt shot from 4 ft
5:18.0,A. Aminu makes 3-pt shot from 23 ft (assist by A. Crabbe),3,71-71,,
4:59.0,,,71-71,,S. Curry misses 2-pt shot from 18 ft (block by D. Lillard)
4:57.0,,,71-71,,Offensive rebound by S. Curry
4:52.0,,,71-71,,D. Cousins misses 2-pt shot from 19 ft
4:51.0,Defensive rebound by A. Aminu,,71-71,,
4:42.0,,,71-71,,Personal foul by W. Cauley-Stein
4:42.0,,,71-71,,B. McLemore enters the game for J. Anderson
4:34.0,Turnover by D. Lillard (lost ball; steal by B. McLemore),,71-71,,
4:26.0,,,71-71,,W. Cauley-Stein misses 2-pt shot from 4 ft
4:25.0,Defensive rebound by A. Aminu,,71-71,,
4:13.0,A. Crabbe misses 3-pt shot from 24 ft,,71-71,,
4:12.0,,,71-71,,Defensive rebound by R. Rondo
3:58.0,,,71-73,2,D. Cousins makes 2-pt shot from 2 ft
3:43.0,D. Lillard makes 3-pt shot from 25 ft (assist by M. Plumlee),3,74-73,,
3:31.0,,,74-75,2,R. Rondo makes 2-pt shot from 3 ft
3:24.0,A. Aminu makes 2-pt shot at rim (assist by D. Lillard),2,76-75,,
3:04.0,,,76-75,,D. Cousins misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by A. Crabbe,,76-75,,
2:49.0,A. Crabbe misses 2-pt shot at rim (block by D. Cousins),,76-75,,
2:47.0,,,76-75,,Defensive rebound by D. Cousins
2:45.0,,,76-77,2,W. Cauley-Stein makes 2-pt shot at rim (assist by S. Curry)
2:44.0,Portland full timeout,,76-77,,
2:44.0,E. Davis enters the game for M. Plumlee,,76-77,,
2:44.0,,,76-77,,Q. Acy enters the game for D. Cousins
2:18.0,G. Henderson misses 2-pt shot from 21 ft,,76-77,,
2:17.0,,,76-77,,Defensive rebound by S. Curry
2:06.0,,,76-77,,Shooting foul by A. Crabbe (drawn by S. Curry)
2:06.0,,,76-78,1,S. Curry makes free throw 1 of 2
2:06.0,C. McCollum enters the game for A. Aminu,,76-78,,
2:06.0,M. Harkless enters the game for D. Lillard,,76-78,,
2:06.0,,,76-79,1,S. Curry makes free throw 2 of 2
1:44.0,C. McCollum misses 2-pt shot from 6 ft,,76-79,,
1:43.0,Offensive rebound by M. Harkless,,76-79,,
1:43.0,M. Harkless misses 2-pt shot from 1 ft,,76-79,,
1:42.0,,,76-79,,Defensive rebound by Team
1:27.0,,,76-79,,W. Cauley-Stein misses 2-pt shot from 4 ft
1:26.0,Defensive rebound by M. Harkless,,76-79,,
1:20.0,M. Harkless misses 2-pt shot from 3 ft,,76-79,,
1:18.0,Offensive rebound by M. Harkless,,76-79,,
1:18.0,M. Harkless makes 2-pt shot from 2 ft,2,78-79,,
0:55.0,,,78-79,,R. Rondo misses 2-pt shot from 3 ft
0:54.0,Defensive rebound by M. Harkless,,78-79,,
0:47.0,C. McCollum makes 2-pt shot from 9 ft,2,80-79,,
0:38.0,,,80-79,,Q. Acy misses 2-pt shot at rim
0:37.0,,,80-79,,Offensive rebound by W. Cauley-Stein
0:37.0,,,80-79,,Shooting foul by M. Harkless (drawn by W. Cauley-Stein)
0:37.0,,,80-79,,W. Cauley-Stein misses free throw 1 of 2
0:37.0,,,80-79,,Offensive rebound by Team
0:37.0,,,80-79,,J. Anderson enters the game for S. Curry
0:37.0,,,80-80,1,W. Cauley-Stein makes free throw 2 of 2
0:26.0,M. Harkless makes 2-pt shot at rim (assist by G. Henderson),2,82-80,,
0:04.0,,,82-80,,Turnover by B. McLemore (lost ball; steal by A. Crabbe)
0:00.0,M. Harkless makes 2-pt shot at rim (assist by C. McCollum),2,84-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,84-80,,R. Rondo misses 2-pt shot from 3 ft
11:48.0,,,84-80,,Offensive rebound by Team
11:48.0,Loose ball foul by G. Henderson,,84-80,,
11:38.0,,,84-83,3,Q. Acy makes 3-pt shot from 25 ft (assist by R. Rondo)
11:24.0,,,84-83,,Personal foul by J. Anderson
11:24.0,Personal foul by G. Henderson,,84-83,,
11:16.0,E. Davis misses 2-pt shot from 4 ft,,84-83,,
11:13.0,Offensive rebound by M. Harkless,,84-83,,
11:13.0,M. Harkless makes 2-pt shot at rim,2,86-83,,
11:09.0,,,86-83,,Turnover by J. Anderson (step out of bounds)
10:56.0,Shooting foul by R. Rondo (drawn by A. Crabbe),,86-83,,
10:56.0,A. Crabbe makes free throw 1 of 3,1,87-83,,
10:56.0,A. Crabbe makes free throw 2 of 3,1,88-83,,
10:56.0,A. Crabbe makes free throw 3 of 3,1,89-83,,
10:33.0,,,89-83,,Q. Acy misses 2-pt shot from 18 ft
10:32.0,Defensive rebound by C. McCollum,,89-83,,
10:22.0,Shooting foul by E. Moreland (drawn by C. McCollum),,89-83,,
10:22.0,C. McCollum makes free throw 1 of 2,1,90-83,,
10:22.0,,,90-83,,D. Cousins enters the game for Q. Acy
10:22.0,C. McCollum makes free throw 2 of 2,1,91-83,,
10:05.0,,,91-83,,D. Cousins misses 2-pt shot from 3 ft
10:05.0,Defensive rebound by M. Harkless,,91-83,,
9:58.0,C. McCollum misses 3-pt shot from 25 ft,,91-83,,
9:57.0,,,91-83,,Defensive rebound by R. Rondo
9:46.0,,,91-83,,D. Cousins misses 3-pt shot from 24 ft
9:46.0,Defensive rebound by M. Harkless,,91-83,,
9:28.0,E. Davis misses 2-pt shot from 4 ft,,91-83,,
9:27.0,,,91-83,,Defensive rebound by E. Moreland
9:25.0,,,91-83,,Turnover by E. Moreland (lost ball; steal by E. Davis)
9:20.0,A. Crabbe misses 3-pt shot from 24 ft,,91-83,,
9:19.0,,,91-83,,Defensive rebound by D. Cousins
9:06.0,,,91-83,,D. Cousins misses 2-pt shot from 18 ft
9:06.0,Defensive rebound by A. Crabbe,,91-83,,
8:54.0,M. Harkless misses 2-pt shot from 7 ft,,91-83,,
8:53.0,,,91-83,,Defensive rebound by R. Rondo
8:48.0,,,91-85,2,B. McLemore makes 2-pt shot from 1 ft (assist by R. Rondo)
8:26.0,A. Crabbe misses 3-pt shot from 23 ft,,91-85,,
8:25.0,,,91-85,,Defensive rebound by D. Cousins
8:18.0,,,91-88,3,B. McLemore makes 3-pt shot from 24 ft (assist by R. Rondo)
8:18.0,Portland full timeout,,91-88,,
8:18.0,M. Plumlee enters the game for C. McCollum,,91-88,,
8:18.0,D. Lillard enters the game for E. Davis,,91-88,,
8:01.0,D. Lillard misses 3-pt shot from 24 ft,,91-88,,
8:00.0,,,91-88,,Defensive rebound by Team
7:44.0,,,91-90,2,D. Cousins makes 2-pt shot from 4 ft
7:44.0,,,91-90,,Shooting foul by M. Plumlee (drawn by D. Cousins)
7:44.0,,,91-90,,D. Cousins misses free throw 1 of 1
7:40.0,Defensive rebound by M. Harkless,,91-90,,
7:32.0,G. Henderson makes 2-pt shot from 10 ft (assist by M. Harkless),2,93-90,,
7:08.0,,,93-90,,J. Anderson misses 2-pt shot from 6 ft
7:07.0,Defensive rebound by D. Lillard,,93-90,,
7:02.0,A. Crabbe misses 2-pt shot from 3 ft (block by J. Anderson),,93-90,,
7:00.0,,,93-90,,Defensive rebound by R. Rondo
6:51.0,,,93-90,,R. Rondo misses 2-pt shot from 5 ft
6:51.0,Defensive rebound by M. Harkless,,93-90,,
6:41.0,D. Lillard misses 2-pt shot from 6 ft,,93-90,,
6:40.0,,,93-90,,Defensive rebound by D. Cousins
6:25.0,,,93-92,2,B. McLemore makes 2-pt shot from 4 ft (assist by R. Rondo)
5:58.0,G. Henderson makes 2-pt shot from 19 ft,2,95-92,,
5:46.0,,,95-92,,Shooting foul by M. Plumlee (drawn by D. Cousins)
5:46.0,Official timeout,,95-92,,
5:46.0,,,95-92,,Technical foul by D. Cousins
5:46.0,C. McCollum enters the game for A. Crabbe,,95-92,,
5:46.0,,,95-92,,W. Cauley-Stein enters the game for B. McLemore
5:46.0,,,95-92,,S. Curry enters the game for E. Moreland
5:46.0,D. Lillard makes technical free throw,1,96-92,,
5:46.0,,,96-93,1,D. Cousins makes free throw 1 of 2
5:46.0,,,96-94,1,D. Cousins makes free throw 2 of 2
5:25.0,C. McCollum misses 2-pt shot from 5 ft (block by D. Cousins),,96-94,,
5:25.0,Offensive rebound by Team,,96-94,,
5:25.0,,,96-94,,Technical foul by Q. Acy
5:25.0,D. Lillard makes technical free throw,1,97-94,,
5:17.0,Shooting foul by W. Cauley-Stein (drawn by M. Harkless),,97-94,,
5:17.0,M. Harkless makes free throw 1 of 2,1,98-94,,
5:17.0,M. Harkless makes free throw 2 of 2,1,99-94,,
4:59.0,,,99-96,2,R. Rondo makes 2-pt shot from 12 ft
4:38.0,C. McCollum makes 2-pt shot from 9 ft,2,101-96,,
4:23.0,,,101-96,,D. Cousins misses 2-pt shot from 7 ft
4:21.0,Defensive rebound by M. Harkless,,101-96,,
4:09.0,D. Lillard makes 2-pt shot from 2 ft,2,103-96,,
3:55.0,,,103-96,,D. Cousins misses 3-pt shot from 24 ft
3:55.0,Defensive rebound by M. Plumlee,,103-96,,
3:31.0,M. Harkless misses 3-pt shot from 25 ft,,103-96,,
3:30.0,Offensive rebound by C. McCollum,,103-96,,
3:12.0,D. Lillard misses 2-pt shot from 20 ft,,103-96,,
3:11.0,Offensive rebound by M. Plumlee,,103-96,,
3:11.0,M. Plumlee misses 2-pt shot from 2 ft,,103-96,,
3:10.0,Offensive rebound by M. Plumlee,,103-96,,
2:55.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard),3,106-96,,
2:54.0,,,106-96,,Sacramento full timeout
