time,Indiana,pts.away,score,pts.home,Cleveland
8:00.0,,,6-8,,L. James misses free throw 2 of 2
7:59.0,Defensive rebound by J. Hill,,6-8,,
7:36.0,G. Hill misses 2-pt shot from 14 ft,,6-8,,
7:35.0,Offensive rebound by G. Hill,,6-8,,
7:35.0,,,6-8,,Personal foul by K. Love (drawn by G. Hill)
7:29.0,P. George misses 2-pt shot from 15 ft,,6-8,,
7:29.0,Offensive rebound by J. Hill,,6-8,,
7:19.0,Shooting foul by T. Mozgov (drawn by I. Mahinmi),,6-8,,
7:19.0,I. Mahinmi misses free throw 1 of 2,,6-8,,
7:19.0,Offensive rebound by Team,,6-8,,
7:19.0,I. Mahinmi misses free throw 2 of 2,,6-8,,
7:16.0,Offensive rebound by P. George,,6-8,,
7:13.0,P. George makes 2-pt shot at rim,2,8-8,,
7:01.0,,,8-10,2,L. James makes 2-pt shot from 1 ft (assist by M. Williams)
6:47.0,I. Mahinmi misses 2-pt shot from 1 ft (block by T. Mozgov),,8-10,,
6:47.0,,,8-10,,Defensive rebound by K. Love
6:41.0,,,8-10,,M. Williams misses 2-pt shot from 18 ft
6:39.0,Defensive rebound by J. Hill,,8-10,,
6:34.0,I. Mahinmi makes 2-pt shot at rim (assist by P. George),2,10-10,,
6:17.0,,,10-10,,K. Love misses 2-pt shot from 2 ft
6:16.0,Defensive rebound by P. George,,10-10,,
6:01.0,J. Hill misses 2-pt shot from 1 ft,,10-10,,
6:00.0,,,10-10,,Defensive rebound by T. Mozgov
5:51.0,,,10-13,3,K. Love makes 3-pt shot from 22 ft (assist by M. Williams)
5:48.0,Indiana full timeout,,10-13,,
5:29.0,J. Hill misses 2-pt shot from 5 ft,,10-13,,
5:27.0,,,10-13,,Defensive rebound by L. James
5:16.0,,,10-13,,L. James misses 2-pt shot from 1 ft
5:14.0,,,10-13,,Offensive rebound by T. Mozgov
5:11.0,,,10-13,,M. Williams misses 3-pt shot from 24 ft
5:11.0,Defensive rebound by J. Hill,,10-13,,
4:58.0,M. Ellis makes 3-pt shot from 25 ft (assist by J. Hill),3,13-13,,
4:45.0,,,13-13,,K. Love misses 3-pt shot from 25 ft
4:45.0,,,13-13,,Offensive rebound by Team
4:45.0,Personal foul by I. Mahinmi (drawn by T. Mozgov),,13-13,,
4:45.0,L. Allen enters the game for J. Hill,,13-13,,
4:45.0,,,13-13,,M. Dellavedova enters the game for L. James
4:45.0,M. Turner enters the game for I. Mahinmi,,13-13,,
4:40.0,,,13-13,,M. Williams misses 3-pt shot from 31 ft
4:38.0,Defensive rebound by P. George,,13-13,,
4:32.0,P. George makes 3-pt shot from 24 ft,3,16-13,,
4:11.0,,,16-13,,T. Thompson enters the game for T. Mozgov
4:06.0,,,16-15,2,T. Thompson makes 2-pt shot from 1 ft (assist by M. Dellavedova)
3:44.0,L. Allen misses 2-pt shot from 8 ft,,16-15,,
3:44.0,,,16-15,,Defensive rebound by M. Williams
3:36.0,,,16-17,2,M. Williams makes 2-pt shot from 6 ft
3:22.0,P. George misses 2-pt shot from 19 ft,,16-17,,
3:22.0,,,16-17,,Defensive rebound by T. Thompson
3:15.0,,,16-17,,Turnover by M. Dellavedova (bad pass)
3:15.0,C. Budinger enters the game for G. Hill,,16-17,,
2:51.0,C. Budinger misses 3-pt shot from 22 ft,,16-17,,
2:50.0,Offensive rebound by P. George,,16-17,,
2:50.0,,,16-17,,Personal foul by T. Thompson (drawn by P. George)
2:50.0,,,16-17,,Cleveland full timeout
2:50.0,G. Robinson enters the game for P. George,,16-17,,
2:50.0,,,16-17,,J. Jones enters the game for K. Love
2:50.0,,,16-17,,L. James enters the game for M. Williams
2:34.0,M. Turner makes 2-pt shot from 16 ft (assist by G. Robinson),2,18-17,,
2:20.0,,,18-17,,M. Dellavedova misses 3-pt shot from 24 ft
2:19.0,Defensive rebound by L. Allen,,18-17,,
2:05.0,M. Ellis misses 3-pt shot from 28 ft,,18-17,,
2:04.0,,,18-17,,Defensive rebound by L. James
1:51.0,,,18-19,2,L. James makes 2-pt shot from 1 ft
1:40.0,G. Robinson misses 2-pt shot from 6 ft,,18-19,,
1:38.0,,,18-19,,Defensive rebound by M. Dellavedova
1:31.0,,,18-19,,L. James misses 3-pt shot from 26 ft
1:31.0,Defensive rebound by M. Ellis,,18-19,,
1:26.0,Shooting foul by R. Jefferson (drawn by C. Budinger),,18-19,,
1:26.0,C. Budinger misses free throw 1 of 2,,18-19,,
1:26.0,Offensive rebound by Team,,18-19,,
1:26.0,,,18-19,,J. Cunningham enters the game for R. Jefferson
1:26.0,C. Budinger misses free throw 2 of 2,,18-19,,
1:25.0,,,18-19,,Defensive rebound by Team
1:16.0,,,18-19,,Offensive foul by J. Jones
1:16.0,,,18-19,,Turnover by J. Jones (offensive foul)
1:05.0,M. Ellis makes 2-pt shot from 8 ft,2,20-19,,
0:55.0,,,20-21,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
0:55.0,,,20-21,,Shooting foul by C. Budinger (drawn by T. Thompson)
0:55.0,,,20-21,,T. Thompson misses free throw 1 of 1
0:55.0,Defensive rebound by L. Allen,,20-21,,
0:40.0,M. Ellis makes 2-pt shot from 17 ft,2,22-21,,
0:24.0,,,22-24,3,J. Cunningham makes 3-pt shot from 23 ft (assist by M. Dellavedova)
0:01.0,M. Ellis misses 2-pt shot from 19 ft,,22-24,,
0:00.0,Offensive rebound by Team,,22-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,22-24,,Personal foul by J. Jones (drawn by M. Turner)
11:45.0,,,22-24,,T. Mozgov enters the game for J. Jones
11:26.0,G. Robinson makes 2-pt shot at rim (assist by G. Hill),2,24-24,,
11:15.0,,,24-24,,J. Cunningham misses 3-pt shot from 25 ft
11:14.0,,,24-24,,Offensive rebound by T. Thompson
10:58.0,,,24-26,2,J. Cunningham makes 2-pt shot at rim (assist by L. James)
10:39.0,G. Robinson misses 2-pt shot from 2 ft,,24-26,,
10:39.0,,,24-26,,Defensive rebound by L. James
10:29.0,,,24-26,,T. Mozgov misses 2-pt shot from 2 ft (block by M. Turner)
10:28.0,Defensive rebound by G. Robinson,,24-26,,
10:15.0,M. Turner makes 2-pt shot from 12 ft,2,26-26,,
9:59.0,,,26-29,3,T. Mozgov makes 3-pt shot from 22 ft (assist by M. Dellavedova)
9:43.0,G. Hill makes 2-pt shot from 10 ft,2,28-29,,
9:27.0,Personal foul by G. Hill (drawn by T. Mozgov),,28-29,,
9:19.0,,,28-31,2,L. James makes 2-pt shot from 5 ft (assist by M. Dellavedova)
9:08.0,G. Hill misses 3-pt shot from 25 ft,,28-31,,
9:07.0,,,28-31,,Defensive rebound by T. Mozgov
8:55.0,,,28-31,,Shooting foul by L. Allen (drawn by T. Mozgov)
8:55.0,Official timeout,,28-31,,
8:55.0,P. George enters the game for C. Budinger,,28-31,,
8:55.0,,,28-31,,K. Love enters the game for T. Thompson
8:55.0,,,28-31,,T. Mozgov misses free throw 1 of 2
8:55.0,,,28-31,,Offensive rebound by Team
8:55.0,,,28-32,1,T. Mozgov makes free throw 2 of 2
8:43.0,Offensive foul by P. George,,28-32,,
8:43.0,Turnover by P. George (offensive foul),,28-32,,
8:30.0,,,28-32,,L. James misses 2-pt shot from 15 ft
8:28.0,,,28-32,,Offensive rebound by T. Mozgov
8:25.0,,,28-34,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
8:05.0,M. Turner makes 2-pt shot from 16 ft,2,30-34,,
7:48.0,,,30-34,,J. Cunningham misses 3-pt shot from 22 ft
7:47.0,,,30-34,,Offensive rebound by K. Love
7:45.0,,,30-34,,K. Love misses 2-pt shot from 4 ft
7:40.0,Defensive rebound by P. George,,30-34,,
7:33.0,P. George makes 2-pt shot from 13 ft,2,32-34,,
7:20.0,Personal foul by M. Turner (drawn by T. Mozgov),,32-34,,
7:20.0,J. Hill enters the game for M. Turner,,32-34,,
7:20.0,,,32-34,,M. Williams enters the game for M. Dellavedova
7:20.0,,,32-34,,R. Jefferson enters the game for J. Cunningham
7:12.0,,,32-34,,T. Mozgov misses 2-pt shot from 3 ft (block by L. Allen)
7:10.0,Defensive rebound by L. Allen,,32-34,,
6:59.0,Turnover by J. Hill (traveling),,32-34,,
6:46.0,,,32-34,,M. Williams misses 2-pt shot from 11 ft
6:45.0,Defensive rebound by P. George,,32-34,,
6:31.0,G. Hill makes 2-pt shot at rim (assist by L. Allen),2,34-34,,
6:19.0,Personal foul by L. Allen (drawn by T. Mozgov),,34-34,,
6:19.0,,,34-34,,T. Thompson enters the game for T. Mozgov
6:19.0,I. Mahinmi enters the game for L. Allen,,34-34,,
6:09.0,,,34-34,,Turnover by K. Love (bad pass)
5:56.0,P. George makes 2-pt shot from 8 ft (assist by I. Mahinmi),2,36-34,,
5:42.0,,,36-34,,L. James misses 2-pt shot from 5 ft
5:40.0,Defensive rebound by G. Robinson,,36-34,,
5:33.0,J. Hill misses 2-pt shot from 1 ft,,36-34,,
5:32.0,,,36-34,,Defensive rebound by K. Love
5:21.0,,,36-36,2,L. James makes 2-pt shot from 15 ft
4:56.0,P. George misses 3-pt shot from 26 ft,,36-36,,
4:53.0,Offensive rebound by J. Hill,,36-36,,
4:52.0,J. Hill misses 2-pt shot from 11 ft,,36-36,,
4:52.0,Offensive rebound by Team,,36-36,,
4:52.0,,,36-36,,Cleveland full timeout
4:52.0,M. Ellis enters the game for G. Robinson,,36-36,,
4:52.0,,,36-36,,M. Dellavedova enters the game for L. James
4:37.0,G. Hill misses 2-pt shot from 2 ft,,36-36,,
4:32.0,,,36-36,,Defensive rebound by K. Love
4:18.0,,,36-36,,K. Love misses 3-pt shot from 24 ft
4:17.0,Defensive rebound by G. Hill,,36-36,,
4:07.0,M. Ellis misses 3-pt shot from 26 ft,,36-36,,
4:06.0,,,36-36,,Defensive rebound by T. Thompson
3:58.0,,,36-36,,M. Williams misses 2-pt shot from 15 ft
3:58.0,Defensive rebound by J. Hill,,36-36,,
3:36.0,P. George makes 2-pt shot from 6 ft (assist by G. Hill),2,38-36,,
3:16.0,,,38-36,,Turnover by K. Love (bad pass; steal by J. Hill)
2:56.0,M. Ellis makes 2-pt shot from 3 ft (assist by G. Hill),2,40-36,,
2:41.0,,,40-39,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by M. Williams)
2:40.0,Indiana full timeout,,40-39,,
2:40.0,,,40-39,,L. James enters the game for R. Jefferson
2:20.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by P. George),2,42-39,,
1:56.0,,,42-41,2,T. Thompson makes 2-pt shot from 5 ft (assist by M. Dellavedova)
1:38.0,Turnover by P. George (bad pass; steal by T. Thompson),,42-41,,
1:37.0,Clear path foul by P. George,,42-41,,
1:37.0,,,42-42,1,L. James makes clear path free throw 1 of 2
1:37.0,,,42-43,1,L. James makes clear path free throw 2 of 2
1:17.0,,,42-45,2,L. James makes 2-pt shot from 19 ft
0:59.0,J. Hill misses 2-pt shot from 2 ft,,42-45,,
0:57.0,Offensive rebound by Team,,42-45,,
0:57.0,M. Turner enters the game for I. Mahinmi,,42-45,,
0:35.0,M. Ellis misses 2-pt shot from 17 ft,,42-45,,
0:33.0,,,42-45,,Defensive rebound by T. Thompson
0:25.0,,,42-45,,L. James misses 2-pt shot from 1 ft
0:22.0,,,42-45,,Offensive rebound by T. Thompson
0:22.0,,,42-47,2,T. Thompson makes 2-pt shot from 2 ft
0:02.0,G. Hill misses 3-pt shot from 25 ft,,42-47,,
0:01.0,,,42-47,,Defensive rebound by K. Love
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,M. Ellis makes 2-pt shot from 2 ft (assist by J. Hill),2,44-47,,
11:28.0,,,44-47,,Turnover by L. James (bad pass; steal by I. Mahinmi)
11:19.0,G. Hill misses 3-pt shot from 22 ft,,44-47,,
11:19.0,Offensive rebound by J. Hill,,44-47,,
11:19.0,J. Hill makes 2-pt shot from 6 ft,2,46-47,,
11:19.0,Shooting foul by K. Love (drawn by J. Hill),,46-47,,
11:19.0,J. Hill makes free throw 1 of 1,1,47-47,,
10:57.0,,,47-47,,M. Williams misses 2-pt shot from 15 ft
10:57.0,Defensive rebound by P. George,,47-47,,
10:51.0,P. George makes 2-pt shot from 11 ft,2,49-47,,
10:36.0,,,49-49,2,L. James makes 2-pt shot from 15 ft (assist by M. Williams)
10:19.0,J. Hill misses 2-pt shot from 5 ft,,49-49,,
10:18.0,,,49-49,,Defensive rebound by K. Love
10:11.0,,,49-49,,Turnover by M. Williams (bad pass; steal by I. Mahinmi)
10:01.0,Shooting foul by T. Mozgov (drawn by G. Hill),,49-49,,
10:01.0,G. Hill makes free throw 1 of 2,1,50-49,,
10:01.0,G. Hill makes free throw 2 of 2,1,51-49,,
9:47.0,,,51-49,,K. Love misses 2-pt shot at rim
9:47.0,Defensive rebound by G. Hill,,51-49,,
9:47.0,,,51-49,,Personal foul by M. Williams (drawn by G. Hill)
9:35.0,M. Ellis makes 2-pt shot from 14 ft,2,53-49,,
9:17.0,,,53-49,,M. Williams misses 2-pt shot from 8 ft
9:16.0,,,53-49,,Offensive rebound by K. Love
9:12.0,,,53-49,,K. Love misses 2-pt shot from 2 ft
9:10.0,,,53-49,,Offensive rebound by K. Love
9:10.0,,,53-51,2,K. Love makes 2-pt shot at rim
8:57.0,M. Ellis misses 2-pt shot from 15 ft,,53-51,,
8:57.0,Offensive rebound by J. Hill,,53-51,,
8:53.0,G. Hill misses 2-pt shot at rim (block by K. Love),,53-51,,
8:51.0,,,53-51,,Defensive rebound by T. Mozgov
8:46.0,,,53-53,2,K. Love makes 2-pt shot from 1 ft (assist by M. Williams)
8:31.0,,,53-53,,Personal foul by R. Jefferson (drawn by I. Mahinmi)
8:18.0,J. Hill misses 2-pt shot from 19 ft,,53-53,,
8:18.0,,,53-53,,Defensive rebound by M. Williams
8:12.0,,,53-53,,Shooting foul by J. Hill (drawn by L. James)
8:12.0,,,53-53,,L. James misses free throw 1 of 2
8:12.0,,,53-53,,Offensive rebound by Team
8:12.0,,,53-53,,L. James misses free throw 2 of 2
8:11.0,Defensive rebound by M. Ellis,,53-53,,
8:06.0,Shooting foul by K. Love (drawn by M. Ellis),,53-53,,
8:06.0,M. Ellis makes free throw 1 of 2,1,54-53,,
8:06.0,,,54-53,,M. Dellavedova enters the game for R. Jefferson
8:06.0,M. Ellis misses free throw 2 of 2,,54-53,,
8:05.0,,,54-53,,Defensive rebound by L. James
7:45.0,,,54-55,2,L. James makes 2-pt shot from 15 ft
7:34.0,J. Hill makes 2-pt shot from 19 ft (assist by P. George),2,56-55,,
7:15.0,,,56-55,,Shooting foul by I. Mahinmi (drawn by K. Love)
7:15.0,,,56-56,1,K. Love makes free throw 1 of 2
7:15.0,,,56-56,,R. Jefferson enters the game for L. James
7:15.0,,,56-57,1,K. Love makes free throw 2 of 2
7:01.0,M. Ellis makes 2-pt shot from 14 ft,2,58-57,,
6:42.0,,,58-59,2,M. Williams makes 2-pt shot from 12 ft
6:26.0,J. Hill misses 2-pt shot from 17 ft,,58-59,,
6:25.0,,,58-59,,Defensive rebound by Team
6:09.0,,,58-62,3,M. Williams makes 3-pt shot from 25 ft (assist by R. Jefferson)
5:44.0,P. George misses 3-pt shot from 24 ft,,58-62,,
5:44.0,,,58-62,,Defensive rebound by K. Love
5:33.0,,,58-62,,K. Love misses 2-pt shot from 1 ft
5:32.0,,,58-62,,Offensive rebound by R. Jefferson
5:22.0,,,58-62,,M. Williams misses 2-pt shot from 21 ft
5:21.0,Defensive rebound by I. Mahinmi,,58-62,,
5:13.0,P. George misses 2-pt shot from 17 ft,,58-62,,
5:13.0,,,58-62,,Defensive rebound by K. Love
5:04.0,,,58-64,2,M. Dellavedova makes 2-pt shot from 6 ft
5:04.0,Indiana full timeout,,58-64,,
5:04.0,,,58-64,,T. Thompson enters the game for T. Mozgov
4:48.0,,,58-64,,Personal foul by R. Jefferson (drawn by P. George)
4:48.0,P. George makes free throw 1 of 2,1,59-64,,
4:48.0,,,59-64,,L. James enters the game for R. Jefferson
4:48.0,C. Budinger enters the game for G. Hill,,59-64,,
4:48.0,M. Turner enters the game for I. Mahinmi,,59-64,,
4:48.0,P. George makes free throw 2 of 2,1,60-64,,
4:39.0,,,60-64,,Turnover by M. Williams (bad pass; steal by J. Hill)
4:33.0,Turnover by P. George (bad pass; steal by M. Dellavedova),,60-64,,
4:30.0,,,60-66,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
4:30.0,,,60-66,,Shooting foul by M. Turner (drawn by T. Thompson)
4:30.0,,,60-67,1,T. Thompson makes free throw 1 of 1
4:16.0,Turnover by P. George (bad pass; steal by T. Thompson),,60-67,,
4:12.0,,,60-67,,L. James misses 2-pt shot from 4 ft
4:11.0,,,60-67,,Offensive rebound by K. Love
4:11.0,,,60-69,2,K. Love makes 2-pt shot from 1 ft
3:48.0,P. George misses 2-pt shot from 15 ft,,60-69,,
3:46.0,,,60-69,,Defensive rebound by K. Love
3:38.0,,,60-69,,L. James misses 2-pt shot from 2 ft
3:36.0,Defensive rebound by M. Ellis,,60-69,,
3:30.0,J. Hill misses 2-pt shot from 13 ft,,60-69,,
3:29.0,,,60-69,,Defensive rebound by T. Thompson
3:25.0,Violation by C. Budinger (def goaltending),,60-69,,
3:25.0,,,60-71,2,L. James makes 2-pt shot from 1 ft (assist by T. Thompson)
3:05.0,M. Ellis makes 2-pt shot from 11 ft (assist by P. George),2,62-71,,
2:47.0,,,62-71,,Turnover by M. Dellavedova (lost ball)
2:47.0,,,62-71,,Cleveland full timeout
2:47.0,L. Allen enters the game for J. Hill,,62-71,,
2:47.0,,,62-71,,T. Mozgov enters the game for K. Love
2:47.0,,,62-71,,J. Cunningham enters the game for M. Williams
2:30.0,C. Budinger makes 3-pt shot from 24 ft (assist by M. Ellis),3,65-71,,
2:10.0,,,65-73,2,L. James makes 2-pt shot from 18 ft
1:53.0,Shooting foul by T. Thompson (drawn by P. George),,65-73,,
1:53.0,P. George makes free throw 1 of 2,1,66-73,,
1:53.0,P. George misses free throw 2 of 2,,66-73,,
1:52.0,,,66-73,,Defensive rebound by T. Thompson
1:41.0,Personal foul by M. Ellis (drawn by M. Dellavedova),,66-73,,
1:34.0,,,66-73,,L. James misses 2-pt shot from 18 ft
1:34.0,Defensive rebound by C. Budinger,,66-73,,
1:24.0,L. Allen misses 2-pt shot from 18 ft,,66-73,,
1:24.0,,,66-73,,Defensive rebound by M. Dellavedova
1:21.0,Shooting block foul by M. Ellis (drawn by T. Thompson),,66-73,,
1:21.0,,,66-73,,T. Thompson misses free throw 1 of 2
1:21.0,,,66-73,,Offensive rebound by Team
1:21.0,,,66-74,1,T. Thompson makes free throw 2 of 2
1:08.0,P. George makes 3-pt shot from 23 ft (assist by M. Ellis),3,69-74,,
0:50.0,,,69-74,,J. Cunningham misses 2-pt shot from 11 ft
0:44.0,Defensive rebound by L. Allen,,69-74,,
0:41.0,M. Ellis makes 2-pt shot from 19 ft,2,71-74,,
0:33.0,,,71-74,,L. James misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by L. Allen,,71-74,,
0:17.0,,,71-74,,Personal foul by T. Mozgov (drawn by P. George)
0:17.0,P. George makes free throw 1 of 2,1,72-74,,
0:17.0,P. George makes free throw 2 of 2,1,73-74,,
0:00.0,,,73-74,,T. Mozgov misses 3-pt shot from 22 ft
0:00.0,,,73-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,73-76,2,T. Thompson makes 2-pt shot from 7 ft (assist by K. Love)
11:19.0,G. Hill misses 2-pt shot from 12 ft,,73-76,,
11:19.0,,,73-76,,Defensive rebound by K. Love
11:08.0,,,73-79,3,M. Williams makes 3-pt shot from 22 ft (assist by M. Dellavedova)
10:48.0,G. Robinson misses 3-pt shot from 24 ft,,73-79,,
10:47.0,Offensive rebound by C. Budinger,,73-79,,
10:41.0,G. Hill makes 2-pt shot from 1 ft (assist by L. Allen),2,75-79,,
10:31.0,,,75-82,3,K. Love makes 3-pt shot from 26 ft (assist by M. Williams)
10:11.0,,,75-82,,Personal block foul by M. Dellavedova (drawn by G. Robinson)
10:06.0,M. Turner misses 2-pt shot from 15 ft,,75-82,,
10:04.0,,,75-82,,Defensive rebound by K. Love
9:51.0,,,75-82,,R. Jefferson misses 3-pt shot from 23 ft
9:50.0,Defensive rebound by G. Hill,,75-82,,
9:45.0,Turnover by G. Robinson (bad pass; steal by R. Jefferson),,75-82,,
9:38.0,,,75-82,,T. Thompson misses 2-pt shot at rim
9:36.0,Defensive rebound by G. Hill,,75-82,,
9:31.0,C. Budinger makes 2-pt shot from 1 ft (assist by G. Hill),2,77-82,,
9:12.0,,,77-82,,R. Jefferson misses 2-pt shot from 5 ft
9:11.0,Defensive rebound by M. Turner,,77-82,,
9:11.0,,,77-82,,Loose ball foul by T. Thompson (drawn by M. Turner)
8:59.0,L. Allen misses 2-pt shot from 19 ft,,77-82,,
8:58.0,,,77-82,,Defensive rebound by M. Williams
8:54.0,,,77-84,2,K. Love makes 2-pt shot at rim (assist by M. Williams)
8:53.0,Indiana full timeout,,77-84,,
8:53.0,P. George enters the game for M. Turner,,77-84,,
8:53.0,J. Hill enters the game for G. Robinson,,77-84,,
8:42.0,,,77-84,,Personal foul by M. Dellavedova (drawn by G. Hill)
8:41.0,Turnover by C. Budinger (bad pass; steal by R. Jefferson),,77-84,,
8:36.0,,,77-86,2,R. Jefferson makes 2-pt shot at rim
8:20.0,P. George makes 2-pt shot from 1 ft,2,79-86,,
8:06.0,,,79-86,,K. Love misses 3-pt shot from 25 ft
8:05.0,Defensive rebound by P. George,,79-86,,
7:55.0,C. Budinger misses 2-pt shot from 2 ft,,79-86,,
7:54.0,Offensive rebound by J. Hill,,79-86,,
7:53.0,,,79-86,,Personal foul by M. Williams (drawn by J. Hill)
7:40.0,G. Hill makes 2-pt shot from 6 ft (assist by J. Hill),2,81-86,,
7:22.0,,,81-86,,R. Jefferson misses 2-pt shot from 3 ft
7:21.0,Defensive rebound by Team,,81-86,,
7:04.0,G. Hill makes 2-pt shot from 16 ft (assist by P. George),2,83-86,,
6:42.0,,,83-88,2,K. Love makes 2-pt shot from 1 ft (assist by M. Williams)
6:23.0,P. George makes 2-pt shot from 16 ft,2,85-88,,
5:55.0,,,85-88,,R. Jefferson misses 3-pt shot from 22 ft
5:53.0,Defensive rebound by P. George,,85-88,,
5:35.0,J. Hill makes 2-pt shot from 1 ft (assist by L. Allen),2,87-88,,
5:35.0,,,87-88,,Cleveland full timeout
5:35.0,,,87-88,,L. James enters the game for M. Dellavedova
5:35.0,M. Ellis enters the game for C. Budinger,,87-88,,
5:26.0,,,87-88,,Turnover by R. Jefferson (bad pass; steal by M. Ellis)
5:19.0,G. Hill misses 3-pt shot from 23 ft,,87-88,,
5:18.0,Offensive rebound by L. Allen,,87-88,,
5:18.0,L. Allen misses 2-pt shot from 2 ft (block by K. Love),,87-88,,
5:17.0,,,87-88,,Defensive rebound by M. Williams
4:55.0,,,87-88,,M. Williams misses 2-pt shot from 12 ft
4:55.0,Defensive rebound by P. George,,87-88,,
4:37.0,P. George misses 2-pt shot from 17 ft,,87-88,,
4:36.0,,,87-88,,Defensive rebound by K. Love
4:21.0,,,87-88,,L. James misses 2-pt shot from 5 ft (block by L. Allen)
4:19.0,Defensive rebound by L. Allen,,87-88,,
4:12.0,M. Ellis makes 3-pt shot from 24 ft,3,90-88,,
3:47.0,,,90-88,,Shooting foul by P. George (drawn by L. James)
3:47.0,,,90-89,1,L. James makes free throw 1 of 2
3:47.0,,,90-89,,M. Dellavedova enters the game for R. Jefferson
3:47.0,,,90-90,1,L. James makes free throw 2 of 2
3:35.0,P. George misses 2-pt shot from 12 ft (block by K. Love),,90-90,,
3:34.0,,,90-90,,Defensive rebound by K. Love
3:17.0,,,90-92,2,T. Thompson makes 2-pt shot from 1 ft
2:56.0,L. Allen misses 2-pt shot from 19 ft,,90-92,,
2:55.0,Offensive rebound by J. Hill,,90-92,,
2:53.0,J. Hill misses 2-pt shot from 1 ft,,90-92,,
2:50.0,,,90-92,,Defensive rebound by M. Dellavedova
2:44.0,,,90-92,,Shooting foul by L. Allen (drawn by L. James)
2:44.0,Official timeout,,90-92,,
2:44.0,,,90-93,1,L. James makes free throw 1 of 2
2:44.0,,,90-93,,L. James misses free throw 2 of 2
2:42.0,,,90-93,,Offensive rebound by T. Thompson
2:19.0,,,90-93,,L. James misses 3-pt shot from 24 ft
2:18.0,Defensive rebound by L. Allen,,90-93,,
1:59.0,M. Ellis misses 2-pt shot from 10 ft,,90-93,,
1:57.0,,,90-93,,Defensive rebound by L. James
1:37.0,,,90-93,,Shooting foul by J. Hill (drawn by L. James)
1:37.0,,,90-94,1,L. James makes free throw 1 of 2
1:37.0,,,90-95,1,L. James makes free throw 2 of 2
1:11.0,J. Hill misses 2-pt shot from 1 ft,,90-95,,
1:09.0,,,90-95,,Defensive rebound by K. Love
0:47.0,,,90-95,,L. James misses 2-pt shot from 12 ft
0:46.0,Defensive rebound by M. Ellis,,90-95,,
0:44.0,Shooting foul by M. Dellavedova (drawn by M. Ellis),,90-95,,
0:44.0,M. Ellis makes free throw 1 of 2,1,91-95,,
