time,Detroit,pts.away,score,pts.home,Orlando
2:43.0,R. Jackson makes 2-pt shot from 1 ft,2,101-96,,
2:41.0,,,101-96,,Orlando full timeout
2:41.0,Official timeout,,101-96,,
2:32.0,,,101-98,2,V. Oladipo makes 2-pt shot from 20 ft (assist by N. Vucevic)
2:18.0,R. Jackson misses 2-pt shot from 17 ft,,101-98,,
2:18.0,Offensive rebound by Team,,101-98,,
2:18.0,,,101-98,,Loose ball foul by E. Fournier
2:18.0,A. Drummond misses free throw 1 of 2,,101-98,,
2:18.0,Offensive rebound by Team,,101-98,,
2:18.0,A. Drummond misses free throw 2 of 2,,101-98,,
2:16.0,,,101-98,,Defensive rebound by A. Gordon
2:02.0,,,101-98,,A. Gordon misses 3-pt shot from 26 ft
2:02.0,Defensive rebound by A. Drummond,,101-98,,
1:38.0,R. Jackson misses 2-pt shot from 1 ft,,101-98,,
1:37.0,Offensive rebound by Team,,101-98,,
1:37.0,A. Baynes enters the game for A. Drummond,,101-98,,
1:08.0,R. Jackson misses 2-pt shot from 4 ft,,101-98,,
1:08.0,,,101-98,,Defensive rebound by N. Vucevic
1:01.0,,,101-98,,E. Payton misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by A. Baynes,,101-98,,
0:42.0,R. Jackson misses 2-pt shot from 4 ft (block by N. Vucevic),,101-98,,
0:42.0,,,101-98,,Defensive rebound by Team
0:29.0,,,101-98,,Shooting foul by R. Bullock (drawn by N. Vucevic)
0:29.0,,,101-99,1,N. Vucevic makes free throw 1 of 2
0:29.0,,,101-99,,N. Vucevic misses free throw 2 of 2
0:29.0,Defensive rebound by R. Bullock,,101-99,,
0:25.0,,,101-99,,Personal take foul by E. Payton
0:25.0,R. Jackson makes free throw 1 of 2,1,102-99,,
0:25.0,R. Jackson makes free throw 2 of 2,1,103-99,,
0:25.0,,,103-99,,Orlando full timeout
0:25.0,,,103-99,,M. Hezonja enters the game for E. Payton
0:18.0,,,103-101,2,E. Fournier makes 2-pt shot from 2 ft (assist by N. Vucevic)
0:18.0,,,103-101,,Shooting foul by A. Baynes (drawn by E. Fournier)
0:18.0,,,103-101,,E. Payton enters the game for M. Hezonja
0:18.0,,,103-102,1,E. Fournier makes free throw 1 of 1
0:14.0,,,103-102,,Personal take foul by V. Oladipo
0:14.0,R. Jackson makes free throw 1 of 2,1,104-102,,
0:14.0,R. Jackson makes free throw 2 of 2,1,105-102,,
0:08.0,,,105-102,,E. Fournier misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by K. Caldwell-Pope,,105-102,,
0:05.0,,,105-102,,Personal take foul by N. Vucevic
0:05.0,K. Caldwell-Pope misses free throw 1 of 2,,105-102,,
0:05.0,Offensive rebound by Team,,105-102,,
0:05.0,K. Caldwell-Pope makes free throw 2 of 2,1,106-102,,
0:05.0,,,106-102,,Orlando full timeout
0:05.0,M. Morris enters the game for A. Baynes,,106-102,,
0:01.0,,,106-104,2,E. Fournier makes 2-pt shot at rim (assist by E. Payton)
0:01.0,,,106-104,,Personal take foul by E. Fournier
0:01.0,M. Morris makes free throw 1 of 2,1,107-104,,
0:01.0,,,107-104,,M. Hezonja enters the game for E. Payton
0:01.0,M. Morris makes free throw 2 of 2,1,108-104,,
0:00.0,,,108-104,,A. Gordon misses 3-pt shot from 66 ft
0:00.0,,,108-104,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
