time,Cleveland,pts.away,score,pts.home,Golden State
6:58.0,,,8-12,,Loose ball foul by A. Bogut
6:54.0,J. Smith makes 2-pt shot from 2 ft,2,10-12,,
6:54.0,Shooting foul by A. Bogut (drawn by J. Smith),,10-12,,
6:54.0,,,10-12,,F. Ezeli enters the game for A. Bogut
6:54.0,J. Smith makes free throw 1 of 1,1,11-12,,
6:35.0,,,11-15,3,S. Curry makes 3-pt shot from 27 ft (assist by A. Iguodala)
6:21.0,J. Smith misses 2-pt shot from 3 ft (block by F. Ezeli),,11-15,,
6:20.0,,,11-15,,Defensive rebound by A. Iguodala
6:18.0,,,11-15,,Shooting foul by K. Irving (drawn by A. Iguodala)
6:18.0,,,11-16,1,A. Iguodala makes free throw 1 of 2
6:18.0,,,11-17,1,A. Iguodala makes free throw 2 of 2
6:06.0,K. Irving makes 2-pt shot from 16 ft,2,13-17,,
5:51.0,,,13-17,,H. Barnes misses 2-pt shot from 16 ft
5:50.0,,,13-17,,Offensive rebound by F. Ezeli
5:48.0,,,13-17,,F. Ezeli misses 2-pt shot from 1 ft
5:46.0,,,13-17,,Offensive rebound by A. Iguodala
5:45.0,,,13-19,2,A. Iguodala makes 2-pt shot at rim
5:33.0,K. Irving misses 2-pt shot from 3 ft,,13-19,,
5:33.0,Offensive rebound by T. Thompson,,13-19,,
5:33.0,Shooting foul by F. Ezeli (drawn by T. Thompson),,13-19,,
5:33.0,,,13-19,,J. McAdoo enters the game for H. Barnes
5:33.0,T. Thompson misses free throw 1 of 2,,13-19,,
5:33.0,Offensive rebound by Team,,13-19,,
5:33.0,T. Thompson misses free throw 2 of 2,,13-19,,
5:33.0,,,13-19,,Defensive rebound by J. McAdoo
5:23.0,,,13-19,,Turnover by A. Iguodala (lost ball; steal by L. James)
5:15.0,J. Smith makes 2-pt shot from 6 ft (assist by K. Irving),2,15-19,,
5:04.0,,,15-19,,A. Iguodala misses 3-pt shot from 26 ft
5:02.0,Defensive rebound by Team,,15-19,,
5:02.0,,,15-19,,Loose ball foul by J. McAdoo
5:02.0,L. James makes free throw 1 of 2,1,16-19,,
5:02.0,L. James misses free throw 2 of 2,,16-19,,
5:01.0,,,16-19,,Defensive rebound by F. Ezeli
4:52.0,,,16-22,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
4:35.0,J. Smith makes 3-pt shot from 24 ft (assist by K. Irving),3,19-22,,
4:18.0,,,19-22,,A. Iguodala misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by T. Thompson,,19-22,,
4:07.0,L. James makes 3-pt shot from 25 ft,3,22-22,,
3:44.0,,,22-22,,A. Iguodala misses 2-pt shot from 14 ft
3:44.0,,,22-22,,Offensive rebound by Team
3:44.0,Loose ball foul by K. Love,,22-22,,
3:44.0,,,22-22,,L. Barbosa enters the game for K. Thompson
3:34.0,,,22-25,3,L. Barbosa makes 3-pt shot from 23 ft (assist by A. Iguodala)
3:17.0,Turnover by K. Love (lost ball),,22-25,,
3:17.0,R. Jefferson enters the game for K. Love,,22-25,,
3:17.0,,,22-25,,S. Livingston enters the game for A. Iguodala
3:12.0,,,22-25,,Golden State full timeout
3:12.0,,,22-25,,H. Barnes enters the game for F. Ezeli
2:58.0,,,22-25,,H. Barnes misses 2-pt shot from 7 ft
2:58.0,Defensive rebound by L. James,,22-25,,
2:50.0,L. James makes 2-pt shot from 1 ft,2,24-25,,
2:36.0,,,24-25,,Turnover by L. Barbosa (lost ball; steal by J. Smith)
2:36.0,,,24-25,,Personal foul by J. McAdoo
2:36.0,J. Smith makes free throw 1 of 2,1,25-25,,
2:36.0,,,25-25,,A. Varejao enters the game for J. McAdoo
2:36.0,M. Dellavedova enters the game for K. Irving,,25-25,,
2:36.0,J. Smith makes free throw 2 of 2,1,26-25,,
2:21.0,,,26-27,2,S. Curry makes 2-pt shot from 6 ft (assist by S. Livingston)
2:06.0,Turnover by M. Dellavedova (lost ball; steal by S. Livingston),,26-27,,
2:03.0,,,26-27,,Turnover by S. Livingston (lost ball; steal by R. Jefferson)
1:58.0,Turnover by R. Jefferson (traveling),,26-27,,
1:54.0,Personal foul by M. Dellavedova,,26-27,,
1:50.0,,,26-27,,A. Iguodala enters the game for L. Barbosa
1:44.0,,,26-27,,Golden State full timeout
1:38.0,,,26-27,,Shooting foul by M. Dellavedova (drawn by S. Curry)
1:38.0,,,26-28,1,S. Curry makes free throw 1 of 2
1:38.0,,,26-29,1,S. Curry makes free throw 2 of 2
1:18.0,M. Dellavedova misses 3-pt shot from 23 ft,,26-29,,
1:18.0,Offensive rebound by L. James,,26-29,,
1:13.0,R. Jefferson misses 3-pt shot from 26 ft,,26-29,,
1:13.0,Offensive rebound by L. James,,26-29,,
1:09.0,Turnover by M. Dellavedova (lost ball; steal by A. Iguodala),,26-29,,
1:01.0,,,26-29,,S. Curry misses 3-pt shot from 25 ft
1:00.0,,,26-29,,Offensive rebound by Team
1:00.0,Loose ball foul by M. Dellavedova,,26-29,,
1:00.0,,,26-29,,A. Varejao misses free throw 1 of 2
1:00.0,,,26-29,,Offensive rebound by Team
1:00.0,K. Irving enters the game for M. Dellavedova,,26-29,,
1:00.0,I. Shumpert enters the game for J. Smith,,26-29,,
1:00.0,,,26-29,,K. Thompson enters the game for S. Curry
1:00.0,,,26-29,,A. Varejao misses free throw 2 of 2
1:00.0,Defensive rebound by T. Thompson,,26-29,,
0:49.0,Shooting foul by S. Livingston (drawn by L. James),,26-29,,
0:49.0,L. James misses free throw 1 of 2,,26-29,,
0:49.0,Offensive rebound by Team,,26-29,,
0:49.0,,,26-29,,M. Speights enters the game for A. Varejao
0:49.0,L. James makes free throw 2 of 2,1,27-29,,
0:38.0,,,27-29,,M. Speights misses 2-pt shot from 18 ft
0:37.0,Defensive rebound by R. Jefferson,,27-29,,
0:30.0,L. James misses 2-pt shot from 16 ft,,27-29,,
0:29.0,,,27-29,,Defensive rebound by A. Iguodala
0:10.0,,,27-31,2,S. Livingston makes 2-pt shot from 17 ft
0:10.0,,,27-31,,Shooting foul by L. James (drawn by S. Livingston)
0:10.0,,,27-31,,F. Ezeli enters the game for M. Speights
0:10.0,,,27-31,,J. McAdoo enters the game for H. Barnes
0:10.0,K. Love enters the game for T. Thompson,,27-31,,
0:10.0,,,27-32,1,S. Livingston makes free throw 1 of 1
0:09.0,Cleveland full timeout,,27-32,,
0:03.0,L. James makes 2-pt shot from 21 ft,2,29-32,,
0:01.0,,,29-32,,S. Livingston misses 3-pt shot from 57 ft
0:00.0,,,29-32,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,R. Jefferson makes 2-pt shot at rim (assist by J. Smith),2,31-32,,
11:33.0,,,31-32,,Offensive foul by M. Speights
11:33.0,,,31-32,,Turnover by M. Speights (offensive foul)
11:33.0,,,31-32,,L. Barbosa enters the game for A. Iguodala
11:17.0,R. Jefferson makes 2-pt shot from 2 ft,2,33-32,,
10:56.0,,,33-32,,L. Barbosa misses 3-pt shot from 24 ft
10:55.0,Defensive rebound by K. Irving,,33-32,,
10:48.0,K. Irving makes 3-pt shot from 28 ft,3,36-32,,
10:46.0,,,36-32,,Golden State full timeout
10:46.0,,,36-32,,S. Curry enters the game for L. Barbosa
10:34.0,Personal foul by R. Jefferson,,36-32,,
10:29.0,,,36-34,2,K. Thompson makes 2-pt shot from 15 ft (assist by S. Curry)
10:27.0,,,36-34,,Violation by Team (jump ball)
10:13.0,K. Irving makes 2-pt shot from 20 ft,2,38-34,,
10:03.0,,,38-34,,Turnover by S. Livingston (lost ball; steal by K. Irving)
9:56.0,J. Smith misses 3-pt shot from 24 ft,,38-34,,
9:56.0,,,38-34,,Defensive rebound by K. Thompson
9:50.0,Violation by K. Love (kicked ball),,38-34,,
9:48.0,,,38-34,,Shooting foul by K. Love (drawn by K. Thompson)
9:48.0,,,38-35,1,K. Thompson makes free throw 1 of 2
9:48.0,L. James enters the game for K. Love,,38-35,,
9:48.0,,,38-35,,A. Iguodala enters the game for M. Speights
9:48.0,,,38-36,1,K. Thompson makes free throw 2 of 2
9:35.0,Turnover by K. Irving (lost ball; steal by H. Barnes),,38-36,,
9:31.0,,,38-36,,S. Curry misses 2-pt shot from 4 ft (block by L. James)
9:31.0,,,38-36,,Offensive rebound by Team
9:24.0,,,38-38,2,S. Livingston makes 2-pt shot at rim
9:15.0,K. Irving makes 2-pt shot from 19 ft,2,40-38,,
9:02.0,,,40-38,,H. Barnes misses 2-pt shot from 5 ft (block by K. Irving)
9:02.0,,,40-38,,Offensive rebound by Team
9:02.0,T. Thompson enters the game for R. Jefferson,,40-38,,
8:56.0,,,40-38,,S. Curry misses 3-pt shot from 29 ft
8:55.0,Defensive rebound by L. James,,40-38,,
8:46.0,J. Smith misses 2-pt shot from 9 ft (block by S. Curry),,40-38,,
8:45.0,Offensive rebound by J. Smith,,40-38,,
8:44.0,J. Smith misses 2-pt shot from 3 ft,,40-38,,
8:43.0,Offensive rebound by T. Thompson,,40-38,,
8:42.0,T. Thompson misses 2-pt shot from 4 ft (block by S. Curry),,40-38,,
8:41.0,,,40-38,,Defensive rebound by S. Curry
8:41.0,Personal foul by T. Thompson,,40-38,,
8:41.0,,,40-38,,F. Ezeli enters the game for S. Livingston
8:22.0,,,40-41,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
8:12.0,L. James misses 3-pt shot from 25 ft,,40-41,,
8:11.0,,,40-41,,Defensive rebound by S. Curry
8:02.0,,,40-41,,F. Ezeli misses 2-pt shot from 3 ft (block by T. Thompson)
8:01.0,Defensive rebound by L. James,,40-41,,
7:55.0,L. James misses 2-pt shot from 3 ft,,40-41,,
7:55.0,Offensive rebound by L. James,,40-41,,
7:55.0,,,40-41,,Personal foul by F. Ezeli
7:35.0,K. Irving makes 2-pt shot from 19 ft,2,42-41,,
7:14.0,,,42-44,3,K. Thompson makes 3-pt shot from 27 ft (assist by A. Iguodala)
7:01.0,K. Irving misses 3-pt shot from 26 ft,,42-44,,
7:01.0,Offensive rebound by T. Thompson,,42-44,,
6:51.0,L. James makes 2-pt shot from 1 ft,2,44-44,,
6:38.0,,,44-44,,Shooting foul by K. Irving (drawn by K. Thompson)
6:38.0,,,44-45,1,K. Thompson makes free throw 1 of 2
6:38.0,K. Love enters the game for K. Irving,,44-45,,
6:38.0,,,44-46,1,K. Thompson makes free throw 2 of 2
6:20.0,I. Shumpert misses 3-pt shot from 25 ft,,44-46,,
6:19.0,Offensive rebound by L. James,,44-46,,
6:14.0,L. James makes 2-pt shot from 7 ft,2,46-46,,
6:07.0,,,46-46,,Turnover by S. Curry (lost ball; steal by L. James)
5:57.0,L. James misses 2-pt shot from 20 ft,,46-46,,
5:56.0,,,46-46,,Defensive rebound by H. Barnes
5:47.0,,,46-49,3,K. Thompson makes 3-pt shot from 31 ft
5:27.0,I. Shumpert makes 2-pt shot from 2 ft,2,48-49,,
5:09.0,,,48-49,,Turnover by S. Curry (lost ball)
5:09.0,Official timeout,,48-49,,
5:09.0,,,48-49,,A. Varejao enters the game for F. Ezeli
4:52.0,L. James makes 2-pt shot from 17 ft,2,50-49,,
4:32.0,Personal foul by J. Smith,,50-49,,
4:32.0,K. Irving enters the game for J. Smith,,50-49,,
4:32.0,,,50-49,,A. Varejao misses free throw 1 of 2
4:32.0,,,50-49,,Offensive rebound by Team
4:32.0,,,50-50,1,A. Varejao makes free throw 2 of 2
4:21.0,L. James misses 2-pt shot from 4 ft,,50-50,,
4:21.0,Offensive rebound by Team,,50-50,,
4:21.0,,,50-50,,A. Bogut enters the game for A. Varejao
4:20.0,Turnover by I. Shumpert (back court),,50-50,,
4:13.0,,,50-50,,Offensive foul by A. Bogut
4:13.0,,,50-50,,Turnover by A. Bogut (offensive foul)
3:58.0,K. Love makes 2-pt shot from 20 ft (assist by K. Irving),2,52-50,,
3:50.0,,,52-50,,Turnover by S. Curry (lost ball; steal by K. Irving)
3:45.0,K. Irving makes 2-pt shot from 1 ft,2,54-50,,
3:45.0,,,54-50,,Golden State full timeout
3:45.0,,,54-50,,M. Speights enters the game for A. Bogut
3:28.0,,,54-52,2,A. Iguodala makes 2-pt shot at rim (assist by M. Speights)
3:10.0,K. Love misses 3-pt shot from 23 ft,,54-52,,
3:09.0,,,54-52,,Defensive rebound by K. Thompson
2:55.0,,,54-52,,M. Speights misses 2-pt shot from 2 ft
2:54.0,,,54-52,,Offensive rebound by M. Speights
2:53.0,,,54-52,,M. Speights misses 2-pt shot at rim
2:52.0,,,54-52,,Offensive rebound by A. Iguodala
2:50.0,,,54-55,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
2:24.0,L. James makes 2-pt shot from 21 ft,2,56-55,,
2:03.0,,,56-58,3,H. Barnes makes 3-pt shot from 23 ft (assist by M. Speights)
1:46.0,L. James makes 2-pt shot from 2 ft,2,58-58,,
1:32.0,,,58-61,3,S. Curry makes 3-pt shot from 26 ft
1:17.0,L. James makes 2-pt shot at rim,2,60-61,,
1:17.0,Shooting foul by M. Speights (drawn by L. James),,60-61,,
1:17.0,R. Jefferson enters the game for K. Irving,,60-61,,
1:17.0,L. James makes free throw 1 of 1,1,61-61,,
1:00.0,,,61-61,,Turnover by K. Thompson (lost ball; steal by I. Shumpert)
0:41.0,Turnover by K. Love (lost ball; steal by M. Speights),,61-61,,
0:17.0,,,61-61,,H. Barnes misses 2-pt shot from 13 ft
0:16.0,Defensive rebound by L. James,,61-61,,
0:09.0,K. Irving enters the game for T. Thompson,,61-61,,
0:09.0,,,61-61,,J. McAdoo enters the game for S. Curry
0:09.0,,,61-61,,L. Barbosa enters the game for M. Speights
0:09.0,J. Smith enters the game for I. Shumpert,,61-61,,
0:01.0,L. James misses 3-pt shot from 25 ft,,61-61,,
0:00.0,Offensive rebound by Team,,61-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,61-61,,Personal foul by S. Curry
11:42.0,K. Irving makes 2-pt shot from 1 ft,2,63-61,,
11:42.0,Shooting foul by A. Bogut (drawn by K. Irving),,63-61,,
11:42.0,K. Irving makes free throw 1 of 1,1,64-61,,
11:29.0,,,64-64,3,S. Curry makes 3-pt shot from 27 ft (assist by A. Iguodala)
11:04.0,L. James makes 3-pt shot from 26 ft (assist by K. Irving),3,67-64,,
10:53.0,Personal foul by K. Irving,,67-64,,
10:50.0,,,67-64,,S. Curry misses 2-pt shot from 2 ft
10:49.0,Defensive rebound by T. Thompson,,67-64,,
10:29.0,J. Smith misses 2-pt shot from 3 ft (block by A. Bogut),,67-64,,
10:27.0,,,67-64,,Defensive rebound by H. Barnes
10:19.0,,,67-64,,H. Barnes misses 2-pt shot from 5 ft
10:19.0,Defensive rebound by T. Thompson,,67-64,,
10:10.0,K. Love misses 3-pt shot from 27 ft,,67-64,,
10:09.0,,,67-64,,Defensive rebound by S. Curry
10:07.0,,,67-64,,Golden State full timeout
10:07.0,,,67-64,,S. Livingston enters the game for A. Bogut
9:51.0,,,67-64,,Shooting foul by J. Smith (drawn by K. Thompson)
9:51.0,,,67-65,1,K. Thompson makes free throw 1 of 2
9:51.0,,,67-66,1,K. Thompson makes free throw 2 of 2
9:31.0,K. Irving makes 2-pt shot from 9 ft,2,69-66,,
9:17.0,,,69-66,,A. Iguodala misses 2-pt shot from 2 ft (block by K. Love)
9:16.0,,,69-66,,Offensive rebound by A. Iguodala
9:13.0,,,69-66,,H. Barnes misses 3-pt shot from 28 ft
9:11.0,,,69-66,,Offensive rebound by A. Iguodala
9:04.0,,,69-66,,K. Thompson misses 3-pt shot from 27 ft
9:03.0,Defensive rebound by L. James,,69-66,,
8:57.0,L. James misses 2-pt shot from 19 ft,,69-66,,
8:56.0,,,69-66,,Defensive rebound by A. Iguodala
8:50.0,,,69-66,,A. Iguodala misses 2-pt shot from 2 ft (block by L. James)
8:49.0,,,69-66,,Offensive rebound by S. Livingston
8:46.0,,,69-66,,S. Curry misses 3-pt shot from 26 ft
8:42.0,Defensive rebound by K. Love,,69-66,,
8:33.0,K. Irving misses 2-pt shot from 20 ft,,69-66,,
8:32.0,,,69-66,,Defensive rebound by K. Thompson
8:23.0,,,69-66,,Shooting foul by K. Love (drawn by H. Barnes)
8:23.0,,,69-66,,H. Barnes misses free throw 1 of 2
8:23.0,,,69-66,,Offensive rebound by Team
8:23.0,,,69-66,,H. Barnes misses free throw 2 of 2
8:22.0,Defensive rebound by J. Smith,,69-66,,
8:07.0,L. James makes 2-pt shot at rim (assist by K. Love),2,71-66,,
7:52.0,,,71-66,,S. Curry misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by L. James,,71-66,,
7:45.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,74-66,,
7:30.0,,,74-68,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Livingston)
7:07.0,J. Smith misses 2-pt shot from 3 ft,,74-68,,
7:06.0,,,74-68,,Defensive rebound by S. Curry
7:01.0,,,74-68,,S. Livingston misses 2-pt shot at rim
7:00.0,Defensive rebound by T. Thompson,,74-68,,
6:51.0,Turnover by K. Irving (lost ball),,74-68,,
6:51.0,,,74-68,,J. McAdoo enters the game for H. Barnes
6:44.0,,,74-68,,Shooting foul by J. Smith (drawn by K. Thompson)
6:44.0,,,74-69,1,K. Thompson makes free throw 1 of 3
6:44.0,,,74-70,1,K. Thompson makes free throw 2 of 3
6:44.0,,,74-71,1,K. Thompson makes free throw 3 of 3
6:29.0,Shooting foul by J. McAdoo (drawn by T. Thompson),,74-71,,
6:29.0,T. Thompson makes free throw 1 of 2,1,75-71,,
6:29.0,T. Thompson misses free throw 2 of 2,,75-71,,
6:29.0,,,75-71,,Defensive rebound by S. Livingston
6:18.0,,,75-71,,K. Thompson misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by T. Thompson,,75-71,,
6:11.0,L. James makes 2-pt shot from 2 ft,2,77-71,,
5:51.0,,,77-73,2,S. Livingston makes 2-pt shot from 15 ft (assist by K. Thompson)
5:42.0,K. Irving makes 3-pt shot from 28 ft (assist by L. James),3,80-73,,
5:28.0,,,80-73,,Shooting foul by K. Love (drawn by S. Curry)
5:28.0,R. Jefferson enters the game for K. Love,,80-73,,
5:28.0,,,80-74,1,S. Curry makes free throw 1 of 2
5:28.0,I. Shumpert enters the game for J. Smith,,80-74,,
5:28.0,,,80-75,1,S. Curry makes free throw 2 of 2
5:05.0,T. Thompson makes 2-pt shot from 2 ft (assist by L. James),2,82-75,,
4:50.0,,,82-75,,Turnover by S. Curry (lost ball; steal by R. Jefferson)
4:46.0,Shooting foul by K. Thompson (drawn by L. James),,82-75,,
4:46.0,L. James makes free throw 1 of 2,1,83-75,,
4:46.0,,,83-75,,F. Ezeli enters the game for J. McAdoo
4:46.0,,,83-75,,L. Barbosa enters the game for S. Curry
4:46.0,L. James misses free throw 2 of 2,,83-75,,
4:44.0,,,83-75,,Defensive rebound by S. Livingston
4:25.0,,,83-75,,A. Iguodala misses 2-pt shot from 3 ft (block by I. Shumpert)
4:22.0,Defensive rebound by T. Thompson,,83-75,,
4:15.0,R. Jefferson makes 2-pt shot from 1 ft (assist by L. James),2,85-75,,
3:53.0,,,85-75,,K. Thompson misses 2-pt shot from 7 ft
3:53.0,,,85-75,,Offensive rebound by F. Ezeli
3:53.0,,,85-77,2,F. Ezeli makes 2-pt shot at rim
3:51.0,Cleveland full timeout,,85-77,,
3:48.0,,,85-77,,Personal take foul by L. Barbosa
3:48.0,T. Thompson makes free throw 1 of 2,1,86-77,,
3:48.0,T. Thompson misses free throw 2 of 2,,86-77,,
3:46.0,,,86-77,,Defensive rebound by S. Livingston
3:28.0,,,86-80,3,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Livingston)
3:04.0,L. James makes 3-pt shot from 25 ft,3,89-80,,
2:45.0,,,89-82,2,K. Thompson makes 2-pt shot from 5 ft
2:39.0,,,89-82,,Personal take foul by L. Barbosa
2:39.0,T. Thompson misses free throw 1 of 2,,89-82,,
2:39.0,Offensive rebound by Team,,89-82,,
2:39.0,,,89-82,,M. Speights enters the game for F. Ezeli
2:39.0,T. Thompson misses free throw 2 of 2,,89-82,,
2:37.0,,,89-82,,Defensive rebound by M. Speights
2:31.0,,,89-82,,S. Livingston misses 2-pt shot from 18 ft
2:31.0,Defensive rebound by L. James,,89-82,,
2:28.0,,,89-82,,Personal take foul by L. Barbosa
2:28.0,T. Thompson makes free throw 1 of 2,1,90-82,,
2:28.0,T. Thompson makes free throw 2 of 2,1,91-82,,
2:06.0,,,91-82,,K. Thompson misses 3-pt shot from 33 ft
2:06.0,Defensive rebound by Team,,91-82,,
1:48.0,R. Jefferson makes 2-pt shot from 2 ft (assist by L. James),2,93-82,,
1:37.0,,,93-82,,Turnover by L. Barbosa (lost ball; steal by L. James)
1:31.0,Turnover by R. Jefferson (lost ball),,93-82,,
1:31.0,M. Williams enters the game for K. Irving,,93-82,,
1:31.0,,,93-82,,S. Curry enters the game for L. Barbosa
1:31.0,,,93-82,,H. Barnes enters the game for A. Iguodala
1:12.0,,,93-82,,Turnover by S. Livingston (lost ball; steal by R. Jefferson)
1:08.0,Turnover by R. Jefferson (traveling),,93-82,,
0:50.0,,,93-82,,M. Speights misses 3-pt shot from 25 ft
0:49.0,,,93-82,,Offensive rebound by H. Barnes
0:49.0,,,93-84,2,H. Barnes makes 2-pt shot from 2 ft
0:28.0,T. Thompson misses 2-pt shot from 2 ft,,93-84,,
0:28.0,,,93-84,,Defensive rebound by H. Barnes
0:09.0,,,93-84,,S. Curry misses 3-pt shot from 25 ft (block by I. Shumpert)
0:08.0,Defensive rebound by T. Thompson,,93-84,,
0:03.0,R. Jefferson misses 2-pt shot from 1 ft (block by H. Barnes),,93-84,,
0:01.0,,,93-84,,Defensive rebound by M. Speights
0:01.0,,,93-84,,M. Speights misses 3-pt shot from 79 ft
0:00.0,,,93-84,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,93-87,3,S. Curry makes 3-pt shot from 26 ft
11:22.0,K. Irving makes 2-pt shot from 9 ft,2,95-87,,
11:11.0,,,95-87,,S. Curry misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by K. Irving,,95-87,,
11:03.0,Cleveland full timeout,,95-87,,
11:03.0,,,95-87,,L. Barbosa enters the game for S. Livingston
10:47.0,K. Irving misses 3-pt shot from 25 ft,,95-87,,
10:46.0,,,95-87,,Defensive rebound by A. Iguodala
10:42.0,Personal foul by J. Smith,,95-87,,
10:42.0,T. Thompson enters the game for J. Smith,,95-87,,
10:42.0,L. James enters the game for R. Jefferson,,95-87,,
10:42.0,,,95-87,,A. Varejao misses free throw 1 of 2
10:42.0,,,95-87,,Offensive rebound by Team
10:42.0,,,95-88,1,A. Varejao makes free throw 2 of 2
10:26.0,L. James makes 2-pt shot from 16 ft,2,97-88,,
10:08.0,,,97-90,2,A. Iguodala makes 2-pt shot from 15 ft (assist by A. Varejao)
9:50.0,I. Shumpert misses 2-pt shot from 18 ft,,97-90,,
9:49.0,,,97-90,,Defensive rebound by A. Iguodala
9:32.0,,,97-90,,H. Barnes misses 3-pt shot from 26 ft
9:30.0,,,97-90,,Offensive rebound by Team
9:30.0,,,97-90,,K. Thompson enters the game for L. Barbosa
9:26.0,,,97-90,,H. Barnes misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by I. Shumpert,,97-90,,
9:14.0,I. Shumpert makes 2-pt shot from 1 ft (assist by K. Irving),2,99-90,,
9:02.0,,,99-90,,S. Curry misses 2-pt shot from 3 ft (block by L. James)
8:59.0,,,99-90,,Offensive rebound by S. Curry
8:58.0,,,99-92,2,S. Curry makes 2-pt shot from 3 ft
8:41.0,K. Irving misses 2-pt shot from 13 ft,,99-92,,
8:39.0,,,99-92,,Defensive rebound by Team
8:30.0,,,99-92,,S. Curry misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by L. James,,99-92,,
8:19.0,L. James misses 2-pt shot from 18 ft,,99-92,,
8:17.0,,,99-92,,Defensive rebound by A. Iguodala
8:14.0,Personal block foul by K. Irving,,99-92,,
8:14.0,,,99-92,,S. Livingston enters the game for A. Varejao
8:05.0,,,99-92,,K. Thompson misses 2-pt shot from 9 ft
8:04.0,Defensive rebound by T. Thompson,,99-92,,
7:50.0,L. James misses 2-pt shot from 7 ft,,99-92,,
7:47.0,,,99-92,,Defensive rebound by H. Barnes
7:41.0,,,99-92,,Turnover by A. Iguodala (bad pass)
7:30.0,K. Irving makes 2-pt shot from 8 ft,2,101-92,,
7:30.0,Shooting foul by K. Thompson (drawn by K. Irving),,101-92,,
7:30.0,K. Irving makes free throw 1 of 1,1,102-92,,
7:30.0,,,102-92,,Golden State full timeout
7:16.0,,,102-92,,H. Barnes misses 2-pt shot from 5 ft
7:14.0,,,102-92,,Offensive rebound by Team
