time,Cleveland,pts.away,score,pts.home,Milwaukee
2:58.0,Personal foul by R. Jefferson (drawn by K. Middleton),,81-84,,
2:58.0,,,81-84,,Milwaukee full timeout
2:58.0,,,81-85,1,K. Middleton makes free throw 1 of 2
2:58.0,,,81-86,1,K. Middleton makes free throw 2 of 2
2:44.0,,,81-86,,Personal foul by G. Monroe (drawn by K. Love)
2:44.0,K. Love misses free throw 1 of 2,,81-86,,
2:44.0,Offensive rebound by Team,,81-86,,
2:44.0,K. Love makes free throw 2 of 2,1,82-86,,
2:22.0,,,82-86,,J. Bayless misses 2-pt shot from 16 ft
2:20.0,Defensive rebound by L. James,,82-86,,
2:01.0,L. James misses 3-pt shot from 26 ft,,82-86,,
2:00.0,,,82-86,,Defensive rebound by G. Monroe
1:47.0,,,82-86,,Turnover by M. Carter-Williams (bad pass)
1:35.0,K. Love misses 2-pt shot at rim (block by G. Antetokounmpo),,82-86,,
1:34.0,Offensive rebound by L. James,,82-86,,
1:34.0,L. James makes 2-pt shot at rim,2,84-86,,
1:24.0,,,84-86,,Offensive foul by K. Middleton
1:24.0,,,84-86,,Turnover by K. Middleton (offensive foul)
1:07.0,L. James misses 3-pt shot from 27 ft,,84-86,,
1:06.0,,,84-86,,Defensive rebound by G. Monroe
0:45.0,,,84-88,2,J. Bayless makes 2-pt shot from 13 ft (assist by G. Monroe)
0:45.0,Cleveland full timeout,,84-88,,
0:41.0,L. James misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,84-88,,
0:40.0,Offensive rebound by L. James,,84-88,,
0:40.0,L. James makes 2-pt shot at rim,2,86-88,,
0:22.0,,,86-88,,Turnover by M. Carter-Williams (lost ball; steal by J. Smith)
0:22.0,Cleveland full timeout,,86-88,,
0:17.0,L. James makes 2-pt shot at rim,2,88-88,,
0:17.0,,,88-88,,Milwaukee full timeout
0:17.0,M. Dellavedova enters the game for K. Love,,88-88,,
0:17.0,T. Thompson enters the game for M. Williams,,88-88,,
0:17.0,,,88-88,,G. Vasquez enters the game for M. Carter-Williams
0:01.0,,,88-88,,J. Bayless misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by J. Smith,,88-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:43.0,M. Williams misses 2-pt shot from 2 ft,,88-88,,
4:40.0,,,88-88,,Defensive rebound by G. Monroe
4:25.0,,,88-88,,K. Middleton misses 2-pt shot from 18 ft
4:23.0,Defensive rebound by K. Love,,88-88,,
4:17.0,K. Love misses 2-pt shot from 13 ft,,88-88,,
4:12.0,,,88-88,,Defensive rebound by G. Monroe
3:59.0,,,88-90,2,G. Monroe makes 2-pt shot from 3 ft
3:46.0,Turnover by L. James (bad pass; steal by M. Carter-Williams),,88-90,,
3:42.0,,,88-92,2,M. Carter-Williams makes 2-pt shot at rim
3:25.0,M. Williams makes 2-pt shot from 6 ft,2,90-92,,
3:04.0,,,90-92,,M. Carter-Williams misses 2-pt shot from 12 ft
3:04.0,Defensive rebound by Team,,90-92,,
3:04.0,,,90-92,,Loose ball foul by G. Monroe (drawn by R. Jefferson)
2:54.0,Offensive charge foul by L. James,,90-92,,
2:54.0,Turnover by L. James (offensive foul),,90-92,,
2:35.0,,,90-92,,G. Antetokounmpo misses 2-pt shot from 12 ft (block by L. James)
2:34.0,Defensive rebound by J. Smith,,90-92,,
2:33.0,Turnover by J. Smith (traveling),,90-92,,
2:30.0,,,90-94,2,M. Carter-Williams makes 2-pt shot at rim
2:09.0,J. Smith misses 3-pt shot from 22 ft,,90-94,,
2:07.0,Offensive rebound by L. James,,90-94,,
2:07.0,,,90-94,,Personal foul by G. Antetokounmpo (drawn by L. James)
1:58.0,Shooting foul by G. Antetokounmpo (drawn by L. James),,90-94,,
1:58.0,L. James makes free throw 1 of 2,1,91-94,,
1:58.0,L. James misses free throw 2 of 2,,91-94,,
1:57.0,,,91-94,,Defensive rebound by J. Parker
1:35.0,,,91-94,,M. Carter-Williams misses 2-pt shot from 19 ft
1:33.0,Defensive rebound by L. James,,91-94,,
1:28.0,L. James makes 3-pt shot from 29 ft,3,94-94,,
1:28.0,,,94-94,,Milwaukee full timeout
1:28.0,,,94-94,,J. Bayless enters the game for J. Parker
1:13.0,,,94-96,2,K. Middleton makes 2-pt shot from 1 ft (assist by G. Monroe)
1:00.0,K. Love misses 2-pt shot from 1 ft (block by G. Monroe),,94-96,,
0:56.0,,,94-96,,Defensive rebound by G. Monroe
0:38.0,,,94-96,,M. Carter-Williams misses 2-pt shot from 12 ft
0:37.0,,,94-96,,Offensive rebound by Team
0:37.0,,,94-96,,Turnover by Team (shot clock)
0:37.0,Cleveland full timeout,,94-96,,
0:32.0,L. James makes 2-pt shot from 1 ft,2,96-96,,
0:14.0,,,96-96,,Milwaukee full timeout
0:14.0,M. Dellavedova enters the game for K. Love,,96-96,,
0:14.0,T. Thompson enters the game for M. Williams,,96-96,,
0:14.0,,,96-96,,Milwaukee full timeout
0:14.0,,,96-96,,G. Vasquez enters the game for M. Carter-Williams
0:10.0,,,96-96,,J. Bayless misses 2-pt shot from 1 ft (block by L. James)
0:07.0,Defensive rebound by T. Thompson,,96-96,,
0:07.0,Cleveland full timeout,,96-96,,
0:07.0,K. Love enters the game for M. Dellavedova,,96-96,,
0:07.0,M. Williams enters the game for T. Thompson,,96-96,,
0:07.0,,,96-96,,M. Carter-Williams enters the game for G. Vasquez
0:00.0,L. James misses 3-pt shot from 26 ft,,96-96,,
0:00.0,Offensive rebound by Team,,96-96,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: G. Monroe vs. T. Thompson (L. James gains possession),,,,Jump ball: G. Monroe vs. T. Thompson (L. James gains possession)
4:48.0,L. James makes 3-pt shot from 27 ft (assist by M. Williams),3,99-96,,
4:34.0,Personal foul by T. Thompson (drawn by G. Monroe),,99-96,,
4:25.0,,,99-99,3,K. Middleton makes 3-pt shot from 24 ft (assist by G. Monroe)
4:17.0,Offensive foul by L. James,,99-99,,
4:17.0,Turnover by L. James (offensive foul),,99-99,,
4:04.0,Shooting block foul by R. Jefferson (drawn by G. Antetokounmpo),,99-99,,
4:04.0,,,99-100,1,G. Antetokounmpo makes free throw 1 of 2
4:04.0,K. Love enters the game for T. Thompson,,99-100,,
4:04.0,,,99-101,1,G. Antetokounmpo makes free throw 2 of 2
3:43.0,M. Williams misses 3-pt shot from 24 ft,,99-101,,
3:42.0,,,99-101,,Defensive rebound by K. Middleton
3:22.0,,,99-101,,J. Bayless misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by J. Smith,,99-101,,
3:15.0,Shooting foul by G. Antetokounmpo (drawn by L. James),,99-101,,
3:15.0,,,99-101,,G. Vasquez enters the game for G. Antetokounmpo
3:15.0,L. James misses free throw 1 of 2,,99-101,,
3:15.0,Offensive rebound by Team,,99-101,,
3:15.0,L. James makes free throw 2 of 2,1,100-101,,
3:04.0,,,100-101,,Shooting foul by J. Smith (drawn by M. Carter-Williams)
3:04.0,,,100-102,1,M. Carter-Williams makes free throw 1 of 2
3:04.0,,,100-103,1,M. Carter-Williams makes free throw 2 of 2
2:47.0,L. James misses 3-pt shot from 29 ft,,100-103,,
2:46.0,Offensive rebound by M. Williams,,100-103,,
2:46.0,M. Williams makes 2-pt shot at rim,2,102-103,,
2:29.0,,,102-103,,K. Middleton misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by K. Love,,102-103,,
2:12.0,M. Williams misses 3-pt shot from 24 ft,,102-103,,
2:10.0,,,102-103,,Defensive rebound by M. Carter-Williams
1:53.0,,,102-106,3,G. Vasquez makes 3-pt shot from 24 ft (assist by J. Bayless)
1:53.0,Cleveland full timeout,,102-106,,
1:47.0,,,102-106,,Personal foul by J. Bayless (drawn by L. James)
1:30.0,Turnover by R. Jefferson (bad pass; steal by K. Middleton),,102-106,,
1:25.0,,,102-106,,Milwaukee full timeout
1:25.0,M. Dellavedova enters the game for K. Love,,102-106,,
1:25.0,T. Thompson enters the game for M. Williams,,102-106,,
1:09.0,,,102-106,,J. Bayless misses 2-pt shot from 19 ft
1:07.0,Defensive rebound by J. Smith,,102-106,,
1:02.0,L. James misses 2-pt shot from 1 ft,,102-106,,
1:00.0,,,102-106,,Defensive rebound by M. Carter-Williams
1:00.0,Personal foul by L. James (drawn by M. Carter-Williams),,102-106,,
1:00.0,,,102-107,1,M. Carter-Williams makes free throw 1 of 2
1:00.0,,,102-108,1,M. Carter-Williams makes free throw 2 of 2
1:00.0,Cleveland full timeout,,102-108,,
1:00.0,K. Love enters the game for T. Thompson,,102-108,,
0:53.0,Turnover by L. James (turnover),,102-108,,
0:37.0,,,102-108,,Turnover by G. Monroe (lost ball)
0:28.0,J. Smith makes 3-pt shot from 28 ft (assist by L. James),3,105-108,,
0:03.0,,,105-108,,J. Bayless misses 2-pt shot from 3 ft
0:02.0,,,105-108,,Offensive rebound by G. Monroe
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
