time,Miami,pts.away,score,pts.home,Charlotte
7:13.0,L. Deng enters the game for G. Dragic,,6-14,,
6:58.0,G. Green makes 2-pt shot at rim,2,8-14,,
6:33.0,,,8-14,,N. Batum misses 2-pt shot from 16 ft
6:31.0,Defensive rebound by T. Johnson,,8-14,,
6:13.0,H. Whiteside misses 2-pt shot from 12 ft,,8-14,,
6:12.0,,,8-14,,Defensive rebound by M. Williams
6:00.0,,,8-14,,C. Zeller misses 2-pt shot from 1 ft (block by H. Whiteside)
5:58.0,Defensive rebound by L. Deng,,8-14,,
5:56.0,Shooting foul by K. Walker (drawn by D. Wade),,8-14,,
5:56.0,D. Wade misses free throw 1 of 2,,8-14,,
5:56.0,Offensive rebound by Team,,8-14,,
5:56.0,,,8-14,,F. Kaminsky enters the game for M. Williams
5:56.0,D. Wade makes free throw 2 of 2,1,9-14,,
5:43.0,,,9-14,,K. Walker misses 2-pt shot from 2 ft (block by H. Whiteside)
5:43.0,,,9-14,,Offensive rebound by Team
5:32.0,,,9-16,2,C. Zeller makes 2-pt shot from 16 ft
5:16.0,Turnover by T. Johnson (bad pass; steal by F. Kaminsky),,9-16,,
5:10.0,,,9-18,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
4:53.0,L. Deng makes 3-pt shot from 23 ft (assist by D. Wade),3,12-18,,
4:38.0,,,12-20,2,K. Walker makes 2-pt shot at rim (assist by N. Batum)
4:15.0,H. Whiteside makes 2-pt shot at rim (assist by D. Wade),2,14-20,,
4:09.0,,,14-20,,Charlotte full timeout
4:09.0,,,14-20,,J. Lin enters the game for P. Hairston
3:48.0,,,14-20,,N. Batum misses 3-pt shot from 27 ft
3:47.0,Defensive rebound by H. Whiteside,,14-20,,
3:36.0,T. Johnson makes 3-pt shot from 25 ft (assist by D. Wade),3,17-20,,
3:17.0,,,17-22,2,J. Lin makes 2-pt shot from 18 ft
2:52.0,G. Green misses 2-pt shot from 15 ft,,17-22,,
2:51.0,Offensive rebound by T. Johnson,,17-22,,
2:46.0,Turnover by H. Whiteside (traveling),,17-22,,
2:46.0,J. Winslow enters the game for G. Green,,17-22,,
2:46.0,G. Dragic enters the game for D. Wade,,17-22,,
2:35.0,,,17-22,,K. Walker misses 2-pt shot from 18 ft
2:33.0,Defensive rebound by L. Deng,,17-22,,
2:18.0,Turnover by H. Whiteside (lost ball; steal by K. Walker),,17-22,,
2:12.0,,,17-22,,Turnover by N. Batum (bad pass)
2:12.0,,,17-22,,S. Hawes enters the game for C. Zeller
2:12.0,,,17-22,,J. Lamb enters the game for K. Walker
2:12.0,C. Bosh enters the game for H. Whiteside,,17-22,,
1:59.0,Turnover by G. Dragic (bad pass; steal by N. Batum),,17-22,,
1:43.0,Personal foul by C. Bosh (drawn by N. Batum),,17-22,,
1:36.0,,,17-22,,N. Batum misses 2-pt shot from 6 ft
1:35.0,Defensive rebound by G. Dragic,,17-22,,
1:27.0,J. Winslow misses 3-pt shot from 23 ft,,17-22,,
1:26.0,,,17-22,,Defensive rebound by N. Batum
1:06.0,,,17-25,3,J. Lin makes 3-pt shot from 25 ft (assist by N. Batum)
0:47.0,L. Deng misses 3-pt shot from 25 ft,,17-25,,
0:45.0,,,17-25,,Defensive rebound by N. Batum
0:36.0,,,17-25,,Turnover by J. Lin (traveling)
0:24.0,C. Bosh misses 2-pt shot from 18 ft,,17-25,,
0:23.0,,,17-25,,Defensive rebound by N. Batum
0:04.0,,,17-27,2,F. Kaminsky makes 2-pt shot at rim (assist by N. Batum)
0:00.0,G. Dragic misses 2-pt shot from 7 ft,,17-27,,
0:00.0,Offensive rebound by Team,,17-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,C. Bosh misses 2-pt shot from 6 ft,,17-27,,
11:36.0,Offensive rebound by J. Winslow,,17-27,,
11:36.0,J. Winslow makes 2-pt shot from 1 ft,2,19-27,,
11:11.0,,,19-29,2,F. Kaminsky makes 2-pt shot from 15 ft (assist by J. Lin)
10:48.0,T. Johnson misses 2-pt shot from 2 ft (block by J. Lamb),,19-29,,
10:46.0,,,19-29,,Defensive rebound by M. Williams
10:37.0,,,19-29,,J. Lamb misses 2-pt shot from 15 ft
10:36.0,Defensive rebound by G. Dragic,,19-29,,
10:24.0,L. Deng misses 3-pt shot from 22 ft,,19-29,,
10:23.0,,,19-29,,Defensive rebound by J. Lamb
10:08.0,,,19-32,3,M. Williams makes 3-pt shot from 25 ft (assist by F. Kaminsky)
9:47.0,T. Johnson makes 2-pt shot from 8 ft,2,21-32,,
9:24.0,,,21-32,,S. Hawes misses 2-pt shot from 1 ft
9:22.0,Defensive rebound by C. Bosh,,21-32,,
9:17.0,Shooting foul by F. Kaminsky (drawn by L. Deng),,21-32,,
9:17.0,L. Deng makes free throw 1 of 2,1,22-32,,
9:17.0,G. Green enters the game for T. Johnson,,22-32,,
9:17.0,L. Deng makes free throw 2 of 2,1,23-32,,
8:55.0,,,23-32,,M. Williams misses 2-pt shot from 1 ft (block by G. Green)
8:53.0,Defensive rebound by J. Winslow,,23-32,,
8:53.0,,,23-32,,Personal foul by J. Lamb (drawn by J. Winslow)
8:53.0,Official timeout,,23-32,,
8:53.0,J. McRoberts enters the game for L. Deng,,23-32,,
8:45.0,C. Bosh makes 2-pt shot from 8 ft,2,25-32,,
8:45.0,Shooting foul by S. Hawes (drawn by C. Bosh),,25-32,,
8:45.0,C. Bosh makes free throw 1 of 1,1,26-32,,
8:25.0,,,26-32,,S. Hawes misses 2-pt shot from 2 ft (block by G. Green)
8:23.0,Defensive rebound by J. McRoberts,,26-32,,
8:16.0,J. McRoberts misses 2-pt shot from 1 ft,,26-32,,
8:14.0,,,26-32,,Defensive rebound by S. Hawes
8:06.0,,,26-34,2,J. Lamb makes 2-pt shot from 1 ft
8:06.0,,,26-34,,Shooting foul by J. McRoberts (drawn by J. Lamb)
8:06.0,,,26-34,,J. Lamb misses free throw 1 of 1
8:03.0,Defensive rebound by J. Winslow,,26-34,,
7:53.0,G. Green misses 2-pt shot at rim,,26-34,,
7:52.0,,,26-34,,Defensive rebound by F. Kaminsky
7:43.0,,,26-36,2,M. Williams makes 2-pt shot from 21 ft (assist by F. Kaminsky)
7:20.0,C. Bosh misses 2-pt shot from 6 ft,,26-36,,
7:18.0,,,26-36,,Defensive rebound by F. Kaminsky
7:09.0,,,26-36,,F. Kaminsky misses 3-pt shot from 25 ft
7:08.0,,,26-36,,Offensive rebound by J. Lamb
6:58.0,,,26-39,3,S. Hawes makes 3-pt shot from 24 ft (assist by J. Lamb)
6:58.0,Miami full timeout,,26-39,,
6:58.0,D. Wade enters the game for J. Winslow,,26-39,,
6:58.0,,,26-39,,K. Walker enters the game for J. Lin
6:47.0,D. Wade misses 2-pt shot from 16 ft,,26-39,,
6:46.0,,,26-39,,Defensive rebound by S. Hawes
6:32.0,,,26-41,2,J. Lamb makes 2-pt shot from 15 ft (assist by F. Kaminsky)
6:13.0,G. Dragic misses 3-pt shot from 25 ft,,26-41,,
6:12.0,,,26-41,,Defensive rebound by M. Williams
5:56.0,,,26-44,3,M. Williams makes 3-pt shot from 24 ft (assist by F. Kaminsky)
5:42.0,D. Wade misses 2-pt shot from 6 ft,,26-44,,
5:41.0,,,26-44,,Defensive rebound by K. Walker
5:28.0,,,26-44,,F. Kaminsky misses 3-pt shot from 27 ft
5:27.0,Defensive rebound by C. Bosh,,26-44,,
5:18.0,Shooting foul by S. Hawes (drawn by G. Green),,26-44,,
5:18.0,G. Green makes free throw 1 of 2,1,27-44,,
5:18.0,,,27-44,,N. Batum enters the game for F. Kaminsky
5:18.0,,,27-44,,C. Zeller enters the game for S. Hawes
5:18.0,L. Deng enters the game for C. Bosh,,27-44,,
5:18.0,H. Whiteside enters the game for J. McRoberts,,27-44,,
5:18.0,T. Johnson enters the game for G. Dragic,,27-44,,
5:18.0,G. Green makes free throw 2 of 2,1,28-44,,
5:01.0,,,28-44,,J. Lamb misses 3-pt shot from 24 ft
5:00.0,Defensive rebound by L. Deng,,28-44,,
4:47.0,H. Whiteside makes 2-pt shot at rim,2,30-44,,
4:28.0,,,30-44,,J. Lamb misses 3-pt shot from 23 ft
4:27.0,Defensive rebound by H. Whiteside,,30-44,,
4:21.0,D. Wade makes 2-pt shot from 1 ft (assist by T. Johnson),2,32-44,,
4:02.0,,,32-46,2,J. Lamb makes 2-pt shot from 1 ft
3:42.0,G. Green misses 3-pt shot from 25 ft,,32-46,,
3:40.0,,,32-46,,Defensive rebound by N. Batum
3:35.0,,,32-48,2,K. Walker makes 2-pt shot from 1 ft (assist by N. Batum)
3:23.0,T. Johnson misses 2-pt shot from 2 ft (block by C. Zeller),,32-48,,
3:21.0,,,32-48,,Defensive rebound by J. Lamb
3:17.0,Violation by H. Whiteside (def goaltending),,32-48,,
3:17.0,,,32-50,2,J. Lamb makes 2-pt shot at rim (assist by N. Batum)
3:02.0,Turnover by H. Whiteside (traveling),,32-50,,
3:02.0,,,32-50,,J. Lin enters the game for J. Lamb
3:02.0,,,32-50,,T. Hansbrough enters the game for M. Williams
2:46.0,,,32-52,2,K. Walker makes 2-pt shot from 8 ft (assist by C. Zeller)
2:45.0,Miami full timeout,,32-52,,
2:45.0,,,32-52,,Charlotte full timeout
2:45.0,J. Winslow enters the game for G. Green,,32-52,,
2:27.0,T. Johnson misses 3-pt shot from 24 ft,,32-52,,
2:25.0,,,32-52,,Defensive rebound by N. Batum
2:05.0,,,32-52,,J. Lin misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by J. Winslow,,32-52,,
1:49.0,D. Wade misses 2-pt shot from 15 ft,,32-52,,
1:48.0,,,32-52,,Defensive rebound by N. Batum
1:36.0,,,32-52,,Shooting foul by T. Johnson (drawn by N. Batum)
1:36.0,,,32-53,1,N. Batum makes free throw 1 of 2
1:36.0,G. Dragic enters the game for T. Johnson,,32-53,,
1:36.0,,,32-54,1,N. Batum makes free throw 2 of 2
1:16.0,D. Wade makes 2-pt shot from 16 ft (assist by G. Dragic),2,34-54,,
0:51.0,Violation by G. Dragic (kicked ball),,34-54,,
0:43.0,,,34-54,,J. Lin misses 3-pt shot from 24 ft
0:41.0,Defensive rebound by L. Deng,,34-54,,
0:38.0,D. Wade makes 2-pt shot from 1 ft (assist by L. Deng),2,36-54,,
0:23.0,,,36-56,2,K. Walker makes 2-pt shot from 16 ft
0:01.0,D. Wade misses 2-pt shot from 13 ft,,36-56,,
0:00.0,,,36-56,,Defensive rebound by C. Zeller
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,C. Bosh makes 2-pt shot from 16 ft (assist by G. Dragic),2,38-56,,
11:30.0,,,38-59,3,P. Hairston makes 3-pt shot from 23 ft (assist by N. Batum)
11:06.0,Turnover by G. Green (step out of bounds),,38-59,,
10:52.0,,,38-62,3,P. Hairston makes 3-pt shot from 25 ft (assist by K. Walker)
10:35.0,G. Dragic makes 3-pt shot from 24 ft (assist by C. Bosh),3,41-62,,
10:10.0,,,41-62,,N. Batum misses 3-pt shot from 26 ft
10:08.0,Defensive rebound by G. Green,,41-62,,
9:56.0,G. Green makes 3-pt shot from 25 ft (assist by C. Bosh),3,44-62,,
9:42.0,,,44-65,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker)
9:25.0,Turnover by H. Whiteside (lost ball; steal by K. Walker),,44-65,,
9:19.0,,,44-67,2,K. Walker makes 2-pt shot at rim
9:09.0,D. Wade makes 2-pt shot from 17 ft,2,46-67,,
8:47.0,,,46-67,,K. Walker misses 2-pt shot from 19 ft
8:45.0,Defensive rebound by G. Green,,46-67,,
8:31.0,,,46-67,,Personal foul by K. Walker (drawn by H. Whiteside)
8:24.0,D. Wade makes 2-pt shot from 13 ft,2,48-67,,
7:59.0,,,48-67,,P. Hairston misses 2-pt shot from 17 ft (block by D. Wade)
7:56.0,Defensive rebound by H. Whiteside,,48-67,,
7:46.0,G. Green misses 3-pt shot from 25 ft,,48-67,,
7:45.0,Offensive rebound by D. Wade,,48-67,,
7:36.0,C. Bosh makes 2-pt shot from 2 ft (assist by D. Wade),2,50-67,,
7:36.0,,,50-67,,Charlotte full timeout
7:19.0,,,50-67,,Turnover by N. Batum (bad pass)
6:56.0,G. Green makes 2-pt shot from 18 ft,2,52-67,,
6:39.0,,,52-67,,M. Williams misses 3-pt shot from 25 ft
6:36.0,Defensive rebound by H. Whiteside,,52-67,,
6:36.0,Turnover by H. Whiteside (bad pass),,52-67,,
6:24.0,,,52-69,2,K. Walker makes 2-pt shot at rim
6:03.0,C. Bosh misses 2-pt shot from 18 ft,,52-69,,
6:02.0,,,52-69,,Defensive rebound by M. Williams
5:53.0,,,52-69,,Shooting foul by H. Whiteside (drawn by C. Zeller)
5:53.0,,,52-69,,C. Zeller misses free throw 1 of 2
5:53.0,,,52-69,,Offensive rebound by Team
5:53.0,,,52-70,1,C. Zeller makes free throw 2 of 2
5:34.0,G. Dragic misses 3-pt shot from 24 ft,,52-70,,
5:33.0,,,52-70,,Defensive rebound by N. Batum
5:25.0,,,52-72,2,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum)
5:12.0,,,52-72,,Personal foul by C. Zeller (drawn by H. Whiteside)
5:05.0,G. Green misses 2-pt shot from 1 ft (block by N. Batum),,52-72,,
5:03.0,Offensive rebound by G. Green,,52-72,,
4:58.0,C. Bosh misses 2-pt shot from 2 ft,,52-72,,
4:57.0,,,52-72,,Defensive rebound by N. Batum
4:43.0,,,52-74,2,N. Batum makes 2-pt shot from 8 ft
4:19.0,Turnover by H. Whiteside (traveling),,52-74,,
4:10.0,,,52-74,,Shooting foul by H. Whiteside (drawn by K. Walker)
4:10.0,,,52-74,,K. Walker misses free throw 1 of 2
4:10.0,,,52-74,,Offensive rebound by Team
4:10.0,,,52-74,,F. Kaminsky enters the game for M. Williams
4:10.0,U. Haslem enters the game for H. Whiteside,,52-74,,
4:10.0,L. Deng enters the game for C. Bosh,,52-74,,
4:10.0,,,52-75,1,K. Walker makes free throw 2 of 2
4:07.0,,,52-75,,Personal foul by C. Zeller (drawn by U. Haslem)
3:56.0,Turnover by L. Deng (lost ball; steal by K. Walker),,52-75,,
3:44.0,,,52-75,,C. Zeller misses 2-pt shot from 16 ft
3:43.0,Defensive rebound by Team,,52-75,,
3:33.0,D. Wade misses 2-pt shot from 18 ft,,52-75,,
3:32.0,,,52-75,,Defensive rebound by N. Batum
3:26.0,,,52-77,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
3:26.0,Miami full timeout,,52-77,,
3:26.0,T. Johnson enters the game for G. Green,,52-77,,
3:26.0,J. Richardson enters the game for D. Wade,,52-77,,
3:26.0,J. Winslow enters the game for G. Dragic,,52-77,,
3:26.0,,,52-77,,J. Lin enters the game for P. Hairston
3:26.0,,,52-77,,S. Hawes enters the game for C. Zeller
3:15.0,L. Deng misses 2-pt shot from 18 ft,,52-77,,
3:14.0,,,52-77,,Defensive rebound by K. Walker
3:03.0,,,52-77,,Turnover by N. Batum (offensive foul)
3:03.0,,,52-77,,Offensive charge foul by N. Batum
2:46.0,U. Haslem misses 2-pt shot from 17 ft,,52-77,,
2:44.0,,,52-77,,Defensive rebound by K. Walker
2:35.0,,,52-77,,N. Batum misses 2-pt shot from 14 ft
2:33.0,Defensive rebound by L. Deng,,52-77,,
2:16.0,J. Richardson misses 3-pt shot from 24 ft,,52-77,,
2:15.0,,,52-77,,Defensive rebound by N. Batum
2:00.0,,,52-77,,Shooting foul by J. Winslow (drawn by F. Kaminsky)
2:00.0,,,52-77,,F. Kaminsky misses free throw 1 of 2
2:00.0,,,52-77,,Offensive rebound by Team
2:00.0,,,52-77,,J. Lamb enters the game for N. Batum
2:00.0,,,52-78,1,F. Kaminsky makes free throw 2 of 2
1:43.0,T. Johnson misses 3-pt shot from 24 ft,,52-78,,
1:42.0,Offensive rebound by J. Winslow,,52-78,,
1:38.0,J. Winslow makes 2-pt shot from 16 ft,2,54-78,,
1:13.0,,,54-78,,F. Kaminsky misses 2-pt shot from 20 ft
1:13.0,,,54-78,,Offensive rebound by Team
1:13.0,,,54-78,,Turnover by Team (shot clock)
0:57.0,J. Winslow misses 2-pt shot from 19 ft,,54-78,,
0:55.0,,,54-78,,Defensive rebound by F. Kaminsky
0:46.0,,,54-78,,J. Lamb misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by J. Richardson,,54-78,,
0:38.0,Shooting foul by J. Lin (drawn by J. Richardson),,54-78,,
0:38.0,J. Richardson misses free throw 1 of 2,,54-78,,
0:38.0,Offensive rebound by Team,,54-78,,
0:38.0,J. Richardson misses free throw 2 of 2,,54-78,,
0:37.0,,,54-78,,Defensive rebound by K. Walker
0:28.0,,,54-78,,K. Walker misses 2-pt shot from 1 ft
0:27.0,Defensive rebound by U. Haslem,,54-78,,
0:24.0,Turnover by U. Haslem (bad pass; steal by K. Walker),,54-78,,
0:24.0,,,54-80,2,K. Walker makes 2-pt shot at rim
0:00.0,L. Deng misses 2-pt shot from 17 ft,,54-80,,
0:00.0,Offensive rebound by Team,,54-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,54-80,,J. Lamb misses 2-pt shot from 20 ft
11:41.0,Defensive rebound by J. Winslow,,54-80,,
11:35.0,Shooting foul by S. Hawes (drawn by J. Winslow),,54-80,,
11:35.0,J. Winslow misses free throw 1 of 2,,54-80,,
11:35.0,Offensive rebound by Team,,54-80,,
11:35.0,J. Winslow misses free throw 2 of 2,,54-80,,
11:34.0,,,54-80,,Defensive rebound by F. Kaminsky
11:23.0,Personal foul by J. Richardson (drawn by J. Lin),,54-80,,
11:08.0,,,54-80,,J. Lamb misses 3-pt shot from 28 ft
11:06.0,Defensive rebound by J. Winslow,,54-80,,
10:52.0,U. Haslem misses 2-pt shot from 16 ft,,54-80,,
10:51.0,,,54-80,,Defensive rebound by F. Kaminsky
10:32.0,,,54-82,2,J. Lamb makes 2-pt shot from 5 ft (assist by F. Kaminsky)
10:10.0,T. Johnson misses 3-pt shot from 25 ft,,54-82,,
10:09.0,,,54-82,,Defensive rebound by J. Lamb
9:56.0,,,54-82,,J. Lin misses 2-pt shot from 1 ft (block by T. Johnson)
9:54.0,Defensive rebound by L. Deng,,54-82,,
9:47.0,U. Haslem misses 2-pt shot from 18 ft,,54-82,,
9:45.0,,,54-82,,Defensive rebound by K. Walker
9:27.0,,,54-82,,Turnover by S. Hawes (3 sec)
9:27.0,,,54-82,,N. Batum enters the game for K. Walker
9:13.0,L. Deng misses 2-pt shot from 1 ft (block by J. Lin),,54-82,,
9:12.0,,,54-82,,Defensive rebound by S. Hawes
9:08.0,,,54-84,2,N. Batum makes 2-pt shot at rim (assist by J. Lin)
8:56.0,J. Winslow misses 3-pt shot from 25 ft,,54-84,,
8:55.0,,,54-84,,Defensive rebound by F. Kaminsky
8:52.0,Personal foul by U. Haslem (drawn by S. Hawes),,54-84,,
8:52.0,Official timeout,,54-84,,
8:52.0,,,54-84,,T. Daniels enters the game for N. Batum
8:35.0,,,54-84,,Shooting foul by J. Winslow (drawn by J. Lin)
8:35.0,,,54-84,,J. Lin misses free throw 1 of 2
8:35.0,,,54-84,,Offensive rebound by Team
8:35.0,,,54-84,,J. Lin misses free throw 2 of 2
8:30.0,Defensive rebound by U. Haslem,,54-84,,
8:17.0,T. Johnson makes 2-pt shot from 1 ft (assist by U. Haslem),2,56-84,,
7:57.0,,,56-84,,J. Lamb misses 2-pt shot from 10 ft
7:56.0,Defensive rebound by U. Haslem,,56-84,,
7:49.0,Shooting foul by S. Hawes (drawn by T. Johnson),,56-84,,
7:49.0,T. Johnson makes free throw 1 of 2,1,57-84,,
7:49.0,,,57-84,,B. Roberts enters the game for J. Lin
7:49.0,T. Johnson makes free throw 2 of 2,1,58-84,,
7:34.0,,,58-86,2,S. Hawes makes 2-pt shot from 13 ft
7:20.0,J. Winslow misses 2-pt shot from 18 ft,,58-86,,
7:20.0,,,58-86,,Defensive rebound by Team
7:20.0,Loose ball foul by U. Haslem (drawn by S. Hawes),,58-86,,
7:20.0,B. Udrih enters the game for L. Deng,,58-86,,
7:08.0,,,58-86,,F. Kaminsky misses 2-pt shot from 1 ft
7:08.0,,,58-86,,Offensive rebound by Team
7:08.0,,,58-86,,T. Hansbrough enters the game for S. Hawes
7:03.0,,,58-86,,Turnover by T. Hansbrough (bad pass; steal by T. Johnson)
7:00.0,Shooting foul by T. Hansbrough (drawn by T. Johnson),,58-86,,
7:00.0,T. Johnson makes free throw 1 of 2,1,59-86,,
7:00.0,T. Johnson makes free throw 2 of 2,1,60-86,,
6:42.0,,,60-86,,T. Hansbrough misses 2-pt shot from 6 ft
6:41.0,Defensive rebound by U. Haslem,,60-86,,
6:30.0,B. Udrih makes 2-pt shot from 15 ft (assist by J. Richardson),2,62-86,,
6:30.0,,,62-86,,Loose ball foul by T. Hansbrough (drawn by U. Haslem)
6:30.0,,,62-86,,A. Harrison enters the game for J. Lamb
6:30.0,U. Haslem makes free throw 1 of 1,1,63-86,,
6:16.0,,,63-86,,Turnover by B. Roberts (bad pass; steal by J. Winslow)
6:16.0,Shooting foul by F. Kaminsky (drawn by B. Udrih),,63-86,,
6:16.0,B. Udrih makes free throw 1 of 2,1,64-86,,
6:16.0,B. Udrih misses free throw 2 of 2,,64-86,,
6:14.0,,,64-86,,Defensive rebound by A. Harrison
6:03.0,,,64-86,,Turnover by B. Roberts (bad pass)
6:03.0,,,64-86,,Charlotte full timeout
5:50.0,Turnover by B. Udrih (bad pass),,64-86,,
5:50.0,Personal foul by B. Udrih (drawn by A. Harrison),,64-86,,
5:50.0,,,64-87,1,A. Harrison makes free throw 1 of 2
5:50.0,,,64-87,,A. Harrison misses free throw 2 of 2
5:47.0,Defensive rebound by U. Haslem,,64-87,,
5:37.0,Turnover by B. Udrih (bad pass; steal by A. Harrison),,64-87,,
5:16.0,,,64-87,,T. Hansbrough misses 2-pt shot from 7 ft (block by U. Haslem)
5:14.0,Defensive rebound by J. Winslow,,64-87,,
5:14.0,Offensive charge foul by T. Johnson,,64-87,,
5:14.0,Turnover by T. Johnson (offensive foul),,64-87,,
4:56.0,,,64-87,,Turnover by F. Kaminsky (lost ball)
4:56.0,,,64-87,,Loose ball foul by F. Kaminsky (drawn by T. Johnson)
4:56.0,T. Johnson misses free throw 1 of 2,,64-87,,
4:56.0,Offensive rebound by Team,,64-87,,
4:56.0,T. Johnson makes free throw 2 of 2,1,65-87,,
4:39.0,,,65-87,,B. Roberts misses 2-pt shot from 18 ft
4:37.0,Defensive rebound by B. Udrih,,65-87,,
4:31.0,Shooting foul by T. Daniels (drawn by J. Richardson),,65-87,,
4:31.0,J. Richardson makes free throw 1 of 2,1,66-87,,
4:31.0,J. Richardson makes free throw 2 of 2,1,67-87,,
4:23.0,,,67-87,,Turnover by B. Roberts (bad pass; steal by J. Richardson)
4:18.0,T. Johnson makes 2-pt shot at rim (assist by J. Richardson),2,69-87,,
4:05.0,,,69-87,,Shooting foul by J. Richardson (drawn by A. Harrison)
4:05.0,,,69-87,,A. Harrison misses free throw 1 of 2
4:05.0,,,69-87,,Offensive rebound by Team
4:05.0,,,69-88,1,A. Harrison makes free throw 2 of 2
3:50.0,T. Johnson makes 2-pt shot at rim,2,71-88,,
3:50.0,Shooting foul by B. Roberts (drawn by T. Johnson),,71-88,,
3:50.0,T. Johnson makes free throw 1 of 1,1,72-88,,
3:36.0,,,72-90,2,T. Daniels makes 2-pt shot from 18 ft
3:18.0,J. Richardson makes 3-pt shot from 24 ft (assist by B. Udrih),3,75-90,,
2:57.0,,,75-93,3,T. Daniels makes 3-pt shot from 27 ft (assist by F. Kaminsky)
2:27.0,Turnover by T. Johnson (bad pass; steal by T. Daniels),,75-93,,
2:21.0,,,75-95,2,T. Hansbrough makes 2-pt shot at rim
2:13.0,Miami full timeout,,75-95,,
2:00.0,J. Winslow makes 3-pt shot from 23 ft (assist by T. Johnson),3,78-95,,
1:38.0,,,78-95,,T. Daniels misses 3-pt shot from 30 ft
1:37.0,,,78-95,,Offensive rebound by T. Hansbrough
1:34.0,,,78-97,2,T. Hansbrough makes 2-pt shot from 1 ft
1:11.0,T. Johnson misses 3-pt shot from 54 ft,,78-97,,
1:11.0,Offensive rebound by Team,,78-97,,
1:11.0,Turnover by Team (shot clock),,78-97,,
1:00.0,,,78-97,,T. Daniels misses 3-pt shot from 23 ft
0:59.0,Defensive rebound by J. Richardson,,78-97,,
0:55.0,T. Johnson makes 2-pt shot at rim (assist by J. Winslow),2,80-97,,
0:55.0,Shooting foul by T. Hansbrough (drawn by T. Johnson),,80-97,,
0:55.0,T. Johnson makes free throw 1 of 1,1,81-97,,
