time,New York,pts.away,score,pts.home,Milwaukee
9:02.0,L. Galloway makes 3-pt shot from 24 ft (assist by J. Grant),3,98-79,,
8:52.0,,,98-79,,J. Henson misses 2-pt shot from 2 ft (block by D. Williams)
8:49.0,Defensive rebound by D. Williams,,98-79,,
8:48.0,Shooting foul by G. Vasquez (drawn by J. Grant),,98-79,,
8:48.0,Official timeout,,98-79,,
8:48.0,J. Grant makes free throw 1 of 2,1,99-79,,
8:48.0,J. Grant makes free throw 2 of 2,1,100-79,,
8:35.0,,,100-81,2,J. Henson makes 2-pt shot at rim (assist by G. Vasquez)
8:08.0,J. Grant misses 3-pt shot from 27 ft,,100-81,,
8:06.0,,,100-81,,Defensive rebound by R. Vaughn
8:03.0,,,100-81,,Shooting foul by L. Thomas (drawn by J. Bayless)
8:03.0,,,100-82,1,J. Bayless makes free throw 1 of 2
8:03.0,,,100-83,1,J. Bayless makes free throw 2 of 2
7:48.0,L. Galloway misses 3-pt shot from 26 ft,,100-83,,
7:47.0,,,100-83,,Defensive rebound by J. O'Bryant
7:36.0,,,100-85,2,R. Vaughn makes 2-pt shot from 1 ft (assist by J. Henson)
7:24.0,,,100-85,,Personal foul by J. Bayless (drawn by L. Thomas)
7:24.0,C. Anthony enters the game for K. O'Quinn,,100-85,,
7:24.0,K. Porzingis enters the game for J. Grant,,100-85,,
7:24.0,S. Vujacic enters the game for L. Thomas,,100-85,,
7:13.0,C. Anthony misses 2-pt shot from 20 ft,,100-85,,
7:11.0,Offensive rebound by L. Galloway,,100-85,,
6:59.0,K. Porzingis misses 2-pt shot from 20 ft,,100-85,,
6:57.0,Offensive rebound by D. Williams,,100-85,,
6:46.0,D. Williams makes 3-pt shot from 23 ft (assist by L. Galloway),3,103-85,,
6:36.0,C. Early enters the game for D. Williams,,103-85,,
6:23.0,,,103-85,,G. Vasquez misses 2-pt shot from 4 ft
6:22.0,,,103-85,,Offensive rebound by J. O'Bryant
6:17.0,,,103-88,3,G. Vasquez makes 3-pt shot from 25 ft (assist by J. Bayless)
5:59.0,Turnover by K. Porzingis (lost ball; steal by J. Bayless),,103-88,,
5:59.0,Personal foul by L. Galloway (drawn by G. Vasquez),,103-88,,
5:59.0,,,103-88,,Milwaukee full timeout
5:59.0,,,103-88,,K. Middleton enters the game for J. Henson
5:59.0,,,103-88,,G. Monroe enters the game for R. Vaughn
5:59.0,J. Calderon enters the game for L. Galloway,,103-88,,
5:42.0,,,103-88,,G. Monroe misses 2-pt shot at rim
5:42.0,Defensive rebound by Team,,103-88,,
5:42.0,,,103-88,,Loose ball foul by J. O'Bryant (drawn by K. Porzingis)
5:42.0,K. Porzingis makes free throw 1 of 2,1,104-88,,
5:42.0,K. Porzingis misses free throw 2 of 2,,104-88,,
5:40.0,,,104-88,,Defensive rebound by G. Monroe
5:21.0,,,104-88,,Turnover by J. Bayless (lost ball; steal by C. Early)
5:16.0,S. Vujacic makes 2-pt shot from 1 ft (assist by C. Early),2,106-88,,
5:06.0,Personal foul by C. Anthony (drawn by G. Vasquez),,106-88,,
5:00.0,,,106-88,,J. Bayless misses 2-pt shot from 21 ft
4:58.0,Defensive rebound by S. Vujacic,,106-88,,
4:51.0,J. Calderon misses 3-pt shot from 25 ft,,106-88,,
4:49.0,,,106-88,,Defensive rebound by J. Bayless
4:41.0,,,106-88,,Shooting foul by J. Calderon (drawn by G. Vasquez)
4:41.0,,,106-89,1,G. Vasquez makes free throw 1 of 2
4:41.0,,,106-89,,M. Carter-Williams enters the game for J. Bayless
4:41.0,,,106-90,1,G. Vasquez makes free throw 2 of 2
4:28.0,Shooting foul by G. Monroe (drawn by C. Anthony),,106-90,,
4:28.0,C. Anthony makes 2-pt shot from 3 ft (assist by S. Vujacic),2,108-90,,
4:28.0,C. Anthony makes free throw 1 of 1,1,109-90,,
4:13.0,,,109-90,,G. Monroe misses 2-pt shot from 3 ft
4:11.0,Defensive rebound by J. Calderon,,109-90,,
4:05.0,C. Anthony misses 2-pt shot from 10 ft,,109-90,,
4:04.0,,,109-90,,Defensive rebound by M. Carter-Williams
3:47.0,Shooting block foul by K. Porzingis (drawn by M. Carter-Williams),,109-90,,
3:47.0,,,109-91,1,M. Carter-Williams makes free throw 1 of 2
3:47.0,,,109-92,1,M. Carter-Williams makes free throw 2 of 2
3:31.0,K. Porzingis misses 3-pt shot from 28 ft,,109-92,,
3:30.0,,,109-92,,Defensive rebound by J. O'Bryant
3:18.0,,,109-92,,K. Middleton misses 3-pt shot from 25 ft
3:17.0,Defensive rebound by C. Early,,109-92,,
3:02.0,Shooting foul by K. Middleton (drawn by K. Porzingis),,109-92,,
3:02.0,K. Porzingis misses free throw 1 of 2,,109-92,,
3:02.0,Offensive rebound by Team,,109-92,,
3:02.0,L. Thomas enters the game for C. Anthony,,109-92,,
3:02.0,J. Grant enters the game for S. Vujacic,,109-92,,
3:02.0,L. Galloway enters the game for J. Calderon,,109-92,,
3:02.0,K. Porzingis makes free throw 2 of 2,1,110-92,,
2:45.0,,,110-92,,Shooting foul by C. Early (drawn by G. Monroe)
2:45.0,New York full timeout,,110-92,,
2:45.0,K. O'Quinn enters the game for K. Porzingis,,110-92,,
2:45.0,,,110-92,,D. Inglis enters the game for K. Middleton
2:45.0,,,110-92,,R. Vaughn enters the game for G. Vasquez
2:45.0,,,110-92,,G. Monroe misses free throw 1 of 2
2:45.0,,,110-92,,Offensive rebound by Team
2:45.0,,,110-93,1,G. Monroe makes free throw 2 of 2
2:23.0,L. Thomas makes 2-pt shot from 8 ft,2,112-93,,
2:23.0,Shooting foul by J. O'Bryant (drawn by L. Thomas),,112-93,,
2:23.0,,,112-93,,M. Plumlee enters the game for G. Monroe
2:23.0,L. Thomas makes free throw 1 of 1,1,113-93,,
2:13.0,,,113-93,,Offensive foul by M. Plumlee
2:13.0,,,113-93,,Turnover by M. Plumlee (offensive foul)
1:59.0,L. Thomas makes 2-pt shot from 2 ft (assist by K. O'Quinn),2,115-93,,
1:59.0,Shooting foul by M. Carter-Williams (drawn by L. Thomas),,115-93,,
1:59.0,L. Thomas makes free throw 1 of 1,1,116-93,,
1:41.0,,,116-93,,M. Carter-Williams misses 2-pt shot from 1 ft
1:41.0,,,116-93,,Offensive rebound by M. Plumlee
1:41.0,,,116-93,,M. Plumlee misses 2-pt shot at rim
1:40.0,,,116-93,,Offensive rebound by M. Carter-Williams
1:40.0,,,116-95,2,M. Carter-Williams makes 2-pt shot from 1 ft
1:21.0,L. Thomas makes 2-pt shot from 12 ft,2,118-95,,
1:09.0,,,118-95,,R. Vaughn misses 2-pt shot from 1 ft
1:07.0,Defensive rebound by L. Galloway,,118-95,,
0:49.0,K. O'Quinn misses 2-pt shot from 1 ft,,118-95,,
0:48.0,,,118-95,,Defensive rebound by M. Carter-Williams
0:48.0,Personal foul by K. O'Quinn (drawn by M. Carter-Williams),,118-95,,
0:48.0,,,118-96,1,M. Carter-Williams makes free throw 1 of 2
0:48.0,,,118-97,1,M. Carter-Williams makes free throw 2 of 2
0:34.0,J. Grant makes 2-pt shot at rim (assist by K. O'Quinn),2,120-97,,
0:21.0,,,120-97,,Turnover by R. Vaughn (bad pass; steal by K. O'Quinn)
0:17.0,C. Early makes 2-pt shot at rim (assist by L. Galloway),2,122-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
