time,Phoenix,pts.away,score,pts.home,Golden State
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: A. Bogut vs. T. Chandler (P. Tucker gains possession),,,,Jump ball: A. Bogut vs. T. Chandler (P. Tucker gains possession)
11:41.0,T. Chandler makes 2-pt shot from 16 ft (assist by E. Bledsoe),2,2-0,,
11:25.0,,,2-2,2,K. Thompson makes 2-pt shot from 1 ft
11:11.0,J. Leuer makes 2-pt shot from 1 ft,2,4-2,,
10:52.0,,,4-5,3,D. Green makes 3-pt shot from 26 ft (assist by A. Bogut)
10:40.0,J. Leuer makes 3-pt shot from 23 ft (assist by E. Bledsoe),3,7-5,,
10:30.0,,,7-5,,K. Thompson misses 3-pt shot from 27 ft
10:28.0,Defensive rebound by J. Leuer,,7-5,,
10:22.0,B. Knight makes 2-pt shot from 7 ft,2,9-5,,
10:13.0,,,9-5,,Turnover by S. Curry (bad pass)
10:03.0,T. Chandler misses 2-pt shot from 1 ft,,9-5,,
10:03.0,,,9-5,,Defensive rebound by A. Bogut
9:51.0,,,9-8,3,B. Rush makes 3-pt shot from 24 ft (assist by S. Curry)
9:39.0,J. Leuer misses 2-pt shot from 1 ft (block by A. Bogut),,9-8,,
9:38.0,,,9-8,,Defensive rebound by A. Bogut
9:33.0,,,9-8,,Turnover by B. Rush (bad pass; steal by J. Leuer)
9:25.0,B. Knight misses 3-pt shot from 25 ft,,9-8,,
9:25.0,,,9-8,,Defensive rebound by A. Bogut
9:16.0,,,9-11,3,B. Rush makes 3-pt shot from 24 ft (assist by S. Curry)
8:56.0,T. Chandler misses 2-pt shot from 4 ft,,9-11,,
8:55.0,,,9-11,,Defensive rebound by D. Green
8:48.0,,,9-11,,D. Green misses 2-pt shot from 2 ft
8:48.0,Defensive rebound by B. Knight,,9-11,,
8:33.0,Turnover by E. Bledsoe (back court),,9-11,,
8:23.0,,,9-14,3,B. Rush makes 3-pt shot from 23 ft (assist by D. Green)
8:07.0,E. Bledsoe makes 2-pt shot from 16 ft,2,11-14,,
8:01.0,,,11-14,,S. Curry misses 2-pt shot from 2 ft
7:59.0,Defensive rebound by E. Bledsoe,,11-14,,
7:55.0,,,11-14,,Personal foul by B. Rush (drawn by B. Knight)
7:46.0,B. Knight misses 3-pt shot from 25 ft,,11-14,,
7:45.0,,,11-14,,Defensive rebound by A. Bogut
7:37.0,,,11-14,,D. Green misses 2-pt shot from 3 ft
7:31.0,,,11-14,,Offensive rebound by D. Green
7:30.0,,,11-14,,D. Green misses 2-pt shot from 1 ft
7:30.0,Defensive rebound by J. Leuer,,11-14,,
7:24.0,J. Leuer misses 3-pt shot from 25 ft,,11-14,,
7:23.0,,,11-14,,Defensive rebound by A. Bogut
7:20.0,,,11-14,,Shooting foul by T. Chandler (drawn by A. Bogut)
7:20.0,,,11-14,,A. Bogut misses free throw 1 of 2
7:20.0,,,11-14,,Offensive rebound by Team
7:20.0,,,11-14,,A. Bogut misses free throw 2 of 2
7:20.0,Defensive rebound by J. Leuer,,11-14,,
6:59.0,B. Knight misses 2-pt shot from 17 ft,,11-14,,
6:58.0,,,11-14,,Defensive rebound by K. Thompson
6:49.0,,,11-14,,Offensive foul by A. Bogut
6:49.0,,,11-14,,Turnover by A. Bogut (offensive foul)
6:36.0,P. Tucker misses 2-pt shot from 21 ft,,11-14,,
6:36.0,,,11-14,,Defensive rebound by D. Green
6:28.0,,,11-16,2,S. Curry makes 2-pt shot from 17 ft (assist by D. Green)
6:27.0,Phoenix full timeout,,11-16,,
6:11.0,Turnover by E. Bledsoe (bad pass; steal by D. Green),,11-16,,
6:00.0,,,11-16,,K. Thompson misses 2-pt shot from 5 ft
5:59.0,Defensive rebound by J. Leuer,,11-16,,
5:51.0,E. Bledsoe misses 2-pt shot from 9 ft,,11-16,,
5:49.0,Offensive rebound by Team,,11-16,,
5:49.0,T. Warren enters the game for P. Tucker,,11-16,,
5:49.0,,,11-16,,A. Iguodala enters the game for B. Rush
5:44.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by T. Chandler),2,13-16,,
5:20.0,,,13-16,,K. Thompson misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by T. Chandler,,13-16,,
5:10.0,E. Bledsoe misses 2-pt shot from 18 ft,,13-16,,
5:09.0,,,13-16,,Defensive rebound by A. Bogut
4:57.0,,,13-16,,Turnover by A. Iguodala (traveling)
4:36.0,J. Leuer misses 2-pt shot from 5 ft,,13-16,,
4:36.0,,,13-16,,Defensive rebound by D. Green
4:28.0,,,13-16,,S. Curry misses 3-pt shot from 27 ft
4:27.0,Defensive rebound by T. Chandler,,13-16,,
4:17.0,Turnover by E. Bledsoe (bad pass; steal by D. Green),,13-16,,
4:11.0,,,13-16,,Turnover by D. Green (bad pass; steal by J. Leuer)
4:06.0,Turnover by J. Leuer (bad pass),,13-16,,
4:06.0,M. Teletovic enters the game for J. Leuer,,13-16,,
4:06.0,,,13-16,,F. Ezeli enters the game for A. Bogut
3:57.0,,,13-16,,F. Ezeli misses 2-pt shot at rim
3:57.0,Defensive rebound by T. Chandler,,13-16,,
3:51.0,B. Knight makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,15-16,,
3:51.0,,,15-16,,Golden State full timeout
3:51.0,A. Len enters the game for T. Chandler,,15-16,,
3:40.0,,,15-16,,K. Thompson misses 2-pt shot from 15 ft
3:38.0,Defensive rebound by T. Warren,,15-16,,
3:16.0,T. Warren makes 2-pt shot from 16 ft,2,17-16,,
3:03.0,,,17-16,,A. Iguodala misses 3-pt shot from 23 ft
3:03.0,Defensive rebound by E. Bledsoe,,17-16,,
2:50.0,E. Bledsoe makes 2-pt shot from 16 ft,2,19-16,,
2:38.0,,,19-16,,Turnover by S. Curry (bad pass; steal by E. Bledsoe)
2:35.0,B. Knight makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,21-16,,
2:25.0,,,21-19,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
2:11.0,M. Teletovic makes 3-pt shot from 25 ft (assist by T. Warren),3,24-19,,
2:03.0,,,24-19,,S. Curry misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by T. Warren,,24-19,,
1:53.0,M. Teletovic makes 2-pt shot from 1 ft (assist by B. Knight),2,26-19,,
1:45.0,,,26-22,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
1:27.0,Turnover by E. Bledsoe (lost ball),,26-22,,
1:27.0,Loose ball foul by E. Bledsoe (drawn by A. Iguodala),,26-22,,
1:27.0,,,26-22,,S. Livingston enters the game for S. Curry
1:27.0,R. Price enters the game for E. Bledsoe,,26-22,,
1:27.0,D. Booker enters the game for B. Knight,,26-22,,
1:15.0,,,26-24,2,K. Thompson makes 2-pt shot from 11 ft (assist by S. Livingston)
0:51.0,T. Warren misses 2-pt shot from 15 ft,,26-24,,
0:50.0,Offensive rebound by Team,,26-24,,
0:43.0,R. Price misses 2-pt shot from 22 ft,,26-24,,
0:43.0,,,26-24,,Defensive rebound by D. Green
0:35.0,,,26-24,,F. Ezeli misses 2-pt shot from 2 ft
0:34.0,,,26-24,,Offensive rebound by F. Ezeli
0:34.0,,,26-24,,F. Ezeli misses 2-pt shot from 2 ft (block by A. Len)
0:31.0,Defensive rebound by A. Len,,26-24,,
0:09.0,T. Warren makes 2-pt shot from 17 ft (assist by D. Booker),2,28-24,,
0:01.0,,,28-26,2,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,28-26,,Turnover by S. Livingston (bad pass; steal by A. Len)
11:43.0,D. Booker misses 2-pt shot from 18 ft (block by L. Barbosa),,28-26,,
11:41.0,,,28-26,,Defensive rebound by F. Ezeli
11:36.0,Personal foul by R. Price (drawn by F. Ezeli),,28-26,,
11:28.0,,,28-28,2,F. Ezeli makes 2-pt shot at rim (assist by L. Barbosa)
11:10.0,M. Teletovic misses 3-pt shot from 25 ft,,28-28,,
11:09.0,,,28-28,,Defensive rebound by A. Iguodala
11:04.0,,,28-28,,A. Iguodala misses 2-pt shot from 1 ft (block by T. Warren)
11:02.0,,,28-28,,Offensive rebound by A. Iguodala
10:58.0,,,28-28,,B. Rush misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by A. Len,,28-28,,
10:37.0,R. Price misses 3-pt shot from 26 ft,,28-28,,
10:37.0,,,28-28,,Defensive rebound by F. Ezeli
10:24.0,,,28-30,2,F. Ezeli makes 2-pt shot from 7 ft
10:08.0,Turnover by D. Booker (lost ball; steal by L. Barbosa),,28-30,,
10:03.0,,,28-32,2,L. Barbosa makes 2-pt shot from 2 ft
9:42.0,T. Warren makes 2-pt shot from 9 ft,2,30-32,,
9:28.0,Personal foul by A. Len (drawn by F. Ezeli),,30-32,,
9:28.0,E. Bledsoe enters the game for D. Booker,,30-32,,
9:28.0,P. Tucker enters the game for R. Price,,30-32,,
9:14.0,,,30-32,,L. Barbosa misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by A. Len,,30-32,,
9:02.0,E. Bledsoe misses 2-pt shot from 18 ft,,30-32,,
9:00.0,,,30-32,,Defensive rebound by A. Iguodala
8:51.0,,,30-34,2,B. Rush makes 2-pt shot from 18 ft (assist by L. Barbosa)
8:25.0,M. Teletovic misses 2-pt shot from 20 ft,,30-34,,
8:25.0,,,30-34,,Defensive rebound by B. Rush
8:21.0,,,30-34,,L. Barbosa misses 2-pt shot from 1 ft
8:21.0,Defensive rebound by T. Warren,,30-34,,
8:12.0,T. Warren misses 2-pt shot from 7 ft,,30-34,,
8:12.0,,,30-34,,Defensive rebound by B. Rush
7:52.0,,,30-34,,B. Rush misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by M. Teletovic,,30-34,,
7:34.0,M. Teletovic makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,33-34,,
7:15.0,,,33-34,,F. Ezeli misses 2-pt shot from 5 ft
7:14.0,Defensive rebound by E. Bledsoe,,33-34,,
7:02.0,T. Warren makes 2-pt shot from 17 ft,2,35-34,,
7:02.0,,,35-34,,Golden State full timeout
7:02.0,,,35-34,,S. Curry enters the game for B. Rush
7:02.0,,,35-34,,D. Green enters the game for A. Iguodala
6:42.0,Personal foul by P. Tucker (drawn by S. Livingston),,35-34,,
6:42.0,,,35-35,1,S. Livingston makes free throw 1 of 2
6:42.0,,,35-36,1,S. Livingston makes free throw 2 of 2
6:32.0,,,35-36,,K. Thompson enters the game for L. Barbosa
6:20.0,T. Warren makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,37-36,,
6:08.0,,,37-36,,K. Thompson misses 3-pt shot from 26 ft
6:07.0,Defensive rebound by E. Bledsoe,,37-36,,
6:00.0,Shooting foul by D. Green (drawn by M. Teletovic),,37-36,,
6:00.0,M. Teletovic makes free throw 1 of 3,1,38-36,,
6:00.0,M. Teletovic makes free throw 2 of 3,1,39-36,,
6:00.0,,,39-36,,A. Bogut enters the game for F. Ezeli
6:00.0,T. Chandler enters the game for A. Len,,39-36,,
6:00.0,M. Teletovic makes free throw 3 of 3,1,40-36,,
5:51.0,,,40-36,,Offensive foul by A. Bogut
5:51.0,,,40-36,,Turnover by A. Bogut (offensive foul)
5:51.0,Official timeout,,40-36,,
5:51.0,B. Knight enters the game for M. Teletovic,,40-36,,
5:42.0,T. Warren misses 2-pt shot from 16 ft,,40-36,,
5:41.0,,,40-36,,Defensive rebound by D. Green
5:33.0,,,40-36,,S. Livingston misses 2-pt shot from 12 ft
5:32.0,,,40-36,,Offensive rebound by A. Bogut
5:27.0,,,40-36,,Turnover by A. Bogut (bad pass)
5:20.0,Turnover by E. Bledsoe (bad pass; steal by D. Green),,40-36,,
5:17.0,,,40-36,,Shooting foul by B. Knight (drawn by D. Green)
5:17.0,,,40-37,1,D. Green makes free throw 1 of 2
5:17.0,,,40-38,1,D. Green makes free throw 2 of 2
5:00.0,B. Knight makes 2-pt shot from 20 ft (assist by P. Tucker),2,42-38,,
4:41.0,,,42-40,2,S. Curry makes 2-pt shot from 9 ft (assist by D. Green)
4:29.0,B. Knight misses 3-pt shot from 25 ft,,42-40,,
4:29.0,,,42-40,,Defensive rebound by A. Bogut
4:23.0,,,42-43,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston)
4:09.0,P. Tucker misses 3-pt shot from 25 ft,,42-43,,
4:09.0,,,42-43,,Defensive rebound by S. Livingston
3:59.0,,,42-46,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
3:59.0,Phoenix full timeout,,42-46,,
3:59.0,,,42-46,,A. Iguodala enters the game for S. Livingston
3:59.0,J. Leuer enters the game for T. Warren,,42-46,,
3:46.0,T. Chandler makes 2-pt shot from 16 ft (assist by J. Leuer),2,44-46,,
3:30.0,,,44-48,2,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson)
3:20.0,E. Bledsoe misses 2-pt shot from 18 ft,,44-48,,
3:19.0,,,44-48,,Defensive rebound by A. Bogut
3:07.0,,,44-51,3,S. Curry makes 3-pt shot from 25 ft
2:52.0,B. Knight misses 2-pt shot from 15 ft,,44-51,,
2:50.0,Offensive rebound by J. Leuer,,44-51,,
2:50.0,J. Leuer makes 2-pt shot from 1 ft,2,46-51,,
2:36.0,,,46-54,3,D. Green makes 3-pt shot from 27 ft (assist by S. Curry)
2:19.0,Turnover by T. Chandler (bad pass; steal by A. Bogut),,46-54,,
2:12.0,,,46-56,2,S. Curry makes 2-pt shot from 1 ft
1:50.0,Turnover by J. Leuer (lost ball),,46-56,,
1:41.0,,,46-59,3,S. Curry makes 3-pt shot from 25 ft
1:40.0,Phoenix full timeout,,46-59,,
1:40.0,T. Warren enters the game for J. Leuer,,46-59,,
1:29.0,,,46-59,,Personal foul by A. Bogut (drawn by E. Bledsoe)
1:29.0,,,46-59,,B. Rush enters the game for A. Bogut
1:17.0,Offensive foul by B. Knight,,46-59,,
1:17.0,Turnover by B. Knight (offensive foul),,46-59,,
1:04.0,,,46-59,,S. Curry misses 3-pt shot from 27 ft
1:03.0,,,46-59,,Offensive rebound by D. Green
1:01.0,,,46-59,,D. Green misses 2-pt shot from 1 ft
0:59.0,,,46-59,,Offensive rebound by D. Green
0:59.0,,,46-59,,D. Green misses 2-pt shot at rim
0:58.0,,,46-59,,Offensive rebound by D. Green
0:58.0,,,46-59,,D. Green misses 2-pt shot at rim (block by P. Tucker)
0:57.0,Defensive rebound by T. Warren,,46-59,,
0:40.0,E. Bledsoe misses 2-pt shot from 2 ft (block by D. Green),,46-59,,
0:36.0,Offensive rebound by Team,,46-59,,
0:35.0,Jump ball: D. Green vs. P. Tucker (T. Warren gains possession),,,,Jump ball: D. Green vs. P. Tucker (T. Warren gains possession)
0:26.0,T. Warren misses 2-pt shot from 13 ft,,46-59,,
0:25.0,Offensive rebound by Team,,46-59,,
0:11.0,B. Knight misses 3-pt shot from 28 ft,,46-59,,
0:11.0,,,46-59,,Defensive rebound by A. Iguodala
0:00.0,,,46-59,,D. Green misses 3-pt shot from 26 ft
0:00.0,,,46-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,46-59,,Shooting foul by P. Tucker (drawn by K. Thompson)
11:50.0,,,46-60,1,K. Thompson makes free throw 1 of 2
11:50.0,,,46-61,1,K. Thompson makes free throw 2 of 2
11:34.0,,,46-61,,Personal foul by S. Curry (drawn by B. Knight)
11:22.0,E. Bledsoe misses 2-pt shot from 13 ft,,46-61,,
11:22.0,,,46-61,,Defensive rebound by K. Thompson
11:13.0,Def 3 sec tech foul by T. Chandler,,46-61,,
11:13.0,,,46-62,1,S. Curry makes technical free throw
11:05.0,,,46-62,,K. Thompson misses 3-pt shot from 23 ft
11:05.0,Defensive rebound by T. Chandler,,46-62,,
10:56.0,E. Bledsoe misses 2-pt shot from 16 ft,,46-62,,
10:56.0,,,46-62,,Defensive rebound by A. Bogut
10:51.0,,,46-62,,Turnover by K. Thompson (bad pass; steal by E. Bledsoe)
10:47.0,B. Knight makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,48-62,,
10:47.0,Shooting foul by A. Bogut (drawn by B. Knight),,48-62,,
10:47.0,B. Knight makes free throw 1 of 1,1,49-62,,
10:36.0,,,49-62,,D. Green misses 2-pt shot from 9 ft
10:35.0,Defensive rebound by E. Bledsoe,,49-62,,
10:32.0,Turnover by B. Knight (bad pass; steal by K. Thompson),,49-62,,
10:27.0,,,49-64,2,K. Thompson makes 2-pt shot from 1 ft
10:20.0,Turnover by T. Chandler (bad pass),,49-64,,
10:15.0,,,49-64,,Shooting foul by E. Bledsoe (drawn by S. Curry)
10:15.0,,,49-65,1,S. Curry makes free throw 1 of 2
10:15.0,,,49-66,1,S. Curry makes free throw 2 of 2
9:51.0,Turnover by Team (shot clock),,49-66,,
9:39.0,,,49-68,2,S. Curry makes 2-pt shot from 10 ft (assist by A. Bogut)
9:20.0,Turnover by B. Knight (bad pass; steal by D. Green),,49-68,,
9:15.0,,,49-70,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
9:10.0,,,49-70,,Personal foul by S. Curry (drawn by E. Bledsoe)
9:10.0,Phoenix full timeout,,49-70,,
8:53.0,Shooting foul by S. Curry (drawn by B. Knight),,49-70,,
8:53.0,B. Knight makes free throw 1 of 2,1,50-70,,
8:53.0,B. Knight makes free throw 2 of 2,1,51-70,,
8:29.0,,,51-73,3,K. Thompson makes 3-pt shot from 22 ft (assist by B. Rush)
8:21.0,E. Bledsoe misses 2-pt shot from 16 ft,,51-73,,
8:20.0,,,51-73,,Defensive rebound by D. Green
8:10.0,,,51-73,,Shooting foul by B. Knight (drawn by D. Green)
8:10.0,,,51-74,1,D. Green makes free throw 1 of 2
8:10.0,M. Teletovic enters the game for J. Leuer,,51-74,,
8:10.0,T. Warren enters the game for P. Tucker,,51-74,,
8:10.0,,,51-75,1,D. Green makes free throw 2 of 2
8:00.0,M. Teletovic misses 3-pt shot from 23 ft,,51-75,,
7:59.0,Offensive rebound by T. Chandler,,51-75,,
7:49.0,B. Knight makes 2-pt shot from 3 ft,2,53-75,,
7:36.0,,,53-75,,Turnover by S. Curry (bad pass; steal by T. Chandler)
7:31.0,E. Bledsoe misses 2-pt shot from 1 ft,,53-75,,
7:29.0,Offensive rebound by M. Teletovic,,53-75,,
7:29.0,M. Teletovic makes 2-pt shot at rim,2,55-75,,
7:15.0,,,55-77,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
7:03.0,T. Chandler makes 2-pt shot at rim (assist by M. Teletovic),2,57-77,,
6:58.0,,,57-80,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
6:41.0,M. Teletovic misses 2-pt shot from 18 ft,,57-80,,
6:40.0,,,57-80,,Defensive rebound by A. Bogut
6:35.0,,,57-82,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
6:10.0,B. Knight misses 2-pt shot from 3 ft,,57-82,,
6:09.0,,,57-82,,Defensive rebound by A. Bogut
6:03.0,,,57-84,2,S. Curry makes 2-pt shot from 2 ft (assist by K. Thompson)
6:03.0,Phoenix full timeout,,57-84,,
6:03.0,D. Booker enters the game for T. Chandler,,57-84,,
6:03.0,A. Len enters the game for E. Bledsoe,,57-84,,
5:47.0,B. Knight misses 2-pt shot from 12 ft,,57-84,,
5:47.0,,,57-84,,Defensive rebound by B. Rush
5:41.0,,,57-86,2,K. Thompson makes 2-pt shot from 1 ft
5:21.0,A. Len makes 2-pt shot from 16 ft (assist by D. Booker),2,59-86,,
5:09.0,,,59-89,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
4:48.0,Turnover by T. Warren (lost ball),,59-89,,
4:48.0,,,59-89,,A. Iguodala enters the game for B. Rush
4:48.0,R. Price enters the game for B. Knight,,59-89,,
4:40.0,,,59-89,,D. Green misses 2-pt shot from 10 ft
4:40.0,Defensive rebound by A. Len,,59-89,,
4:27.0,M. Teletovic makes 2-pt shot from 16 ft (assist by A. Len),2,61-89,,
4:16.0,Personal foul by D. Booker (drawn by K. Thompson),,61-89,,
4:10.0,,,61-91,2,K. Thompson makes 2-pt shot from 12 ft
3:59.0,D. Booker misses 3-pt shot from 25 ft,,61-91,,
3:57.0,,,61-91,,Defensive rebound by D. Green
3:45.0,,,61-91,,Shooting foul by D. Booker (drawn by K. Thompson)
3:45.0,,,61-92,1,K. Thompson makes free throw 1 of 3
3:45.0,,,61-93,1,K. Thompson makes free throw 2 of 3
3:45.0,,,61-94,1,K. Thompson makes free throw 3 of 3
3:28.0,A. Len misses 2-pt shot from 16 ft,,61-94,,
3:27.0,,,61-94,,Defensive rebound by S. Curry
3:22.0,,,61-96,2,D. Green makes 2-pt shot at rim (assist by A. Bogut)
3:03.0,Turnover by D. Booker (bad pass; steal by S. Curry),,61-96,,
2:59.0,Personal foul by M. Teletovic (drawn by S. Curry),,61-96,,
2:59.0,,,61-96,,Golden State full timeout
2:59.0,,,61-96,,F. Ezeli enters the game for A. Bogut
2:59.0,,,61-96,,S. Curry misses free throw 1 of 2
