time,Phoenix,pts.away,score,pts.home,Golden State
4:06.0,,,86-123,,Golden State full timeout
4:06.0,,,86-123,,J. McAdoo enters the game for S. Livingston
4:06.0,,,86-123,,J. Thompson enters the game for L. Barbosa
3:54.0,,,86-123,,I. Clark misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by A. Goodwin,,86-123,,
3:47.0,A. Goodwin makes 2-pt shot from 2 ft,2,88-123,,
3:34.0,,,88-123,,B. Rush misses 2-pt shot from 16 ft
3:32.0,Defensive rebound by R. Price,,88-123,,
3:31.0,,,88-123,,Personal foul by M. Speights (drawn by R. Price)
3:08.0,R. Price makes 3-pt shot from 26 ft (assist by T. Warren),3,91-123,,
3:08.0,Shooting foul by M. Speights (drawn by R. Price),,91-123,,
3:08.0,R. Price makes free throw 1 of 1,1,92-123,,
2:56.0,Personal foul by S. Weems (drawn by J. Thompson),,92-123,,
2:48.0,,,92-123,,M. Speights misses 2-pt shot from 18 ft
2:47.0,Defensive rebound by A. Goodwin,,92-123,,
2:39.0,A. Len makes 2-pt shot from 14 ft (assist by A. Goodwin),2,94-123,,
2:29.0,Personal foul by T. Warren (drawn by M. Speights),,94-123,,
2:29.0,,,94-123,,M. Speights misses free throw 1 of 2
2:29.0,,,94-123,,Offensive rebound by Team
2:29.0,,,94-124,1,M. Speights makes free throw 2 of 2
2:21.0,A. Goodwin makes 2-pt shot from 16 ft (assist by S. Weems),2,96-124,,
2:05.0,,,96-124,,Turnover by M. Speights (bad pass; steal by T. Warren)
1:57.0,A. Len makes 2-pt shot at rim (assist by A. Goodwin),2,98-124,,
1:46.0,,,98-124,,M. Speights misses 2-pt shot from 4 ft
1:43.0,,,98-124,,Offensive rebound by M. Speights
1:35.0,,,98-126,2,J. McAdoo makes 2-pt shot from 6 ft (assist by I. Clark)
1:22.0,A. Len misses 2-pt shot from 15 ft,,98-126,,
1:22.0,,,98-126,,Defensive rebound by J. Thompson
1:03.0,,,98-126,,B. Rush misses 2-pt shot from 20 ft
1:02.0,Defensive rebound by T. Warren,,98-126,,
0:59.0,Shooting foul by B. Rush (drawn by A. Goodwin),,98-126,,
0:59.0,A. Goodwin makes free throw 1 of 2,1,99-126,,
0:59.0,A. Goodwin misses free throw 2 of 2,,99-126,,
0:58.0,,,99-126,,Defensive rebound by J. Thompson
0:47.0,,,99-126,,Turnover by I. Clark (bad pass; steal by R. Price)
0:46.0,,,99-126,,Personal foul by M. Speights (drawn by R. Price)
0:46.0,R. Price makes free throw 1 of 2,1,100-126,,
0:46.0,R. Price makes free throw 2 of 2,1,101-126,,
0:33.0,,,101-126,,Turnover by I. Clark (bad pass; steal by A. Goodwin)
0:29.0,T. Warren makes 2-pt shot at rim (assist by R. Price),2,103-126,,
0:20.0,Personal foul by R. Price (drawn by M. Speights),,103-126,,
0:20.0,,,103-127,1,M. Speights makes free throw 1 of 2
0:20.0,,,103-128,1,M. Speights makes free throw 2 of 2
0:10.0,A. Goodwin misses 3-pt shot from 24 ft,,103-128,,
0:10.0,,,103-128,,Defensive rebound by J. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
