time,Atlanta,pts.away,score,pts.home,Washington
9:13.0,Shooting foul by K. Oubre (drawn by M. Scott),,81-84,,
9:13.0,M. Scott makes free throw 1 of 2,1,82-84,,
9:13.0,,,82-84,,J. Dudley enters the game for A. Anderson
9:13.0,,,82-84,,R. Sessions enters the game for G. Temple
9:13.0,M. Scott makes free throw 2 of 2,1,83-84,,
8:54.0,,,83-86,2,R. Sessions makes 2-pt shot from 8 ft
8:46.0,,,83-86,,Personal foul by J. Hickson
8:46.0,,,83-86,,N. Hilario enters the game for J. Hickson
8:33.0,M. Scott misses 2-pt shot from 6 ft,,83-86,,
8:32.0,,,83-86,,Defensive rebound by K. Oubre
8:29.0,Personal foul by M. Scott,,83-86,,
8:13.0,,,83-88,2,K. Oubre makes 2-pt shot at rim (assist by J. Eddie)
8:00.0,D. Schroder makes 2-pt shot from 19 ft,2,85-88,,
7:48.0,,,85-90,2,N. Hilario makes 2-pt shot from 1 ft (assist by R. Sessions)
7:37.0,Turnover by D. Schroder (bad pass),,85-90,,
7:37.0,P. Millsap enters the game for A. Horford,,85-90,,
7:37.0,J. Teague enters the game for T. Sefolosha,,85-90,,
7:37.0,K. Bazemore enters the game for D. Schroder,,85-90,,
7:24.0,,,85-90,,N. Hilario misses 2-pt shot from 3 ft
7:23.0,Defensive rebound by P. Millsap,,85-90,,
7:19.0,,,85-90,,Personal foul by R. Sessions
7:12.0,K. Korver misses 3-pt shot from 26 ft,,85-90,,
7:11.0,,,85-90,,Defensive rebound by K. Oubre
7:04.0,,,85-93,3,R. Sessions makes 3-pt shot from 25 ft
6:47.0,K. Korver misses 3-pt shot from 25 ft,,85-93,,
6:46.0,,,85-93,,Defensive rebound by N. Hilario
6:26.0,,,85-95,2,K. Oubre makes 2-pt shot from 7 ft (assist by N. Hilario)
6:25.0,Atlanta full timeout,,85-95,,
6:03.0,K. Bazemore misses 3-pt shot from 28 ft,,85-95,,
6:02.0,,,85-95,,Defensive rebound by N. Hilario
5:44.0,,,85-98,3,J. Eddie makes 3-pt shot from 24 ft (assist by N. Hilario)
5:37.0,,,85-98,,Personal block foul by K. Oubre
5:37.0,A. Horford enters the game for M. Scott,,85-98,,
5:26.0,Turnover by A. Horford (lost ball; steal by J. Dudley),,85-98,,
5:11.0,,,85-100,2,N. Hilario makes 2-pt shot at rim (assist by R. Sessions)
4:59.0,A. Horford makes 2-pt shot from 12 ft,2,87-100,,
4:44.0,,,87-103,3,R. Sessions makes 3-pt shot from 26 ft
4:22.0,Turnover by K. Bazemore (lost ball; steal by J. Eddie),,87-103,,
4:19.0,,,87-103,,Shooting foul by J. Teague (drawn by K. Oubre)
4:19.0,,,87-103,,K. Oubre misses free throw 1 of 2
4:19.0,,,87-103,,Offensive rebound by Team
4:19.0,T. Sefolosha enters the game for P. Millsap,,87-103,,
4:19.0,D. Schroder enters the game for K. Korver,,87-103,,
4:19.0,M. Muscala enters the game for J. Teague,,87-103,,
4:19.0,,,87-103,,K. Oubre misses free throw 2 of 2
4:18.0,Defensive rebound by A. Horford,,87-103,,
4:05.0,M. Muscala makes 2-pt shot at rim (assist by A. Horford),2,89-103,,
3:50.0,,,89-103,,K. Oubre misses 2-pt shot from 8 ft
3:49.0,Defensive rebound by K. Bazemore,,89-103,,
3:42.0,T. Sefolosha misses 2-pt shot from 1 ft (block by K. Oubre),,89-103,,
3:41.0,,,89-103,,Defensive rebound by J. Dudley
3:31.0,,,89-103,,R. Sessions misses 3-pt shot from 25 ft
3:30.0,,,89-103,,Offensive rebound by J. Eddie
3:22.0,,,89-103,,J. Eddie misses 2-pt shot at rim
3:21.0,Defensive rebound by A. Horford,,89-103,,
3:17.0,K. Bazemore misses 2-pt shot at rim,,89-103,,
3:15.0,,,89-103,,Defensive rebound by Team
3:01.0,,,89-103,,Offensive foul by N. Hilario
3:01.0,,,89-103,,Turnover by N. Hilario (offensive foul)
3:01.0,K. Hinrich enters the game for K. Bazemore,,89-103,,
3:01.0,K. Humphries enters the game for A. Horford,,89-103,,
2:47.0,Turnover by T. Sefolosha (lost ball; steal by R. Sessions),,89-103,,
2:43.0,,,89-103,,Turnover by K. Oubre (lost ball)
2:43.0,Official timeout,,89-103,,
2:43.0,M. Scott enters the game for T. Sefolosha,,89-103,,
2:34.0,D. Schroder misses 3-pt shot from 27 ft,,89-103,,
2:33.0,Offensive rebound by M. Muscala,,89-103,,
2:29.0,M. Muscala misses 2-pt shot from 7 ft,,89-103,,
2:28.0,,,89-103,,Defensive rebound by N. Hilario
2:11.0,,,89-103,,Turnover by R. Sessions (lost ball; steal by K. Humphries)
2:07.0,Shooting foul by R. Sessions (drawn by K. Humphries),,89-103,,
2:07.0,K. Humphries misses free throw 1 of 2,,89-103,,
2:07.0,Offensive rebound by Team,,89-103,,
2:07.0,K. Humphries makes free throw 2 of 2,1,90-103,,
1:49.0,,,90-105,2,J. Dudley makes 2-pt shot from 17 ft (assist by R. Sessions)
1:44.0,,,90-105,,Personal foul by J. Dudley
1:44.0,M. Muscala makes free throw 1 of 2,1,91-105,,
1:44.0,M. Muscala makes free throw 2 of 2,1,92-105,,
1:25.0,Shooting block foul by M. Muscala (drawn by J. Dudley),,92-105,,
1:25.0,,,92-106,1,J. Dudley makes free throw 1 of 2
1:25.0,,,92-107,1,J. Dudley makes free throw 2 of 2
1:11.0,M. Scott makes 3-pt shot from 25 ft (assist by D. Schroder),3,95-107,,
0:55.0,,,95-109,2,N. Hilario makes 2-pt shot at rim (assist by R. Sessions)
0:50.0,,,95-109,,Personal foul by R. Sessions
0:50.0,D. Schroder makes free throw 1 of 2,1,96-109,,
0:50.0,,,96-109,,J. Hickson enters the game for N. Hilario
0:50.0,D. Schroder misses free throw 2 of 2,,96-109,,
0:49.0,,,96-109,,Defensive rebound by K. Oubre
0:28.0,,,96-109,,Turnover by R. Sessions (lost ball; steal by K. Humphries)
0:21.0,K. Humphries makes 2-pt shot from 4 ft (assist by M. Muscala),2,98-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
