time,Detroit,pts.away,score,pts.home,Chicago
1:29.0,Defensive rebound by K. Caldwell-Pope,,86-83,,
1:14.0,R. Jackson misses 2-pt shot from 12 ft,,86-83,,
1:13.0,,,86-83,,Defensive rebound by E. Moore
0:56.0,,,86-83,,J. Butler misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by M. Morris,,86-83,,
0:50.0,R. Jackson misses 2-pt shot from 1 ft,,86-83,,
0:50.0,Offensive rebound by T. Harris,,86-83,,
0:50.0,T. Harris makes 2-pt shot from 1 ft,2,88-83,,
0:50.0,,,88-83,,Chicago full timeout
0:45.0,,,88-83,,J. Butler misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by M. Morris,,88-83,,
0:43.0,,,88-83,,Personal foul by J. Butler
0:43.0,M. Morris makes free throw 1 of 2,1,89-83,,
0:43.0,,,89-83,,B. Portis enters the game for J. Holiday
0:43.0,M. Morris makes free throw 2 of 2,1,90-83,,
0:43.0,,,90-83,,Chicago full timeout
0:43.0,,,90-83,,D. McDermott enters the game for B. Portis
0:43.0,,,90-83,,N. Mirotic enters the game for E. Moore
0:41.0,,,90-86,3,J. Butler makes 3-pt shot from 25 ft (assist by M. Dunleavy)
0:41.0,Offensive foul by R. Jackson,,90-86,,
0:41.0,Turnover by R. Jackson (offensive foul),,90-86,,
0:39.0,Personal foul by M. Morris,,90-86,,
0:39.0,,,90-87,1,J. Butler makes free throw 1 of 2
0:39.0,,,90-87,,E. Moore enters the game for D. McDermott
0:39.0,,,90-87,,J. Holiday enters the game for M. Dunleavy
0:39.0,,,90-88,1,J. Butler makes free throw 2 of 2
0:20.0,,,90-88,,Shooting block foul by J. Butler (drawn by R. Jackson)
0:20.0,,,90-88,,D. McDermott enters the game for J. Holiday
0:20.0,R. Jackson makes free throw 1 of 2,1,91-88,,
0:20.0,R. Jackson makes free throw 2 of 2,1,92-88,,
0:11.0,,,92-88,,J. Butler misses 3-pt shot from 25 ft
0:10.0,Defensive rebound by R. Jackson,,92-88,,
0:10.0,,,92-88,,Personal foul by P. Gasol
0:10.0,R. Jackson makes free throw 1 of 2,1,93-88,,
0:10.0,,,93-88,,B. Portis enters the game for E. Moore
0:10.0,R. Jackson makes free throw 2 of 2,1,94-88,,
0:10.0,,,94-88,,Chicago full timeout
0:10.0,,,94-88,,M. Dunleavy enters the game for B. Portis
0:07.0,,,94-90,2,J. Butler makes 2-pt shot at rim (assist by M. Dunleavy)
0:07.0,Detroit full timeout,,94-90,,
0:07.0,,,94-90,,J. Holiday enters the game for P. Gasol
0:07.0,,,94-90,,E. Moore enters the game for D. McDermott
0:00.0,End of 4th quarter,,,,End of 4th quarter
