time,Golden State,pts.away,score,pts.home,Utah
1:26.0,,,85-88,3,G. Hayward makes 3-pt shot from 24 ft
1:26.0,Golden State full timeout,,85-88,,
1:21.0,Shooting foul by R. Gobert (drawn by S. Curry),,85-88,,
1:21.0,S. Curry misses free throw 1 of 2,,85-88,,
1:21.0,Offensive rebound by Team,,85-88,,
1:21.0,S. Curry makes free throw 2 of 2,1,86-88,,
1:02.0,,,86-88,,Turnover by G. Hayward (lost ball)
0:50.0,Turnover by S. Curry (lost ball; steal by G. Hayward),,86-88,,
0:26.0,,,86-88,,S. Mack misses 2-pt shot from 12 ft
0:26.0,,,86-88,,Offensive rebound by R. Gobert
0:24.0,,,86-88,,R. Gobert misses 2-pt shot from 2 ft
0:24.0,,,86-88,,Offensive rebound by S. Mack
0:24.0,Personal foul by H. Barnes,,86-88,,
0:24.0,,,86-88,,S. Mack misses free throw 1 of 2
0:24.0,,,86-88,,Offensive rebound by Team
0:24.0,,,86-88,,T. Lyles enters the game for R. Gobert
0:24.0,,,86-89,1,S. Mack makes free throw 2 of 2
0:24.0,Golden State full timeout,,86-89,,
0:24.0,,,86-89,,T. Booker enters the game for T. Lyles
0:19.0,K. Thompson misses 3-pt shot from 25 ft,,86-89,,
0:17.0,Offensive rebound by S. Livingston,,86-89,,
0:15.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,89-89,,
0:15.0,,,89-89,,Utah full timeout
0:15.0,,,89-89,,T. Lyles enters the game for T. Booker
0:03.0,,,89-89,,S. Mack misses 2-pt shot from 16 ft (block by D. Green)
0:01.0,,,89-89,,Offensive rebound by G. Hayward
0:01.0,,,89-89,,G. Hayward misses 2-pt shot from 13 ft
0:00.0,,,89-89,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:56.0,Jump ball: G. Hayward vs. S. Livingston (R. Gobert gains possession),,,,Jump ball: G. Hayward vs. S. Livingston (R. Gobert gains possession)
4:56.0,Turnover by S. Livingston (lost ball; steal by G. Hayward),,89-89,,
4:30.0,,,89-91,2,G. Hayward makes 2-pt shot from 9 ft
4:09.0,S. Livingston makes 2-pt shot from 15 ft (assist by D. Green),2,91-91,,
3:53.0,,,91-91,,Turnover by R. Gobert (lost ball; steal by S. Livingston)
3:47.0,D. Green makes 2-pt shot from 1 ft,2,93-91,,
3:47.0,Shooting foul by G. Hayward (drawn by D. Green),,93-91,,
3:47.0,D. Green misses free throw 1 of 1,,93-91,,
3:46.0,,,93-91,,Defensive rebound by R. Gobert
3:32.0,,,93-93,2,R. Hood makes 2-pt shot from 15 ft (assist by S. Mack)
3:19.0,,,93-93,,Personal foul by R. Hood
3:10.0,S. Curry makes 2-pt shot from 2 ft,2,95-93,,
2:47.0,,,95-93,,S. Mack misses 3-pt shot from 24 ft (block by D. Green)
2:46.0,Defensive rebound by S. Livingston,,95-93,,
2:38.0,Turnover by D. Green (lost ball; steal by J. Ingles),,95-93,,
2:27.0,,,95-93,,R. Hood misses 2-pt shot from 8 ft
2:25.0,Defensive rebound by H. Barnes,,95-93,,
2:19.0,Shooting foul by S. Mack (drawn by S. Curry),,95-93,,
2:19.0,S. Curry makes free throw 1 of 2,1,96-93,,
2:19.0,,,96-93,,T. Lyles enters the game for R. Gobert
2:19.0,Golden State full timeout,,96-93,,
2:19.0,S. Curry makes free throw 2 of 2,1,97-93,,
2:05.0,Personal foul by S. Curry,,97-93,,
1:48.0,,,97-93,,R. Hood misses 3-pt shot from 29 ft
1:48.0,Defensive rebound by D. Green,,97-93,,
1:30.0,S. Curry makes 2-pt shot from 5 ft,2,99-93,,
1:21.0,,,99-93,,Offensive charge foul by G. Hayward
1:21.0,,,99-93,,Turnover by G. Hayward (offensive foul)
1:04.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,101-93,,
1:04.0,,,101-93,,Utah full timeout
0:59.0,,,101-93,,G. Hayward misses 3-pt shot from 24 ft
0:59.0,,,101-93,,Offensive rebound by G. Hayward
0:44.0,,,101-96,3,R. Hood makes 3-pt shot from 25 ft (assist by S. Mack)
0:37.0,Turnover by D. Green (bad pass),,101-96,,
0:29.0,,,101-96,,Turnover by S. Mack (bad pass)
0:26.0,,,101-96,,Personal foul by T. Lyles
0:26.0,D. Green makes free throw 1 of 2,1,102-96,,
0:26.0,D. Green makes free throw 2 of 2,1,103-96,,
0:26.0,,,103-96,,Utah full timeout
0:22.0,,,103-96,,R. Hood misses 3-pt shot from 24 ft
0:21.0,,,103-96,,Offensive rebound by T. Lyles
0:18.0,,,103-96,,T. Lyles misses 2-pt shot from 2 ft
0:17.0,Defensive rebound by K. Thompson,,103-96,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
