time,LA Clippers,pts.away,score,pts.home,San Antonio
2:47.0,Personal foul by W. Johnson (drawn by K. Leonard),,19-21,,
2:43.0,,,19-21,,M. Ginobili misses 2-pt shot from 19 ft
2:42.0,Defensive rebound by W. Johnson,,19-21,,
2:31.0,J. Smith makes 2-pt shot from 2 ft (assist by J. Crawford),2,21-21,,
2:12.0,,,21-21,,M. Ginobili misses 2-pt shot from 4 ft (block by J. Crawford)
2:11.0,Defensive rebound by J. Smith,,21-21,,
2:08.0,Shooting foul by D. West (drawn by B. Griffin),,21-21,,
2:08.0,B. Griffin makes free throw 1 of 2,1,22-21,,
2:08.0,B. Griffin makes free throw 2 of 2,1,23-21,,
1:47.0,,,23-23,2,K. Leonard makes 2-pt shot from 12 ft (assist by B. Diaw)
1:31.0,,,23-23,,Personal foul by M. Ginobili (drawn by B. Griffin)
1:25.0,B. Griffin makes 2-pt shot from 19 ft (assist by A. Rivers),2,25-23,,
1:18.0,Personal foul by J. Crawford (drawn by M. Ginobili),,25-23,,
1:18.0,,,25-23,,D. Green enters the game for K. Leonard
1:05.0,,,25-23,,D. West misses 2-pt shot from 6 ft
1:04.0,Defensive rebound by J. Crawford,,25-23,,
0:57.0,W. Johnson makes 3-pt shot from 23 ft (assist by J. Crawford),3,28-23,,
0:38.0,,,28-23,,M. Ginobili misses 2-pt shot from 2 ft (block by W. Johnson)
0:37.0,Defensive rebound by Team,,28-23,,
0:37.0,P. Pierce enters the game for B. Griffin,,28-23,,
0:30.0,A. Rivers makes 2-pt shot from 2 ft,2,30-23,,
0:09.0,,,30-23,,D. Green misses 3-pt shot from 25 ft
0:08.0,,,30-23,,Offensive rebound by M. Ginobili
0:06.0,,,30-26,3,P. Mills makes 3-pt shot from 22 ft (assist by M. Ginobili)
0:00.0,Turnover by W. Johnson (lost ball),,30-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,30-26,,Turnover by D. West (bad pass)
11:37.0,Turnover by L. Stephenson (bad pass; steal by M. Ginobili),,30-26,,
11:31.0,,,30-26,,P. Mills misses 2-pt shot from 1 ft (block by P. Pierce)
11:29.0,,,30-26,,Offensive rebound by D. Green
11:29.0,,,30-28,2,D. Green makes 2-pt shot at rim
11:13.0,A. Rivers makes 2-pt shot from 11 ft,2,32-28,,
10:51.0,,,32-31,3,M. Ginobili makes 3-pt shot from 25 ft (assist by B. Diaw)
10:38.0,,,32-31,,Personal foul by M. Ginobili (drawn by A. Rivers)
10:31.0,P. Pierce makes 3-pt shot from 24 ft (assist by A. Rivers),3,35-31,,
10:15.0,,,35-31,,D. West misses 2-pt shot from 2 ft (block by J. Smith)
10:13.0,Defensive rebound by A. Rivers,,35-31,,
10:08.0,Turnover by A. Rivers (bad pass; steal by B. Diaw),,35-31,,
10:01.0,,,35-31,,D. West misses 2-pt shot from 1 ft (block by J. Smith)
10:00.0,Defensive rebound by A. Rivers,,35-31,,
9:51.0,Turnover by J. Smith (bad pass),,35-31,,
9:39.0,,,35-31,,Shooting foul by P. Pierce (drawn by B. Diaw)
9:39.0,,,35-33,2,B. Diaw makes 2-pt shot from 2 ft
9:39.0,,,35-33,,J. Simmons enters the game for M. Ginobili
9:39.0,,,35-34,1,B. Diaw makes free throw 1 of 1
9:24.0,A. Rivers misses 2-pt shot from 5 ft,,35-34,,
9:22.0,,,35-34,,Defensive rebound by D. West
9:11.0,,,35-37,3,D. Green makes 3-pt shot from 22 ft (assist by P. Mills)
8:48.0,J. Smith makes 2-pt shot from 2 ft (assist by A. Rivers),2,37-37,,
8:40.0,,,37-37,,Turnover by P. Mills (bad pass; steal by J. Smith)
8:36.0,Turnover by J. Smith (bad pass; steal by J. Simmons),,37-37,,
8:29.0,,,37-37,,San Antonio full timeout
8:29.0,,,37-37,,T. Duncan enters the game for D. West
8:29.0,D. Jordan enters the game for J. Smith,,37-37,,
8:16.0,,,37-37,,P. Mills misses 3-pt shot from 24 ft
8:14.0,,,37-37,,Offensive rebound by B. Diaw
8:09.0,,,37-40,3,D. Green makes 3-pt shot from 25 ft (assist by B. Diaw)
7:53.0,P. Pierce misses 2-pt shot from 18 ft,,37-40,,
7:52.0,,,37-40,,Defensive rebound by J. Simmons
7:41.0,,,37-40,,P. Mills misses 2-pt shot from 2 ft
7:40.0,,,37-40,,Offensive rebound by T. Duncan
7:40.0,,,37-42,2,T. Duncan makes 2-pt shot from 1 ft
7:40.0,,,37-42,,Shooting foul by J. Crawford (drawn by T. Duncan)
7:40.0,B. Griffin enters the game for P. Pierce,,37-42,,
7:40.0,,,37-42,,T. Duncan misses free throw 1 of 1
7:38.0,Defensive rebound by D. Jordan,,37-42,,
7:13.0,B. Griffin misses 2-pt shot from 17 ft,,37-42,,
7:12.0,Offensive rebound by D. Jordan,,37-42,,
7:08.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,39-42,,
6:52.0,,,39-42,,Turnover by B. Diaw (bad pass)
6:52.0,,,39-42,,T. Parker enters the game for P. Mills
6:52.0,,,39-42,,K. Leonard enters the game for J. Simmons
6:52.0,J. Redick enters the game for L. Stephenson,,39-42,,
6:52.0,C. Paul enters the game for A. Rivers,,39-42,,
6:37.0,L. Mbah a Moute enters the game for J. Crawford,,39-42,,
6:37.0,,,39-42,,L. Aldridge enters the game for B. Diaw
6:27.0,Turnover by Team (shot clock),,39-42,,
6:18.0,,,39-42,,Turnover by T. Parker (bad pass; steal by C. Paul)
6:08.0,C. Paul makes 2-pt shot from 18 ft,2,41-42,,
5:48.0,,,41-44,2,T. Parker makes 2-pt shot from 20 ft (assist by T. Duncan)
5:36.0,Shooting foul by T. Parker (drawn by C. Paul),,41-44,,
5:36.0,Official timeout,,41-44,,
5:36.0,C. Paul makes free throw 1 of 2,1,42-44,,
5:36.0,C. Paul makes free throw 2 of 2,1,43-44,,
5:18.0,,,43-44,,T. Duncan misses 2-pt shot from 4 ft (block by D. Jordan)
5:16.0,Defensive rebound by B. Griffin,,43-44,,
5:01.0,Jump ball: B. Griffin vs. K. Leonard (C. Paul gains possession),,,,Jump ball: B. Griffin vs. K. Leonard (C. Paul gains possession)
4:49.0,B. Griffin makes 3-pt shot from 24 ft (assist by C. Paul),3,46-44,,
4:24.0,,,46-44,,K. Leonard misses 2-pt shot from 16 ft
4:24.0,,,46-44,,Offensive rebound by Team
4:24.0,,,46-44,,Turnover by Team (shot clock)
4:13.0,J. Redick makes 2-pt shot from 16 ft (assist by C. Paul),2,48-44,,
3:50.0,,,48-46,2,K. Leonard makes 2-pt shot from 15 ft
3:38.0,Turnover by C. Paul (bad pass; steal by T. Parker),,48-46,,
3:25.0,,,48-46,,L. Aldridge misses 2-pt shot from 13 ft
3:24.0,Defensive rebound by D. Jordan,,48-46,,
3:11.0,C. Paul makes 2-pt shot from 18 ft,2,50-46,,
2:53.0,,,50-48,2,L. Aldridge makes 2-pt shot at rim (assist by T. Duncan)
2:34.0,B. Griffin misses 2-pt shot from 19 ft,,50-48,,
2:33.0,,,50-48,,Defensive rebound by T. Duncan
2:23.0,,,50-50,2,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Duncan)
2:11.0,LA Clippers full timeout,,50-50,,
2:03.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,53-50,,
1:46.0,,,53-50,,T. Duncan misses 2-pt shot from 4 ft
1:44.0,Defensive rebound by B. Griffin,,53-50,,
1:34.0,C. Paul misses 3-pt shot from 26 ft,,53-50,,
1:33.0,,,53-50,,Defensive rebound by L. Aldridge
1:13.0,,,53-50,,Turnover by T. Duncan (lost ball; steal by C. Paul)
1:02.0,B. Griffin misses 2-pt shot from 1 ft,,53-50,,
1:01.0,,,53-50,,Defensive rebound by D. Green
0:59.0,Personal foul by C. Paul (drawn by K. Leonard),,53-50,,
0:59.0,,,53-50,,M. Ginobili enters the game for D. Green
0:49.0,,,53-52,2,K. Leonard makes 2-pt shot from 7 ft
0:41.0,,,53-52,,Personal block foul by K. Leonard (drawn by J. Redick)
0:41.0,W. Johnson enters the game for L. Mbah a Moute,,53-52,,
0:41.0,LA Clippers full timeout,,53-52,,
0:39.0,,,53-52,,Personal take foul by K. Leonard (drawn by J. Redick)
0:39.0,D. Jordan misses free throw 1 of 2,,53-52,,
0:39.0,Offensive rebound by Team,,53-52,,
0:39.0,D. Jordan misses free throw 2 of 2,,53-52,,
0:39.0,,,53-52,,Defensive rebound by T. Duncan
0:30.0,,,53-54,2,T. Duncan makes 2-pt shot from 1 ft (assist by T. Parker)
0:30.0,,,53-54,,Shooting foul by D. Jordan (drawn by T. Duncan)
0:30.0,P. Pierce enters the game for D. Jordan,,53-54,,
0:30.0,J. Crawford enters the game for W. Johnson,,53-54,,
0:30.0,,,53-54,,D. Green enters the game for L. Aldridge
0:30.0,,,53-55,1,T. Duncan makes free throw 1 of 1
0:12.0,C. Paul misses 3-pt shot from 23 ft,,53-55,,
0:11.0,Offensive rebound by P. Pierce,,53-55,,
0:04.0,,,53-55,,Personal foul by K. Leonard (drawn by C. Paul)
0:04.0,C. Paul makes free throw 1 of 2,1,54-55,,
0:04.0,D. Jordan enters the game for P. Pierce,,54-55,,
0:04.0,L. Mbah a Moute enters the game for J. Redick,,54-55,,
0:04.0,A. Rivers enters the game for J. Crawford,,54-55,,
0:04.0,C. Paul makes free throw 2 of 2,1,55-55,,
0:04.0,,,55-55,,San Antonio full timeout
0:04.0,,,55-55,,P. Mills enters the game for T. Parker
0:00.0,,,55-55,,P. Mills misses 2-pt shot from 1 ft
0:00.0,,,55-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,55-55,,Shooting foul by D. Jordan (drawn by T. Duncan)
11:46.0,,,55-56,1,T. Duncan makes free throw 1 of 2
11:46.0,,,55-57,1,T. Duncan makes free throw 2 of 2
11:40.0,,,55-57,,Personal foul by L. Aldridge (drawn by B. Griffin)
11:30.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,58-57,,
11:08.0,,,58-59,2,T. Parker makes 2-pt shot from 20 ft
10:58.0,,,58-59,,Def 3 sec tech foul by T. Duncan
10:58.0,C. Paul makes technical free throw,1,59-59,,
10:52.0,C. Paul makes 2-pt shot from 15 ft,2,61-59,,
10:37.0,,,61-61,2,L. Aldridge makes 2-pt shot from 17 ft
10:21.0,Shooting foul by D. Green (drawn by J. Redick),,61-61,,
10:21.0,J. Redick makes free throw 1 of 2,1,62-61,,
10:21.0,J. Redick misses free throw 2 of 2,,62-61,,
10:21.0,,,62-61,,Defensive rebound by L. Aldridge
9:59.0,,,62-63,2,K. Leonard makes 2-pt shot from 13 ft
9:40.0,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul),2,64-63,,
9:15.0,,,64-63,,T. Parker misses 2-pt shot from 2 ft
9:13.0,Defensive rebound by J. Redick,,64-63,,
9:10.0,C. Paul misses 2-pt shot from 1 ft (block by D. Green),,64-63,,
9:09.0,,,64-63,,Defensive rebound by L. Aldridge
9:01.0,,,64-63,,Shooting foul by J. Redick (drawn by T. Parker)
9:01.0,,,64-64,1,T. Parker makes free throw 1 of 2
9:01.0,,,64-65,1,T. Parker makes free throw 2 of 2
8:44.0,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul),2,66-65,,
8:27.0,,,66-65,,K. Leonard misses 2-pt shot from 19 ft
8:26.0,Defensive rebound by D. Jordan,,66-65,,
8:21.0,,,66-65,,Personal foul by L. Aldridge (drawn by B. Griffin)
8:21.0,,,66-65,,P. Mills enters the game for D. Green
8:02.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,68-65,,
7:46.0,,,68-67,2,T. Parker makes 2-pt shot from 10 ft
7:31.0,C. Paul makes 2-pt shot from 10 ft,2,70-67,,
7:22.0,Personal foul by C. Paul (drawn by T. Parker),,70-67,,
7:17.0,Personal foul by B. Griffin (drawn by L. Aldridge),,70-67,,
7:04.0,,,70-67,,T. Parker misses 2-pt shot from 19 ft
7:03.0,,,70-67,,Offensive rebound by L. Aldridge
7:03.0,,,70-69,2,L. Aldridge makes 2-pt shot at rim
6:43.0,J. Redick makes 2-pt shot from 18 ft (assist by C. Paul),2,72-69,,
6:20.0,,,72-69,,Shooting foul by L. Mbah a Moute (drawn by K. Leonard)
6:20.0,,,72-71,2,K. Leonard makes 2-pt shot from 15 ft
6:20.0,,,72-72,1,K. Leonard makes free throw 1 of 1
6:07.0,C. Paul makes 3-pt shot from 24 ft (assist by B. Griffin),3,75-72,,
5:48.0,,,75-72,,Turnover by T. Duncan (lost ball; steal by C. Paul)
5:31.0,B. Griffin misses 2-pt shot from 19 ft,,75-72,,
5:30.0,,,75-72,,Defensive rebound by K. Leonard
5:20.0,,,75-72,,P. Mills misses 3-pt shot from 22 ft
5:19.0,,,75-72,,Offensive rebound by T. Duncan
5:19.0,Personal foul by C. Paul (drawn by T. Duncan),,75-72,,
5:19.0,,,75-72,,San Antonio full timeout
5:19.0,,,75-72,,M. Ginobili enters the game for T. Parker
5:19.0,,,75-73,1,T. Duncan makes free throw 1 of 2
5:19.0,,,75-73,,T. Duncan misses free throw 2 of 2
5:19.0,Defensive rebound by D. Jordan,,75-73,,
4:54.0,C. Paul misses 3-pt shot from 25 ft,,75-73,,
4:53.0,,,75-73,,Defensive rebound by K. Leonard
4:39.0,,,75-73,,K. Leonard misses 2-pt shot from 15 ft
4:38.0,Defensive rebound by B. Griffin,,75-73,,
4:32.0,C. Paul makes 3-pt shot from 25 ft (assist by J. Redick),3,78-73,,
4:12.0,,,78-76,3,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili)
3:57.0,J. Redick misses 3-pt shot from 24 ft (block by P. Mills),,78-76,,
3:57.0,Offensive rebound by Team,,78-76,,
3:57.0,J. Crawford enters the game for J. Redick,,78-76,,
3:57.0,W. Johnson enters the game for L. Mbah a Moute,,78-76,,
3:57.0,,,78-76,,B. Diaw enters the game for T. Duncan
3:46.0,B. Griffin misses 2-pt shot from 16 ft,,78-76,,
3:45.0,,,78-76,,Defensive rebound by B. Diaw
3:37.0,,,78-76,,L. Aldridge misses 2-pt shot from 20 ft
3:36.0,Defensive rebound by D. Jordan,,78-76,,
3:12.0,B. Griffin makes 2-pt shot from 6 ft (assist by C. Paul),2,80-76,,
3:00.0,,,80-76,,Turnover by B. Diaw (bad pass; steal by B. Griffin)
2:53.0,C. Paul misses 2-pt shot from 7 ft,,80-76,,
2:52.0,Offensive rebound by C. Paul,,80-76,,
2:38.0,,,80-76,,Personal foul by B. Diaw (drawn by B. Griffin)
2:38.0,LA Clippers full timeout,,80-76,,
2:38.0,A. Rivers enters the game for C. Paul,,80-76,,
2:38.0,,,80-76,,Personal take foul by B. Diaw (drawn by B. Griffin)
2:38.0,D. Jordan makes free throw 1 of 2,1,81-76,,
2:38.0,,,81-76,,J. Simmons enters the game for K. Leonard
2:38.0,D. Jordan misses free throw 2 of 2,,81-76,,
2:38.0,,,81-76,,Defensive rebound by P. Mills
2:17.0,,,81-76,,B. Diaw misses 3-pt shot from 22 ft
2:16.0,Defensive rebound by W. Johnson,,81-76,,
2:12.0,,,81-76,,Personal take foul by B. Diaw (drawn by D. Jordan)
2:12.0,D. Jordan misses free throw 1 of 2,,81-76,,
2:12.0,Offensive rebound by Team,,81-76,,
2:12.0,D. Jordan makes free throw 2 of 2,1,82-76,,
1:51.0,,,82-78,2,L. Aldridge makes 2-pt shot from 16 ft
1:45.0,,,82-78,,Personal take foul by P. Mills (drawn by D. Jordan)
1:45.0,D. Jordan misses free throw 1 of 2,,82-78,,
1:45.0,Offensive rebound by Team,,82-78,,
1:45.0,D. Jordan makes free throw 2 of 2,1,83-78,,
1:23.0,,,83-80,2,L. Aldridge makes 2-pt shot from 15 ft (assist by M. Ginobili)
1:17.0,,,83-80,,Personal take foul by P. Mills (drawn by D. Jordan)
1:17.0,D. Jordan misses free throw 1 of 2,,83-80,,
1:17.0,Offensive rebound by Team,,83-80,,
1:17.0,D. Jordan makes free throw 2 of 2,1,84-80,,
1:04.0,,,84-83,3,J. Simmons makes 3-pt shot from 23 ft (assist by L. Aldridge)
0:59.0,,,84-83,,Personal take foul by J. Simmons (drawn by D. Jordan)
0:59.0,D. Jordan misses free throw 1 of 2,,84-83,,
0:59.0,Offensive rebound by Team,,84-83,,
0:59.0,P. Pierce enters the game for B. Griffin,,84-83,,
0:59.0,D. Jordan misses free throw 2 of 2,,84-83,,
0:59.0,,,84-83,,Defensive rebound by L. Aldridge
0:46.0,,,84-83,,L. Aldridge misses 2-pt shot from 20 ft
0:45.0,Defensive rebound by D. Jordan,,84-83,,
0:42.0,,,84-83,,Personal take foul by M. Ginobili (drawn by D. Jordan)
0:42.0,D. Jordan makes free throw 1 of 2,1,85-83,,
0:42.0,D. Jordan makes free throw 2 of 2,1,86-83,,
0:35.0,Shooting block foul by P. Pierce (drawn by M. Ginobili),,86-83,,
0:35.0,,,86-84,1,M. Ginobili makes free throw 1 of 2
0:35.0,J. Smith enters the game for D. Jordan,,86-84,,
0:35.0,,,86-85,1,M. Ginobili makes free throw 2 of 2
0:22.0,W. Johnson makes 2-pt shot at rim (assist by J. Smith),2,88-85,,
0:09.0,Personal foul by J. Smith (drawn by L. Aldridge),,88-85,,
0:09.0,,,88-85,,L. Aldridge misses free throw 1 of 2
0:09.0,,,88-85,,Offensive rebound by Team
0:09.0,,,88-85,,L. Aldridge misses free throw 2 of 2
0:09.0,Defensive rebound by P. Pierce,,88-85,,
0:01.0,P. Pierce misses 2-pt shot from 16 ft,,88-85,,
0:00.0,,,88-85,,Defensive rebound by L. Aldridge
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,J. Crawford misses 2-pt shot from 6 ft,,88-85,,
11:43.0,,,88-85,,Defensive rebound by D. West
11:24.0,,,88-87,2,P. Mills makes 2-pt shot from 1 ft (assist by D. West)
11:11.0,Turnover by J. Smith (bad pass; steal by D. West),,88-87,,
11:06.0,,,88-89,2,J. Simmons makes 2-pt shot at rim (assist by M. Ginobili)
10:41.0,J. Smith misses 3-pt shot from 24 ft,,88-89,,
10:40.0,,,88-89,,Defensive rebound by P. Mills
10:33.0,,,88-91,2,D. West makes 2-pt shot from 16 ft (assist by B. Diaw)
10:33.0,LA Clippers full timeout,,88-91,,
10:33.0,L. Stephenson enters the game for W. Johnson,,88-91,,
10:17.0,J. Crawford misses 2-pt shot from 18 ft,,88-91,,
10:16.0,,,88-91,,Defensive rebound by B. Diaw
10:04.0,,,88-93,2,D. West makes 2-pt shot from 5 ft (assist by B. Diaw)
9:54.0,,,88-93,,Personal foul by J. Simmons (drawn by J. Crawford)
9:54.0,B. Griffin enters the game for P. Pierce,,88-93,,
9:54.0,D. Jordan enters the game for J. Smith,,88-93,,
9:54.0,,,88-93,,T. Parker enters the game for P. Mills
9:39.0,J. Crawford misses 3-pt shot from 28 ft,,88-93,,
9:38.0,,,88-93,,Defensive rebound by B. Diaw
9:29.0,Personal foul by L. Stephenson (drawn by M. Ginobili),,88-93,,
9:17.0,,,88-96,3,T. Parker makes 3-pt shot from 24 ft (assist by M. Ginobili)
9:01.0,A. Rivers misses 3-pt shot from 24 ft,,88-96,,
9:00.0,Offensive rebound by D. Jordan,,88-96,,
9:00.0,,,88-96,,Loose ball foul by D. West (drawn by D. Jordan)
9:00.0,C. Paul enters the game for A. Rivers,,88-96,,
8:58.0,,,88-96,,Personal foul by J. Simmons (drawn by J. Crawford)
8:58.0,,,88-96,,K. Leonard enters the game for J. Simmons
8:57.0,,,88-96,,Personal take foul by D. West (drawn by D. Jordan)
8:57.0,,,88-96,,Personal take foul by D. West (drawn by D. Jordan)
8:57.0,D. Jordan misses free throw 1 of 2,,88-96,,
8:57.0,Offensive rebound by Team,,88-96,,
8:57.0,J. Redick enters the game for J. Crawford,,88-96,,
8:57.0,D. Jordan makes free throw 2 of 2,1,89-96,,
8:44.0,,,89-96,,B. Diaw misses 2-pt shot from 2 ft (block by D. Jordan)
8:43.0,Defensive rebound by C. Paul,,89-96,,
8:42.0,,,89-96,,Personal take foul by T. Parker (drawn by D. Jordan)
8:42.0,D. Jordan misses free throw 1 of 2,,89-96,,
8:42.0,Offensive rebound by Team,,89-96,,
8:42.0,D. Jordan makes free throw 2 of 2,1,90-96,,
8:24.0,,,90-96,,M. Ginobili misses 2-pt shot from 6 ft
8:23.0,Defensive rebound by D. Jordan,,90-96,,
8:19.0,,,90-96,,Personal foul by B. Diaw (drawn by B. Griffin)
8:19.0,B. Griffin makes free throw 1 of 2,1,91-96,,
8:19.0,,,91-96,,San Antonio full timeout
8:19.0,B. Griffin misses free throw 2 of 2,,91-96,,
8:19.0,,,91-96,,Defensive rebound by K. Leonard
8:00.0,,,91-96,,K. Leonard misses 3-pt shot from 24 ft
7:59.0,Defensive rebound by D. Jordan,,91-96,,
7:39.0,L. Stephenson misses 3-pt shot from 24 ft,,91-96,,
7:38.0,,,91-96,,Defensive rebound by D. West
7:24.0,,,91-96,,T. Parker misses 2-pt shot from 14 ft
7:23.0,Defensive rebound by D. Jordan,,91-96,,
7:09.0,D. Jordan misses 2-pt shot at rim,,91-96,,
7:08.0,,,91-96,,Defensive rebound by D. West
6:53.0,,,91-96,,D. West misses 2-pt shot from 18 ft
6:52.0,Defensive rebound by D. Jordan,,91-96,,
6:37.0,B. Griffin makes 2-pt shot from 3 ft,2,93-96,,
6:08.0,,,93-99,3,T. Parker makes 3-pt shot from 24 ft
5:52.0,Turnover by B. Griffin (lost ball; steal by M. Ginobili),,93-99,,
5:41.0,,,93-99,,K. Leonard misses 3-pt shot from 23 ft
5:40.0,Defensive rebound by D. Jordan,,93-99,,
5:22.0,,,93-99,,Personal foul by D. West (drawn by C. Paul)
5:22.0,C. Paul makes free throw 1 of 2,1,94-99,,
5:22.0,W. Johnson enters the game for L. Stephenson,,94-99,,
5:22.0,,,94-99,,L. Aldridge enters the game for D. West
5:22.0,,,94-99,,T. Duncan enters the game for M. Ginobili
5:22.0,,,94-99,,P. Mills enters the game for B. Diaw
5:22.0,C. Paul makes free throw 2 of 2,1,95-99,,
4:59.0,,,95-101,2,T. Parker makes 2-pt shot from 11 ft
4:45.0,B. Griffin misses 2-pt shot from 16 ft,,95-101,,
4:43.0,,,95-101,,Defensive rebound by K. Leonard
4:33.0,,,95-103,2,L. Aldridge makes 2-pt shot from 7 ft (assist by T. Duncan)
