time,Orlando,pts.away,score,pts.home,Philadelphia
4:53.0,T. Harris makes 2-pt shot from 3 ft,2,89-83,,
4:38.0,,,89-83,,Shooting foul by E. Fournier (drawn by N. Stauskas)
4:38.0,,,89-84,1,N. Stauskas makes free throw 1 of 2
4:38.0,,,89-84,,J. Okafor enters the game for R. Holmes
4:38.0,,,89-84,,N. Stauskas misses free throw 2 of 2
4:37.0,Defensive rebound by D. Dedmon,,89-84,,
4:27.0,V. Oladipo makes 2-pt shot from 1 ft (assist by E. Payton),2,91-84,,
4:16.0,,,91-84,,I. Canaan misses 3-pt shot from 27 ft
4:14.0,Defensive rebound by T. Harris,,91-84,,
4:07.0,T. Harris misses 2-pt shot from 5 ft (block by J. Okafor),,91-84,,
4:05.0,,,91-84,,Defensive rebound by H. Thompson
3:58.0,,,91-87,3,N. Stauskas makes 3-pt shot from 23 ft (assist by I. Canaan)
3:38.0,E. Payton makes 2-pt shot from 2 ft,2,93-87,,
3:10.0,,,93-87,,Shooting foul by D. Dedmon (drawn by J. Okafor)
3:10.0,,,93-88,1,J. Okafor makes free throw 1 of 2
3:10.0,J. Smith enters the game for D. Dedmon,,93-88,,
3:10.0,,,93-88,,R. Holmes enters the game for H. Thompson
3:10.0,,,93-89,1,J. Okafor makes free throw 2 of 2
2:57.0,E. Fournier makes 2-pt shot from 12 ft,2,95-89,,
2:32.0,,,95-91,2,I. Canaan makes 2-pt shot from 22 ft (assist by J. Okafor)
2:11.0,Shooting foul by T. McConnell (drawn by E. Payton),,95-91,,
2:11.0,Official timeout,,95-91,,
2:11.0,,,95-91,,H. Thompson enters the game for R. Holmes
2:11.0,E. Payton makes free throw 1 of 2,1,96-91,,
2:11.0,E. Payton makes free throw 2 of 2,1,97-91,,
1:46.0,,,97-91,,T. McConnell misses 2-pt shot from 5 ft
1:45.0,,,97-91,,Offensive rebound by Team
1:33.0,,,97-91,,Shooting foul by E. Fournier (drawn by N. Stauskas)
1:33.0,,,97-92,1,N. Stauskas makes free throw 1 of 2
1:33.0,,,97-92,,R. Holmes enters the game for H. Thompson
1:33.0,,,97-92,,J. Sampson enters the game for I. Canaan
1:33.0,,,97-93,1,N. Stauskas makes free throw 2 of 2
1:21.0,E. Payton makes 2-pt shot from 15 ft (assist by V. Oladipo),2,99-93,,
1:07.0,,,99-93,,Shooting foul by J. Smith (drawn by J. Okafor)
1:07.0,,,99-93,,J. Okafor misses free throw 1 of 2
1:07.0,,,99-93,,Offensive rebound by Team
1:07.0,,,99-93,,J. Okafor misses free throw 2 of 2
1:05.0,,,99-93,,Offensive rebound by R. Holmes
0:57.0,,,99-93,,J. Okafor misses 2-pt shot from 1 ft (block by T. Harris)
0:55.0,,,99-93,,Offensive rebound by Team
0:55.0,,,99-93,,I. Canaan enters the game for J. Sampson
0:55.0,,,99-93,,H. Thompson enters the game for R. Holmes
0:48.0,,,99-93,,Shooting foul by E. Payton (drawn by J. Okafor)
0:48.0,,,99-93,,J. Okafor misses free throw 1 of 2
0:48.0,,,99-93,,Offensive rebound by Team
0:48.0,,,99-93,,R. Holmes enters the game for H. Thompson
0:48.0,,,99-93,,J. Sampson enters the game for I. Canaan
0:48.0,D. Dedmon enters the game for T. Harris,,99-93,,
0:48.0,,,99-94,1,J. Okafor makes free throw 2 of 2
0:48.0,Orlando full timeout,,99-94,,
0:48.0,,,99-94,,C. Wood enters the game for R. Holmes
0:48.0,,,99-94,,H. Thompson enters the game for J. Okafor
0:48.0,T. Harris enters the game for D. Dedmon,,99-94,,
0:41.0,Turnover by E. Fournier (lost ball; steal by T. McConnell),,99-94,,
0:37.0,,,99-94,,Shooting foul by J. Smith (drawn by J. Sampson)
0:37.0,,,99-95,1,J. Sampson makes free throw 1 of 2
0:37.0,D. Dedmon enters the game for J. Smith,,99-95,,
0:37.0,,,99-95,,J. Sampson misses free throw 2 of 2
0:34.0,Defensive rebound by Team,,99-95,,
0:34.0,Orlando full timeout,,99-95,,
0:34.0,C. Watson enters the game for D. Dedmon,,99-95,,
0:27.0,,,99-95,,Personal foul by C. Wood (drawn by E. Payton)
0:27.0,E. Payton makes free throw 1 of 2,1,100-95,,
0:27.0,E. Payton makes free throw 2 of 2,1,101-95,,
0:27.0,,,101-95,,Philadelphia full timeout
0:27.0,,,101-95,,I. Canaan enters the game for T. McConnell
0:27.0,,,101-95,,J. Okafor enters the game for J. Sampson
0:27.0,,,101-95,,R. Holmes enters the game for C. Wood
0:27.0,D. Dedmon enters the game for C. Watson,,101-95,,
0:27.0,,,101-95,,N. Stauskas misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by D. Dedmon,,101-95,,
0:20.0,,,101-95,,Personal foul by R. Holmes (drawn by D. Dedmon)
0:20.0,D. Dedmon makes free throw 1 of 2,1,102-95,,
0:20.0,,,102-95,,T. McConnell enters the game for R. Holmes
0:20.0,D. Dedmon makes free throw 2 of 2,1,103-95,,
0:13.0,Violation by D. Dedmon (def goaltending),,103-95,,
0:13.0,,,103-97,2,N. Stauskas makes 2-pt shot from 1 ft
0:12.0,,,103-97,,Personal foul by I. Canaan (drawn by V. Oladipo)
0:12.0,V. Oladipo makes free throw 1 of 2,1,104-97,,
0:12.0,V. Oladipo makes free throw 2 of 2,1,105-97,,
0:01.0,,,105-97,,Turnover by I. Canaan (traveling)
0:00.0,End of 4th quarter,,,,End of 4th quarter
