time,Cleveland,pts.away,score,pts.home,Indiana
9:46.0,,,37-28,2,G. Robinson makes 2-pt shot from 2 ft (assist by C. Miles)
9:39.0,,,37-28,,Personal foul by C. Miles (drawn by K. Love)
9:39.0,,,37-28,,P. George enters the game for C. Miles
9:25.0,K. Irving makes 2-pt shot from 15 ft,2,39-28,,
9:04.0,,,39-30,2,G. Hill makes 2-pt shot from 15 ft
8:53.0,L. James makes 2-pt shot from 4 ft (assist by K. Irving),2,41-30,,
8:47.0,,,41-30,,Shooting foul by K. Irving (drawn by G. Hill)
8:47.0,Violation by T. Mozgov (def goaltending),,41-30,,
8:47.0,,,41-32,2,G. Hill makes 2-pt shot from 3 ft
8:47.0,Official timeout,,41-32,,
8:47.0,,,41-32,,J. Hill enters the game for S. Hill
8:47.0,,,41-33,1,G. Hill makes free throw 1 of 1
8:25.0,K. Irving makes 2-pt shot from 15 ft,2,43-33,,
8:12.0,,,43-33,,G. Robinson misses 2-pt shot from 16 ft
8:12.0,Defensive rebound by Team,,43-33,,
7:59.0,Turnover by K. Irving (lost ball; steal by G. Robinson),,43-33,,
7:58.0,Personal foul by T. Mozgov (drawn by G. Hill),,43-33,,
7:42.0,,,43-33,,P. George misses 3-pt shot from 24 ft
7:41.0,Defensive rebound by K. Love,,43-33,,
7:33.0,L. James makes 2-pt shot from 2 ft,2,45-33,,
7:21.0,,,45-33,,P. George misses 2-pt shot from 13 ft
7:21.0,Defensive rebound by I. Shumpert,,45-33,,
7:13.0,L. James misses 2-pt shot from 2 ft,,45-33,,
7:12.0,Offensive rebound by I. Shumpert,,45-33,,
6:57.0,L. James misses 3-pt shot from 24 ft,,45-33,,
6:56.0,,,45-33,,Defensive rebound by P. George
6:47.0,,,45-35,2,L. Allen makes 2-pt shot from 5 ft (assist by P. George)
6:26.0,K. Irving misses 2-pt shot from 10 ft,,45-35,,
6:26.0,,,45-35,,Defensive rebound by L. Allen
6:13.0,,,45-37,2,J. Hill makes 2-pt shot from 13 ft (assist by P. George)
5:59.0,K. Irving misses 2-pt shot from 12 ft (block by J. Hill),,45-37,,
5:59.0,Offensive rebound by Team,,45-37,,
5:59.0,,,45-37,,Indiana full timeout
5:59.0,,,45-37,,M. Turner enters the game for L. Allen
5:57.0,Turnover by K. Love (bad pass; steal by P. George),,45-37,,
5:51.0,,,45-39,2,G. Hill makes 2-pt shot from 1 ft (assist by G. Robinson)
5:26.0,L. James makes 2-pt shot from 18 ft,2,47-39,,
5:12.0,,,47-39,,Shooting foul by T. Mozgov (drawn by P. George)
5:12.0,,,47-40,1,P. George makes free throw 1 of 2
5:12.0,,,47-40,,M. Ellis enters the game for G. Robinson
5:12.0,T. Thompson enters the game for T. Mozgov,,47-40,,
5:12.0,J. Smith enters the game for I. Shumpert,,47-40,,
5:12.0,,,47-41,1,P. George makes free throw 2 of 2
4:56.0,Turnover by L. James (traveling),,47-41,,
4:41.0,,,47-41,,Turnover by J. Hill (lost ball; steal by J. Smith)
4:36.0,Turnover by J. Smith (bad pass),,47-41,,
4:26.0,,,47-41,,M. Ellis misses 3-pt shot from 24 ft
4:24.0,,,47-41,,Offensive rebound by Team
4:23.0,,,47-41,,Turnover by P. George (bad pass; steal by J. Smith)
4:16.0,L. James misses 2-pt shot from 8 ft,,47-41,,
4:16.0,Offensive rebound by T. Thompson,,47-41,,
4:16.0,,,47-41,,Loose ball foul by M. Turner (drawn by T. Thompson)
4:07.0,L. James misses 2-pt shot from 21 ft,,47-41,,
4:06.0,,,47-41,,Defensive rebound by G. Hill
3:54.0,,,47-44,3,G. Hill makes 3-pt shot from 26 ft (assist by J. Hill)
3:39.0,K. Love makes 2-pt shot from 4 ft,2,49-44,,
3:18.0,,,49-44,,M. Ellis misses 2-pt shot from 18 ft
3:17.0,Defensive rebound by T. Thompson,,49-44,,
3:17.0,Jump ball: T. Thompson vs. M. Turner (L. James gains possession),,,,Jump ball: T. Thompson vs. M. Turner (L. James gains possession)
3:03.0,J. Smith makes 2-pt shot from 14 ft (assist by L. James),2,51-44,,
2:47.0,,,51-46,2,J. Hill makes 2-pt shot from 18 ft (assist by G. Hill)
2:31.0,J. Smith misses 2-pt shot from 17 ft,,51-46,,
2:30.0,,,51-46,,Defensive rebound by J. Hill
2:18.0,,,51-46,,G. Hill misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by T. Thompson,,51-46,,
2:09.0,,,51-46,,Personal foul by P. George (drawn by L. James)
2:09.0,Cleveland full timeout,,51-46,,
2:09.0,M. Dellavedova enters the game for K. Irving,,51-46,,
2:09.0,L. James misses free throw 1 of 2,,51-46,,
2:09.0,Offensive rebound by Team,,51-46,,
2:09.0,L. James makes free throw 2 of 2,1,52-46,,
1:53.0,,,52-46,,P. George misses 2-pt shot from 16 ft
1:52.0,,,52-46,,Offensive rebound by M. Turner
1:49.0,,,52-46,,M. Turner misses 2-pt shot from 6 ft
1:49.0,Defensive rebound by T. Thompson,,52-46,,
1:38.0,K. Love misses 3-pt shot from 23 ft,,52-46,,
1:37.0,Offensive rebound by T. Thompson,,52-46,,
1:29.0,T. Thompson makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,54-46,,
1:29.0,Shooting foul by M. Turner (drawn by T. Thompson),,54-46,,
1:29.0,T. Thompson misses free throw 1 of 1,,54-46,,
1:28.0,,,54-46,,Defensive rebound by M. Ellis
1:12.0,,,54-46,,M. Turner misses 2-pt shot from 17 ft
1:11.0,Defensive rebound by J. Smith,,54-46,,
0:55.0,L. James makes 2-pt shot from 12 ft,2,56-46,,
0:37.0,,,56-49,3,P. George makes 3-pt shot from 26 ft
0:20.0,,,56-49,,Personal foul by P. George (drawn by L. James)
0:20.0,L. James makes free throw 1 of 2,1,57-49,,
0:20.0,L. James makes free throw 2 of 2,1,58-49,,
0:07.0,Personal foul by M. Dellavedova (drawn by G. Hill),,58-49,,
0:04.0,,,58-49,,Turnover by P. George (lost ball; steal by L. James)
0:01.0,L. James makes 2-pt shot from 4 ft,2,60-49,,
0:00.0,,,60-49,,Turnover by M. Ellis (traveling)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Personal block foul by J. Smith (drawn by P. George),,60-49,,
11:46.0,Inbound foul by L. James,,60-49,,
11:46.0,,,60-50,1,P. George makes free throw 1 of 2
11:46.0,,,60-50,,G. Hill enters the game for C. Miles
11:46.0,,,60-51,1,P. George makes free throw 2 of 2
11:31.0,K. Love makes 2-pt shot from 21 ft (assist by L. James),2,62-51,,
11:16.0,,,62-53,2,M. Ellis makes 2-pt shot from 20 ft
10:59.0,K. Irving misses 2-pt shot from 20 ft,,62-53,,
10:58.0,,,62-53,,Defensive rebound by M. Ellis
10:49.0,,,62-53,,J. Hill misses 2-pt shot from 17 ft
10:48.0,Defensive rebound by L. James,,62-53,,
10:41.0,,,62-53,,Personal foul by J. Hill (drawn by K. Love)
10:32.0,J. Smith misses 2-pt shot from 6 ft,,62-53,,
10:31.0,Offensive rebound by T. Thompson,,62-53,,
10:21.0,L. James misses 3-pt shot from 26 ft,,62-53,,
10:21.0,,,62-53,,Defensive rebound by J. Hill
10:08.0,,,62-56,3,M. Ellis makes 3-pt shot from 24 ft (assist by G. Hill)
9:47.0,K. Love misses 3-pt shot from 25 ft,,62-56,,
9:46.0,,,62-56,,Defensive rebound by Team
9:34.0,,,62-58,2,M. Ellis makes 2-pt shot from 20 ft
9:34.0,Cleveland full timeout,,62-58,,
9:17.0,K. Irving misses 2-pt shot from 4 ft,,62-58,,
9:16.0,,,62-58,,Defensive rebound by M. Turner
9:11.0,,,62-58,,P. George misses 3-pt shot from 25 ft
9:10.0,,,62-58,,Offensive rebound by J. Hill
9:05.0,,,62-61,3,G. Hill makes 3-pt shot from 26 ft (assist by J. Hill)
8:45.0,L. James misses 2-pt shot from 2 ft (block by M. Turner),,62-61,,
8:45.0,,,62-61,,Defensive rebound by Team
8:45.0,I. Shumpert enters the game for J. Smith,,62-61,,
8:30.0,,,62-61,,M. Ellis misses 3-pt shot from 24 ft
8:29.0,Defensive rebound by K. Love,,62-61,,
8:18.0,K. Love misses 2-pt shot from 20 ft,,62-61,,
8:18.0,Offensive rebound by T. Thompson,,62-61,,
8:18.0,,,62-61,,Loose ball foul by P. George (drawn by T. Thompson)
8:02.0,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving),2,64-61,,
7:47.0,,,64-61,,Offensive charge foul by M. Ellis
7:47.0,,,64-61,,Turnover by M. Ellis (offensive foul)
7:36.0,Shooting foul by M. Turner (drawn by L. James),,64-61,,
7:36.0,L. James misses free throw 1 of 2,,64-61,,
7:36.0,Offensive rebound by Team,,64-61,,
7:36.0,L. James makes free throw 2 of 2,1,65-61,,
7:14.0,,,65-61,,G. Hill misses 2-pt shot from 22 ft
7:14.0,Defensive rebound by T. Thompson,,65-61,,
7:05.0,Turnover by I. Shumpert (bad pass; steal by G. Hill),,65-61,,
7:01.0,,,65-63,2,G. Hill makes 2-pt shot from 2 ft
6:51.0,Offensive foul by T. Thompson,,65-63,,
6:51.0,Turnover by T. Thompson (offensive foul),,65-63,,
6:51.0,M. Dellavedova enters the game for K. Irving,,65-63,,
6:38.0,,,65-63,,M. Turner misses 2-pt shot from 18 ft
6:38.0,Defensive rebound by L. James,,65-63,,
6:15.0,T. Thompson makes 2-pt shot from 4 ft (assist by M. Dellavedova),2,67-63,,
5:52.0,,,67-65,2,J. Hill makes 2-pt shot from 14 ft
5:33.0,M. Dellavedova misses 2-pt shot from 11 ft,,67-65,,
5:32.0,Offensive rebound by T. Thompson,,67-65,,
5:21.0,Turnover by M. Dellavedova (bad pass; steal by J. Hill),,67-65,,
5:18.0,Personal take foul by M. Dellavedova (drawn by G. Hill),,67-65,,
5:07.0,,,67-67,2,M. Turner makes 2-pt shot from 9 ft (assist by J. Hill)
4:50.0,Turnover by M. Dellavedova (bad pass; steal by M. Ellis),,67-67,,
4:44.0,,,67-67,,Turnover by P. George (lost ball; steal by L. James)
4:40.0,,,67-67,,Personal block foul by P. George (drawn by L. James)
4:40.0,J. Smith enters the game for K. Love,,67-67,,
4:40.0,,,67-67,,J. Young enters the game for P. George
4:40.0,,,67-67,,L. Allen enters the game for J. Hill
4:40.0,,,67-67,,S. Hill enters the game for G. Hill
4:23.0,J. Smith misses 3-pt shot from 25 ft,,67-67,,
4:23.0,,,67-67,,Defensive rebound by J. Young
4:18.0,Personal foul by J. Smith (drawn by L. Allen),,67-67,,
4:02.0,,,67-67,,M. Ellis misses 3-pt shot from 25 ft
4:01.0,,,67-67,,Offensive rebound by L. Allen
3:58.0,,,67-67,,L. Allen misses 2-pt shot from 6 ft
3:56.0,,,67-67,,Offensive rebound by M. Turner
3:56.0,,,67-67,,M. Turner misses 2-pt shot from 1 ft
3:55.0,,,67-67,,Offensive rebound by M. Turner
3:55.0,,,67-69,2,M. Turner makes 2-pt shot from 1 ft
3:30.0,L. James misses 3-pt shot from 23 ft,,67-69,,
3:29.0,Offensive rebound by Team,,67-69,,
3:20.0,M. Dellavedova misses 2-pt shot from 3 ft (block by M. Turner),,67-69,,
3:20.0,,,67-69,,Defensive rebound by M. Turner
3:20.0,Jump ball: M. Dellavedova vs. M. Turner (L. Allen gains possession),,,,Jump ball: M. Dellavedova vs. M. Turner (L. Allen gains possession)
2:57.0,,,67-69,,M. Turner misses 2-pt shot from 4 ft
2:56.0,Defensive rebound by M. Dellavedova,,67-69,,
2:51.0,J. Smith makes 3-pt shot from 27 ft (assist by M. Dellavedova),3,70-69,,
2:51.0,,,70-69,,Indiana full timeout
2:51.0,K. Irving enters the game for M. Dellavedova,,70-69,,
2:33.0,,,70-69,,M. Ellis misses 2-pt shot from 11 ft
2:32.0,,,70-69,,Offensive rebound by M. Turner
2:31.0,,,70-71,2,M. Turner makes 2-pt shot from 1 ft
2:14.0,J. Smith misses 2-pt shot from 19 ft,,70-71,,
2:13.0,Offensive rebound by Team,,70-71,,
2:13.0,,,70-71,,C. Miles enters the game for J. Young
2:03.0,K. Irving misses 2-pt shot from 4 ft,,70-71,,
2:03.0,,,70-71,,Defensive rebound by M. Turner
1:57.0,,,70-71,,Shooting foul by L. James (drawn by M. Ellis)
1:57.0,,,70-72,1,M. Ellis makes free throw 1 of 2
1:57.0,,,70-72,,M. Ellis misses free throw 2 of 2
1:57.0,Defensive rebound by L. James,,70-72,,
1:37.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving),3,73-72,,
1:20.0,,,73-72,,L. Allen misses 2-pt shot from 17 ft
1:20.0,,,73-72,,Offensive rebound by M. Turner
1:10.0,,,73-75,3,C. Miles makes 3-pt shot from 24 ft (assist by S. Hill)
0:50.0,J. Smith misses 2-pt shot from 4 ft,,73-75,,
0:49.0,Offensive rebound by T. Thompson,,73-75,,
0:47.0,Turnover by T. Thompson (step out of bounds),,73-75,,
0:36.0,,,73-77,2,S. Hill makes 2-pt shot from 2 ft (assist by M. Ellis)
0:12.0,Shooting foul by S. Hill (drawn by I. Shumpert),,73-77,,
0:12.0,I. Shumpert makes free throw 1 of 2,1,74-77,,
0:12.0,R. Jefferson enters the game for L. James,,74-77,,
0:12.0,I. Shumpert makes free throw 2 of 2,1,75-77,,
0:02.0,,,75-77,,M. Ellis misses 2-pt shot from 11 ft
0:01.0,,,75-77,,Offensive rebound by S. Hill
0:01.0,,,75-77,,S. Hill misses 2-pt shot from 1 ft
0:01.0,,,75-77,,Offensive rebound by S. Hill
0:01.0,,,75-77,,Shooting foul by T. Thompson (drawn by S. Hill)
0:01.0,,,75-78,1,S. Hill makes free throw 1 of 2
0:01.0,,,75-78,,J. Hill enters the game for M. Turner
0:01.0,T. Mozgov enters the game for J. Smith,,75-78,,
0:01.0,,,75-79,1,S. Hill makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,T. Mozgov makes 2-pt shot from 12 ft (assist by K. Irving),2,77-79,,
11:29.0,,,77-79,,C. Miles misses 3-pt shot from 24 ft
11:26.0,,,77-79,,Offensive rebound by L. Allen
11:25.0,,,77-81,2,L. Allen makes 2-pt shot at rim
11:02.0,T. Mozgov makes 2-pt shot from 9 ft,2,79-81,,
10:41.0,,,79-81,,J. Hill misses 2-pt shot from 4 ft
10:40.0,Defensive rebound by I. Shumpert,,79-81,,
10:23.0,J. Smith makes 2-pt shot from 19 ft,2,81-81,,
10:23.0,,,81-81,,Indiana full timeout
10:23.0,K. Love enters the game for I. Shumpert,,81-81,,
10:12.0,,,81-81,,G. Hill misses 3-pt shot from 25 ft
10:10.0,,,81-81,,Offensive rebound by L. Allen
9:59.0,,,81-84,3,S. Hill makes 3-pt shot from 25 ft (assist by J. Hill)
9:40.0,Shooting foul by S. Hill (drawn by J. Smith),,81-84,,
9:40.0,J. Smith misses free throw 1 of 2,,81-84,,
9:40.0,Offensive rebound by Team,,81-84,,
9:40.0,J. Smith makes free throw 2 of 2,1,82-84,,
9:23.0,,,82-84,,G. Hill misses 3-pt shot from 23 ft
9:22.0,Defensive rebound by T. Mozgov,,82-84,,
9:00.0,K. Irving makes 2-pt shot from 8 ft,2,84-84,,
8:44.0,,,84-84,,S. Hill misses 2-pt shot from 4 ft
8:43.0,,,84-84,,Offensive rebound by J. Hill
8:38.0,,,84-84,,C. Miles misses 3-pt shot from 24 ft
8:37.0,Defensive rebound by J. Smith,,84-84,,
8:19.0,K. Love misses 2-pt shot from 7 ft,,84-84,,
8:18.0,,,84-84,,Defensive rebound by S. Hill
8:02.0,,,84-84,,J. Hill misses 2-pt shot from 18 ft
8:01.0,Defensive rebound by K. Irving,,84-84,,
7:47.0,T. Mozgov misses 2-pt shot from 20 ft,,84-84,,
7:47.0,,,84-84,,Defensive rebound by S. Hill
7:38.0,Personal foul by K. Irving (drawn by C. Miles),,84-84,,
7:38.0,,,84-84,,P. George enters the game for C. Miles
7:38.0,L. James enters the game for R. Jefferson,,84-84,,
7:28.0,,,84-84,,J. Hill misses 2-pt shot from 18 ft
7:28.0,,,84-84,,Offensive rebound by P. George
7:23.0,,,84-86,2,P. George makes 2-pt shot from 18 ft
7:03.0,K. Irving misses 3-pt shot from 24 ft,,84-86,,
7:02.0,,,84-86,,Defensive rebound by S. Hill
6:49.0,,,84-88,2,J. Hill makes 2-pt shot from 1 ft (assist by G. Hill)
6:49.0,,,84-88,,Shooting foul by T. Mozgov (drawn by J. Hill)
6:49.0,,,84-88,,M. Turner enters the game for L. Allen
6:49.0,,,84-88,,M. Ellis enters the game for G. Hill
6:49.0,T. Thompson enters the game for T. Mozgov,,84-88,,
6:49.0,,,84-89,1,J. Hill makes free throw 1 of 1
6:35.0,K. Love makes 2-pt shot from 3 ft (assist by L. James),2,86-89,,
6:24.0,,,86-89,,M. Turner misses 2-pt shot from 3 ft (block by K. Love)
6:23.0,Defensive rebound by L. James,,86-89,,
6:12.0,K. Irving makes 3-pt shot from 24 ft (assist by K. Love),3,89-89,,
5:56.0,,,89-89,,P. George misses 2-pt shot from 13 ft
5:56.0,Defensive rebound by J. Smith,,89-89,,
5:50.0,K. Love misses 2-pt shot from 3 ft,,89-89,,
5:49.0,,,89-89,,Defensive rebound by P. George
5:39.0,,,89-89,,S. Hill misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by L. James,,89-89,,
5:16.0,Official timeout,,89-89,,
5:16.0,,,89-89,,L. Allen enters the game for J. Hill
5:16.0,Turnover by K. Irving (lost ball; steal by M. Turner),,89-89,,
5:16.0,Jump ball: K. Irving vs. M. Turner (S. Hill gains possession),,,,Jump ball: K. Irving vs. M. Turner (S. Hill gains possession)
5:08.0,,,89-91,2,S. Hill makes 2-pt shot from 3 ft (assist by M. Ellis)
4:52.0,K. Irving misses 3-pt shot from 26 ft,,89-91,,
4:51.0,,,89-91,,Defensive rebound by Team
4:51.0,Loose ball foul by K. Love (drawn by M. Turner),,89-91,,
4:39.0,,,89-91,,M. Ellis misses 3-pt shot from 26 ft
4:38.0,Defensive rebound by L. James,,89-91,,
4:30.0,L. James misses 2-pt shot at rim (block by M. Turner),,89-91,,
4:29.0,,,89-91,,Defensive rebound by P. George
4:19.0,,,89-91,,P. George misses 2-pt shot from 20 ft
4:18.0,Defensive rebound by K. Love,,89-91,,
4:10.0,J. Smith misses 3-pt shot from 25 ft,,89-91,,
4:09.0,,,89-91,,Defensive rebound by S. Hill
4:00.0,,,89-93,2,M. Ellis makes 2-pt shot from 4 ft
3:55.0,,,89-93,,Personal block foul by M. Ellis (drawn by K. Irving)
3:39.0,L. James misses 3-pt shot from 26 ft,,89-93,,
3:38.0,,,89-93,,Defensive rebound by M. Turner
3:22.0,,,89-93,,Turnover by P. George (bad pass)
3:11.0,,,89-93,,Personal foul by L. Allen (drawn by K. Love)
2:58.0,L. James misses 2-pt shot from 3 ft,,89-93,,
2:58.0,Offensive rebound by Team,,89-93,,
2:58.0,Cleveland full timeout,,89-93,,
2:58.0,Shooting foul by M. Turner (drawn by L. James),,89-93,,
2:58.0,L. James misses free throw 1 of 2,,89-93,,
2:58.0,Offensive rebound by Team,,89-93,,
2:58.0,,,89-93,,G. Hill enters the game for S. Hill
2:58.0,L. James misses free throw 2 of 2,,89-93,,
2:58.0,,,89-93,,Defensive rebound by L. Allen
2:37.0,,,89-93,,M. Ellis misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by K. Irving,,89-93,,
2:23.0,K. Irving misses 2-pt shot from 4 ft (block by L. Allen),,89-93,,
2:22.0,,,89-93,,Defensive rebound by G. Hill
2:09.0,,,89-93,,Turnover by M. Ellis (lost ball)
2:07.0,,,89-93,,J. Hill enters the game for L. Allen
