time,Golden State,pts.away,score,pts.home,San Antonio
2:22.0,S. Curry makes 2-pt shot from 2 ft,2,88-77,,
2:09.0,,,88-79,2,K. Leonard makes 2-pt shot at rim (assist by D. West)
1:50.0,H. Barnes misses 3-pt shot from 25 ft,,88-79,,
1:49.0,Offensive rebound by A. Iguodala,,88-79,,
1:34.0,S. Curry makes 2-pt shot from 2 ft,2,90-79,,
1:25.0,,,90-79,,Shooting foul by S. Curry (drawn by K. Martin)
1:25.0,,,90-80,1,K. Martin makes free throw 1 of 2
1:25.0,,,90-80,,D. Green enters the game for L. Aldridge
1:25.0,,,90-80,,K. Anderson enters the game for D. West
1:25.0,,,90-81,1,K. Martin makes free throw 2 of 2
1:06.0,Golden State full timeout,,90-81,,
1:06.0,S. Livingston enters the game for H. Barnes,,90-81,,
1:02.0,S. Livingston misses 2-pt shot from 9 ft,,90-81,,
1:01.0,,,90-81,,Defensive rebound by K. Anderson
0:55.0,,,90-81,,Shooting foul by D. Green (drawn by K. Leonard)
0:55.0,,,90-82,1,K. Leonard makes free throw 1 of 3
0:55.0,,,90-83,1,K. Leonard makes free throw 2 of 3
0:55.0,,,90-84,1,K. Leonard makes free throw 3 of 3
0:34.0,A. Iguodala misses 2-pt shot at rim,,90-84,,
0:32.0,,,90-84,,Defensive rebound by K. Leonard
0:21.0,,,90-86,2,K. Leonard makes 2-pt shot at rim
0:21.0,Golden State full timeout,,90-86,,
0:20.0,,,90-86,,Personal foul by T. Parker
0:20.0,S. Curry makes free throw 1 of 2,1,91-86,,
0:20.0,S. Curry makes free throw 2 of 2,1,92-86,,
0:07.0,,,92-86,,D. Green misses 3-pt shot from 27 ft (block by A. Iguodala)
0:05.0,Defensive rebound by S. Curry,,92-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
