time,Toronto,pts.away,score,pts.home,Cleveland
1:04.0,C. Joseph misses 2-pt shot from 18 ft,,26-33,,
1:03.0,,,26-33,,Defensive rebound by I. Shumpert
0:44.0,,,26-33,,Turnover by M. Dellavedova (bad pass; steal by T. Ross)
0:40.0,T. Ross makes 2-pt shot at rim (assist by D. DeRozan),2,28-33,,
0:27.0,,,28-33,,Turnover by M. Dellavedova (bad pass)
0:09.0,Shooting foul by J. Jones (drawn by B. Biyombo),,28-33,,
0:09.0,B. Biyombo misses free throw 1 of 2,,28-33,,
0:09.0,Offensive rebound by Team,,28-33,,
0:09.0,,,28-33,,K. Irving enters the game for M. Dellavedova
0:09.0,B. Biyombo makes free throw 2 of 2,1,29-33,,
0:00.0,,,29-33,,K. Irving misses 3-pt shot from 24 ft
0:00.0,,,29-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,29-35,2,K. Irving makes 2-pt shot from 1 ft
11:23.0,,,29-35,,Personal foul by R. Jefferson (drawn by C. Joseph)
11:11.0,J. Valanciunas makes 2-pt shot at rim,2,31-35,,
10:54.0,,,31-38,3,K. Irving makes 3-pt shot from 29 ft
10:34.0,K. Lowry misses 2-pt shot from 22 ft,,31-38,,
10:34.0,,,31-38,,Defensive rebound by K. Irving
10:25.0,,,31-38,,R. Jefferson misses 2-pt shot from 1 ft (block by J. Valanciunas)
10:23.0,Defensive rebound by J. Valanciunas,,31-38,,
10:09.0,Shooting foul by T. Mozgov (drawn by C. Joseph),,31-38,,
10:09.0,C. Joseph makes free throw 1 of 2,1,32-38,,
10:09.0,C. Joseph makes free throw 2 of 2,1,33-38,,
9:56.0,,,33-38,,K. Irving misses 3-pt shot from 26 ft
9:56.0,,,33-38,,Offensive rebound by K. Irving
9:50.0,,,33-38,,Turnover by K. Irving (lost ball; steal by T. Ross)
9:33.0,J. Valanciunas misses 2-pt shot from 3 ft,,33-38,,
9:31.0,,,33-38,,Defensive rebound by T. Mozgov
9:25.0,,,33-40,2,I. Shumpert makes 2-pt shot from 1 ft (assist by K. Irving)
9:01.0,T. Ross makes 2-pt shot from 18 ft,2,35-40,,
8:50.0,Official timeout,,35-40,,
8:50.0,,,35-40,,K. Love enters the game for K. Irving
8:50.0,,,35-40,,M. Dellavedova enters the game for J. Jones
8:50.0,,,35-40,,L. James enters the game for R. Jefferson
8:44.0,,,35-40,,Turnover by K. Love (bad pass; steal by T. Ross)
8:22.0,Shooting foul by L. James (drawn by C. Joseph),,35-40,,
8:22.0,C. Joseph makes free throw 1 of 2,1,36-40,,
8:22.0,C. Joseph misses free throw 2 of 2,,36-40,,
8:21.0,,,36-40,,Defensive rebound by K. Love
8:12.0,,,36-40,,Offensive foul by I. Shumpert
8:12.0,,,36-40,,Turnover by I. Shumpert (offensive foul)
8:12.0,J. Johnson enters the game for C. Joseph,,36-40,,
7:58.0,T. Ross misses 2-pt shot from 21 ft,,36-40,,
7:57.0,,,36-40,,Defensive rebound by M. Dellavedova
7:36.0,,,36-40,,L. James misses 2-pt shot from 2 ft (block by K. Lowry)
7:34.0,Defensive rebound by T. Ross,,36-40,,
7:33.0,,,36-40,,Shooting block foul by M. Dellavedova (drawn by K. Lowry)
7:33.0,K. Lowry makes free throw 1 of 2,1,37-40,,
7:33.0,K. Lowry makes free throw 2 of 2,1,38-40,,
7:17.0,Personal foul by J. Johnson (drawn by L. James),,38-40,,
7:17.0,L. Scola enters the game for P. Patterson,,38-40,,
7:17.0,B. Biyombo enters the game for J. Valanciunas,,38-40,,
7:17.0,,,38-40,,T. Thompson enters the game for T. Mozgov
7:11.0,,,38-42,2,L. James makes 2-pt shot from 18 ft (assist by K. Love)
6:52.0,K. Lowry makes 2-pt shot from 20 ft,2,40-42,,
6:38.0,,,40-42,,K. Love misses 2-pt shot from 1 ft (block by L. Scola)
6:37.0,,,40-42,,Offensive rebound by K. Love
6:37.0,,,40-42,,Shooting foul by B. Biyombo (drawn by K. Love)
6:37.0,,,40-43,1,K. Love makes free throw 1 of 2
6:37.0,,,40-44,1,K. Love makes free throw 2 of 2
6:13.0,Turnover by Team (shot clock),,40-44,,
6:02.0,Def 3 sec tech foul by B. Biyombo,,40-44,,
6:02.0,,,40-45,1,L. James makes technical free throw
5:52.0,,,40-45,,Turnover by T. Thompson (lost ball; steal by J. Johnson)
5:50.0,Shooting foul by K. Love (drawn by T. Ross),,40-45,,
5:50.0,,,40-45,,Cleveland full timeout
5:50.0,T. Ross makes free throw 1 of 2,1,41-45,,
5:50.0,T. Ross makes free throw 2 of 2,1,42-45,,
5:40.0,,,42-45,,K. Love misses 3-pt shot from 27 ft
5:39.0,,,42-45,,Offensive rebound by T. Thompson
5:38.0,,,42-45,,Shooting foul by B. Biyombo (drawn by T. Thompson)
5:38.0,,,42-46,1,T. Thompson makes free throw 1 of 2
5:38.0,,,42-46,,J. Smith enters the game for I. Shumpert
5:38.0,D. DeRozan enters the game for T. Ross,,42-46,,
5:38.0,,,42-47,1,T. Thompson makes free throw 2 of 2
5:18.0,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry),2,44-47,,
4:53.0,,,44-47,,K. Love misses 2-pt shot at rim
4:51.0,Defensive rebound by K. Lowry,,44-47,,
4:43.0,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan),3,47-47,,
4:19.0,,,47-50,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Love)
3:50.0,K. Lowry makes 2-pt shot from 21 ft (assist by L. Scola),2,49-50,,
3:42.0,,,49-50,,Shooting foul by D. DeRozan (drawn by T. Thompson)
3:42.0,,,49-51,1,T. Thompson makes free throw 1 of 2
3:42.0,,,49-51,,K. Irving enters the game for M. Dellavedova
3:42.0,C. Joseph enters the game for K. Lowry,,49-51,,
3:42.0,,,49-52,1,T. Thompson makes free throw 2 of 2
3:18.0,L. Scola misses 2-pt shot from 3 ft,,49-52,,
3:14.0,,,49-52,,Defensive rebound by T. Thompson
3:14.0,Personal foul by L. Scola (drawn by L. James),,49-52,,
3:14.0,,,49-53,1,L. James makes free throw 1 of 2
3:14.0,,,49-54,1,L. James makes free throw 2 of 2
3:06.0,D. DeRozan misses 2-pt shot from 4 ft (block by K. Love),,49-54,,
3:04.0,Offensive rebound by D. DeRozan,,49-54,,
2:58.0,D. DeRozan makes 2-pt shot from 5 ft,2,51-54,,
2:38.0,,,51-54,,J. Smith misses 3-pt shot from 23 ft
2:37.0,,,51-54,,Offensive rebound by T. Thompson
2:30.0,,,51-54,,T. Thompson misses 2-pt shot at rim
2:28.0,Defensive rebound by D. DeRozan,,51-54,,
2:22.0,,,51-54,,Personal foul by J. Smith (drawn by D. DeRozan)
2:22.0,Toronto full timeout,,51-54,,
2:22.0,P. Patterson enters the game for B. Biyombo,,51-54,,
2:22.0,,,51-54,,I. Shumpert enters the game for J. Smith
2:22.0,J. Valanciunas enters the game for J. Johnson,,51-54,,
2:22.0,T. Ross enters the game for L. Scola,,51-54,,
2:22.0,D. DeRozan makes free throw 1 of 2,1,52-54,,
2:22.0,D. DeRozan misses free throw 2 of 2,,52-54,,
2:21.0,,,52-54,,Defensive rebound by K. Love
1:59.0,,,52-54,,K. Irving misses 2-pt shot from 7 ft
1:58.0,,,52-54,,Offensive rebound by T. Thompson
1:58.0,,,52-54,,Turnover by Team (shot clock)
1:42.0,P. Patterson makes 2-pt shot at rim (assist by C. Joseph),2,54-54,,
1:19.0,,,54-56,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
0:56.0,D. DeRozan makes 2-pt shot from 2 ft (assist by C. Joseph),2,56-56,,
0:42.0,,,56-56,,I. Shumpert misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by T. Ross,,56-56,,
0:29.0,D. DeRozan misses 3-pt shot from 24 ft,,56-56,,
0:27.0,,,56-56,,Defensive rebound by T. Thompson
0:12.0,,,56-58,2,L. James makes 2-pt shot from 1 ft
0:02.0,C. Joseph misses 2-pt shot from 18 ft,,56-58,,
0:01.0,Offensive rebound by J. Valanciunas,,56-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,56-60,2,K. Love makes 2-pt shot from 6 ft (assist by L. James)
11:22.0,J. Johnson misses 3-pt shot from 24 ft,,56-60,,
11:21.0,,,56-60,,Defensive rebound by K. Irving
11:00.0,,,56-63,3,K. Love makes 3-pt shot from 24 ft (assist by K. Irving)
10:43.0,K. Lowry makes 2-pt shot from 1 ft,2,58-63,,
10:26.0,,,58-63,,J. Smith misses 2-pt shot from 17 ft
10:24.0,Defensive rebound by K. Lowry,,58-63,,
10:12.0,J. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,60-63,,
9:56.0,,,60-63,,Turnover by T. Thompson (lost ball; steal by K. Lowry)
9:47.0,Shooting foul by T. Thompson (drawn by L. Scola),,60-63,,
9:47.0,L. Scola misses free throw 1 of 2,,60-63,,
9:47.0,Offensive rebound by Team,,60-63,,
9:47.0,L. Scola makes free throw 2 of 2,1,61-63,,
9:36.0,Def 3 sec tech foul by J. Valanciunas,,61-63,,
9:36.0,,,61-64,1,K. Irving makes technical free throw
9:23.0,,,61-64,,J. Smith misses 3-pt shot from 26 ft
9:22.0,Defensive rebound by K. Lowry,,61-64,,
9:09.0,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan),3,64-64,,
8:43.0,,,64-64,,Turnover by L. James (bad pass; steal by D. DeRozan)
8:43.0,,,64-64,,Personal foul by K. Love (drawn by D. DeRozan)
8:25.0,J. Valanciunas misses 2-pt shot from 18 ft,,64-64,,
8:25.0,,,64-64,,Defensive rebound by L. James
8:15.0,,,64-67,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
8:04.0,J. Valanciunas misses 2-pt shot at rim (block by K. Love),,64-67,,
8:04.0,Offensive rebound by J. Valanciunas,,64-67,,
8:03.0,Turnover by J. Valanciunas (offensive goaltending),,64-67,,
7:44.0,,,64-67,,J. Smith misses 2-pt shot from 11 ft
7:44.0,Defensive rebound by L. Scola,,64-67,,
7:34.0,D. DeRozan misses 2-pt shot at rim (block by K. Love),,64-67,,
7:29.0,,,64-67,,Defensive rebound by T. Thompson
7:26.0,,,64-69,2,K. Irving makes 2-pt shot from 1 ft
7:18.0,,,64-69,,Personal foul by K. Love (drawn by K. Lowry)
7:18.0,Toronto full timeout,,64-69,,
7:18.0,,,64-69,,I. Shumpert enters the game for K. Love
7:13.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,66-69,,
6:56.0,,,66-69,,K. Irving misses 2-pt shot from 7 ft (block by J. Valanciunas)
6:53.0,Defensive rebound by J. Valanciunas,,66-69,,
6:43.0,J. Johnson makes 3-pt shot from 24 ft (assist by K. Lowry),3,69-69,,
6:26.0,,,69-72,3,J. Smith makes 3-pt shot from 24 ft (assist by I. Shumpert)
6:08.0,Turnover by D. DeRozan (bad pass; steal by L. James),,69-72,,
6:05.0,Personal foul by K. Lowry (drawn by K. Irving),,69-72,,
6:05.0,P. Patterson enters the game for J. Valanciunas,,69-72,,
6:05.0,B. Biyombo enters the game for L. Scola,,69-72,,
5:57.0,,,69-74,2,K. Irving makes 2-pt shot from 1 ft
5:36.0,P. Patterson misses 3-pt shot from 26 ft,,69-74,,
5:35.0,,,69-74,,Defensive rebound by J. Smith
5:35.0,Personal foul by J. Johnson (drawn by J. Smith),,69-74,,
5:35.0,,,69-74,,M. Dellavedova enters the game for K. Irving
5:25.0,Def 3 sec tech foul by B. Biyombo,,69-74,,
5:25.0,,,69-74,,L. James misses technical free throw
5:25.0,,,69-74,,Offensive rebound by Team
5:25.0,T. Ross enters the game for J. Johnson,,69-74,,
5:15.0,,,69-74,,M. Dellavedova misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by B. Biyombo,,69-74,,
5:00.0,D. DeRozan misses 2-pt shot from 5 ft (block by T. Thompson),,69-74,,
5:00.0,Offensive rebound by Team,,69-74,,
4:51.0,Turnover by B. Biyombo (offensive goaltending),,69-74,,
4:38.0,,,69-74,,T. Thompson misses 2-pt shot at rim (block by B. Biyombo)
4:37.0,,,69-74,,Offensive rebound by T. Thompson
4:37.0,,,69-74,,Shooting foul by D. DeRozan (drawn by T. Thompson)
4:37.0,,,69-75,1,T. Thompson makes free throw 1 of 2
4:37.0,,,69-76,1,T. Thompson makes free throw 2 of 2
4:20.0,D. DeRozan makes 2-pt shot from 14 ft,2,71-76,,
4:06.0,,,71-78,2,T. Thompson makes 2-pt shot from 1 ft (assist by M. Dellavedova)
3:52.0,D. DeRozan misses 2-pt shot from 12 ft,,71-78,,
3:49.0,,,71-78,,Defensive rebound by L. James
3:43.0,,,71-78,,Shooting foul by B. Biyombo (drawn by L. James)
3:43.0,,,71-78,,L. James misses free throw 1 of 2
3:43.0,,,71-78,,Offensive rebound by Team
3:43.0,C. Joseph enters the game for K. Lowry,,71-78,,
3:43.0,,,71-79,1,L. James makes free throw 2 of 2
3:28.0,P. Patterson makes 3-pt shot from 25 ft (assist by C. Joseph),3,74-79,,
3:17.0,,,74-81,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
2:52.0,T. Ross misses 3-pt shot from 27 ft,,74-81,,
2:52.0,,,74-81,,Defensive rebound by Team
2:52.0,,,74-81,,Cleveland full timeout
2:41.0,,,74-81,,Turnover by L. James (bad pass)
2:31.0,Turnover by D. DeRozan (bad pass; steal by L. James),,74-81,,
2:26.0,,,74-83,2,L. James makes 2-pt shot from 1 ft
2:13.0,,,74-83,,Personal foul by I. Shumpert (drawn by D. DeRozan)
1:59.0,C. Joseph misses 2-pt shot from 23 ft,,74-83,,
1:58.0,,,74-83,,Defensive rebound by T. Thompson
1:46.0,,,74-83,,L. James misses 3-pt shot from 26 ft
1:44.0,Defensive rebound by B. Biyombo,,74-83,,
1:28.0,B. Biyombo makes 2-pt shot from 11 ft (assist by C. Joseph),2,76-83,,
1:11.0,,,76-86,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by L. James)
0:50.0,C. Joseph misses 2-pt shot from 1 ft,,76-86,,
0:48.0,Offensive rebound by B. Biyombo,,76-86,,
0:48.0,Shooting foul by M. Dellavedova (drawn by B. Biyombo),,76-86,,
0:48.0,B. Biyombo makes free throw 1 of 2,1,77-86,,
0:48.0,B. Biyombo makes free throw 2 of 2,1,78-86,,
0:41.0,,,78-86,,Shooting foul by T. Ross (drawn by L. James)
0:41.0,,,78-86,,L. James misses free throw 1 of 2
0:41.0,,,78-86,,Offensive rebound by Team
0:41.0,,,78-87,1,L. James makes free throw 2 of 2
0:33.0,Offensive foul by T. Ross,,78-87,,
0:33.0,Turnover by T. Ross (offensive foul),,78-87,,
0:12.0,,,78-90,3,L. James makes 3-pt shot from 26 ft
0:00.0,C. Joseph misses 2-pt shot from 19 ft,,78-90,,
0:00.0,Offensive rebound by Team,,78-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,J. Valanciunas makes 2-pt shot from 18 ft (assist by C. Joseph),2,80-90,,
11:27.0,,,80-90,,Turnover by I. Shumpert (bad pass; steal by K. Lowry)
11:24.0,Shooting foul by K. Irving (drawn by K. Lowry),,80-90,,
11:24.0,K. Lowry makes free throw 1 of 2,1,81-90,,
11:24.0,K. Lowry makes free throw 2 of 2,1,82-90,,
11:07.0,,,82-90,,K. Irving misses 2-pt shot from 15 ft
11:06.0,,,82-90,,Offensive rebound by K. Irving
11:06.0,,,82-90,,Shooting foul by C. Joseph (drawn by K. Irving)
11:06.0,,,82-91,1,K. Irving makes free throw 1 of 2
11:06.0,,,82-92,1,K. Irving makes free throw 2 of 2
10:47.0,Shooting foul by T. Thompson (drawn by J. Valanciunas),,82-92,,
10:47.0,J. Valanciunas makes 2-pt shot from 4 ft,2,84-92,,
10:47.0,J. Valanciunas makes free throw 1 of 1,1,85-92,,
10:35.0,,,85-92,,T. Mozgov enters the game for T. Thompson
10:24.0,,,85-92,,Shooting foul by C. Joseph (drawn by M. Dellavedova)
10:24.0,,,85-93,1,M. Dellavedova makes free throw 1 of 2
10:24.0,,,85-94,1,M. Dellavedova makes free throw 2 of 2
10:00.0,K. Lowry misses 3-pt shot from 25 ft,,85-94,,
10:00.0,,,85-94,,Defensive rebound by M. Dellavedova
9:53.0,,,85-94,,Turnover by M. Dellavedova (lost ball; steal by P. Patterson)
9:47.0,J. Valanciunas makes 2-pt shot at rim (assist by T. Ross),2,87-94,,
9:30.0,,,87-97,3,K. Irving makes 3-pt shot from 25 ft
9:06.0,Turnover by Team (shot clock),,87-97,,
8:51.0,,,87-99,2,K. Irving makes 2-pt shot from 5 ft
8:46.0,Toronto full timeout,,87-99,,
8:46.0,D. DeRozan enters the game for P. Patterson,,87-99,,
8:32.0,Turnover by T. Ross (lost ball; steal by I. Shumpert),,87-99,,
8:23.0,,,87-101,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
8:02.0,D. DeRozan misses 2-pt shot from 16 ft,,87-101,,
8:01.0,,,87-101,,Defensive rebound by K. Irving
7:51.0,,,87-104,3,I. Shumpert makes 3-pt shot from 25 ft (assist by K. Irving)
7:19.0,T. Ross misses 3-pt shot from 24 ft,,87-104,,
7:18.0,,,87-104,,Defensive rebound by I. Shumpert
6:54.0,,,87-106,2,K. Irving makes 2-pt shot from 4 ft
6:31.0,T. Ross misses 2-pt shot from 18 ft,,87-106,,
6:30.0,Offensive rebound by J. Valanciunas,,87-106,,
6:30.0,J. Valanciunas misses 2-pt shot at rim,,87-106,,
6:30.0,Offensive rebound by J. Valanciunas,,87-106,,
6:30.0,Shooting foul by I. Shumpert (drawn by J. Valanciunas),,87-106,,
6:30.0,J. Valanciunas misses free throw 1 of 2,,87-106,,
6:30.0,Offensive rebound by Team,,87-106,,
6:30.0,,,87-106,,J. Smith enters the game for M. Dellavedova
6:30.0,J. Valanciunas misses free throw 2 of 2,,87-106,,
6:29.0,,,87-106,,Defensive rebound by J. Smith
6:18.0,Personal foul by D. DeRozan (drawn by K. Irving),,87-106,,
6:13.0,,,87-108,2,T. Mozgov makes 2-pt shot from 17 ft (assist by K. Irving)
5:45.0,T. Ross misses 3-pt shot from 25 ft,,87-108,,
5:45.0,,,87-108,,Defensive rebound by K. Love
5:23.0,,,87-108,,I. Shumpert misses 3-pt shot from 24 ft
5:22.0,,,87-108,,Offensive rebound by K. Love
5:22.0,Personal foul by C. Joseph (drawn by K. Love),,87-108,,
5:22.0,Official timeout,,87-108,,
5:22.0,B. Biyombo enters the game for J. Valanciunas,,87-108,,
5:22.0,P. Patterson enters the game for C. Joseph,,87-108,,
5:12.0,,,87-108,,J. Smith misses 2-pt shot from 5 ft
5:11.0,Defensive rebound by B. Biyombo,,87-108,,
5:08.0,Turnover by B. Biyombo (bad pass; steal by K. Love),,87-108,,
5:04.0,,,87-108,,K. Irving misses 3-pt shot from 24 ft
5:02.0,Defensive rebound by K. Lowry,,87-108,,
4:50.0,P. Patterson makes 3-pt shot from 23 ft (assist by B. Biyombo),3,90-108,,
4:39.0,Personal foul by P. Patterson (drawn by K. Love),,90-108,,
4:39.0,,,90-109,1,K. Love makes free throw 1 of 2
4:39.0,,,90-110,1,K. Love makes free throw 2 of 2
4:28.0,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry),2,92-110,,
4:28.0,Shooting foul by T. Mozgov (drawn by B. Biyombo),,92-110,,
4:28.0,B. Biyombo makes free throw 1 of 1,1,93-110,,
4:13.0,,,93-113,3,J. Smith makes 3-pt shot from 41 ft (assist by I. Shumpert)
4:01.0,K. Lowry misses 2-pt shot at rim,,93-113,,
4:01.0,Offensive rebound by Team,,93-113,,
4:01.0,,,93-113,,M. Dellavedova enters the game for K. Irving
3:55.0,,,93-113,,Personal foul by I. Shumpert (drawn by K. Lowry)
3:55.0,K. Lowry makes free throw 1 of 2,1,94-113,,
3:55.0,K. Lowry makes free throw 2 of 2,1,95-113,,
3:47.0,,,95-113,,Offensive foul by T. Mozgov
3:47.0,,,95-113,,Turnover by T. Mozgov (offensive foul)
3:32.0,Shooting foul by T. Mozgov (drawn by D. DeRozan),,95-113,,
3:32.0,D. DeRozan makes free throw 1 of 2,1,96-113,,
3:32.0,D. DeRozan misses free throw 2 of 2,,96-113,,
3:31.0,,,96-113,,Defensive rebound by I. Shumpert
3:12.0,,,96-113,,J. Smith misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by B. Biyombo,,96-113,,
3:01.0,B. Biyombo misses 2-pt shot from 4 ft,,96-113,,
2:59.0,,,96-113,,Defensive rebound by M. Dellavedova
2:56.0,Technical foul by K. Lowry,,96-113,,
2:56.0,,,96-113,,Cleveland full timeout
2:56.0,L. Nogueira enters the game for D. DeRozan,,96-113,,
2:56.0,N. Powell enters the game for K. Lowry,,96-113,,
2:56.0,D. Wright enters the game for B. Biyombo,,96-113,,
2:56.0,J. Johnson enters the game for T. Ross,,96-113,,
2:56.0,,,96-114,1,M. Dellavedova makes technical free throw
2:49.0,,,96-114,,K. Love misses 2-pt shot from 2 ft
2:47.0,Defensive rebound by L. Nogueira,,96-114,,
2:32.0,J. Johnson misses 2-pt shot from 10 ft,,96-114,,
2:31.0,,,96-114,,Defensive rebound by J. Smith
2:21.0,,,96-114,,J. Smith misses 3-pt shot from 24 ft
2:18.0,,,96-114,,Offensive rebound by K. Love
2:18.0,,,96-114,,K. Love misses 2-pt shot from 1 ft
2:16.0,,,96-114,,Offensive rebound by K. Love
2:08.0,,,96-114,,I. Shumpert misses 2-pt shot from 2 ft
2:05.0,,,96-114,,Offensive rebound by T. Mozgov
2:01.0,,,96-117,3,J. Smith makes 3-pt shot from 25 ft (assist by M. Dellavedova)
1:46.0,,,96-117,,J. Jones enters the game for K. Love
1:46.0,,,96-117,,J. Cunningham enters the game for J. Smith
1:39.0,D. Wright makes 2-pt shot from 7 ft,2,98-117,,
1:19.0,,,98-117,,Turnover by T. Mozgov (lost ball; steal by L. Nogueira)
1:10.0,L. Nogueira makes 2-pt shot at rim (assist by D. Wright),2,100-117,,
0:54.0,,,100-119,2,M. Dellavedova makes 2-pt shot from 1 ft
0:45.0,D. Wright misses 2-pt shot from 19 ft,,100-119,,
0:43.0,Offensive rebound by N. Powell,,100-119,,
0:40.0,P. Patterson misses 3-pt shot from 25 ft,,100-119,,
0:39.0,,,100-119,,Defensive rebound by Team
