time,Dallas,pts.away,score,pts.home,New Orleans
4:28.0,,,86-75,,Turnover by J. Holiday (lost ball; steal by D. Powell)
4:12.0,R. Felton misses 2-pt shot from 22 ft,,86-75,,
4:11.0,Offensive rebound by C. Parsons,,86-75,,
4:05.0,Turnover by C. Parsons (lost ball; steal by A. Davis),,86-75,,
4:00.0,,,86-77,2,T. Evans makes 2-pt shot from 3 ft (assist by A. Davis)
3:43.0,J. Evans makes 2-pt shot at rim (assist by R. Felton),2,88-77,,
3:30.0,,,88-77,,R. Anderson misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by C. Parsons,,88-77,,
3:16.0,,,88-77,,Personal foul by J. Holiday
2:59.0,J. Barea misses 2-pt shot from 2 ft,,88-77,,
2:59.0,,,88-77,,Defensive rebound by T. Evans
2:50.0,,,88-79,2,T. Evans makes 2-pt shot from 1 ft
2:35.0,Turnover by J. Barea (lost ball; steal by J. Holiday),,88-79,,
2:32.0,,,88-81,2,J. Holiday makes 2-pt shot from 1 ft
2:30.0,Dallas full timeout,,88-81,,
2:30.0,Official timeout,,88-81,,
2:30.0,D. Harris enters the game for J. Barea,,88-81,,
2:10.0,D. Powell misses 2-pt shot from 2 ft,,88-81,,
2:10.0,,,88-81,,Defensive rebound by J. Holiday
2:00.0,,,88-81,,T. Evans misses 3-pt shot from 24 ft
2:00.0,,,88-81,,Offensive rebound by A. Davis
1:56.0,,,88-81,,A. Davis misses 2-pt shot from 2 ft
1:55.0,Defensive rebound by J. Evans,,88-81,,
1:40.0,Shooting foul by N. Cole (drawn by D. Powell),,88-81,,
1:40.0,D. Powell misses free throw 1 of 2,,88-81,,
1:40.0,Offensive rebound by Team,,88-81,,
1:40.0,D. Powell makes free throw 2 of 2,1,89-81,,
1:40.0,,,89-81,,New Orleans full timeout
1:33.0,,,89-83,2,J. Holiday makes 2-pt shot from 20 ft (assist by T. Evans)
1:15.0,R. Felton makes 2-pt shot from 22 ft,2,91-83,,
1:07.0,,,91-83,,N. Cole misses 3-pt shot from 25 ft
1:07.0,,,91-83,,Offensive rebound by A. Davis
1:07.0,,,91-85,2,A. Davis makes 2-pt shot from 1 ft
1:07.0,,,91-85,,Shooting foul by D. Powell (drawn by A. Davis)
1:07.0,,,91-85,,A. Davis misses free throw 1 of 1
1:05.0,Defensive rebound by J. Evans,,91-85,,
0:42.0,R. Felton makes 3-pt shot from 27 ft,3,94-85,,
0:33.0,,,94-85,,Shooting foul by R. Felton (drawn by T. Evans)
0:33.0,,,94-86,1,T. Evans makes free throw 1 of 2
0:33.0,,,94-87,1,T. Evans makes free throw 2 of 2
0:26.0,,,94-87,,Personal take foul by A. Davis (drawn by D. Powell)
0:26.0,D. Powell makes free throw 1 of 2,1,95-87,,
0:26.0,D. Powell makes free throw 2 of 2,1,96-87,,
0:26.0,,,96-87,,New Orleans full timeout
0:22.0,,,96-87,,J. Holiday misses 2-pt shot from 2 ft
0:22.0,,,96-87,,Offensive rebound by A. Davis
0:22.0,,,96-89,2,A. Davis makes 2-pt shot at rim
0:21.0,,,96-89,,Personal take foul by T. Evans (drawn by R. Felton)
0:21.0,R. Felton makes free throw 1 of 2,1,97-89,,
0:21.0,R. Felton makes free throw 2 of 2,1,98-89,,
0:21.0,,,98-89,,New Orleans full timeout
0:20.0,,,98-91,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
0:18.0,,,98-91,,Personal take foul by J. Holiday (drawn by R. Felton)
0:18.0,R. Felton makes free throw 1 of 2,1,99-91,,
0:18.0,R. Felton makes free throw 2 of 2,1,100-91,,
0:09.0,,,100-91,,A. Davis misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by C. Parsons,,100-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
