time,Chicago,pts.away,score,pts.home,Indiana
1:40.0,Defensive rebound by Team,,96-96,,
1:28.0,N. Mirotic misses 3-pt shot from 26 ft,,96-96,,
1:28.0,,,96-96,,Defensive rebound by M. Ellis
1:10.0,,,96-96,,Turnover by P. George (bad pass)
1:01.0,D. Rose misses 2-pt shot from 15 ft,,96-96,,
1:00.0,,,96-96,,Defensive rebound by P. George
0:54.0,,,96-96,,Indiana full timeout
0:54.0,,,96-96,,M. Turner enters the game for I. Mahinmi
0:41.0,,,96-96,,M. Turner misses 2-pt shot from 9 ft (block by P. Gasol)
0:40.0,Defensive rebound by N. Mirotic,,96-96,,
0:21.0,P. Gasol misses 2-pt shot from 18 ft,,96-96,,
0:20.0,Offensive rebound by Team,,96-96,,
0:20.0,Chicago full timeout,,96-96,,
0:20.0,,,96-96,,I. Mahinmi enters the game for M. Turner
0:04.0,J. Butler makes 2-pt shot from 9 ft,2,98-96,,
0:04.0,,,98-96,,Indiana full timeout
0:04.0,,,98-96,,C. Miles enters the game for I. Mahinmi
0:04.0,,,98-96,,M. Turner enters the game for S. Hill
0:02.0,Personal foul by J. Butler,,98-96,,
0:02.0,,,98-96,,Indiana full timeout
0:00.0,,,98-96,,C. Miles misses 3-pt shot from 28 ft
0:00.0,,,98-96,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
