time,Charlotte,pts.away,score,pts.home,Orlando
1:16.0,M. Williams misses 2-pt shot from 9 ft,,101-106,,
1:16.0,Offensive rebound by S. Hawes,,101-106,,
1:16.0,S. Hawes makes 2-pt shot at rim,2,103-106,,
1:00.0,,,103-106,,Turnover by E. Payton (bad pass; steal by M. Williams)
0:56.0,K. Walker makes 2-pt shot from 1 ft (assist by M. Williams),2,105-106,,
0:34.0,,,105-106,,N. Vucevic misses 2-pt shot from 6 ft
0:33.0,Defensive rebound by K. Walker,,105-106,,
0:29.0,K. Walker makes 2-pt shot from 1 ft,2,107-106,,
0:29.0,,,107-106,,Orlando full timeout
0:23.0,,,107-106,,V. Oladipo misses 2-pt shot from 8 ft
0:23.0,Defensive rebound by M. Williams,,107-106,,
0:22.0,,,107-106,,Personal foul by T. Harris (drawn by M. Williams)
0:22.0,,,107-106,,A. Gordon enters the game for N. Vucevic
0:16.0,Turnover by K. Walker (lost ball; steal by E. Payton),,107-106,,
0:14.0,,,107-106,,E. Payton misses 2-pt shot from 2 ft (block by K. Walker)
0:14.0,Defensive rebound by K. Walker,,107-106,,
0:14.0,Charlotte full timeout,,107-106,,
0:12.0,,,107-106,,Personal take foul by T. Harris (drawn by K. Walker)
0:12.0,K. Walker makes free throw 1 of 2,1,108-106,,
0:12.0,K. Walker makes free throw 2 of 2,1,109-106,,
0:12.0,,,109-106,,Orlando full timeout
0:12.0,,,109-106,,S. Napier enters the game for E. Payton
0:12.0,P. Hairston enters the game for S. Hawes,,109-106,,
0:05.0,,,109-109,3,V. Oladipo makes 3-pt shot from 25 ft
0:00.0,K. Walker misses 3-pt shot from 24 ft,,109-109,,
0:00.0,Offensive rebound by Team,,109-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,Turnover by S. Hawes (lost ball; steal by N. Vucevic),,109-109,,
4:40.0,,,109-109,,E. Fournier misses 2-pt shot from 5 ft
4:40.0,Defensive rebound by M. Williams,,109-109,,
4:27.0,K. Walker makes 2-pt shot from 1 ft (assist by S. Hawes),2,111-109,,
4:13.0,,,111-109,,Turnover by V. Oladipo (bad pass; steal by K. Walker)
4:10.0,B. Roberts makes 2-pt shot from 1 ft (assist by K. Walker),2,113-109,,
3:53.0,,,113-109,,V. Oladipo misses 2-pt shot from 20 ft
3:53.0,Defensive rebound by M. Williams,,113-109,,
3:48.0,Charlotte full timeout,,113-109,,
3:28.0,K. Walker misses 3-pt shot from 24 ft,,113-109,,
3:28.0,,,113-109,,Defensive rebound by A. Gordon
3:03.0,,,113-109,,T. Harris misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by K. Walker,,113-109,,
2:53.0,K. Walker misses 2-pt shot from 20 ft,,113-109,,
2:53.0,,,113-109,,Defensive rebound by A. Gordon
2:44.0,,,113-111,2,N. Vucevic makes 2-pt shot from 8 ft (assist by A. Gordon)
2:21.0,S. Hawes misses 2-pt shot from 13 ft,,113-111,,
2:19.0,Offensive rebound by M. Williams,,113-111,,
2:06.0,S. Hawes misses 3-pt shot from 24 ft,,113-111,,
2:06.0,,,113-111,,Defensive rebound by V. Oladipo
1:55.0,,,113-111,,E. Fournier misses 2-pt shot from 4 ft
1:55.0,,,113-111,,Offensive rebound by A. Gordon
1:42.0,,,113-111,,E. Fournier misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by S. Hawes,,113-111,,
1:26.0,S. Hawes makes 2-pt shot at rim (assist by K. Walker),2,115-111,,
1:26.0,,,115-111,,Orlando full timeout
1:13.0,,,115-111,,N. Vucevic misses 2-pt shot from 8 ft
1:12.0,Defensive rebound by M. Williams,,115-111,,
1:00.0,T. Daniels misses 2-pt shot from 11 ft,,115-111,,
1:00.0,,,115-111,,Defensive rebound by A. Gordon
0:51.0,Personal foul by T. Daniels (drawn by T. Harris),,115-111,,
0:44.0,,,115-114,3,A. Gordon makes 3-pt shot from 25 ft (assist by V. Oladipo)
0:29.0,Turnover by K. Walker (lost ball; steal by V. Oladipo),,115-114,,
0:26.0,,,115-116,2,V. Oladipo makes 2-pt shot at rim
0:26.0,Charlotte full timeout,,115-116,,
0:18.0,S. Hawes makes 3-pt shot from 23 ft (assist by T. Daniels),3,118-116,,
0:18.0,,,118-116,,Orlando full timeout
0:07.0,,,118-116,,V. Oladipo misses 2-pt shot from 9 ft
0:06.0,Defensive rebound by M. Williams,,118-116,,
0:06.0,,,118-116,,Personal foul by T. Harris (drawn by M. Williams)
0:06.0,,,118-116,,E. Payton enters the game for N. Vucevic
0:03.0,,,118-116,,Personal take foul by A. Gordon (drawn by K. Walker)
0:03.0,,,118-116,,N. Vucevic enters the game for A. Gordon
0:03.0,K. Walker makes free throw 1 of 2,1,119-116,,
0:03.0,K. Walker makes free throw 2 of 2,1,120-116,,
0:03.0,,,120-116,,Orlando full timeout
0:00.0,,,120-116,,E. Fournier misses 3-pt shot from 25 ft
0:00.0,,,120-116,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
