time,Dallas,pts.away,score,pts.home,Oklahoma City
2:24.0,R. Felton misses 2-pt shot at rim,,103-113,,
2:23.0,,,103-113,,Defensive rebound by S. Ibaka
2:18.0,,,103-115,2,R. Westbrook makes 2-pt shot from 1 ft
1:55.0,D. Harris misses 3-pt shot from 24 ft,,103-115,,
1:54.0,Offensive rebound by D. Powell,,103-115,,
1:46.0,R. Felton misses 3-pt shot from 24 ft,,103-115,,
1:45.0,,,103-115,,Defensive rebound by R. Westbrook
1:36.0,,,103-115,,R. Westbrook misses 2-pt shot from 1 ft
1:35.0,Defensive rebound by R. Felton,,103-115,,
1:24.0,W. Matthews misses 2-pt shot from 8 ft,,103-115,,
1:24.0,,,103-115,,Defensive rebound by R. Westbrook
1:16.0,,,103-115,,Oklahoma City full timeout
1:16.0,J. Anderson enters the game for D. Nowitzki,,103-115,,
1:10.0,Personal foul by J. Anderson,,103-115,,
1:05.0,,,103-115,,Turnover by K. Durant (lost ball; steal by J. Anderson)
1:00.0,J. Anderson misses 2-pt shot from 1 ft (block by A. Roberson),,103-115,,
1:00.0,Offensive rebound by Team,,103-115,,
1:00.0,,,103-115,,R. Foye enters the game for S. Adams
0:58.0,J. Anderson misses 3-pt shot from 24 ft,,103-115,,
0:57.0,Offensive rebound by W. Matthews,,103-115,,
0:53.0,W. Matthews misses 2-pt shot from 1 ft (block by S. Ibaka),,103-115,,
0:53.0,,,103-115,,Defensive rebound by R. Foye
0:53.0,Personal take foul by D. Harris,,103-115,,
0:53.0,,,103-116,1,R. Foye makes free throw 1 of 2
0:53.0,,,103-117,1,R. Foye makes free throw 2 of 2
0:40.0,W. Matthews misses 2-pt shot from 14 ft,,103-117,,
0:40.0,,,103-117,,Defensive rebound by R. Foye
0:27.0,Technical foul by J. Anderson,,103-117,,
0:27.0,Dallas full timeout,,103-117,,
0:27.0,,,103-118,1,K. Durant makes technical free throw
0:27.0,,,103-118,,D. Waiters enters the game for K. Durant
0:27.0,,,103-118,,N. Collison enters the game for S. Ibaka
0:27.0,C. Villanueva enters the game for D. Harris,,103-118,,
0:26.0,Jump ball: J. Anderson vs. R. Westbrook (D. Powell gains possession),,,,Jump ball: J. Anderson vs. R. Westbrook (D. Powell gains possession)
0:26.0,,,103-118,,Turnover by R. Westbrook (lost ball; steal by J. Anderson)
0:26.0,,,103-118,,Personal take foul by N. Collison
0:26.0,D. Powell misses free throw 1 of 2,,103-118,,
0:26.0,Offensive rebound by Team,,103-118,,
0:26.0,,,103-118,,C. Payne enters the game for R. Westbrook
0:26.0,D. Powell makes free throw 2 of 2,1,104-118,,
0:02.0,,,104-118,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
