time,Indiana,pts.away,score,pts.home,Orlando
5:18.0,,,96-95,2,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Fournier)
5:05.0,G. Hill misses 2-pt shot from 7 ft,,96-95,,
5:04.0,,,96-95,,Defensive rebound by N. Vucevic
5:00.0,,,96-95,,Turnover by B. Jennings (bad pass)
4:47.0,M. Ellis makes 2-pt shot from 5 ft,2,98-95,,
4:32.0,,,98-95,,N. Vucevic misses 2-pt shot from 19 ft
4:31.0,Defensive rebound by P. George,,98-95,,
4:26.0,Shooting foul by N. Vucevic (drawn by I. Mahinmi),,98-95,,
4:26.0,I. Mahinmi misses free throw 1 of 2,,98-95,,
4:26.0,Offensive rebound by Team,,98-95,,
4:26.0,I. Mahinmi makes free throw 2 of 2,1,99-95,,
4:16.0,,,99-95,,Shooting foul by M. Ellis (drawn by V. Oladipo)
4:16.0,,,99-95,,V. Oladipo misses free throw 1 of 2
4:16.0,,,99-95,,Offensive rebound by Team
4:16.0,,,99-96,1,V. Oladipo makes free throw 2 of 2
3:57.0,G. Hill misses 3-pt shot from 23 ft,,99-96,,
3:54.0,Offensive rebound by M. Ellis,,99-96,,
3:52.0,M. Ellis misses 2-pt shot from 7 ft,,99-96,,
3:50.0,,,99-96,,Defensive rebound by V. Oladipo
3:39.0,,,99-96,,E. Fournier misses 3-pt shot from 26 ft
3:37.0,Defensive rebound by M. Ellis,,99-96,,
3:17.0,P. George misses 2-pt shot from 17 ft,,99-96,,
3:15.0,Offensive rebound by G. Hill,,99-96,,
3:15.0,G. Hill misses 2-pt shot from 1 ft,,99-96,,
3:14.0,,,99-96,,Defensive rebound by V. Oladipo
3:09.0,,,99-98,2,V. Oladipo makes 2-pt shot from 18 ft
3:09.0,Indiana full timeout,,99-98,,
2:53.0,M. Turner makes 2-pt shot from 14 ft (assist by P. George),2,101-98,,
2:37.0,,,101-98,,E. Fournier misses 3-pt shot from 23 ft
2:36.0,,,101-98,,Offensive rebound by N. Vucevic
2:21.0,,,101-98,,B. Jennings misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by I. Mahinmi,,101-98,,
2:02.0,P. George misses 3-pt shot from 27 ft,,101-98,,
2:00.0,,,101-98,,Defensive rebound by N. Vucevic
1:48.0,,,101-98,,Turnover by B. Jennings (lost ball; steal by I. Mahinmi)
1:27.0,M. Turner misses 3-pt shot from 25 ft,,101-98,,
1:26.0,,,101-98,,Defensive rebound by A. Gordon
1:26.0,Personal foul by P. George (drawn by A. Gordon),,101-98,,
1:26.0,,,101-98,,A. Gordon misses free throw 1 of 2
1:26.0,,,101-98,,Offensive rebound by Team
1:26.0,,,101-98,,E. Payton enters the game for B. Jennings
1:26.0,,,101-99,1,A. Gordon makes free throw 2 of 2
1:14.0,M. Turner makes 2-pt shot from 19 ft (assist by M. Ellis),2,103-99,,
1:14.0,,,103-99,,Orlando full timeout
1:09.0,,,103-99,,V. Oladipo misses 2-pt shot from 19 ft
1:08.0,Defensive rebound by M. Ellis,,103-99,,
0:49.0,M. Ellis misses 3-pt shot from 24 ft,,103-99,,
0:47.0,,,103-99,,Defensive rebound by A. Gordon
0:44.0,,,103-101,2,A. Gordon makes 2-pt shot at rim (assist by V. Oladipo)
0:44.0,Indiana full timeout,,103-101,,
0:38.0,P. George misses 3-pt shot from 25 ft,,103-101,,
0:37.0,,,103-101,,Defensive rebound by A. Gordon
0:35.0,,,103-101,,Orlando full timeout
0:30.0,,,103-101,,Shooting foul by M. Turner (drawn by N. Vucevic)
0:30.0,,,103-101,,N. Vucevic misses free throw 1 of 2
0:30.0,,,103-101,,Offensive rebound by Team
0:30.0,,,103-102,1,N. Vucevic makes free throw 2 of 2
0:11.0,M. Ellis misses 2-pt shot from 17 ft,,103-102,,
0:11.0,,,103-102,,Defensive rebound by V. Oladipo
0:11.0,,,103-102,,Orlando full timeout
0:11.0,,,103-102,,B. Jennings enters the game for E. Payton
0:03.0,,,103-102,,V. Oladipo misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by M. Turner,,103-102,,
0:01.0,,,103-102,,Personal foul by A. Gordon (drawn by M. Turner)
0:01.0,M. Turner makes free throw 1 of 2,1,104-102,,
0:01.0,M. Turner makes free throw 2 of 2,1,105-102,,
0:00.0,,,105-102,,E. Fournier misses 3-pt shot from 60 ft
0:00.0,,,105-102,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
