time,Cleveland,pts.away,score,pts.home,Toronto
4:56.0,Turnover by M. Williams (lost ball; steal by D. DeRozan),,13-12,,
4:46.0,,,13-14,2,D. DeRozan makes 2-pt shot from 3 ft
4:35.0,,,13-14,,Violation by K. Lowry (kicked ball)
4:23.0,J. Smith makes 2-pt shot from 3 ft,2,15-14,,
4:09.0,,,15-16,2,D. DeRozan makes 2-pt shot from 2 ft
4:01.0,J. Smith misses 3-pt shot from 24 ft,,15-16,,
4:00.0,Offensive rebound by L. James,,15-16,,
3:56.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,18-16,,
3:45.0,,,18-16,,D. DeRozan misses 2-pt shot from 4 ft
3:43.0,Defensive rebound by M. Williams,,18-16,,
3:33.0,K. Love makes 3-pt shot from 25 ft (assist by J. Smith),3,21-16,,
3:28.0,,,21-16,,Toronto full timeout
3:28.0,,,21-16,,C. Joseph enters the game for B. Biyombo
3:28.0,,,21-16,,P. Patterson enters the game for D. DeRozan
3:18.0,,,21-16,,K. Lowry misses 3-pt shot from 27 ft
3:18.0,Defensive rebound by K. Love,,21-16,,
3:18.0,M. Williams misses 2-pt shot from 15 ft,,21-16,,
3:12.0,,,21-16,,Defensive rebound by L. Scola
2:59.0,,,21-16,,L. Scola misses 2-pt shot from 20 ft
2:58.0,,,21-16,,Offensive rebound by K. Lowry
2:50.0,,,21-16,,D. Carroll misses 2-pt shot from 3 ft
2:50.0,Defensive rebound by K. Love,,21-16,,
2:43.0,J. Cunningham enters the game for L. James,,21-16,,
2:43.0,R. Jefferson enters the game for J. Smith,,21-16,,
2:35.0,T. Thompson makes 2-pt shot at rim (assist by J. Cunningham),2,23-16,,
2:09.0,,,23-16,,C. Joseph misses 3-pt shot from 26 ft
2:08.0,Defensive rebound by K. Love,,23-16,,
1:53.0,Turnover by M. Williams (bad pass; steal by K. Lowry),,23-16,,
1:40.0,,,23-18,2,L. Scola makes 2-pt shot from 7 ft
1:22.0,M. Williams misses 2-pt shot from 1 ft,,23-18,,
1:21.0,,,23-18,,Defensive rebound by K. Lowry
1:11.0,,,23-21,3,L. Scola makes 3-pt shot from 23 ft (assist by D. Carroll)
0:48.0,R. Jefferson misses 3-pt shot from 22 ft,,23-21,,
0:47.0,,,23-21,,Defensive rebound by C. Joseph
0:45.0,,,23-21,,Shooting foul by J. Cunningham (drawn by D. Carroll)
0:45.0,,,23-22,1,D. Carroll makes free throw 1 of 2
0:45.0,J. Jones enters the game for T. Thompson,,23-22,,
0:45.0,,,23-22,,T. Ross enters the game for K. Lowry
0:45.0,A. Varejao enters the game for K. Love,,23-22,,
0:45.0,,,23-22,,D. Carroll misses free throw 2 of 2
0:40.0,Defensive rebound by J. Jones,,23-22,,
0:28.0,M. Williams makes 2-pt shot from 19 ft (assist by J. Jones),2,25-22,,
0:06.0,,,25-25,3,D. Carroll makes 3-pt shot from 24 ft (assist by C. Joseph)
0:01.0,,,25-25,,Violation by L. Scola (kicked ball)
0:00.0,J. Cunningham misses 2-pt shot from 21 ft (block by T. Ross),,25-25,,
0:00.0,Offensive rebound by Team,,25-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,J. Jones misses 3-pt shot from 24 ft,,25-25,,
11:42.0,Offensive rebound by Team,,25-25,,
11:42.0,,,25-25,,Loose ball foul by P. Patterson (drawn by A. Varejao)
11:33.0,M. Williams misses 2-pt shot from 11 ft,,25-25,,
11:33.0,,,25-25,,Defensive rebound by J. Johnson
11:15.0,,,25-25,,P. Patterson misses 2-pt shot from 7 ft
11:15.0,,,25-25,,Offensive rebound by P. Patterson
11:12.0,,,25-27,2,P. Patterson makes 2-pt shot from 3 ft
10:59.0,M. Williams misses 3-pt shot from 25 ft,,25-27,,
10:59.0,,,25-27,,Defensive rebound by D. DeRozan
10:44.0,,,25-30,3,T. Ross makes 3-pt shot from 24 ft (assist by P. Patterson)
10:27.0,R. Jefferson misses 2-pt shot from 3 ft,,25-30,,
10:26.0,,,25-30,,Defensive rebound by C. Joseph
10:15.0,,,25-30,,C. Joseph misses 2-pt shot from 5 ft (block by M. Williams)
10:14.0,Defensive rebound by M. Williams,,25-30,,
10:06.0,J. Cunningham misses 3-pt shot from 24 ft,,25-30,,
10:06.0,,,25-30,,Defensive rebound by T. Ross
9:46.0,,,25-30,,P. Patterson misses 3-pt shot from 26 ft
9:46.0,Defensive rebound by J. Cunningham,,25-30,,
9:24.0,J. Cunningham misses 2-pt shot from 19 ft,,25-30,,
9:24.0,,,25-30,,Defensive rebound by T. Ross
9:16.0,,,25-32,2,D. DeRozan makes 2-pt shot from 6 ft
9:16.0,Cleveland full timeout,,25-32,,
9:16.0,T. Thompson enters the game for M. Williams,,25-32,,
9:16.0,L. James enters the game for R. Jefferson,,25-32,,
9:16.0,J. Smith enters the game for A. Varejao,,25-32,,
9:05.0,J. Smith misses 2-pt shot from 3 ft,,25-32,,
9:05.0,Offensive rebound by Team,,25-32,,
9:01.0,J. Smith misses 2-pt shot from 19 ft (block by T. Ross),,25-32,,
9:01.0,,,25-32,,Defensive rebound by T. Ross
8:50.0,,,25-32,,D. DeRozan misses 2-pt shot from 5 ft (block by T. Thompson)
8:48.0,Defensive rebound by J. Jones,,25-32,,
8:41.0,Turnover by L. James (bad pass; steal by P. Patterson),,25-32,,
8:24.0,,,25-35,3,T. Ross makes 3-pt shot from 25 ft (assist by D. DeRozan)
7:57.0,L. James makes 3-pt shot from 25 ft,3,28-35,,
7:41.0,,,28-35,,C. Joseph misses 2-pt shot from 8 ft
7:38.0,Defensive rebound by T. Thompson,,28-35,,
7:33.0,,,28-35,,Personal foul by J. Johnson (drawn by L. James)
7:33.0,L. James makes free throw 1 of 2,1,29-35,,
7:33.0,L. James makes free throw 2 of 2,1,30-35,,
7:16.0,,,30-35,,T. Ross misses 2-pt shot from 20 ft
7:15.0,Defensive rebound by L. James,,30-35,,
7:05.0,J. Jones makes 3-pt shot from 24 ft (assist by J. Cunningham),3,33-35,,
6:36.0,,,33-35,,C. Joseph misses 2-pt shot from 1 ft
6:34.0,,,33-35,,Offensive rebound by C. Joseph
6:32.0,,,33-35,,Turnover by C. Joseph (lost ball; steal by T. Thompson)
6:32.0,Cleveland full timeout,,33-35,,
6:32.0,,,33-35,,L. Scola enters the game for P. Patterson
6:32.0,,,33-35,,D. Carroll enters the game for J. Johnson
6:19.0,J. Cunningham misses 2-pt shot from 3 ft,,33-35,,
6:18.0,Offensive rebound by T. Thompson,,33-35,,
6:11.0,J. Cunningham makes 3-pt shot from 23 ft (assist by L. James),3,36-35,,
5:51.0,,,36-35,,T. Ross misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by J. Cunningham,,36-35,,
5:42.0,Shooting foul by D. Carroll (drawn by L. James),,36-35,,
5:42.0,L. James makes free throw 1 of 2,1,37-35,,
5:42.0,,,37-35,,K. Lowry enters the game for C. Joseph
5:42.0,L. James makes free throw 2 of 2,1,38-35,,
5:25.0,,,38-35,,L. Scola misses 2-pt shot from 18 ft
5:25.0,Defensive rebound by L. James,,38-35,,
5:16.0,J. Jones makes 3-pt shot from 24 ft (assist by J. Smith),3,41-35,,
5:09.0,,,41-35,,Toronto full timeout
5:09.0,,,41-35,,B. Biyombo enters the game for T. Ross
5:09.0,K. Love enters the game for J. Jones,,41-35,,
4:59.0,,,41-37,2,K. Lowry makes 2-pt shot from 3 ft
4:40.0,J. Cunningham misses 3-pt shot from 22 ft,,41-37,,
4:40.0,,,41-37,,Defensive rebound by L. Scola
4:29.0,,,41-37,,Turnover by D. DeRozan (lost ball; steal by J. Smith)
4:19.0,K. Love makes 3-pt shot from 23 ft (assist by T. Thompson),3,44-37,,
3:47.0,,,44-40,3,D. DeRozan makes 3-pt shot from 24 ft (assist by K. Lowry)
3:33.0,T. Thompson misses 2-pt shot at rim,,44-40,,
3:32.0,Offensive rebound by L. James,,44-40,,
3:30.0,,,44-40,,Personal foul by K. Lowry (drawn by L. James)
3:30.0,M. Williams enters the game for J. Cunningham,,44-40,,
3:25.0,Turnover by M. Williams (lost ball),,44-40,,
3:24.0,Loose ball foul by M. Williams (drawn by K. Lowry),,44-40,,
3:02.0,,,44-42,2,D. Carroll makes 2-pt shot from 7 ft
2:42.0,K. Love misses 3-pt shot from 25 ft,,44-42,,
2:41.0,,,44-42,,Defensive rebound by D. DeRozan
2:34.0,,,44-42,,Shooting foul by J. Smith (drawn by D. DeRozan)
2:34.0,,,44-43,1,D. DeRozan makes free throw 1 of 2
2:34.0,,,44-44,1,D. DeRozan makes free throw 2 of 2
2:12.0,K. Love misses 2-pt shot from 14 ft,,44-44,,
2:11.0,,,44-44,,Defensive rebound by B. Biyombo
1:51.0,Personal foul by L. James (drawn by K. Lowry),,44-44,,
1:46.0,,,44-44,,D. DeRozan misses 2-pt shot from 11 ft
1:45.0,,,44-44,,Offensive rebound by Team
1:45.0,Loose ball foul by J. Smith (drawn by B. Biyombo),,44-44,,
1:45.0,,,44-44,,B. Biyombo misses free throw 1 of 2
1:45.0,,,44-44,,Offensive rebound by Team
1:45.0,R. Jefferson enters the game for J. Smith,,44-44,,
1:45.0,,,44-45,1,B. Biyombo makes free throw 2 of 2
1:35.0,Turnover by K. Love (bad pass; steal by D. Carroll),,44-45,,
1:28.0,,,44-48,3,K. Lowry makes 3-pt shot from 24 ft (assist by D. Carroll)
1:26.0,Cleveland full timeout,,44-48,,
1:26.0,,,44-48,,C. Joseph enters the game for D. DeRozan
1:14.0,L. James makes 2-pt shot from 5 ft,2,46-48,,
1:06.0,Violation by K. Love (kicked ball),,46-48,,
0:51.0,,,46-48,,D. Carroll misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by T. Thompson,,46-48,,
0:39.0,T. Thompson misses 2-pt shot from 4 ft,,46-48,,
0:37.0,,,46-48,,Defensive rebound by L. Scola
0:31.0,,,46-48,,D. Carroll misses 2-pt shot from 2 ft
0:31.0,,,46-48,,Offensive rebound by Team
0:31.0,Loose ball foul by K. Love (drawn by B. Biyombo),,46-48,,
0:31.0,,,46-48,,B. Biyombo misses free throw 1 of 2
0:31.0,,,46-48,,Offensive rebound by Team
0:31.0,J. Jones enters the game for K. Love,,46-48,,
0:31.0,,,46-48,,T. Ross enters the game for L. Scola
0:31.0,,,46-49,1,B. Biyombo makes free throw 2 of 2
0:15.0,Shooting foul by D. Carroll (drawn by L. James),,46-49,,
0:15.0,L. James makes free throw 1 of 3,1,47-49,,
0:15.0,L. James makes free throw 2 of 3,1,48-49,,
0:15.0,L. James makes free throw 3 of 3,1,49-49,,
0:10.0,,,49-49,,Toronto full timeout
0:10.0,,,49-49,,L. Scola enters the game for B. Biyombo
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,J. Smith makes 2-pt shot from 14 ft,2,51-49,,
11:29.0,,,51-49,,D. DeRozan misses 2-pt shot from 20 ft
11:28.0,Defensive rebound by T. Thompson,,51-49,,
11:04.0,L. James misses 3-pt shot from 24 ft,,51-49,,
11:03.0,,,51-49,,Defensive rebound by B. Biyombo
10:53.0,,,51-49,,Shooting foul by T. Thompson (drawn by B. Biyombo)
10:53.0,,,51-49,,B. Biyombo misses free throw 1 of 2
10:53.0,,,51-49,,Offensive rebound by Team
10:53.0,,,51-50,1,B. Biyombo makes free throw 2 of 2
10:44.0,,,51-50,,Def 3 sec tech foul by B. Biyombo
10:44.0,L. James makes technical free throw,1,52-50,,
10:39.0,Turnover by K. Love (bad pass; steal by K. Lowry),,52-50,,
10:33.0,,,52-52,2,K. Lowry makes 2-pt shot at rim
10:16.0,J. Smith misses 2-pt shot from 6 ft,,52-52,,
10:15.0,Offensive rebound by K. Love,,52-52,,
10:13.0,K. Love makes 2-pt shot from 1 ft,2,54-52,,
9:48.0,,,54-55,3,D. Carroll makes 3-pt shot from 23 ft (assist by K. Lowry)
9:29.0,K. Love makes 3-pt shot from 25 ft (assist by J. Smith),3,57-55,,
9:04.0,,,57-58,3,D. Carroll makes 3-pt shot from 22 ft (assist by K. Lowry)
8:38.0,M. Williams makes 2-pt shot from 15 ft (assist by L. James),2,59-58,,
8:12.0,,,59-58,,K. Lowry misses 3-pt shot from 24 ft
8:12.0,Defensive rebound by T. Thompson,,59-58,,
8:01.0,J. Smith makes 3-pt shot from 24 ft (assist by M. Williams),3,62-58,,
7:45.0,,,62-58,,Shooting foul by J. Smith (drawn by D. DeRozan)
7:45.0,,,62-59,1,D. DeRozan makes free throw 1 of 2
7:45.0,,,62-60,1,D. DeRozan makes free throw 2 of 2
7:33.0,K. Love makes 3-pt shot from 24 ft (assist by T. Thompson),3,65-60,,
7:12.0,,,65-62,2,D. DeRozan makes 2-pt shot from 2 ft
6:58.0,Shooting foul by L. Scola (drawn by K. Love),,65-62,,
6:58.0,K. Love makes free throw 1 of 2,1,66-62,,
6:58.0,K. Love makes free throw 2 of 2,1,67-62,,
6:46.0,,,67-64,2,K. Lowry makes 2-pt shot from 5 ft
6:22.0,Turnover by L. James (bad pass; steal by L. Scola),,67-64,,
6:12.0,,,67-64,,D. DeRozan misses 2-pt shot from 16 ft
6:11.0,Defensive rebound by Team,,67-64,,
5:56.0,L. James makes 2-pt shot from 23 ft (assist by K. Love),2,69-64,,
5:37.0,,,69-64,,Turnover by D. Carroll (step out of bounds)
5:37.0,,,69-64,,Toronto full timeout
5:22.0,K. Love misses 2-pt shot from 14 ft,,69-64,,
5:22.0,,,69-64,,Defensive rebound by D. DeRozan
5:04.0,,,69-66,2,D. DeRozan makes 2-pt shot at rim
4:51.0,,,69-66,,Personal block foul by K. Lowry (drawn by M. Williams)
4:51.0,,,69-66,,P. Patterson enters the game for L. Scola
4:42.0,,,69-66,,Personal block foul by B. Biyombo (drawn by L. James)
4:42.0,J. Jones enters the game for K. Love,,69-66,,
4:31.0,L. James makes 2-pt shot from 13 ft,2,71-66,,
4:13.0,Violation by T. Thompson (def goaltending),,71-66,,
4:13.0,,,71-68,2,K. Lowry makes 2-pt shot from 2 ft
3:50.0,L. James misses 2-pt shot from 4 ft,,71-68,,
3:49.0,Offensive rebound by T. Thompson,,71-68,,
3:46.0,T. Thompson makes 2-pt shot at rim,2,73-68,,
3:19.0,,,73-70,2,K. Lowry makes 2-pt shot from 23 ft
2:47.0,L. James misses 3-pt shot from 27 ft,,73-70,,
2:47.0,,,73-70,,Defensive rebound by B. Biyombo
2:47.0,,,73-70,,Turnover by B. Biyombo (step out of bounds)
2:47.0,Cleveland full timeout,,73-70,,
2:47.0,,,73-70,,C. Joseph enters the game for D. DeRozan
2:47.0,R. Jefferson enters the game for L. James,,73-70,,
2:47.0,J. Cunningham enters the game for M. Williams,,73-70,,
2:39.0,J. Smith misses 2-pt shot from 22 ft,,73-70,,
2:38.0,,,73-70,,Defensive rebound by K. Lowry
2:33.0,,,73-72,2,K. Lowry makes 2-pt shot at rim
2:33.0,,,73-72,,Shooting foul by J. Cunningham (drawn by K. Lowry)
2:33.0,,,73-72,,K. Lowry misses free throw 1 of 1
2:18.0,,,73-72,,Offensive rebound by B. Biyombo
2:16.0,,,73-74,2,B. Biyombo makes 2-pt shot from 3 ft
2:10.0,Turnover by J. Cunningham (lost ball; steal by K. Lowry),,73-74,,
2:09.0,Personal foul by J. Jones (drawn by K. Lowry),,73-74,,
1:53.0,,,73-74,,L. Scola enters the game for B. Biyombo
1:53.0,,,73-74,,T. Ross enters the game for D. Carroll
1:53.0,,,73-76,2,C. Joseph makes 2-pt shot from 1 ft (assist by K. Lowry)
1:53.0,,,73-76,,Shooting foul by J. Smith (drawn by C. Joseph)
1:53.0,M. Williams enters the game for J. Smith,,73-76,,
1:53.0,,,73-76,,C. Joseph misses free throw 1 of 1
1:50.0,Defensive rebound by R. Jefferson,,73-76,,
1:40.0,R. Jefferson makes 2-pt shot from 2 ft (assist by M. Williams),2,75-76,,
1:25.0,,,75-78,2,C. Joseph makes 2-pt shot from 3 ft
1:10.0,J. Cunningham misses 2-pt shot at rim,,75-78,,
1:09.0,,,75-78,,Defensive rebound by L. Scola
1:04.0,,,75-80,2,K. Lowry makes 2-pt shot from 1 ft
1:04.0,,,75-80,,Shooting foul by T. Thompson (drawn by K. Lowry)
1:04.0,,,75-80,,K. Lowry misses free throw 1 of 1
1:00.0,Defensive rebound by Team,,75-80,,
0:44.0,M. Williams makes 2-pt shot from 2 ft,2,77-80,,
0:24.0,,,77-80,,Turnover by P. Patterson (lost ball; steal by J. Cunningham)
0:18.0,J. Cunningham misses 2-pt shot at rim (block by K. Lowry),,77-80,,
0:18.0,Offensive rebound by T. Thompson,,77-80,,
0:18.0,T. Thompson misses 2-pt shot from 2 ft,,77-80,,
0:18.0,,,77-80,,Defensive rebound by Team
0:18.0,Jump ball: P. Patterson vs. T. Thompson (K. Lowry gains possession),,,,Jump ball: P. Patterson vs. T. Thompson (K. Lowry gains possession)
0:14.0,,,77-80,,Toronto full timeout
0:02.0,,,77-82,2,K. Lowry makes 2-pt shot from 4 ft
0:00.0,M. Williams makes 3-pt shot from 46 ft,3,80-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,80-82,,D. DeRozan misses 2-pt shot from 7 ft
11:45.0,Defensive rebound by M. Williams,,80-82,,
11:35.0,R. Jefferson makes 2-pt shot at rim (assist by M. Williams),2,82-82,,
11:17.0,,,82-82,,P. Patterson misses 3-pt shot from 23 ft
11:17.0,Defensive rebound by K. Love,,82-82,,
11:01.0,,,82-82,,Violation by P. Patterson (kicked ball)
10:53.0,Shooting foul by P. Patterson (drawn by K. Love),,82-82,,
10:53.0,K. Love misses free throw 1 of 2,,82-82,,
10:53.0,Offensive rebound by Team,,82-82,,
10:53.0,K. Love misses free throw 2 of 2,,82-82,,
10:52.0,,,82-82,,Defensive rebound by D. Carroll
10:36.0,,,82-82,,Offensive foul by C. Joseph
10:36.0,,,82-82,,Turnover by C. Joseph (offensive foul)
10:19.0,A. Varejao misses 2-pt shot from 4 ft (block by D. Carroll),,82-82,,
10:18.0,,,82-82,,Defensive rebound by P. Patterson
10:04.0,,,82-82,,L. Scola misses 2-pt shot from 10 ft
10:04.0,Defensive rebound by L. James,,82-82,,
9:48.0,R. Jefferson misses 2-pt shot from 10 ft (block by D. DeRozan),,82-82,,
9:45.0,,,82-82,,Defensive rebound by L. Scola
9:26.0,,,82-82,,C. Joseph misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by K. Love,,82-82,,
9:14.0,,,82-82,,Personal foul by D. DeRozan (drawn by A. Varejao)
9:14.0,,,82-82,,B. Biyombo enters the game for L. Scola
8:58.0,M. Williams makes 2-pt shot from 18 ft,2,84-82,,
8:38.0,,,84-82,,Offensive foul by D. Carroll
8:38.0,,,84-82,,Turnover by D. Carroll (offensive foul)
8:38.0,Official timeout,,84-82,,
8:38.0,,,84-82,,K. Lowry enters the game for C. Joseph
8:38.0,J. Smith enters the game for M. Williams,,84-82,,
8:18.0,L. James misses 2-pt shot from 19 ft,,84-82,,
8:17.0,,,84-82,,Defensive rebound by P. Patterson
8:08.0,,,84-82,,D. Carroll misses 3-pt shot from 24 ft
8:07.0,Defensive rebound by R. Jefferson,,84-82,,
7:57.0,K. Love misses 3-pt shot from 25 ft,,84-82,,
7:56.0,,,84-82,,Defensive rebound by B. Biyombo
7:45.0,,,84-85,3,P. Patterson makes 3-pt shot from 25 ft (assist by D. DeRozan)
7:29.0,L. James misses 2-pt shot from 3 ft,,84-85,,
7:28.0,,,84-85,,Defensive rebound by P. Patterson
7:22.0,,,84-85,,Shooting foul by A. Varejao (drawn by D. DeRozan)
7:22.0,,,84-86,1,D. DeRozan makes free throw 1 of 2
7:22.0,T. Thompson enters the game for A. Varejao,,84-86,,
7:22.0,,,84-86,,D. DeRozan misses free throw 2 of 2
7:20.0,Defensive rebound by K. Love,,84-86,,
7:06.0,L. James misses 3-pt shot from 24 ft,,84-86,,
7:06.0,,,84-86,,Defensive rebound by B. Biyombo
6:53.0,,,84-86,,D. DeRozan misses 2-pt shot from 17 ft
6:53.0,,,84-86,,Offensive rebound by Team
6:53.0,Loose ball foul by K. Love (drawn by B. Biyombo),,84-86,,
6:44.0,,,84-86,,Turnover by D. Carroll (lost ball)
6:34.0,K. Love misses 3-pt shot from 26 ft,,84-86,,
6:33.0,,,84-86,,Defensive rebound by B. Biyombo
6:24.0,,,84-88,2,D. DeRozan makes 2-pt shot from 2 ft
6:24.0,,,84-88,,Shooting foul by R. Jefferson (drawn by D. DeRozan)
6:24.0,,,84-88,,D. DeRozan misses free throw 1 of 1
6:23.0,Defensive rebound by K. Love,,84-88,,
6:06.0,L. James misses 2-pt shot from 2 ft,,84-88,,
6:05.0,Offensive rebound by J. Smith,,84-88,,
6:00.0,J. Smith misses 3-pt shot from 25 ft,,84-88,,
5:59.0,,,84-88,,Defensive rebound by B. Biyombo
5:42.0,,,84-91,3,K. Lowry makes 3-pt shot from 25 ft
5:38.0,Cleveland full timeout,,84-91,,
5:38.0,M. Williams enters the game for R. Jefferson,,84-91,,
5:18.0,J. Smith misses 2-pt shot from 20 ft,,84-91,,
5:17.0,,,84-91,,Defensive rebound by D. Carroll
5:09.0,,,84-91,,P. Patterson misses 3-pt shot from 22 ft
5:08.0,Defensive rebound by Team,,84-91,,
4:57.0,Shooting foul by B. Biyombo (drawn by L. James),,84-91,,
4:57.0,L. James misses free throw 1 of 2,,84-91,,
4:57.0,Offensive rebound by Team,,84-91,,
4:57.0,L. James makes free throw 2 of 2,1,85-91,,
4:34.0,,,85-91,,P. Patterson misses 3-pt shot from 22 ft
4:33.0,Defensive rebound by T. Thompson,,85-91,,
4:25.0,M. Williams misses 3-pt shot from 24 ft,,85-91,,
4:24.0,,,85-91,,Defensive rebound by P. Patterson
4:14.0,Personal foul by K. Love (drawn by K. Lowry),,85-91,,
3:59.0,,,85-91,,D. DeRozan misses 2-pt shot from 6 ft
3:58.0,Defensive rebound by T. Thompson,,85-91,,
3:43.0,T. Thompson misses 2-pt shot from 7 ft,,85-91,,
3:42.0,,,85-91,,Defensive rebound by D. Carroll
3:38.0,,,85-93,2,K. Lowry makes 2-pt shot at rim
3:38.0,,,85-93,,Shooting foul by T. Thompson (drawn by K. Lowry)
3:38.0,,,85-94,1,K. Lowry makes free throw 1 of 1
3:27.0,,,85-94,,Personal foul by D. DeRozan (drawn by J. Smith)
3:15.0,M. Williams makes 2-pt shot from 8 ft,2,87-94,,
3:12.0,Violation by Team (delay of game),,87-94,,
3:00.0,,,87-94,,Turnover by P. Patterson (bad pass; steal by J. Smith)
2:52.0,Shooting foul by D. Carroll (drawn by L. James),,87-94,,
2:52.0,Official timeout,,87-94,,
2:52.0,L. James makes free throw 1 of 2,1,88-94,,
2:52.0,L. James makes free throw 2 of 2,1,89-94,,
2:30.0,,,89-94,,K. Lowry misses 2-pt shot from 3 ft
2:29.0,,,89-94,,Offensive rebound by B. Biyombo
2:29.0,,,89-96,2,B. Biyombo makes 2-pt shot from 1 ft
2:29.0,,,89-96,,Shooting foul by K. Love (drawn by B. Biyombo)
2:29.0,J. Jones enters the game for T. Thompson,,89-96,,
2:29.0,,,89-96,,B. Biyombo misses free throw 1 of 1
2:27.0,Defensive rebound by J. Smith,,89-96,,
2:15.0,K. Love misses 2-pt shot from 4 ft,,89-96,,
2:14.0,,,89-96,,Defensive rebound by B. Biyombo
2:01.0,,,89-99,3,P. Patterson makes 3-pt shot from 24 ft (assist by D. DeRozan)
1:39.0,M. Williams makes 2-pt shot from 18 ft,2,91-99,,
1:22.0,,,91-101,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
1:22.0,Cleveland full timeout,,91-101,,
1:16.0,L. James makes 2-pt shot from 4 ft,2,93-101,,
0:56.0,,,93-103,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
0:35.0,J. Smith makes 3-pt shot from 27 ft (assist by L. James),3,96-103,,
0:11.0,,,96-103,,K. Lowry misses 3-pt shot from 30 ft
0:11.0,Defensive rebound by L. James,,96-103,,
0:02.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,99-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
