time,Houston,pts.away,score,pts.home,Phoenix
10:25.0,,,86-68,,K. Humphries misses 2-pt shot from 1 ft
10:24.0,,,86-68,,Offensive rebound by K. Humphries
10:24.0,,,86-68,,K. Humphries misses 2-pt shot from 1 ft
10:22.0,Defensive rebound by D. Howard,,86-68,,
10:17.0,P. Beverley misses 2-pt shot from 1 ft,,86-68,,
10:13.0,,,86-68,,Defensive rebound by M. Teletovic
10:12.0,,,86-68,,Shooting foul by J. Harden (drawn by J. McRae)
10:12.0,,,86-69,1,J. McRae makes free throw 1 of 2
10:12.0,,,86-69,,J. McRae misses free throw 2 of 2
10:11.0,Defensive rebound by J. Harden,,86-69,,
9:58.0,,,86-69,,Personal foul by K. Humphries
9:53.0,Turnover by D. Howard (offensive foul),,86-69,,
9:53.0,Offensive foul by D. Howard,,86-69,,
9:49.0,,,86-71,2,K. Humphries makes 2-pt shot at rim (assist by R. Price)
9:31.0,M. Harrell makes 2-pt shot from 1 ft (assist by D. Howard),2,88-71,,
9:20.0,C. Capela enters the game for D. Howard,,88-71,,
9:04.0,,,88-71,,R. Price misses 2-pt shot from 15 ft
9:03.0,,,88-71,,Offensive rebound by Team
9:03.0,Loose ball foul by C. Capela,,88-71,,
8:51.0,,,88-71,,D. Booker misses 3-pt shot from 23 ft
8:51.0,Defensive rebound by Team,,88-71,,
8:51.0,,,88-71,,Loose ball foul by K. Humphries
8:51.0,Official timeout,,88-71,,
8:39.0,T. Ariza makes 3-pt shot from 22 ft (assist by J. Harden),3,91-71,,
8:23.0,,,91-73,2,M. Teletovic makes 2-pt shot from 16 ft (assist by K. Humphries)
8:02.0,J. Harden makes 2-pt shot at rim,2,93-73,,
7:48.0,,,93-76,3,M. Teletovic makes 3-pt shot from 27 ft
7:32.0,J. Harden misses 3-pt shot from 25 ft,,93-76,,
7:30.0,,,93-76,,Defensive rebound by M. Teletovic
7:24.0,,,93-76,,J. McRae misses 3-pt shot from 25 ft
7:21.0,,,93-76,,Offensive rebound by J. McRae
7:18.0,,,93-76,,J. McRae misses 2-pt shot from 5 ft
7:15.0,Defensive rebound by C. Capela,,93-76,,
7:08.0,M. Harrell makes 2-pt shot at rim (assist by T. Ariza),2,95-76,,
6:57.0,Personal foul by M. Harrell,,95-76,,
6:57.0,,,95-76,,P. Tucker enters the game for J. McRae
6:57.0,D. Howard enters the game for C. Capela,,95-76,,
6:45.0,,,95-76,,K. Humphries misses 3-pt shot from 24 ft
6:44.0,Defensive rebound by M. Harrell,,95-76,,
6:38.0,Shooting foul by M. Teletovic (drawn by J. Harden),,95-76,,
6:38.0,,,95-76,,Technical foul by M. Teletovic
6:38.0,T. Ariza makes technical free throw,1,96-76,,
6:38.0,J. Harden makes free throw 1 of 2,1,97-76,,
6:38.0,,,97-76,,A. Goodwin enters the game for R. Price
6:38.0,C. Brewer enters the game for M. Harrell,,97-76,,
6:38.0,J. Harden makes free throw 2 of 2,1,98-76,,
6:25.0,Personal foul by J. Harden,,98-76,,
6:25.0,,,98-77,1,M. Teletovic makes free throw 1 of 2
6:25.0,,,98-78,1,M. Teletovic makes free throw 2 of 2
6:11.0,,,98-78,,Personal foul by A. Goodwin
6:03.0,P. Beverley makes 2-pt shot from 1 ft,2,100-78,,
5:42.0,,,100-78,,A. Goodwin misses 3-pt shot from 24 ft
5:40.0,,,100-78,,Offensive rebound by D. Booker
5:37.0,,,100-78,,Shooting foul by P. Beverley (drawn by P. Tucker)
5:37.0,,,100-78,,Phoenix full timeout
5:37.0,,,100-79,1,P. Tucker makes free throw 1 of 2
5:37.0,,,100-79,,P. Tucker misses free throw 2 of 2
5:36.0,Defensive rebound by D. Howard,,100-79,,
5:22.0,D. Howard makes 2-pt shot from 7 ft (assist by J. Harden),2,102-79,,
5:04.0,,,102-79,,D. Booker misses 2-pt shot from 17 ft
5:02.0,Defensive rebound by J. Harden,,102-79,,
4:54.0,D. Howard misses 2-pt shot from 6 ft (block by K. Humphries),,102-79,,
4:54.0,Offensive rebound by D. Howard,,102-79,,
4:54.0,Turnover by D. Howard (bad pass),,102-79,,
4:54.0,T. Lawson enters the game for T. Ariza,,102-79,,
4:54.0,K. McDaniels enters the game for D. Howard,,102-79,,
4:54.0,M. Harrell enters the game for J. Harden,,102-79,,
4:54.0,C. Capela enters the game for P. Beverley,,102-79,,
4:42.0,,,102-79,,Shooting foul by C. Capela (drawn by A. Goodwin)
4:42.0,,,102-80,1,A. Goodwin makes free throw 1 of 2
4:42.0,,,102-81,1,A. Goodwin makes free throw 2 of 2
4:25.0,C. Brewer misses 2-pt shot from 6 ft,,102-81,,
4:22.0,Offensive rebound by M. Harrell,,102-81,,
4:22.0,M. Harrell makes 2-pt shot at rim,2,104-81,,
4:13.0,Personal foul by K. McDaniels,,104-81,,
4:13.0,,,104-82,1,K. Humphries makes free throw 1 of 2
4:13.0,,,104-83,1,K. Humphries makes free throw 2 of 2
3:59.0,Offensive foul by C. Capela,,104-83,,
3:59.0,Turnover by C. Capela (offensive foul),,104-83,,
3:53.0,,,104-83,,Turnover by P. Tucker (bad pass)
3:44.0,C. Capela makes 2-pt shot from 1 ft (assist by C. Brewer),2,106-83,,
3:44.0,Shooting foul by K. Humphries (drawn by C. Capela),,106-83,,
3:44.0,C. Capela misses free throw 1 of 1,,106-83,,
3:42.0,Offensive rebound by C. Brewer,,106-83,,
3:36.0,C. Capela makes 2-pt shot from 2 ft (assist by K. McDaniels),2,108-83,,
3:36.0,Shooting foul by M. Teletovic (drawn by C. Capela),,108-83,,
3:36.0,,,108-83,,S. Weems enters the game for D. Booker
3:36.0,,,108-83,,J. Leuer enters the game for A. Goodwin
3:36.0,,,108-83,,J. McRae enters the game for M. Teletovic
3:36.0,C. Capela misses free throw 1 of 1,,108-83,,
3:35.0,,,108-83,,Defensive rebound by Team
3:25.0,,,108-83,,Turnover by J. McRae (lost ball; steal by C. Brewer)
3:20.0,Shooting foul by J. Leuer (drawn by K. McDaniels),,108-83,,
3:20.0,K. McDaniels makes free throw 1 of 2,1,109-83,,
3:20.0,K. McDaniels makes free throw 2 of 2,1,110-83,,
3:12.0,Violation by T. Lawson (kicked ball),,110-83,,
3:07.0,,,110-83,,Turnover by S. Weems (lost ball; steal by M. Harrell)
3:02.0,M. Harrell misses 2-pt shot from 1 ft,,110-83,,
3:01.0,,,110-83,,Defensive rebound by S. Weems
2:58.0,,,110-85,2,J. Leuer makes 2-pt shot at rim (assist by K. Humphries)
2:43.0,K. McDaniels misses 3-pt shot from 24 ft,,110-85,,
2:41.0,,,110-85,,Defensive rebound by K. Humphries
2:23.0,,,110-88,3,P. Tucker makes 3-pt shot from 23 ft (assist by J. McRae)
2:11.0,,,110-88,,Flagrant foul type 1 by J. Leuer
2:11.0,Official timeout,,110-88,,
2:11.0,M. Harrell makes flagrant free throw 1 of 2,1,111-88,,
2:11.0,M. Harrell misses flagrant free throw 2 of 2,,111-88,,
2:11.0,Offensive rebound by Team,,111-88,,
2:07.0,Turnover by K. McDaniels (back court),,111-88,,
2:02.0,,,111-90,2,J. Leuer makes 2-pt shot from 18 ft (assist by S. Weems)
1:46.0,C. Brewer misses 2-pt shot from 9 ft (block by P. Tucker),,111-90,,
1:43.0,,,111-90,,Defensive rebound by K. Humphries
1:37.0,,,111-93,3,J. McRae makes 3-pt shot from 24 ft (assist by S. Weems)
1:15.0,Turnover by K. McDaniels (lost ball; steal by J. Leuer),,111-93,,
1:10.0,,,111-95,2,K. Humphries makes 2-pt shot at rim (assist by J. Leuer)
0:55.0,C. Capela makes 2-pt shot from 6 ft,2,113-95,,
0:48.0,,,113-95,,P. Tucker misses 3-pt shot from 22 ft
0:47.0,,,113-95,,Offensive rebound by J. Leuer
0:47.0,Personal foul by K. McDaniels,,113-95,,
0:47.0,,,113-96,1,J. Leuer makes free throw 1 of 2
0:47.0,,,113-97,1,J. Leuer makes free throw 2 of 2
0:43.0,,,113-97,,Personal foul by J. McRae
0:43.0,M. Harrell makes free throw 1 of 2,1,114-97,,
0:43.0,M. Harrell misses free throw 2 of 2,,114-97,,
0:42.0,,,114-97,,Defensive rebound by J. Leuer
0:38.0,,,114-97,,Turnover by S. Weems (bad pass)
0:19.0,M. Harrell makes 2-pt shot from 8 ft,2,116-97,,
0:10.0,,,116-100,3,K. Humphries makes 3-pt shot from 23 ft (assist by J. McRae)
0:00.0,End of 4th quarter,,,,End of 4th quarter
