time,Toronto,pts.away,score,pts.home,Cleveland
8:09.0,Turnover by K. Lowry (lost ball),,7-11,,
7:51.0,,,7-14,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
7:43.0,K. Lowry misses 3-pt shot from 25 ft,,7-14,,
7:42.0,,,7-14,,Defensive rebound by T. Thompson
7:36.0,,,7-14,,Turnover by L. James (lost ball; steal by D. DeRozan)
7:33.0,Shooting foul by J. Smith (drawn by D. DeRozan),,7-14,,
7:33.0,D. DeRozan makes free throw 1 of 2,1,8-14,,
7:33.0,D. DeRozan makes free throw 2 of 2,1,9-14,,
7:08.0,,,9-16,2,K. Love makes 2-pt shot from 8 ft (assist by L. James)
6:55.0,B. Biyombo makes 2-pt shot from 1 ft (assist by D. Carroll),2,11-16,,
6:55.0,Shooting foul by T. Thompson (drawn by B. Biyombo),,11-16,,
6:55.0,B. Biyombo makes free throw 1 of 1,1,12-16,,
6:35.0,,,12-18,2,K. Irving makes 2-pt shot from 1 ft (assist by K. Love)
6:27.0,Toronto full timeout,,12-18,,
6:27.0,,,12-18,,Technical foul by K. Irving
6:27.0,Technical foul by B. Biyombo,,12-18,,
6:18.0,K. Lowry makes 2-pt shot from 1 ft,2,14-18,,
6:00.0,,,14-20,2,K. Irving makes 2-pt shot from 8 ft (assist by L. James)
5:45.0,L. Scola misses 3-pt shot from 24 ft,,14-20,,
5:44.0,,,14-20,,Defensive rebound by T. Thompson
5:39.0,Personal block foul by L. Scola,,14-20,,
5:39.0,P. Patterson enters the game for L. Scola,,14-20,,
5:36.0,Personal foul by D. DeRozan,,14-20,,
5:20.0,,,14-22,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
5:02.0,,,14-22,,Personal foul by J. Smith
5:02.0,,,14-22,,I. Shumpert enters the game for J. Smith
4:54.0,D. DeRozan makes 2-pt shot from 19 ft,2,16-22,,
4:35.0,,,16-22,,K. Irving misses 2-pt shot from 12 ft
4:34.0,Defensive rebound by D. DeRozan,,16-22,,
4:24.0,D. DeRozan makes 2-pt shot from 19 ft (assist by P. Patterson),2,18-22,,
3:56.0,,,18-22,,K. Love misses 2-pt shot from 18 ft
3:55.0,Defensive rebound by K. Lowry,,18-22,,
3:47.0,,,18-22,,R. Jefferson enters the game for L. James
3:47.0,T. Ross enters the game for D. Carroll,,18-22,,
3:47.0,Jump ball: B. Biyombo vs. T. Thompson (T. Ross gains possession),,,,Jump ball: B. Biyombo vs. T. Thompson (T. Ross gains possession)
3:37.0,D. DeRozan makes 2-pt shot from 19 ft,2,20-22,,
3:18.0,,,20-22,,K. Irving misses 2-pt shot from 3 ft (block by B. Biyombo)
3:17.0,Defensive rebound by K. Lowry,,20-22,,
3:09.0,T. Ross makes 3-pt shot from 25 ft (assist by P. Patterson),3,23-22,,
3:09.0,,,23-22,,Cleveland full timeout
3:09.0,C. Joseph enters the game for K. Lowry,,23-22,,
2:54.0,,,23-22,,Shooting foul by P. Patterson (drawn by K. Love)
2:54.0,,,23-23,1,K. Love makes free throw 1 of 2
2:54.0,,,23-24,1,K. Love makes free throw 2 of 2
2:41.0,D. DeRozan misses 2-pt shot from 15 ft,,23-24,,
2:41.0,Offensive rebound by C. Joseph,,23-24,,
2:31.0,C. Joseph makes 2-pt shot from 19 ft,2,25-24,,
2:21.0,,,25-24,,T. Thompson misses 2-pt shot from 4 ft
2:20.0,Defensive rebound by C. Joseph,,25-24,,
2:11.0,D. DeRozan misses 2-pt shot from 5 ft,,25-24,,
2:10.0,,,25-24,,Defensive rebound by R. Jefferson
1:55.0,,,25-26,2,K. Love makes 2-pt shot from 8 ft
1:35.0,P. Patterson misses 3-pt shot from 25 ft,,25-26,,
1:35.0,Offensive rebound by T. Ross,,25-26,,
1:29.0,P. Patterson makes 3-pt shot from 25 ft (assist by T. Ross),3,28-26,,
1:04.0,,,28-26,,K. Irving misses 3-pt shot from 25 ft
1:03.0,,,28-26,,Offensive rebound by R. Jefferson
1:02.0,,,28-26,,Turnover by Team (shot clock)
1:02.0,L. Scola enters the game for B. Biyombo,,28-26,,
1:02.0,,,28-26,,C. Frye enters the game for K. Love
0:44.0,T. Ross misses 3-pt shot from 25 ft,,28-26,,
0:43.0,,,28-26,,Defensive rebound by T. Thompson
0:33.0,,,28-28,2,K. Irving makes 2-pt shot from 19 ft
0:17.0,D. DeRozan misses 2-pt shot from 15 ft,,28-28,,
0:16.0,,,28-28,,Defensive rebound by T. Thompson
0:01.0,,,28-30,2,K. Irving makes 2-pt shot from 17 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,28-33,3,I. Shumpert makes 3-pt shot from 26 ft (assist by M. Dellavedova)
11:28.0,T. Ross makes 2-pt shot from 20 ft,2,30-33,,
11:14.0,,,30-33,,Shooting foul by T. Ross (drawn by L. James)
11:14.0,,,30-34,1,L. James makes free throw 1 of 2
11:14.0,,,30-34,,L. James misses free throw 2 of 2
11:13.0,Defensive rebound by Team,,30-34,,
11:13.0,,,30-34,,Loose ball foul by R. Jefferson
10:54.0,T. Ross makes 2-pt shot from 16 ft,2,32-34,,
10:40.0,,,32-34,,R. Jefferson misses 2-pt shot from 2 ft
10:40.0,,,32-34,,Offensive rebound by Team
10:40.0,Loose ball foul by T. Ross,,32-34,,
10:29.0,,,32-34,,L. James misses 2-pt shot from 11 ft
10:28.0,Defensive rebound by B. Biyombo,,32-34,,
10:24.0,Offensive foul by P. Patterson,,32-34,,
10:24.0,Turnover by P. Patterson (offensive foul),,32-34,,
10:04.0,,,32-34,,C. Frye misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by T. Ross,,32-34,,
9:57.0,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry),3,35-34,,
9:42.0,,,35-34,,L. James misses 3-pt shot from 27 ft
9:41.0,,,35-34,,Offensive rebound by C. Frye
9:34.0,,,35-37,3,C. Frye makes 3-pt shot from 23 ft (assist by L. James)
9:27.0,Turnover by K. Lowry (lost ball; steal by L. James),,35-37,,
9:20.0,,,35-39,2,L. James makes 2-pt shot at rim
9:17.0,Toronto full timeout,,35-39,,
9:17.0,J. Johnson enters the game for P. Patterson,,35-39,,
9:07.0,C. Joseph misses 2-pt shot from 15 ft,,35-39,,
9:06.0,,,35-39,,Defensive rebound by R. Jefferson
8:57.0,,,35-39,,L. James misses 2-pt shot from 3 ft
8:55.0,Defensive rebound by B. Biyombo,,35-39,,
8:50.0,T. Ross misses 3-pt shot from 26 ft,,35-39,,
8:49.0,Offensive rebound by K. Lowry,,35-39,,
8:43.0,K. Lowry misses 3-pt shot from 25 ft,,35-39,,
8:43.0,,,35-39,,Defensive rebound by I. Shumpert
8:37.0,,,35-41,2,L. James makes 2-pt shot at rim (assist by I. Shumpert)
8:28.0,C. Joseph makes 2-pt shot from 3 ft,2,37-41,,
8:06.0,,,37-41,,Shooting foul by B. Biyombo (drawn by L. James)
8:06.0,,,37-41,,L. James misses free throw 1 of 2
8:06.0,,,37-41,,Offensive rebound by Team
8:06.0,,,37-41,,L. James misses free throw 2 of 2
8:05.0,Defensive rebound by J. Johnson,,37-41,,
7:49.0,Offensive charge foul by T. Ross,,37-41,,
7:49.0,Turnover by T. Ross (offensive foul),,37-41,,
7:49.0,D. DeRozan enters the game for T. Ross,,37-41,,
7:49.0,,,37-41,,J. Smith enters the game for R. Jefferson
7:38.0,Personal foul by B. Biyombo,,37-41,,
7:30.0,,,37-41,,M. Dellavedova misses 2-pt shot from 3 ft (block by B. Biyombo)
7:30.0,,,37-41,,Offensive rebound by Team
7:26.0,,,37-41,,Turnover by M. Dellavedova (lost ball; steal by C. Joseph)
7:22.0,Turnover by K. Lowry (lost ball; steal by I. Shumpert),,37-41,,
7:12.0,,,37-41,,M. Dellavedova misses 3-pt shot from 25 ft
7:12.0,,,37-41,,Offensive rebound by L. James
7:12.0,Personal foul by C. Joseph,,37-41,,
7:12.0,,,37-41,,L. James misses free throw 1 of 2
7:12.0,,,37-41,,Offensive rebound by Team
7:12.0,,,37-41,,K. Love enters the game for C. Frye
7:12.0,,,37-41,,K. Irving enters the game for M. Dellavedova
7:12.0,D. Carroll enters the game for C. Joseph,,37-41,,
7:12.0,,,37-42,1,L. James makes free throw 2 of 2
6:49.0,J. Johnson makes 2-pt shot from 2 ft,2,39-42,,
6:34.0,,,39-42,,I. Shumpert misses 3-pt shot from 25 ft
6:33.0,Defensive rebound by D. Carroll,,39-42,,
6:25.0,D. DeRozan makes 2-pt shot from 18 ft,2,41-42,,
6:14.0,,,41-42,,K. Irving misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by K. Lowry,,41-42,,
6:08.0,Turnover by K. Lowry (bad pass),,41-42,,
6:08.0,,,41-42,,T. Thompson enters the game for L. James
6:08.0,,,41-42,,R. Jefferson enters the game for I. Shumpert
5:55.0,,,41-42,,J. Smith misses 3-pt shot from 26 ft
5:55.0,,,41-42,,Offensive rebound by Team
5:55.0,Official timeout,,41-42,,
5:55.0,P. Patterson enters the game for B. Biyombo,,41-42,,
5:49.0,,,41-42,,J. Smith misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by D. DeRozan,,41-42,,
5:37.0,D. DeRozan makes 2-pt shot from 12 ft,2,43-42,,
5:24.0,,,43-44,2,K. Irving makes 2-pt shot from 8 ft
5:05.0,D. DeRozan misses 2-pt shot from 18 ft,,43-44,,
5:05.0,,,43-44,,Defensive rebound by K. Love
4:54.0,,,43-46,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
4:31.0,K. Lowry misses 3-pt shot from 26 ft,,43-46,,
4:30.0,,,43-46,,Defensive rebound by K. Love
4:18.0,,,43-46,,Turnover by K. Love (bad pass)
4:05.0,P. Patterson makes 3-pt shot from 25 ft (assist by D. DeRozan),3,46-46,,
3:43.0,,,46-48,2,K. Love makes 2-pt shot from 5 ft (assist by R. Jefferson)
3:25.0,D. Carroll misses 2-pt shot from 1 ft,,46-48,,
3:25.0,,,46-48,,Defensive rebound by T. Thompson
3:25.0,Personal foul by D. Carroll,,46-48,,
3:25.0,,,46-49,1,T. Thompson makes free throw 1 of 2
3:25.0,,,46-49,,L. James enters the game for R. Jefferson
3:25.0,B. Biyombo enters the game for J. Johnson,,46-49,,
3:25.0,,,46-50,1,T. Thompson makes free throw 2 of 2
3:10.0,,,46-50,,Personal foul by L. James
2:57.0,D. DeRozan misses 2-pt shot from 17 ft,,46-50,,
2:56.0,,,46-50,,Defensive rebound by L. James
2:48.0,,,46-50,,K. Irving misses 2-pt shot from 13 ft
2:47.0,Defensive rebound by D. DeRozan,,46-50,,
2:39.0,K. Lowry misses 3-pt shot from 25 ft,,46-50,,
2:39.0,,,46-50,,Defensive rebound by L. James
2:35.0,Personal foul by D. DeRozan,,46-50,,
2:35.0,,,46-50,,Cleveland full timeout
2:35.0,C. Joseph enters the game for K. Lowry,,46-50,,
2:35.0,,,46-50,,J. Smith misses free throw 1 of 2
2:35.0,,,46-50,,Offensive rebound by Team
2:35.0,,,46-51,1,J. Smith makes free throw 2 of 2
2:12.0,B. Biyombo misses 2-pt shot from 10 ft,,46-51,,
2:11.0,Offensive rebound by B. Biyombo,,46-51,,
2:04.0,P. Patterson misses 3-pt shot from 24 ft,,46-51,,
2:03.0,,,46-51,,Defensive rebound by K. Irving
1:53.0,,,46-53,2,K. Irving makes 2-pt shot from 16 ft
1:38.0,C. Joseph misses 2-pt shot from 11 ft,,46-53,,
1:38.0,,,46-53,,Defensive rebound by Team
1:38.0,Loose ball foul by D. Carroll,,46-53,,
1:38.0,,,46-54,1,L. James makes free throw 1 of 2
1:38.0,,,46-54,,I. Shumpert enters the game for J. Smith
1:38.0,J. Johnson enters the game for D. Carroll,,46-54,,
1:38.0,,,46-55,1,L. James makes free throw 2 of 2
1:15.0,Shooting foul by T. Thompson (drawn by D. DeRozan),,46-55,,
1:15.0,D. DeRozan makes free throw 1 of 2,1,47-55,,
1:15.0,,,47-55,,C. Frye enters the game for T. Thompson
1:15.0,L. Scola enters the game for B. Biyombo,,47-55,,
1:15.0,D. DeRozan makes free throw 2 of 2,1,48-55,,
1:02.0,Personal foul by L. Scola,,48-55,,
1:02.0,,,48-56,1,K. Love makes free throw 1 of 2
1:02.0,,,48-57,1,K. Love makes free throw 2 of 2
0:51.0,C. Joseph misses 3-pt shot from 24 ft,,48-57,,
0:51.0,,,48-57,,Defensive rebound by L. James
0:39.0,,,48-59,2,K. Love makes 2-pt shot from 1 ft (assist by L. James)
0:34.0,Toronto full timeout,,48-59,,
0:34.0,,,48-59,,R. Jefferson enters the game for L. James
0:26.0,D. DeRozan misses 2-pt shot from 19 ft,,48-59,,
0:25.0,,,48-59,,Defensive rebound by C. Frye
0:19.0,,,48-59,,Cleveland full timeout
0:19.0,K. Lowry enters the game for D. DeRozan,,48-59,,
0:19.0,,,48-59,,L. James enters the game for I. Shumpert
0:19.0,,,48-59,,J. Smith enters the game for R. Jefferson
0:10.0,,,48-61,2,L. James makes 2-pt shot from 1 ft
0:10.0,,,48-61,,Shooting foul by J. Johnson (drawn by L. James)
0:10.0,,,48-61,,I. Shumpert enters the game for J. Smith
0:10.0,T. Ross enters the game for J. Johnson,,48-61,,
0:10.0,,,48-62,1,L. James makes free throw 1 of 1
0:02.0,L. Scola misses 3-pt shot from 26 ft,,48-62,,
0:01.0,,,48-62,,Defensive rebound by L. James
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,48-62,,K. Love misses 3-pt shot from 24 ft
11:34.0,Defensive rebound by D. Carroll,,48-62,,
11:11.0,D. Carroll misses 3-pt shot from 25 ft,,48-62,,
11:10.0,,,48-62,,Defensive rebound by T. Thompson
11:00.0,,,48-62,,T. Thompson misses 2-pt shot at rim (block by D. Carroll)
10:58.0,,,48-62,,Offensive rebound by J. Smith
10:55.0,,,48-62,,Turnover by L. James (lost ball; steal by K. Lowry)
10:50.0,Turnover by D. DeRozan (lost ball; steal by L. James),,48-62,,
10:50.0,Personal foul by K. Lowry,,48-62,,
10:50.0,Technical foul by Team,,48-62,,
10:50.0,,,48-62,,K. Irving misses technical free throw
10:50.0,,,48-62,,Offensive rebound by Team
10:46.0,,,48-62,,Offensive foul by K. Irving
10:46.0,,,48-62,,Turnover by K. Irving (offensive foul)
10:22.0,L. Scola misses 3-pt shot from 24 ft,,48-62,,
10:22.0,,,48-62,,Defensive rebound by T. Thompson
10:18.0,,,48-62,,Shooting foul by K. Lowry (drawn by L. James)
10:18.0,,,48-62,,L. James misses free throw 1 of 2
10:18.0,,,48-62,,Offensive rebound by Team
10:18.0,,,48-62,,L. James misses free throw 2 of 2
10:17.0,Defensive rebound by L. Scola,,48-62,,
9:54.0,D. Carroll makes 2-pt shot from 1 ft,2,50-62,,
9:45.0,,,50-62,,K. Irving misses 2-pt shot from 12 ft
9:43.0,Defensive rebound by D. Carroll,,50-62,,
9:37.0,K. Lowry misses 2-pt shot from 1 ft,,50-62,,
9:36.0,,,50-62,,Defensive rebound by J. Smith
9:24.0,,,50-65,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
8:58.0,D. DeRozan misses 2-pt shot from 10 ft,,50-65,,
8:57.0,,,50-65,,Defensive rebound by K. Love
8:48.0,,,50-65,,T. Thompson misses 2-pt shot at rim
8:48.0,,,50-65,,Offensive rebound by K. Irving
8:47.0,,,50-67,2,K. Irving makes 2-pt shot from 1 ft
8:47.0,Toronto full timeout,,50-67,,
8:31.0,K. Lowry makes 3-pt shot from 26 ft (assist by L. Scola),3,53-67,,
8:06.0,,,53-69,2,L. James makes 2-pt shot at rim (assist by K. Love)
7:47.0,L. Scola misses 2-pt shot from 8 ft,,53-69,,
7:47.0,Offensive rebound by L. Scola,,53-69,,
7:45.0,Shooting foul by K. Love (drawn by L. Scola),,53-69,,
7:45.0,L. Scola misses free throw 1 of 2,,53-69,,
7:45.0,Offensive rebound by Team,,53-69,,
7:45.0,L. Scola makes free throw 2 of 2,1,54-69,,
7:29.0,,,54-69,,K. Irving misses 3-pt shot from 23 ft
7:28.0,Defensive rebound by D. Carroll,,54-69,,
7:22.0,D. Carroll makes 3-pt shot from 24 ft,3,57-69,,
7:21.0,,,57-69,,Cleveland full timeout
7:21.0,P. Patterson enters the game for L. Scola,,57-69,,
6:59.0,,,57-69,,L. James misses 2-pt shot from 13 ft
6:59.0,Defensive rebound by K. Lowry,,57-69,,
6:48.0,K. Lowry misses 3-pt shot from 28 ft,,57-69,,
6:48.0,,,57-69,,Defensive rebound by K. Love
6:39.0,,,57-71,2,K. Irving makes 2-pt shot from 1 ft
6:15.0,K. Lowry misses 2-pt shot from 22 ft (block by T. Thompson),,57-71,,
6:15.0,,,57-71,,Defensive rebound by Team
6:15.0,Loose ball foul by K. Lowry,,57-71,,
6:04.0,,,57-71,,Turnover by K. Love (bad pass)
6:04.0,C. Joseph enters the game for K. Lowry,,57-71,,
5:45.0,C. Joseph makes 2-pt shot from 2 ft,2,59-71,,
5:36.0,,,59-71,,K. Irving misses 2-pt shot from 1 ft
5:34.0,Defensive rebound by D. Carroll,,59-71,,
5:23.0,Shooting foul by K. Irving (drawn by D. DeRozan),,59-71,,
5:23.0,D. DeRozan makes free throw 1 of 2,1,60-71,,
5:23.0,D. DeRozan makes free throw 2 of 2,1,61-71,,
5:04.0,,,61-73,2,L. James makes 2-pt shot from 8 ft (assist by K. Love)
4:46.0,D. DeRozan misses 2-pt shot from 18 ft,,61-73,,
4:45.0,,,61-73,,Defensive rebound by L. James
4:39.0,,,61-73,,L. James misses 2-pt shot from 7 ft
4:39.0,,,61-73,,Offensive rebound by T. Thompson
4:39.0,,,61-73,,Shooting foul by D. DeRozan (drawn by T. Thompson)
4:39.0,,,61-74,1,T. Thompson makes free throw 1 of 2
4:39.0,,,61-74,,T. Thompson misses free throw 2 of 2
4:38.0,Defensive rebound by B. Biyombo,,61-74,,
4:19.0,D. Carroll misses 2-pt shot from 6 ft (block by K. Love),,61-74,,
4:18.0,Offensive rebound by B. Biyombo,,61-74,,
4:15.0,B. Biyombo misses 2-pt shot from 12 ft,,61-74,,
4:14.0,,,61-74,,Defensive rebound by T. Thompson
4:11.0,,,61-74,,K. Irving misses 2-pt shot from 1 ft
4:11.0,,,61-74,,Offensive rebound by T. Thompson
4:11.0,Personal foul by B. Biyombo,,61-74,,
4:11.0,,,61-75,1,T. Thompson makes free throw 1 of 2
4:11.0,,,61-75,,I. Shumpert enters the game for L. James
4:11.0,T. Ross enters the game for D. Carroll,,61-75,,
4:11.0,,,61-76,1,T. Thompson makes free throw 2 of 2
4:01.0,J. Thompson enters the game for B. Biyombo,,61-76,,
3:47.0,C. Joseph makes 2-pt shot from 1 ft (assist by P. Patterson),2,63-76,,
3:29.0,,,63-78,2,K. Irving makes 2-pt shot from 14 ft
3:18.0,D. DeRozan makes 2-pt shot from 2 ft (assist by C. Joseph),2,65-78,,
3:09.0,,,65-80,2,K. Irving makes 2-pt shot from 14 ft
2:50.0,C. Joseph misses 3-pt shot from 23 ft,,65-80,,
2:50.0,,,65-80,,Defensive rebound by T. Thompson
2:33.0,,,65-80,,Shooting foul by P. Patterson (drawn by K. Love)
2:33.0,,,65-81,1,K. Love makes free throw 1 of 3
2:33.0,,,65-81,,K. Love misses free throw 2 of 3
2:33.0,,,65-81,,Offensive rebound by Team
2:33.0,,,65-82,1,K. Love makes free throw 3 of 3
2:15.0,T. Ross misses 2-pt shot from 18 ft,,65-82,,
2:15.0,,,65-82,,Defensive rebound by J. Smith
2:06.0,Personal foul by J. Thompson,,65-82,,
2:06.0,,,65-83,1,K. Irving makes free throw 1 of 2
2:06.0,,,65-84,1,K. Irving makes free throw 2 of 2
1:43.0,C. Joseph makes 3-pt shot from 24 ft (assist by D. DeRozan),3,68-84,,
1:18.0,,,68-84,,Shooting foul by T. Ross (drawn by K. Love)
1:18.0,,,68-85,1,K. Love makes free throw 1 of 2
1:18.0,,,68-86,1,K. Love makes free throw 2 of 2
1:15.0,,,68-86,,Personal foul by I. Shumpert
1:15.0,,,68-86,,C. Frye enters the game for K. Love
1:01.0,D. DeRozan misses 2-pt shot from 14 ft,,68-86,,
1:00.0,,,68-86,,Defensive rebound by C. Frye
0:48.0,,,68-86,,Turnover by I. Shumpert (lost ball; steal by T. Ross)
0:47.0,,,68-86,,Personal foul by C. Frye
0:47.0,T. Ross misses free throw 1 of 2,,68-86,,
0:47.0,Offensive rebound by Team,,68-86,,
0:47.0,T. Ross makes free throw 2 of 2,1,69-86,,
0:31.0,,,69-86,,J. Smith misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by D. DeRozan,,69-86,,
0:14.0,Turnover by J. Thompson (offensive foul),,69-86,,
0:14.0,Offensive foul by J. Thompson,,69-86,,
0:14.0,,,69-86,,M. Dellavedova enters the game for T. Thompson
0:03.0,,,69-86,,Turnover by K. Irving (lost ball; steal by T. Ross)
0:03.0,Jump ball: K. Irving vs. T. Ross (C. Joseph gains possession),,,,Jump ball: K. Irving vs. T. Ross (C. Joseph gains possession)
0:01.0,Turnover by C. Joseph (lost ball; steal by K. Irving),,69-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,T. Ross misses 2-pt shot from 18 ft,,69-86,,
11:42.0,,,69-86,,Defensive rebound by Team
11:42.0,Loose ball foul by P. Patterson,,69-86,,
11:27.0,,,69-88,2,C. Frye makes 2-pt shot from 1 ft (assist by L. James)
11:09.0,T. Ross misses 3-pt shot from 25 ft,,69-88,,
11:09.0,,,69-88,,Defensive rebound by C. Frye
11:00.0,,,69-91,3,C. Frye makes 3-pt shot from 24 ft (assist by M. Dellavedova)
10:44.0,J. Johnson makes 3-pt shot from 25 ft (assist by C. Joseph),3,72-91,,
10:23.0,Personal foul by J. Johnson,,72-91,,
10:16.0,,,72-91,,M. Dellavedova misses 2-pt shot at rim
10:14.0,Defensive rebound by K. Lowry,,72-91,,
10:03.0,Shooting foul by I. Shumpert (drawn by K. Lowry),,72-91,,
10:03.0,K. Lowry misses free throw 1 of 2,,72-91,,
10:03.0,Offensive rebound by Team,,72-91,,
10:03.0,K. Lowry makes free throw 2 of 2,1,73-91,,
9:44.0,,,73-93,2,R. Jefferson makes 2-pt shot at rim (assist by M. Dellavedova)
9:22.0,T. Ross misses 3-pt shot from 25 ft,,73-93,,
9:22.0,,,73-93,,Defensive rebound by L. James
9:07.0,,,73-93,,R. Jefferson misses 2-pt shot at rim (block by P. Patterson)
9:06.0,Defensive rebound by P. Patterson,,73-93,,
9:04.0,,,73-93,,Personal foul by M. Dellavedova
9:04.0,,,73-93,,K. Irving enters the game for M. Dellavedova
8:46.0,K. Lowry makes 2-pt shot from 16 ft,2,75-93,,
8:30.0,,,75-93,,C. Frye misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by J. Johnson,,75-93,,
8:19.0,K. Lowry misses 3-pt shot from 27 ft,,75-93,,
8:18.0,,,75-93,,Defensive rebound by K. Irving
8:14.0,,,75-93,,Turnover by K. Irving (lost ball; steal by C. Joseph)
8:03.0,C. Joseph misses 3-pt shot from 26 ft,,75-93,,
8:03.0,,,75-93,,Defensive rebound by L. James
7:51.0,,,75-95,2,L. James makes 2-pt shot from 1 ft
7:49.0,Toronto full timeout,,75-95,,
7:49.0,D. DeRozan enters the game for T. Ross,,75-95,,
7:32.0,K. Lowry makes 2-pt shot from 1 ft (assist by J. Johnson),2,77-95,,
7:12.0,,,77-95,,C. Frye misses 2-pt shot from 21 ft
7:12.0,Defensive rebound by C. Joseph,,77-95,,
6:53.0,D. DeRozan makes 2-pt shot from 18 ft (assist by P. Patterson),2,79-95,,
6:25.0,,,79-95,,L. James misses 3-pt shot from 27 ft
6:24.0,Defensive rebound by D. DeRozan,,79-95,,
6:08.0,P. Patterson misses 2-pt shot from 1 ft,,79-95,,
6:07.0,,,79-95,,Defensive rebound by L. James
6:01.0,,,79-97,2,C. Frye makes 2-pt shot at rim (assist by L. James)
5:38.0,J. Johnson makes 2-pt shot at rim (assist by C. Joseph),2,81-97,,
5:20.0,,,81-99,2,K. Irving makes 2-pt shot from 11 ft
5:01.0,J. Johnson makes 2-pt shot from 6 ft (assist by K. Lowry),2,83-99,,
5:01.0,Shooting foul by C. Frye (drawn by J. Johnson),,83-99,,
5:01.0,Official timeout,,83-99,,
5:01.0,D. Wright enters the game for P. Patterson,,83-99,,
5:01.0,B. Biyombo enters the game for C. Joseph,,83-99,,
5:01.0,,,83-99,,J. Smith enters the game for I. Shumpert
5:01.0,,,83-99,,T. Thompson enters the game for R. Jefferson
5:01.0,,,83-99,,K. Love enters the game for C. Frye
5:01.0,J. Johnson misses free throw 1 of 1,,83-99,,
4:59.0,,,83-99,,Defensive rebound by K. Love
4:36.0,,,83-99,,Shooting foul by B. Biyombo (drawn by L. James)
4:36.0,,,83-99,,L. James misses free throw 1 of 2
4:36.0,,,83-99,,Offensive rebound by Team
4:36.0,,,83-99,,L. James misses free throw 2 of 2
4:32.0,Defensive rebound by J. Johnson,,83-99,,
4:19.0,K. Lowry misses 3-pt shot from 24 ft,,83-99,,
4:19.0,,,83-99,,Defensive rebound by K. Irving
4:10.0,,,83-102,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
3:48.0,J. Johnson makes 2-pt shot from 4 ft (assist by D. Wright),2,85-102,,
3:33.0,,,85-104,2,K. Irving makes 2-pt shot from 13 ft
3:21.0,J. Johnson misses 3-pt shot from 24 ft,,85-104,,
3:21.0,,,85-104,,Defensive rebound by T. Thompson
3:19.0,Personal foul by D. DeRozan,,85-104,,
3:19.0,,,85-104,,Cleveland full timeout
3:19.0,L. Scola enters the game for B. Biyombo,,85-104,,
3:19.0,C. Joseph enters the game for D. DeRozan,,85-104,,
