time,Boston,pts.away,score,pts.home,Atlanta
5:11.0,,,82-103,,Personal foul by J. Teague (drawn by I. Thomas)
5:11.0,I. Thomas makes free throw 1 of 2,1,83-103,,
5:11.0,I. Thomas makes free throw 2 of 2,1,84-103,,
4:54.0,,,84-103,,Shooting foul by I. Thomas (drawn by J. Teague)
4:54.0,,,84-104,1,J. Teague makes free throw 1 of 2
4:54.0,,,84-105,1,J. Teague makes free throw 2 of 2
4:44.0,,,84-105,,Personal foul by M. Scott (drawn by A. Johnson)
4:44.0,A. Johnson makes free throw 1 of 2,1,85-105,,
4:44.0,,,85-105,,D. Schroder enters the game for J. Teague
4:44.0,E. Turner enters the game for I. Thomas,,85-105,,
4:44.0,A. Johnson makes free throw 2 of 2,1,86-105,,
4:23.0,,,86-107,2,P. Millsap makes 2-pt shot from 11 ft
4:11.0,Turnover by A. Bradley (lost ball),,86-107,,
3:57.0,,,86-107,,L. Patterson misses 3-pt shot from 26 ft
3:54.0,,,86-107,,Offensive rebound by P. Millsap
3:40.0,,,86-109,2,P. Millsap makes 2-pt shot from 4 ft (assist by D. Schroder)
3:28.0,Turnover by E. Turner (lost ball; steal by L. Patterson),,86-109,,
3:18.0,,,86-112,3,K. Korver makes 3-pt shot from 23 ft (assist by M. Scott)
3:11.0,,,86-112,,Personal take foul by P. Millsap (drawn by E. Turner)
3:11.0,E. Turner makes free throw 1 of 2,1,87-112,,
3:11.0,,,87-112,,T. Hardaway enters the game for P. Millsap
3:11.0,,,87-112,,M. Muscala enters the game for K. Korver
3:11.0,J. Jerebko enters the game for J. Crowder,,87-112,,
3:11.0,T. Rozier enters the game for A. Johnson,,87-112,,
3:11.0,J. Young enters the game for A. Bradley,,87-112,,
3:11.0,,,87-112,,S. Mack enters the game for M. Scott
3:11.0,E. Turner makes free throw 2 of 2,1,88-112,,
2:51.0,,,88-112,,Shooting foul by J. Jerebko (drawn by L. Patterson)
2:51.0,,,88-112,,Atlanta full timeout
2:51.0,,,88-112,,J. Holiday enters the game for M. Muscala
2:51.0,,,88-112,,E. Tavares enters the game for D. Schroder
2:51.0,R. Hunter enters the game for E. Turner,,88-112,,
2:51.0,,,88-112,,L. Patterson misses free throw 1 of 2
2:51.0,,,88-112,,Offensive rebound by Team
2:51.0,,,88-113,1,L. Patterson makes free throw 2 of 2
2:41.0,J. Jerebko misses 2-pt shot from 1 ft,,88-113,,
2:39.0,,,88-113,,Defensive rebound by S. Mack
2:21.0,,,88-116,3,T. Hardaway makes 3-pt shot from 25 ft (assist by E. Tavares)
2:03.0,T. Rozier makes 2-pt shot from 17 ft (assist by R. Hunter),2,90-116,,
1:54.0,,,90-116,,S. Mack misses 2-pt shot from 6 ft
1:52.0,Defensive rebound by J. Jerebko,,90-116,,
1:47.0,,,90-116,,Personal foul by L. Patterson (drawn by T. Zeller)
1:47.0,T. Zeller makes free throw 1 of 2,1,91-116,,
1:47.0,,,91-116,,M. Scott enters the game for L. Patterson
1:47.0,T. Zeller makes free throw 2 of 2,1,92-116,,
1:31.0,,,92-116,,Turnover by M. Scott (lost ball; steal by J. Jerebko)
1:25.0,J. Jerebko misses 2-pt shot from 1 ft,,92-116,,
1:24.0,,,92-116,,Defensive rebound by M. Scott
1:15.0,,,92-118,2,S. Mack makes 2-pt shot from 15 ft (assist by T. Hardaway)
1:03.0,J. Jerebko misses 2-pt shot from 19 ft,,92-118,,
1:02.0,,,92-118,,Defensive rebound by E. Tavares
0:52.0,,,92-121,3,M. Scott makes 3-pt shot from 25 ft (assist by S. Mack)
0:40.0,R. Hunter makes 2-pt shot from 23 ft (assist by T. Rozier),2,94-121,,
0:20.0,,,94-121,,Turnover by E. Tavares (lost ball; steal by J. Young)
0:14.0,J. Young makes 3-pt shot from 23 ft (assist by T. Rozier),3,97-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
