time,Chicago,pts.away,score,pts.home,Milwaukee
11:43.0,Defensive rebound by D. McDermott,,24-24,,
11:24.0,A. Brooks makes 2-pt shot from 1 ft (assist by N. Mirotic),2,26-24,,
11:03.0,,,26-24,,G. Vasquez misses 2-pt shot from 1 ft
11:01.0,,,26-24,,Offensive rebound by M. Plumlee
11:01.0,,,26-26,2,M. Plumlee makes 2-pt shot at rim
10:40.0,D. McDermott makes 2-pt shot at rim (assist by J. Holiday),2,28-26,,
10:17.0,,,28-26,,Turnover by T. Ennis (lost ball; steal by J. Holiday)
10:11.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Holiday),2,30-26,,
9:52.0,,,30-28,2,T. Ennis makes 2-pt shot from 4 ft (assist by G. Vasquez)
9:43.0,N. Mirotic makes 3-pt shot from 24 ft (assist by A. Brooks),3,33-28,,
9:27.0,,,33-28,,Turnover by J. Parker (lost ball; steal by A. Brooks)
9:18.0,J. Holiday misses 3-pt shot from 27 ft,,33-28,,
9:17.0,Offensive rebound by C. Felicio,,33-28,,
9:17.0,Turnover by C. Felicio (lost ball),,33-28,,
8:51.0,,,33-28,,T. Ennis misses 2-pt shot from 13 ft
8:50.0,Defensive rebound by Team,,33-28,,
8:50.0,Official timeout,,33-28,,
8:33.0,N. Mirotic misses 3-pt shot from 25 ft,,33-28,,
8:32.0,Offensive rebound by C. Felicio,,33-28,,
8:22.0,C. Felicio makes 2-pt shot at rim (assist by J. Holiday),2,35-28,,
7:55.0,,,35-28,,M. Plumlee misses 2-pt shot from 16 ft
7:54.0,Defensive rebound by N. Mirotic,,35-28,,
7:45.0,J. Holiday misses 2-pt shot at rim (block by M. Plumlee),,35-28,,
7:42.0,Offensive rebound by J. Holiday,,35-28,,
7:32.0,J. Holiday misses 2-pt shot from 3 ft (block by J. Henson),,35-28,,
7:29.0,,,35-28,,Defensive rebound by T. Ennis
7:26.0,,,35-30,2,M. Plumlee makes 2-pt shot at rim (assist by T. Ennis)
7:12.0,D. McDermott misses 2-pt shot from 5 ft,,35-30,,
7:11.0,,,35-30,,Defensive rebound by J. Henson
6:59.0,,,35-30,,G. Vasquez misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by J. Holiday,,35-30,,
6:55.0,D. McDermott makes 2-pt shot at rim (assist by J. Holiday),2,37-30,,
6:55.0,Shooting foul by T. Ennis (drawn by D. McDermott),,37-30,,
6:55.0,,,37-30,,G. Antetokounmpo enters the game for J. Parker
6:55.0,J. Butler enters the game for A. Brooks,,37-30,,
6:55.0,D. McDermott makes free throw 1 of 1,1,38-30,,
6:43.0,,,38-30,,Turnover by T. Ennis (lost ball; steal by J. Holiday)
6:39.0,,,38-30,,Personal foul by G. Antetokounmpo
6:32.0,D. McDermott makes 2-pt shot at rim (assist by J. Butler),2,40-30,,
6:13.0,,,40-30,,J. Henson misses 2-pt shot at rim
6:11.0,,,40-30,,Offensive rebound by M. Plumlee
6:11.0,,,40-30,,M. Plumlee misses 2-pt shot from 1 ft
6:10.0,Defensive rebound by J. Butler,,40-30,,
6:06.0,Shooting foul by T. Ennis (drawn by J. Holiday),,40-30,,
6:06.0,J. Holiday misses free throw 1 of 2,,40-30,,
6:06.0,Offensive rebound by Team,,40-30,,
6:06.0,J. Holiday makes free throw 2 of 2,1,41-30,,
6:06.0,,,41-30,,Milwaukee full timeout
6:06.0,,,41-30,,R. Vaughn enters the game for G. Vasquez
6:06.0,E. Moore enters the game for J. Holiday,,41-30,,
5:53.0,,,41-32,2,R. Vaughn makes 2-pt shot from 6 ft (assist by G. Antetokounmpo)
5:37.0,C. Felicio misses 2-pt shot from 1 ft (block by R. Vaughn),,41-32,,
5:34.0,,,41-32,,Defensive rebound by G. Antetokounmpo
5:30.0,,,41-32,,G. Antetokounmpo misses 2-pt shot at rim
5:28.0,,,41-32,,Offensive rebound by M. Plumlee
5:28.0,,,41-32,,M. Plumlee misses 2-pt shot at rim
5:27.0,Defensive rebound by N. Mirotic,,41-32,,
5:24.0,Turnover by N. Mirotic (lost ball; steal by T. Ennis),,41-32,,
5:15.0,,,41-32,,R. Vaughn misses 2-pt shot from 15 ft
5:14.0,Defensive rebound by Team,,41-32,,
5:14.0,P. Gasol enters the game for C. Felicio,,41-32,,
5:01.0,,,41-32,,Personal foul by J. Henson
5:01.0,,,41-32,,G. Monroe enters the game for M. Plumlee
4:55.0,J. Butler makes 2-pt shot from 1 ft (assist by P. Gasol),2,43-32,,
4:36.0,,,43-32,,J. Henson misses 2-pt shot from 4 ft
4:34.0,Defensive rebound by J. Butler,,43-32,,
4:26.0,N. Mirotic makes 3-pt shot from 24 ft (assist by E. Moore),3,46-32,,
4:10.0,,,46-32,,G. Monroe misses 2-pt shot from 6 ft (block by P. Gasol)
4:08.0,Defensive rebound by N. Mirotic,,46-32,,
4:03.0,,,46-32,,Shooting block foul by G. Monroe (drawn by J. Butler)
4:03.0,J. Butler makes free throw 1 of 2,1,47-32,,
4:03.0,J. Butler makes free throw 2 of 2,1,48-32,,
3:49.0,,,48-32,,Turnover by G. Antetokounmpo (lost ball; steal by J. Butler)
3:45.0,E. Moore misses 2-pt shot at rim (block by G. Monroe),,48-32,,
3:42.0,,,48-32,,Defensive rebound by G. Antetokounmpo
3:38.0,,,48-32,,Turnover by G. Antetokounmpo (bad pass)
3:24.0,P. Gasol makes 2-pt shot from 11 ft (assist by J. Butler),2,50-32,,
3:06.0,,,50-34,2,G. Antetokounmpo makes 2-pt shot at rim (assist by T. Ennis)
2:53.0,Chicago full timeout,,50-34,,
2:53.0,,,50-34,,J. Parker enters the game for T. Ennis
2:53.0,,,50-34,,D. Inglis enters the game for J. Henson
2:39.0,P. Gasol misses 2-pt shot from 8 ft,,50-34,,
2:38.0,,,50-34,,Defensive rebound by R. Vaughn
2:22.0,,,50-36,2,G. Monroe makes 2-pt shot from 14 ft
1:53.0,J. Butler makes 2-pt shot at rim,2,52-36,,
1:35.0,,,52-36,,J. Parker misses 2-pt shot from 1 ft (block by P. Gasol)
1:31.0,,,52-36,,Offensive rebound by J. Parker
1:21.0,,,52-36,,Turnover by J. Parker (traveling)
1:03.0,N. Mirotic makes 3-pt shot from 23 ft (assist by P. Gasol),3,55-36,,
0:49.0,,,55-36,,Shooting foul by D. McDermott (drawn by G. Monroe)
0:49.0,,,55-37,1,G. Monroe makes free throw 1 of 2
0:49.0,,,55-37,,G. Monroe misses free throw 2 of 2
0:49.0,,,55-37,,Offensive rebound by J. Parker
0:48.0,,,55-37,,Shooting foul by N. Mirotic (drawn by G. Monroe)
0:48.0,,,55-38,1,J. Parker makes free throw 1 of 2
0:48.0,,,55-39,1,J. Parker makes free throw 2 of 2
0:37.0,Turnover by J. Butler (lost ball; steal by D. Inglis),,55-39,,
0:33.0,,,55-41,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:20.0,P. Gasol makes 2-pt shot from 3 ft (assist by J. Butler),2,57-41,,
0:01.0,,,57-41,,G. Antetokounmpo misses 2-pt shot from 17 ft
0:00.0,,,57-41,,Offensive rebound by J. Parker
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,57-41,,J. Parker misses 2-pt shot from 6 ft
11:50.0,Defensive rebound by P. Gasol,,57-41,,
11:33.0,Turnover by P. Gasol (lost ball; steal by J. O'Bryant),,57-41,,
11:28.0,,,57-43,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
11:15.0,,,57-43,,Personal foul by G. Antetokounmpo
11:01.0,J. Butler misses 3-pt shot from 26 ft,,57-43,,
11:00.0,,,57-43,,Defensive rebound by J. Parker
10:45.0,,,57-45,2,G. Monroe makes 2-pt shot from 14 ft (assist by R. Vaughn)
10:23.0,B. Portis misses 2-pt shot from 4 ft (block by R. Vaughn),,57-45,,
10:20.0,,,57-45,,Defensive rebound by J. Parker
10:15.0,,,57-48,3,R. Vaughn makes 3-pt shot from 24 ft (assist by J. Parker)
10:15.0,Chicago full timeout,,57-48,,
10:00.0,E. Moore makes 2-pt shot from 4 ft (assist by P. Gasol),2,59-48,,
9:45.0,,,59-48,,G. Monroe misses 2-pt shot at rim
9:44.0,,,59-48,,Offensive rebound by G. Monroe
9:44.0,,,59-48,,Shooting foul by B. Portis (drawn by G. Monroe)
9:44.0,,,59-49,1,G. Monroe makes free throw 1 of 2
9:44.0,,,59-50,1,G. Monroe makes free throw 2 of 2
9:25.0,Turnover by J. Butler (bad pass),,59-50,,
9:07.0,,,59-50,,Turnover by J. Parker (lost ball; steal by M. Dunleavy)
8:43.0,Turnover by Team (shot clock),,59-50,,
8:29.0,,,59-52,2,G. Monroe makes 2-pt shot from 1 ft (assist by R. Vaughn)
8:08.0,Shooting foul by J. O'Bryant (drawn by J. Butler),,59-52,,
8:08.0,J. Butler makes free throw 1 of 2,1,60-52,,
8:08.0,J. Butler makes free throw 2 of 2,1,61-52,,
7:53.0,,,61-52,,G. Monroe misses 2-pt shot from 16 ft
7:51.0,,,61-52,,Offensive rebound by J. O'Bryant
7:45.0,,,61-54,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by J. Parker)
7:28.0,P. Gasol misses 3-pt shot from 27 ft,,61-54,,
7:27.0,,,61-54,,Defensive rebound by G. Monroe
7:24.0,,,61-54,,J. Parker misses 2-pt shot from 1 ft (block by J. Butler)
7:24.0,,,61-54,,Offensive rebound by Team
7:24.0,N. Mirotic enters the game for B. Portis,,61-54,,
7:18.0,,,61-56,2,J. Parker makes 2-pt shot from 18 ft (assist by J. O'Bryant)
6:56.0,J. Butler makes 2-pt shot at rim,2,63-56,,
6:46.0,,,63-56,,Turnover by G. Monroe (lost ball; steal by P. Gasol)
6:39.0,N. Mirotic misses 3-pt shot from 23 ft,,63-56,,
6:38.0,,,63-56,,Defensive rebound by J. Parker
6:29.0,,,63-58,2,G. Antetokounmpo makes 2-pt shot at rim
6:29.0,,,63-58,,Shooting foul by P. Gasol (drawn by G. Antetokounmpo)
6:29.0,,,63-59,1,G. Antetokounmpo makes free throw 1 of 1
6:14.0,J. Butler makes 3-pt shot from 27 ft (assist by N. Mirotic),3,66-59,,
5:52.0,,,66-59,,G. Monroe misses 2-pt shot from 18 ft
5:50.0,Defensive rebound by P. Gasol,,66-59,,
5:44.0,,,66-59,,Personal foul by J. Parker
5:44.0,,,66-59,,Milwaukee full timeout
5:44.0,A. Brooks enters the game for E. Moore,,66-59,,
5:35.0,M. Dunleavy misses 3-pt shot from 25 ft,,66-59,,
5:33.0,,,66-59,,Defensive rebound by G. Monroe
5:19.0,,,66-59,,R. Vaughn misses 2-pt shot from 16 ft
5:17.0,Defensive rebound by N. Mirotic,,66-59,,
5:00.0,A. Brooks makes 2-pt shot from 1 ft (assist by P. Gasol),2,68-59,,
5:00.0,,,68-59,,Shooting block foul by J. O'Bryant (drawn by A. Brooks)
5:00.0,A. Brooks makes free throw 1 of 1,1,69-59,,
4:41.0,,,69-61,2,J. O'Bryant makes 2-pt shot from 5 ft (assist by G. Monroe)
4:18.0,P. Gasol makes 2-pt shot from 11 ft (assist by J. Butler),2,71-61,,
4:05.0,Personal foul by M. Dunleavy,,71-61,,
4:05.0,,,71-61,,M. Plumlee enters the game for G. Monroe
4:05.0,,,71-61,,T. Ennis enters the game for R. Vaughn
3:58.0,,,71-61,,J. Parker misses 2-pt shot from 21 ft
3:57.0,Defensive rebound by P. Gasol,,71-61,,
3:51.0,,,71-61,,Personal foul by T. Ennis
3:51.0,M. Dunleavy misses free throw 1 of 2,,71-61,,
3:51.0,Offensive rebound by Team,,71-61,,
3:51.0,M. Dunleavy misses free throw 2 of 2,,71-61,,
3:50.0,,,71-61,,Defensive rebound by G. Antetokounmpo
3:32.0,,,71-63,2,G. Antetokounmpo makes 2-pt shot from 17 ft
3:13.0,,,71-63,,Personal foul by J. O'Bryant
3:13.0,N. Mirotic makes free throw 1 of 2,1,72-63,,
3:13.0,J. Holiday enters the game for M. Dunleavy,,72-63,,
3:13.0,N. Mirotic makes free throw 2 of 2,1,73-63,,
3:02.0,,,73-65,2,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo)
2:48.0,P. Gasol makes 2-pt shot at rim (assist by J. Butler),2,75-65,,
2:34.0,,,75-67,2,T. Ennis makes 2-pt shot from 6 ft (assist by G. Antetokounmpo)
2:28.0,J. Holiday misses 2-pt shot at rim,,75-67,,
2:26.0,,,75-67,,Defensive rebound by M. Plumlee
2:19.0,,,75-67,,J. Parker misses 2-pt shot from 9 ft
2:17.0,,,75-67,,Offensive rebound by J. Parker
2:17.0,,,75-67,,J. Parker misses 2-pt shot at rim
2:16.0,Defensive rebound by N. Mirotic,,75-67,,
2:02.0,N. Mirotic misses 3-pt shot from 25 ft,,75-67,,
2:01.0,,,75-67,,Defensive rebound by J. O'Bryant
1:47.0,,,75-67,,M. Plumlee misses 2-pt shot from 6 ft
1:46.0,Defensive rebound by J. Holiday,,75-67,,
1:39.0,J. Holiday makes 2-pt shot at rim (assist by N. Mirotic),2,77-67,,
1:18.0,,,77-69,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:59.0,N. Mirotic misses 2-pt shot from 16 ft,,77-69,,
0:58.0,,,77-69,,Defensive rebound by T. Ennis
0:51.0,,,77-69,,G. Antetokounmpo misses 2-pt shot at rim
0:51.0,,,77-69,,Offensive rebound by J. Parker
0:51.0,,,77-71,2,J. Parker makes 2-pt shot at rim
0:33.0,J. Butler makes 2-pt shot at rim (assist by P. Gasol),2,79-71,,
0:20.0,,,79-71,,Shooting foul by P. Gasol (drawn by J. Parker)
0:20.0,,,79-72,1,J. Parker makes free throw 1 of 2
0:20.0,D. McDermott enters the game for P. Gasol,,79-72,,
0:20.0,C. Felicio enters the game for J. Butler,,79-72,,
0:20.0,,,79-73,1,J. Parker makes free throw 2 of 2
0:01.0,Turnover by A. Brooks (lost ball; steal by G. Antetokounmpo),,79-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,N. Mirotic misses 2-pt shot from 1 ft,,79-73,,
11:40.0,Offensive rebound by C. Felicio,,79-73,,
11:37.0,N. Mirotic makes 2-pt shot from 1 ft (assist by C. Felicio),2,81-73,,
11:18.0,,,81-73,,M. Plumlee misses 2-pt shot from 1 ft
11:16.0,,,81-73,,Offensive rebound by J. O'Bryant
11:14.0,,,81-73,,Shooting foul by A. Brooks (drawn by G. Antetokounmpo)
11:14.0,,,81-74,1,G. Antetokounmpo makes free throw 1 of 2
11:14.0,,,81-75,1,G. Antetokounmpo makes free throw 2 of 2
10:59.0,,,81-75,,Shooting block foul by G. Antetokounmpo (drawn by C. Felicio)
10:59.0,C. Felicio makes free throw 1 of 2,1,82-75,,
10:59.0,C. Felicio makes free throw 2 of 2,1,83-75,,
10:43.0,,,83-77,2,M. Plumlee makes 2-pt shot at rim (assist by T. Ennis)
10:18.0,J. Holiday misses 3-pt shot from 24 ft,,83-77,,
10:14.0,,,83-77,,Defensive rebound by J. O'Bryant
9:55.0,,,83-79,2,G. Antetokounmpo makes 2-pt shot at rim (assist by T. Ennis)
9:36.0,Turnover by C. Felicio (traveling),,83-79,,
9:15.0,,,83-81,2,T. Ennis makes 2-pt shot from 3 ft (assist by G. Antetokounmpo)
9:15.0,,,83-81,,Shooting foul by N. Mirotic (drawn by T. Ennis)
9:15.0,J. Butler enters the game for D. McDermott,,83-81,,
9:15.0,,,83-82,1,T. Ennis makes free throw 1 of 1
8:49.0,A. Brooks makes 2-pt shot from 1 ft,2,85-82,,
8:27.0,,,85-82,,J. Parker misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by J. Butler,,85-82,,
8:15.0,N. Mirotic misses 3-pt shot from 23 ft,,85-82,,
8:14.0,,,85-82,,Defensive rebound by M. Plumlee
8:01.0,,,85-84,2,J. O'Bryant makes 2-pt shot from 4 ft (assist by G. Antetokounmpo)
7:41.0,A. Brooks misses 3-pt shot from 23 ft,,85-84,,
7:40.0,,,85-84,,Defensive rebound by J. Parker
7:21.0,Personal foul by C. Felicio,,85-84,,
7:21.0,Official timeout,,85-84,,
7:21.0,E. Moore enters the game for A. Brooks,,85-84,,
7:13.0,,,85-84,,Turnover by G. Antetokounmpo (lost ball; steal by C. Felicio)
7:10.0,C. Felicio misses 2-pt shot at rim (block by G. Antetokounmpo),,85-84,,
7:08.0,,,85-84,,Defensive rebound by T. Ennis
7:05.0,,,85-84,,Turnover by J. Parker (bad pass)
6:52.0,E. Moore misses 2-pt shot at rim (block by J. O'Bryant),,85-84,,
6:49.0,Offensive rebound by C. Felicio,,85-84,,
6:44.0,Turnover by E. Moore (bad pass),,85-84,,
6:44.0,P. Gasol enters the game for C. Felicio,,85-84,,
6:27.0,,,85-84,,J. Parker misses 2-pt shot from 19 ft
6:25.0,Defensive rebound by P. Gasol,,85-84,,
6:07.0,E. Moore makes 2-pt shot from 1 ft (assist by P. Gasol),2,87-84,,
5:39.0,,,87-86,2,M. Plumlee makes 2-pt shot from 12 ft (assist by G. Antetokounmpo)
5:17.0,J. Holiday misses 3-pt shot from 24 ft,,87-86,,
5:15.0,,,87-86,,Defensive rebound by J. O'Bryant
5:00.0,,,87-86,,Turnover by T. Ennis (lost ball; steal by E. Moore)
4:56.0,,,87-86,,Milwaukee full timeout
4:55.0,Turnover by J. Holiday (lost ball),,87-86,,
4:55.0,Jump ball: T. Ennis vs. J. Holiday (J. O'Bryant gains possession),,,,Jump ball: T. Ennis vs. J. Holiday (J. O'Bryant gains possession)
4:40.0,,,87-86,,G. Antetokounmpo misses 2-pt shot at rim
4:38.0,Defensive rebound by N. Mirotic,,87-86,,
4:20.0,N. Mirotic misses 3-pt shot from 25 ft,,87-86,,
4:18.0,,,87-86,,Defensive rebound by M. Plumlee
4:01.0,,,87-86,,T. Ennis misses 3-pt shot from 28 ft
4:00.0,Defensive rebound by J. Holiday,,87-86,,
3:45.0,J. Butler makes 2-pt shot at rim,2,89-86,,
3:16.0,,,89-86,,Turnover by T. Ennis (bad pass)
3:04.0,J. Butler makes 2-pt shot at rim,2,91-86,,
3:04.0,,,91-86,,Milwaukee full timeout
3:04.0,,,91-86,,R. Vaughn enters the game for J. O'Bryant
2:44.0,,,91-86,,T. Ennis misses 2-pt shot from 1 ft
2:43.0,,,91-86,,Offensive rebound by M. Plumlee
2:43.0,,,91-86,,Shooting foul by N. Mirotic (drawn by M. Plumlee)
2:43.0,,,91-87,1,M. Plumlee makes free throw 1 of 2
2:43.0,,,91-87,,M. Plumlee misses free throw 2 of 2
2:42.0,Defensive rebound by J. Butler,,91-87,,
2:29.0,Turnover by P. Gasol (lost ball; steal by J. Parker),,91-87,,
2:12.0,,,91-89,2,R. Vaughn makes 2-pt shot from 9 ft (assist by J. Parker)
1:51.0,N. Mirotic makes 2-pt shot at rim (assist by P. Gasol),2,93-89,,
1:39.0,,,93-91,2,J. Parker makes 2-pt shot from 15 ft (assist by T. Ennis)
1:17.0,J. Holiday makes 2-pt shot from 21 ft (assist by J. Butler),2,95-91,,
1:06.0,Personal foul by E. Moore,,95-91,,
1:06.0,,,95-92,1,J. Parker makes free throw 1 of 2
1:06.0,M. Dunleavy enters the game for E. Moore,,95-92,,
1:06.0,,,95-93,1,J. Parker makes free throw 2 of 2
0:52.0,J. Butler makes 2-pt shot from 16 ft,2,97-93,,
0:52.0,,,97-93,,Milwaukee full timeout
0:44.0,,,97-93,,G. Antetokounmpo misses 2-pt shot from 1 ft
0:42.0,,,97-93,,Offensive rebound by M. Plumlee
0:42.0,,,97-93,,M. Plumlee misses 2-pt shot at rim
0:41.0,Defensive rebound by J. Holiday,,97-93,,
0:27.0,Shooting foul by R. Vaughn (drawn by P. Gasol),,97-93,,
0:27.0,P. Gasol misses free throw 1 of 2,,97-93,,
0:27.0,Offensive rebound by Team,,97-93,,
0:27.0,P. Gasol makes free throw 2 of 2,1,98-93,,
0:27.0,,,98-93,,Milwaukee full timeout
0:22.0,,,98-93,,J. Parker misses 2-pt shot from 1 ft
0:21.0,Defensive rebound by M. Dunleavy,,98-93,,
0:16.0,,,98-93,,Personal take foul by R. Vaughn
0:16.0,M. Dunleavy makes free throw 1 of 2,1,99-93,,
0:16.0,M. Dunleavy makes free throw 2 of 2,1,100-93,,
0:11.0,,,100-96,3,G. Antetokounmpo makes 3-pt shot from 29 ft
0:10.0,,,100-96,,Personal foul by J. Parker
0:10.0,N. Mirotic makes free throw 1 of 2,1,101-96,,
0:10.0,N. Mirotic makes free throw 2 of 2,1,102-96,,
0:03.0,,,102-98,2,J. Parker makes 2-pt shot at rim (assist by T. Ennis)
0:00.0,End of 4th quarter,,,,End of 4th quarter
