time,Golden State,pts.away,score,pts.home,Houston
1:32.0,Turnover by D. Green (lost ball; steal by J. Harden),,17-29,,
1:29.0,,,17-29,,Turnover by J. Smith (bad pass)
1:16.0,Shooting foul by J. Smith (drawn by D. Green),,17-29,,
1:16.0,D. Green misses free throw 1 of 2,,17-29,,
1:16.0,Offensive rebound by Team,,17-29,,
1:16.0,D. Green misses free throw 2 of 2,,17-29,,
1:15.0,,,17-29,,Defensive rebound by C. Capela
1:00.0,,,17-29,,J. Smith misses 3-pt shot from 26 ft
1:00.0,Defensive rebound by K. Thompson,,17-29,,
0:43.0,Turnover by L. Barbosa (lost ball; steal by T. Ariza),,17-29,,
0:39.0,,,17-29,,T. Ariza misses 2-pt shot from 2 ft
0:38.0,,,17-29,,Offensive rebound by J. Harden
0:38.0,,,17-31,2,J. Harden makes 2-pt shot from 1 ft
0:31.0,Shooting foul by C. Capela (drawn by J. McAdoo),,17-31,,
0:31.0,J. McAdoo makes free throw 1 of 2,1,18-31,,
0:31.0,,,18-31,,M. Beasley enters the game for C. Capela
0:31.0,,,18-31,,P. Beverley enters the game for J. Smith
0:31.0,J. McAdoo misses free throw 2 of 2,,18-31,,
0:31.0,,,18-31,,Defensive rebound by T. Ariza
0:11.0,,,18-31,,M. Beasley misses 2-pt shot from 3 ft
0:11.0,,,18-31,,Offensive rebound by M. Beasley
0:10.0,,,18-31,,M. Beasley misses 2-pt shot from 3 ft (block by J. McAdoo)
0:10.0,,,18-31,,Offensive rebound by Team
0:07.0,,,18-31,,J. Harden misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by J. McAdoo,,18-31,,
0:00.0,K. Thompson misses 3-pt shot from 30 ft,,18-31,,
0:00.0,Offensive rebound by Team,,18-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,M. Speights makes 3-pt shot from 24 ft (assist by S. Livingston),3,21-31,,
11:23.0,,,21-33,2,M. Beasley makes 2-pt shot from 4 ft
11:00.0,S. Livingston misses 2-pt shot from 13 ft,,21-33,,
11:00.0,Offensive rebound by S. Livingston,,21-33,,
11:00.0,M. Speights misses 2-pt shot from 12 ft,,21-33,,
11:00.0,,,21-33,,Defensive rebound by M. Beasley
10:52.0,,,21-35,2,D. Howard makes 2-pt shot at rim (assist by J. Terry)
10:34.0,H. Barnes misses 3-pt shot from 23 ft,,21-35,,
10:33.0,,,21-35,,Defensive rebound by P. Beverley
10:26.0,,,21-35,,J. Terry misses 3-pt shot from 25 ft
10:24.0,,,21-35,,Offensive rebound by D. Howard
10:21.0,,,21-35,,D. Howard misses 2-pt shot from 3 ft (block by A. Iguodala)
10:20.0,,,21-35,,Offensive rebound by D. Howard
10:20.0,,,21-35,,Offensive charge foul by M. Beasley
10:20.0,,,21-35,,Turnover by M. Beasley (offensive foul)
10:01.0,Turnover by S. Livingston (lost ball; steal by M. Beasley),,21-35,,
9:51.0,,,21-35,,J. Terry misses 3-pt shot from 24 ft
9:51.0,,,21-35,,Offensive rebound by Team
9:44.0,,,21-35,,J. Terry misses 2-pt shot from 18 ft
9:43.0,Defensive rebound by M. Speights,,21-35,,
9:36.0,,,21-35,,Personal foul by P. Beverley
9:26.0,I. Clark misses 2-pt shot from 4 ft,,21-35,,
9:26.0,,,21-35,,Defensive rebound by D. Howard
9:05.0,,,21-35,,M. Beasley misses 3-pt shot from 26 ft
9:03.0,Defensive rebound by S. Livingston,,21-35,,
8:52.0,Shooting foul by J. Terry (drawn by M. Speights),,21-35,,
8:52.0,K. Thompson enters the game for A. Iguodala,,21-35,,
8:52.0,M. Speights makes free throw 1 of 2,1,22-35,,
8:52.0,M. Speights makes free throw 2 of 2,1,23-35,,
8:31.0,,,23-35,,P. Beverley misses 2-pt shot from 14 ft
8:31.0,Defensive rebound by Team,,23-35,,
8:31.0,,,23-35,,Loose ball foul by D. Howard
8:31.0,,,23-35,,T. Ariza enters the game for C. Brewer
8:19.0,M. Speights makes 3-pt shot from 25 ft (assist by I. Clark),3,26-35,,
8:08.0,,,26-37,2,P. Beverley makes 2-pt shot from 10 ft
7:46.0,Shooting foul by P. Beverley (drawn by I. Clark),,26-37,,
7:46.0,I. Clark makes free throw 1 of 2,1,27-37,,
7:46.0,,,27-37,,J. Harden enters the game for P. Beverley
7:46.0,I. Clark makes free throw 2 of 2,1,28-37,,
7:25.0,,,28-39,2,M. Beasley makes 2-pt shot from 1 ft
7:17.0,S. Livingston makes 2-pt shot at rim,2,30-39,,
7:02.0,,,30-39,,Turnover by D. Howard (lost ball; steal by S. Livingston)
6:58.0,Turnover by M. Speights (traveling),,30-39,,
6:46.0,,,30-42,3,T. Ariza makes 3-pt shot from 24 ft (assist by D. Howard)
6:26.0,H. Barnes makes 3-pt shot from 24 ft (assist by I. Clark),3,33-42,,
6:07.0,,,33-45,3,J. Terry makes 3-pt shot from 23 ft (assist by J. Harden)
5:54.0,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston),2,35-45,,
5:36.0,,,35-47,2,M. Beasley makes 2-pt shot from 14 ft
5:27.0,Golden State full timeout,,35-47,,
5:27.0,,,35-47,,D. Motiejunas enters the game for D. Howard
5:27.0,A. Iguodala enters the game for S. Livingston,,35-47,,
5:27.0,A. Bogut enters the game for M. Speights,,35-47,,
5:27.0,D. Green enters the game for H. Barnes,,35-47,,
5:17.0,I. Clark misses 3-pt shot from 26 ft,,35-47,,
5:17.0,,,35-47,,Defensive rebound by T. Ariza
5:10.0,,,35-47,,T. Ariza misses 3-pt shot from 24 ft
5:08.0,,,35-47,,Offensive rebound by D. Motiejunas
5:00.0,,,35-50,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
4:44.0,D. Green misses 2-pt shot from 8 ft,,35-50,,
4:43.0,,,35-50,,Defensive rebound by D. Motiejunas
4:40.0,,,35-50,,Turnover by D. Motiejunas (lost ball; steal by K. Thompson)
4:40.0,,,35-50,,Loose ball foul by D. Motiejunas
4:40.0,K. Thompson misses free throw 1 of 2,,35-50,,
4:40.0,Offensive rebound by Team,,35-50,,
4:40.0,K. Thompson makes free throw 2 of 2,1,36-50,,
4:26.0,,,36-53,3,J. Harden makes 3-pt shot from 26 ft
4:09.0,K. Thompson misses 2-pt shot from 19 ft,,36-53,,
4:08.0,,,36-53,,Defensive rebound by M. Beasley
4:00.0,,,36-53,,Turnover by J. Harden (lost ball)
3:37.0,K. Thompson makes 2-pt shot from 23 ft (assist by I. Clark),2,38-53,,
3:11.0,,,38-53,,J. Terry misses 3-pt shot from 24 ft
3:10.0,Defensive rebound by A. Bogut,,38-53,,
3:04.0,Shooting foul by T. Ariza (drawn by K. Thompson),,38-53,,
3:04.0,K. Thompson misses free throw 1 of 2,,38-53,,
3:04.0,Offensive rebound by Team,,38-53,,
3:04.0,,,38-53,,D. Howard enters the game for M. Beasley
3:04.0,K. Thompson makes free throw 2 of 2,1,39-53,,
2:51.0,,,39-53,,J. Harden misses 3-pt shot from 24 ft
2:50.0,,,39-53,,Offensive rebound by D. Howard
2:42.0,,,39-53,,J. Harden misses 3-pt shot from 23 ft
2:42.0,Defensive rebound by I. Clark,,39-53,,
2:38.0,Turnover by I. Clark (lost ball; steal by D. Motiejunas),,39-53,,
2:37.0,Personal foul by I. Clark,,39-53,,
2:37.0,,,39-53,,Houston full timeout
2:37.0,S. Livingston enters the game for I. Clark,,39-53,,
2:22.0,,,39-55,2,D. Howard makes 2-pt shot at rim (assist by D. Motiejunas)
1:55.0,S. Livingston misses 2-pt shot from 13 ft,,39-55,,
1:54.0,,,39-55,,Defensive rebound by D. Motiejunas
1:40.0,,,39-55,,T. Ariza misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by A. Iguodala,,39-55,,
1:32.0,A. Iguodala misses 2-pt shot from 7 ft,,39-55,,
1:29.0,,,39-55,,Defensive rebound by D. Motiejunas
1:23.0,,,39-55,,J. Terry misses 3-pt shot from 24 ft
1:23.0,,,39-55,,Offensive rebound by D. Howard
1:23.0,Loose ball foul by A. Bogut,,39-55,,
1:23.0,,,39-55,,Technical foul by D. Howard
1:23.0,K. Thompson makes technical free throw,1,40-55,,
1:23.0,M. Speights enters the game for A. Bogut,,40-55,,
1:23.0,Personal foul by M. Speights,,40-55,,
1:23.0,,,40-55,,D. Howard misses free throw 1 of 2
1:23.0,,,40-55,,Offensive rebound by Team
1:23.0,,,40-55,,D. Howard misses free throw 2 of 2
1:22.0,Defensive rebound by S. Livingston,,40-55,,
1:10.0,A. Iguodala makes 2-pt shot from 8 ft,2,42-55,,
0:59.0,,,42-55,,J. Harden misses 3-pt shot from 25 ft
0:58.0,Defensive rebound by K. Thompson,,42-55,,
0:53.0,K. Thompson misses 3-pt shot from 25 ft,,42-55,,
0:51.0,Offensive rebound by A. Iguodala,,42-55,,
0:51.0,Shooting foul by J. Terry (drawn by A. Iguodala),,42-55,,
0:51.0,A. Iguodala makes free throw 1 of 2,1,43-55,,
0:51.0,,,43-55,,M. Beasley enters the game for D. Howard
0:51.0,A. Iguodala makes free throw 2 of 2,1,44-55,,
0:35.0,,,44-55,,Turnover by T. Ariza (lost ball; steal by S. Livingston)
0:30.0,Shooting foul by D. Motiejunas (drawn by M. Speights),,44-55,,
0:30.0,M. Speights makes free throw 1 of 2,1,45-55,,
0:30.0,,,45-55,,J. Smith enters the game for D. Motiejunas
0:30.0,M. Speights misses free throw 2 of 2,,45-55,,
0:29.0,,,45-55,,Defensive rebound by J. Harden
0:26.0,Personal take foul by M. Speights,,45-55,,
0:26.0,,,45-55,,J. Smith misses free throw 1 of 2
0:26.0,,,45-55,,Offensive rebound by Team
0:26.0,,,45-55,,J. Smith misses free throw 2 of 2
0:26.0,Defensive rebound by S. Livingston,,45-55,,
0:02.0,M. Speights makes 3-pt shot from 24 ft (assist by K. Thompson),3,48-55,,
0:00.0,,,48-55,,M. Beasley misses 3-pt shot from 50 ft
0:00.0,,,48-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,H. Barnes misses 3-pt shot from 24 ft,,48-55,,
11:42.0,,,48-55,,Defensive rebound by Team
11:28.0,,,48-58,3,D. Motiejunas makes 3-pt shot from 25 ft (assist by P. Beverley)
11:13.0,K. Thompson makes 2-pt shot from 14 ft (assist by H. Barnes),2,50-58,,
10:54.0,,,50-58,,D. Howard misses 2-pt shot from 2 ft
10:54.0,Defensive rebound by D. Green,,50-58,,
10:51.0,Offensive charge foul by D. Green,,50-58,,
10:51.0,Turnover by D. Green (offensive foul),,50-58,,
10:34.0,,,50-58,,T. Ariza misses 3-pt shot from 23 ft
10:34.0,,,50-58,,Offensive rebound by Team
10:34.0,Loose ball foul by A. Bogut,,50-58,,
10:25.0,,,50-60,2,P. Beverley makes 2-pt shot from 10 ft
10:07.0,D. Green makes 2-pt shot at rim (assist by A. Bogut),2,52-60,,
9:54.0,Personal foul by S. Livingston,,52-60,,
9:48.0,,,52-60,,Offensive charge foul by T. Ariza
9:48.0,,,52-60,,Turnover by T. Ariza (offensive foul)
9:28.0,A. Bogut misses 2-pt shot from 7 ft (block by D. Howard),,52-60,,
9:27.0,,,52-60,,Defensive rebound by D. Motiejunas
9:23.0,,,52-60,,Turnover by D. Motiejunas (bad pass)
9:03.0,S. Livingston makes 2-pt shot from 9 ft,2,54-60,,
8:50.0,,,54-62,2,T. Ariza makes 2-pt shot from 8 ft (assist by J. Harden)
8:29.0,K. Thompson misses 3-pt shot from 25 ft,,54-62,,
8:27.0,,,54-62,,Defensive rebound by P. Beverley
8:22.0,,,54-62,,T. Ariza misses 2-pt shot from 3 ft
8:20.0,Defensive rebound by D. Green,,54-62,,
8:11.0,S. Livingston misses 2-pt shot from 1 ft,,54-62,,
8:10.0,Offensive rebound by A. Bogut,,54-62,,
8:10.0,A. Bogut makes 2-pt shot at rim,2,56-62,,
7:59.0,,,56-65,3,J. Harden makes 3-pt shot from 25 ft
7:59.0,,,56-65,,Shooting foul by D. Green (drawn by J. Harden)
7:59.0,,,56-66,1,J. Harden makes free throw 1 of 1
7:46.0,K. Thompson misses 2-pt shot from 18 ft,,56-66,,
7:45.0,,,56-66,,Defensive rebound by D. Howard
7:20.0,,,56-68,2,J. Harden makes 2-pt shot from 3 ft
7:19.0,Golden State full timeout,,56-68,,
7:19.0,M. Speights enters the game for H. Barnes,,56-68,,
7:19.0,A. Iguodala enters the game for A. Bogut,,56-68,,
7:02.0,S. Livingston misses 2-pt shot from 14 ft,,56-68,,
7:02.0,,,56-68,,Defensive rebound by P. Beverley
6:49.0,,,56-68,,J. Harden misses 2-pt shot from 18 ft
6:47.0,,,56-68,,Offensive rebound by D. Howard
6:41.0,,,56-70,2,D. Howard makes 2-pt shot at rim (assist by T. Ariza)
6:24.0,M. Speights misses 3-pt shot from 26 ft,,56-70,,
6:23.0,,,56-70,,Defensive rebound by D. Howard
6:18.0,,,56-70,,P. Beverley misses 2-pt shot from 2 ft (block by M. Speights)
6:17.0,,,56-70,,Offensive rebound by Team
6:01.0,,,56-70,,Turnover by D. Motiejunas (lost ball; steal by K. Thompson)
5:57.0,Shooting foul by J. Harden (drawn by S. Livingston),,56-70,,
5:57.0,S. Livingston makes free throw 1 of 2,1,57-70,,
5:57.0,S. Livingston makes free throw 2 of 2,1,58-70,,
5:36.0,,,58-70,,T. Ariza misses 3-pt shot from 23 ft
5:35.0,,,58-70,,Offensive rebound by D. Motiejunas
5:34.0,Personal foul by K. Thompson,,58-70,,
5:34.0,I. Clark enters the game for S. Livingston,,58-70,,
5:20.0,,,58-70,,J. Harden misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by M. Speights,,58-70,,
5:09.0,K. Thompson makes 2-pt shot from 3 ft (assist by D. Green),2,60-70,,
4:50.0,,,60-70,,D. Motiejunas misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by K. Thompson,,60-70,,
4:43.0,,,60-70,,Personal block foul by D. Motiejunas
4:43.0,,,60-70,,M. Beasley enters the game for D. Motiejunas
4:34.0,K. Thompson misses 2-pt shot from 2 ft,,60-70,,
4:34.0,,,60-70,,Defensive rebound by M. Beasley
4:21.0,,,60-72,2,D. Howard makes 2-pt shot from 2 ft
4:09.0,Shooting foul by J. Harden (drawn by M. Speights),,60-72,,
4:09.0,M. Speights makes free throw 1 of 2,1,61-72,,
4:09.0,,,61-72,,J. Terry enters the game for P. Beverley
4:09.0,M. Speights makes free throw 2 of 2,1,62-72,,
3:51.0,,,62-74,2,J. Harden makes 2-pt shot from 8 ft
3:41.0,M. Speights makes 2-pt shot from 14 ft (assist by A. Iguodala),2,64-74,,
3:30.0,,,64-74,,J. Harden misses 3-pt shot from 25 ft
3:30.0,Defensive rebound by M. Speights,,64-74,,
3:23.0,D. Green makes 2-pt shot from 1 ft,2,66-74,,
3:22.0,,,66-74,,Houston full timeout
3:22.0,,,66-74,,D. Motiejunas enters the game for D. Howard
3:04.0,,,66-76,2,M. Beasley makes 2-pt shot from 1 ft (assist by J. Harden)
2:36.0,D. Green misses 3-pt shot from 24 ft,,66-76,,
2:36.0,,,66-76,,Defensive rebound by D. Motiejunas
2:13.0,,,66-76,,J. Terry misses 2-pt shot from 6 ft
2:12.0,Defensive rebound by K. Thompson,,66-76,,
1:56.0,K. Thompson makes 2-pt shot from 21 ft (assist by A. Iguodala),2,68-76,,
1:40.0,,,68-78,2,D. Motiejunas makes 2-pt shot from 9 ft (assist by J. Harden)
1:27.0,M. Speights makes 2-pt shot at rim (assist by K. Thompson),2,70-78,,
1:08.0,,,70-78,,M. Beasley misses 2-pt shot from 14 ft
1:08.0,Defensive rebound by D. Green,,70-78,,
0:58.0,M. Speights makes 2-pt shot from 3 ft (assist by I. Clark),2,72-78,,
0:37.0,,,72-78,,J. Harden misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by K. Thompson,,72-78,,
0:32.0,Offensive charge foul by K. Thompson,,72-78,,
0:32.0,Turnover by K. Thompson (offensive foul),,72-78,,
0:32.0,H. Barnes enters the game for K. Thompson,,72-78,,
0:32.0,J. McAdoo enters the game for M. Speights,,72-78,,
0:12.0,,,72-78,,J. Terry misses 2-pt shot from 3 ft
0:11.0,Defensive rebound by J. McAdoo,,72-78,,
0:05.0,,,72-78,,Personal foul by T. Ariza
0:05.0,,,72-78,,C. Capela enters the game for D. Motiejunas
0:05.0,K. Thompson enters the game for J. McAdoo,,72-78,,
0:05.0,M. Speights enters the game for I. Clark,,72-78,,
0:01.0,M. Speights misses 3-pt shot from 24 ft,,72-78,,
0:01.0,,,72-78,,Defensive rebound by J. Harden
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,72-80,2,M. Beasley makes 2-pt shot from 3 ft
11:25.0,Shooting foul by M. Beasley (drawn by H. Barnes),,72-80,,
11:25.0,H. Barnes makes free throw 1 of 2,1,73-80,,
11:25.0,,,73-80,,P. Beverley enters the game for T. Ariza
11:25.0,H. Barnes makes free throw 2 of 2,1,74-80,,
11:10.0,,,74-80,,J. Terry misses 2-pt shot from 2 ft
11:09.0,,,74-80,,Offensive rebound by C. Capela
11:09.0,,,74-80,,C. Capela misses 2-pt shot from 1 ft
11:08.0,Defensive rebound by J. McAdoo,,74-80,,
10:52.0,S. Livingston makes 2-pt shot from 15 ft (assist by A. Iguodala),2,76-80,,
10:30.0,,,76-80,,Shooting foul by L. Barbosa (drawn by J. Harden)
10:30.0,,,76-81,1,J. Harden makes free throw 1 of 2
10:30.0,,,76-81,,J. Harden misses free throw 2 of 2
10:30.0,Defensive rebound by H. Barnes,,76-81,,
10:05.0,H. Barnes misses 2-pt shot from 19 ft,,76-81,,
10:05.0,,,76-81,,Defensive rebound by P. Beverley
9:45.0,,,76-81,,Turnover by P. Beverley (traveling)
9:30.0,S. Livingston makes 2-pt shot from 8 ft,2,78-81,,
9:17.0,,,78-81,,Offensive foul by C. Capela
9:17.0,,,78-81,,Turnover by C. Capela (offensive foul)
9:17.0,,,78-81,,D. Howard enters the game for C. Capela
9:17.0,,,78-81,,D. Motiejunas enters the game for M. Beasley
9:17.0,A. Bogut enters the game for J. McAdoo,,78-81,,
8:59.0,S. Livingston makes 2-pt shot from 12 ft (assist by H. Barnes),2,80-81,,
8:58.0,,,80-81,,Houston full timeout
8:58.0,,,80-81,,T. Ariza enters the game for J. Terry
8:39.0,,,80-81,,D. Motiejunas misses 2-pt shot from 10 ft
8:37.0,Defensive rebound by L. Barbosa,,80-81,,
8:22.0,S. Livingston misses 2-pt shot from 13 ft,,80-81,,
8:21.0,,,80-81,,Defensive rebound by D. Howard
8:13.0,,,80-81,,J. Harden misses 2-pt shot from 13 ft
8:11.0,Defensive rebound by H. Barnes,,80-81,,
8:05.0,A. Iguodala misses 3-pt shot from 23 ft,,80-81,,
8:05.0,,,80-81,,Defensive rebound by D. Howard
7:52.0,,,80-81,,P. Beverley misses 2-pt shot from 5 ft
7:51.0,,,80-81,,Offensive rebound by T. Ariza
7:49.0,Violation by H. Barnes (kicked ball),,80-81,,
7:49.0,D. Green enters the game for H. Barnes,,80-81,,
7:49.0,K. Thompson enters the game for S. Livingston,,80-81,,
7:37.0,,,80-81,,D. Motiejunas misses 2-pt shot from 6 ft
7:35.0,Defensive rebound by K. Thompson,,80-81,,
7:26.0,L. Barbosa misses 3-pt shot from 25 ft,,80-81,,
7:25.0,,,80-81,,Defensive rebound by D. Motiejunas
7:03.0,,,80-84,3,J. Harden makes 3-pt shot from 25 ft
6:45.0,K. Thompson misses 3-pt shot from 22 ft,,80-84,,
6:44.0,,,80-84,,Defensive rebound by J. Harden
6:35.0,,,80-84,,Shooting foul by D. Green (drawn by J. Harden)
6:35.0,,,80-85,1,J. Harden makes free throw 1 of 2
6:35.0,Golden State full timeout,,80-85,,
6:35.0,I. Clark enters the game for A. Bogut,,80-85,,
6:35.0,M. Speights enters the game for L. Barbosa,,80-85,,
6:35.0,,,80-86,1,J. Harden makes free throw 2 of 2
6:21.0,M. Speights misses 3-pt shot from 24 ft,,80-86,,
6:20.0,,,80-86,,Defensive rebound by D. Howard
6:06.0,,,80-86,,J. Harden misses 3-pt shot from 24 ft
6:04.0,Defensive rebound by M. Speights,,80-86,,
5:55.0,D. Green misses 2-pt shot from 16 ft,,80-86,,
5:54.0,,,80-86,,Defensive rebound by J. Harden
5:48.0,,,80-88,2,D. Motiejunas makes 2-pt shot from 1 ft (assist by J. Harden)
