time,Miami,pts.away,score,pts.home,Charlotte
3:29.0,J. Johnson makes 3-pt shot from 25 ft (assist by U. Haslem),3,80-85,,
3:10.0,,,80-87,2,K. Walker makes 2-pt shot from 19 ft
2:53.0,D. Wade misses 2-pt shot from 10 ft (block by A. Jefferson),,80-87,,
2:53.0,Offensive rebound by U. Haslem,,80-87,,
2:53.0,,,80-87,,Personal foul by M. Williams
2:53.0,H. Whiteside enters the game for U. Haslem,,80-87,,
2:38.0,D. Wade makes 2-pt shot from 8 ft,2,82-87,,
2:12.0,,,82-87,,Turnover by J. Lin (step out of bounds)
1:57.0,D. Wade makes 2-pt shot from 14 ft,2,84-87,,
1:33.0,,,84-87,,A. Jefferson misses 2-pt shot from 10 ft
1:32.0,Defensive rebound by J. Johnson,,84-87,,
1:23.0,J. Richardson misses 3-pt shot from 24 ft,,84-87,,
1:22.0,,,84-87,,Defensive rebound by Team
1:22.0,,,84-87,,C. Zeller enters the game for A. Jefferson
1:00.0,,,84-87,,C. Lee misses 2-pt shot from 18 ft
0:59.0,,,84-87,,Offensive rebound by C. Lee
0:45.0,,,84-87,,K. Walker misses 3-pt shot from 26 ft
0:43.0,Defensive rebound by J. Johnson,,84-87,,
0:31.0,Shooting foul by M. Williams (drawn by H. Whiteside),,84-87,,
0:31.0,H. Whiteside makes free throw 1 of 2,1,85-87,,
0:31.0,H. Whiteside misses free throw 2 of 2,,85-87,,
0:30.0,,,85-87,,Defensive rebound by K. Walker
0:06.0,,,85-87,,K. Walker misses 3-pt shot from 28 ft
0:05.0,,,85-87,,Offensive rebound by Team
0:05.0,Loose ball foul by L. Deng,,85-87,,
0:05.0,,,85-88,1,C. Lee makes free throw 1 of 2
0:05.0,,,85-89,1,C. Lee makes free throw 2 of 2
0:05.0,Miami full timeout,,85-89,,
0:05.0,G. Green enters the game for H. Whiteside,,85-89,,
0:01.0,D. Wade misses 2-pt shot from 15 ft,,85-89,,
0:00.0,Offensive rebound by Team,,85-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
