time,San Antonio,pts.away,score,pts.home,Oklahoma City
1:09.0,,,96-89,,K. Durant misses 3-pt shot from 24 ft
1:09.0,,,96-89,,Offensive rebound by R. Westbrook
1:09.0,,,96-91,2,R. Westbrook makes 2-pt shot at rim
1:09.0,,,96-91,,Shooting foul by D. Green (drawn by R. Westbrook)
1:09.0,,,96-92,1,R. Westbrook makes free throw 1 of 1
0:54.0,Turnover by K. Leonard (lost ball; steal by K. Durant),,96-92,,
0:47.0,,,96-92,,Shooting foul by D. Green (drawn by R. Westbrook)
0:47.0,,,96-93,1,R. Westbrook makes free throw 1 of 2
0:47.0,,,96-93,,A. Roberson enters the game for D. Waiters
0:47.0,,,96-94,1,R. Westbrook makes free throw 2 of 2
0:26.0,L. Aldridge misses 2-pt shot from 12 ft,,96-94,,
0:24.0,Offensive rebound by K. Leonard,,96-94,,
0:18.0,,,96-94,,Personal take foul by A. Roberson
0:18.0,T. Parker makes free throw 1 of 2,1,97-94,,
0:18.0,T. Parker makes free throw 2 of 2,1,98-94,,
0:18.0,,,98-94,,Oklahoma City full timeout
0:18.0,,,98-94,,D. Waiters enters the game for A. Roberson
0:05.0,,,98-96,2,D. Waiters makes 2-pt shot from 8 ft
0:05.0,San Antonio full timeout,,98-96,,
0:05.0,,,98-96,,A. Roberson enters the game for D. Waiters
0:05.0,T. Duncan enters the game for D. West,,98-96,,
0:03.0,,,98-96,,Personal take foul by A. Roberson
0:03.0,K. Leonard makes free throw 1 of 2,1,99-96,,
0:03.0,D. West enters the game for T. Duncan,,99-96,,
0:03.0,K. Leonard makes free throw 2 of 2,1,100-96,,
0:03.0,,,100-96,,Oklahoma City full timeout
0:03.0,,,100-96,,D. Waiters enters the game for A. Roberson
0:02.0,,,100-96,,R. Westbrook misses 3-pt shot from 31 ft
0:01.0,Defensive rebound by D. Green,,100-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
