time,Sacramento,pts.away,score,pts.home,LA Lakers
5:00.0,,,94-84,,J. Clarkson enters the game for L. Williams
5:00.0,R. Rondo enters the game for O. Casspi,,94-84,,
5:00.0,W. Cauley-Stein enters the game for M. Belinelli,,94-84,,
4:43.0,D. Cousins misses 2-pt shot from 6 ft,,94-84,,
4:38.0,,,94-84,,Defensive rebound by L. Nance
4:23.0,,,94-87,3,J. Clarkson makes 3-pt shot from 27 ft (assist by L. Nance)
4:13.0,,,94-87,,Personal foul by D. Russell
4:03.0,D. Cousins makes 3-pt shot from 24 ft (assist by R. Rondo),3,97-87,,
3:53.0,Personal foul by D. Collison,,97-87,,
3:38.0,,,97-89,2,R. Sacre makes 2-pt shot from 18 ft (assist by D. Russell)
3:17.0,Turnover by D. Cousins (lost ball; steal by J. Randle),,97-89,,
3:14.0,,,97-89,,Shooting foul by R. Gay (drawn by J. Randle)
3:14.0,,,97-90,1,J. Randle makes free throw 1 of 2
3:14.0,,,97-91,1,J. Randle makes free throw 2 of 2
2:57.0,R. Gay makes 2-pt shot from 5 ft,2,99-91,,
2:57.0,,,99-91,,Loose ball foul by J. Randle
2:57.0,D. Cousins makes free throw 1 of 1,1,100-91,,
2:49.0,Personal foul by W. Cauley-Stein,,100-91,,
2:46.0,,,100-91,,Shooting foul by D. Collison (drawn by D. Russell)
2:46.0,,,100-92,1,D. Russell makes free throw 1 of 3
2:46.0,,,100-93,1,D. Russell makes free throw 2 of 3
2:46.0,,,100-94,1,D. Russell makes free throw 3 of 3
2:29.0,R. Gay makes 2-pt shot from 3 ft (assist by D. Cousins),2,102-94,,
2:09.0,,,102-94,,J. Randle misses 2-pt shot from 1 ft
2:06.0,Defensive rebound by W. Cauley-Stein,,102-94,,
1:54.0,,,102-94,,Personal foul by J. Randle
1:54.0,R. Gay makes free throw 1 of 2,1,103-94,,
1:54.0,R. Gay makes free throw 2 of 2,1,104-94,,
1:38.0,,,104-94,,D. Russell misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by R. Gay,,104-94,,
1:25.0,Turnover by D. Collison (lost ball; steal by J. Randle),,104-94,,
1:21.0,,,104-94,,J. Randle misses 2-pt shot at rim (block by W. Cauley-Stein)
1:21.0,Defensive rebound by Team,,104-94,,
1:00.0,Shooting foul by R. Sacre (drawn by D. Cousins),,104-94,,
1:00.0,D. Cousins makes free throw 1 of 2,1,105-94,,
1:00.0,D. Cousins makes free throw 2 of 2,1,106-94,,
0:48.0,,,106-94,,J. Clarkson misses 3-pt shot from 24 ft
0:46.0,,,106-94,,Offensive rebound by J. Randle
0:45.0,,,106-94,,Shooting foul by R. Gay (drawn by J. Randle)
0:45.0,,,106-95,1,J. Randle makes free throw 1 of 2
0:45.0,,,106-95,,J. Randle misses free throw 2 of 2
0:41.0,Defensive rebound by W. Cauley-Stein,,106-95,,
0:19.0,R. Rondo misses 3-pt shot from 26 ft,,106-95,,
0:18.0,,,106-95,,Defensive rebound by R. Sacre
0:12.0,,,106-98,3,J. Clarkson makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
