time,New Orleans,pts.away,score,pts.home,Dallas
1:42.0,Defensive rebound by D. Cunningham,,17-19,,
1:31.0,Turnover by A. Davis (lost ball),,17-19,,
1:22.0,,,17-21,2,D. Powell makes 2-pt shot at rim (assist by R. Felton)
1:03.0,T. Douglas misses 2-pt shot from 18 ft,,17-21,,
1:02.0,Offensive rebound by R. Anderson,,17-21,,
1:02.0,,,17-21,,Personal foul by W. Matthews (drawn by R. Anderson)
1:02.0,,,17-21,,J. Anderson enters the game for W. Matthews
0:54.0,R. Anderson makes 2-pt shot from 14 ft (assist by E. Gordon),2,19-21,,
0:36.0,,,19-23,2,D. Powell makes 2-pt shot at rim (assist by D. Harris)
0:23.0,A. Davis makes 2-pt shot from 16 ft (assist by D. Cunningham),2,21-23,,
0:02.0,,,21-25,2,D. Powell makes 2-pt shot from 1 ft (assist by D. Harris)
0:02.0,,,21-25,,Shooting foul by T. Douglas (drawn by D. Powell)
0:02.0,A. Gee enters the game for A. Davis,,21-25,,
0:02.0,,,21-25,,J. Evans enters the game for D. Nowitzki
0:02.0,,,21-26,1,D. Powell makes free throw 1 of 1
0:00.0,T. Douglas misses 3-pt shot from 48 ft,,21-26,,
0:00.0,Offensive rebound by Team,,21-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,21-26,,D. Harris misses 2-pt shot from 3 ft
11:41.0,Defensive rebound by T. Douglas,,21-26,,
11:26.0,Turnover by A. Gee (bad pass),,21-26,,
11:13.0,,,21-28,2,D. Harris makes 2-pt shot at rim (assist by J. Barea)
10:50.0,R. Anderson makes 2-pt shot from 2 ft,2,23-28,,
10:40.0,,,23-28,,J. Anderson misses 2-pt shot from 17 ft
10:38.0,Defensive rebound by R. Anderson,,23-28,,
10:26.0,Turnover by R. Anderson (lost ball; steal by D. Harris),,23-28,,
10:12.0,,,23-28,,D. Harris misses 3-pt shot from 23 ft
10:11.0,Defensive rebound by I. Smith,,23-28,,
10:02.0,I. Smith misses 2-pt shot from 6 ft,,23-28,,
10:01.0,,,23-28,,Defensive rebound by J. Evans
9:44.0,,,23-30,2,D. Powell makes 2-pt shot from 1 ft
9:22.0,R. Anderson makes 2-pt shot from 19 ft,2,25-30,,
9:08.0,Shooting block foul by A. Gee (drawn by J. Evans),,25-30,,
9:08.0,,,25-30,,J. Evans misses free throw 1 of 2
9:08.0,,,25-30,,Offensive rebound by Team
9:08.0,,,25-31,1,J. Evans makes free throw 2 of 2
8:56.0,,,25-31,,Shooting block foul by D. Powell (drawn by R. Anderson)
8:56.0,Official timeout,,25-31,,
8:56.0,,,25-31,,W. Matthews enters the game for J. Anderson
8:56.0,R. Anderson makes free throw 1 of 2,1,26-31,,
8:56.0,R. Anderson makes free throw 2 of 2,1,27-31,,
8:44.0,,,27-33,2,J. Evans makes 2-pt shot at rim (assist by D. Harris)
8:26.0,L. Babbitt enters the game for A. Gee,,27-33,,
8:19.0,I. Smith makes 2-pt shot from 14 ft,2,29-33,,
8:01.0,,,29-36,3,J. Barea makes 3-pt shot from 24 ft (assist by W. Matthews)
7:48.0,T. Douglas misses 2-pt shot from 8 ft,,29-36,,
7:47.0,,,29-36,,Defensive rebound by J. Evans
7:25.0,,,29-36,,J. Barea misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by D. Cunningham,,29-36,,
7:15.0,R. Anderson makes 2-pt shot from 4 ft,2,31-36,,
7:00.0,Personal foul by L. Babbitt (drawn by W. Matthews),,31-36,,
7:00.0,,,31-36,,D. Nowitzki enters the game for D. Powell
7:00.0,,,31-36,,C. Parsons enters the game for W. Matthews
7:00.0,A. Davis enters the game for D. Cunningham,,31-36,,
7:00.0,E. Gordon enters the game for T. Douglas,,31-36,,
6:54.0,,,31-36,,J. Barea misses 2-pt shot from 6 ft
6:53.0,,,31-36,,Offensive rebound by J. Barea
6:47.0,Personal foul by L. Babbitt (drawn by D. Nowitzki),,31-36,,
6:40.0,,,31-38,2,C. Parsons makes 2-pt shot at rim (assist by D. Nowitzki)
6:30.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,33-38,,
6:09.0,,,33-38,,D. Nowitzki misses 2-pt shot from 19 ft
6:08.0,Defensive rebound by A. Davis,,33-38,,
6:00.0,R. Anderson misses 3-pt shot from 24 ft,,33-38,,
5:59.0,,,33-38,,Defensive rebound by C. Parsons
5:53.0,Shooting block foul by L. Babbitt (drawn by D. Harris),,33-38,,
5:53.0,,,33-38,,Dallas full timeout
5:53.0,A. Gee enters the game for L. Babbitt,,33-38,,
5:53.0,,,33-39,1,D. Harris makes free throw 1 of 2
5:53.0,,,33-40,1,D. Harris makes free throw 2 of 2
5:39.0,A. Davis misses 2-pt shot from 9 ft,,33-40,,
5:38.0,,,33-40,,Defensive rebound by D. Nowitzki
5:29.0,,,33-40,,Turnover by J. Barea (bad pass; steal by A. Davis)
5:17.0,E. Gordon makes 3-pt shot from 26 ft (assist by A. Davis),3,36-40,,
4:50.0,,,36-40,,D. Nowitzki misses 2-pt shot from 10 ft
4:49.0,Defensive rebound by R. Anderson,,36-40,,
4:45.0,,,36-40,,Loose ball foul by D. Harris (drawn by A. Davis)
4:45.0,,,36-40,,D. Williams enters the game for D. Harris
4:45.0,,,36-40,,Z. Pachulia enters the game for J. Evans
4:35.0,R. Anderson makes 2-pt shot from 18 ft,2,38-40,,
4:23.0,,,38-40,,J. Barea misses 2-pt shot from 1 ft (block by A. Gee)
4:22.0,,,38-40,,Offensive rebound by Team
4:15.0,,,38-40,,D. Nowitzki misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by R. Anderson,,38-40,,
4:06.0,Offensive foul by R. Anderson,,38-40,,
4:06.0,Turnover by R. Anderson (offensive foul),,38-40,,
4:00.0,,,38-40,,Turnover by D. Williams (offensive foul)
4:00.0,,,38-40,,Offensive foul by D. Williams
3:47.0,,,38-40,,Shooting block foul by D. Williams (drawn by E. Gordon)
3:47.0,E. Gordon makes free throw 1 of 2,1,39-40,,
3:47.0,E. Gordon makes free throw 2 of 2,1,40-40,,
3:23.0,,,40-40,,D. Williams misses 3-pt shot from 23 ft
3:23.0,,,40-40,,Offensive rebound by Team
3:23.0,,,40-40,,Turnover by Team (shot clock)
3:12.0,A. Davis misses 3-pt shot from 22 ft,,40-40,,
3:11.0,Offensive rebound by Team,,40-40,,
3:04.0,E. Gordon misses 3-pt shot from 24 ft,,40-40,,
3:03.0,,,40-40,,Defensive rebound by Z. Pachulia
2:53.0,,,40-40,,D. Nowitzki misses 2-pt shot from 14 ft
2:53.0,Defensive rebound by R. Anderson,,40-40,,
2:46.0,A. Davis misses 2-pt shot from 8 ft,,40-40,,
2:45.0,,,40-40,,Defensive rebound by D. Nowitzki
2:36.0,,,40-40,,C. Parsons misses 3-pt shot from 22 ft
2:35.0,Defensive rebound by I. Smith,,40-40,,
2:25.0,A. Gee misses 3-pt shot from 22 ft,,40-40,,
2:24.0,,,40-40,,Defensive rebound by Z. Pachulia
2:19.0,,,40-40,,Shooting foul by E. Gordon (drawn by J. Barea)
2:19.0,New Orleans full timeout,,40-40,,
2:19.0,A. Ajinca enters the game for R. Anderson,,40-40,,
2:19.0,,,40-41,1,J. Barea makes free throw 1 of 2
2:19.0,,,40-42,1,J. Barea makes free throw 2 of 2
2:06.0,A. Ajinca makes 2-pt shot from 18 ft (assist by I. Smith),2,42-42,,
1:52.0,,,42-42,,Offensive foul by C. Parsons
1:52.0,,,42-42,,Turnover by C. Parsons (offensive foul)
1:52.0,T. Douglas enters the game for I. Smith,,42-42,,
1:39.0,A. Davis makes 2-pt shot from 20 ft (assist by T. Douglas),2,44-42,,
1:24.0,,,44-42,,D. Nowitzki misses 2-pt shot from 15 ft
1:23.0,Defensive rebound by A. Gee,,44-42,,
1:13.0,T. Douglas makes 2-pt shot from 10 ft,2,46-42,,
1:10.0,,,46-42,,Dallas full timeout
0:48.0,,,46-42,,J. Barea misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by A. Ajinca,,46-42,,
0:32.0,A. Gee makes 2-pt shot at rim (assist by T. Douglas),2,48-42,,
0:13.0,,,48-42,,Turnover by D. Nowitzki (lost ball; steal by A. Gee)
0:11.0,,,48-42,,Personal foul by C. Parsons (drawn by A. Gee)
0:11.0,New Orleans full timeout,,48-42,,
0:11.0,,,48-42,,D. Harris enters the game for C. Parsons
0:11.0,,,48-42,,J. Evans enters the game for D. Nowitzki
0:11.0,,,48-42,,W. Matthews enters the game for J. Barea
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,48-42,,R. Felton misses 2-pt shot from 19 ft (block by I. Smith)
11:39.0,Defensive rebound by A. Ajinca,,48-42,,
11:37.0,A. Davis makes 2-pt shot from 2 ft (assist by I. Smith),2,50-42,,
11:37.0,Shooting foul by D. Williams (drawn by A. Davis),,50-42,,
11:37.0,A. Davis misses free throw 1 of 1,,50-42,,
11:37.0,,,50-42,,Defensive rebound by Z. Pachulia
11:27.0,,,50-44,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by D. Williams)
11:04.0,L. Babbitt misses 3-pt shot from 25 ft,,50-44,,
11:02.0,,,50-44,,Defensive rebound by Z. Pachulia
10:55.0,,,50-46,2,D. Williams makes 2-pt shot from 2 ft
10:46.0,A. Davis misses 3-pt shot from 24 ft,,50-46,,
10:45.0,,,50-46,,Defensive rebound by D. Nowitzki
10:34.0,,,50-46,,Z. Pachulia misses 2-pt shot from 13 ft
10:33.0,Defensive rebound by L. Babbitt,,50-46,,
10:16.0,L. Babbitt makes 3-pt shot from 24 ft (assist by A. Davis),3,53-46,,
10:03.0,,,53-46,,Shooting foul by E. Gordon (drawn by D. Williams)
10:03.0,,,53-47,1,D. Williams makes free throw 1 of 2
10:03.0,,,53-48,1,D. Williams makes free throw 2 of 2
9:55.0,Turnover by I. Smith (bad pass; steal by Z. Pachulia),,53-48,,
9:45.0,,,53-51,3,W. Matthews makes 3-pt shot from 22 ft (assist by Z. Pachulia)
9:25.0,,,53-51,,Personal foul by R. Felton (drawn by E. Gordon)
9:16.0,I. Smith misses 2-pt shot from 17 ft,,53-51,,
9:14.0,,,53-51,,Defensive rebound by D. Williams
9:03.0,,,53-54,3,D. Williams makes 3-pt shot from 23 ft (assist by R. Felton)
8:55.0,New Orleans full timeout,,53-54,,
8:36.0,I. Smith misses 2-pt shot at rim,,53-54,,
8:35.0,Offensive rebound by A. Ajinca,,53-54,,
8:35.0,A. Ajinca makes 2-pt shot at rim,2,55-54,,
8:22.0,Def 3 sec tech foul by A. Ajinca,,55-54,,
8:22.0,,,55-54,,D. Nowitzki misses technical free throw
8:22.0,,,55-54,,Offensive rebound by Team
8:07.0,,,55-54,,W. Matthews misses 3-pt shot from 25 ft
8:06.0,Defensive rebound by A. Davis,,55-54,,
7:51.0,E. Gordon makes 2-pt shot from 2 ft,2,57-54,,
7:40.0,,,57-54,,D. Williams misses 3-pt shot from 24 ft
7:39.0,Defensive rebound by A. Davis,,57-54,,
7:31.0,L. Babbitt misses 2-pt shot from 2 ft,,57-54,,
7:30.0,,,57-54,,Defensive rebound by Z. Pachulia
7:30.0,Personal foul by L. Babbitt (drawn by Z. Pachulia),,57-54,,
7:30.0,R. Anderson enters the game for A. Ajinca,,57-54,,
7:09.0,,,57-56,2,D. Nowitzki makes 2-pt shot from 12 ft
6:56.0,E. Gordon misses 2-pt shot at rim,,57-56,,
6:55.0,,,57-56,,Defensive rebound by Z. Pachulia
6:51.0,,,57-56,,Z. Pachulia misses 2-pt shot from 1 ft (block by L. Babbitt)
6:49.0,Defensive rebound by Team,,57-56,,
6:31.0,A. Davis makes 2-pt shot at rim (assist by E. Gordon),2,59-56,,
6:16.0,Personal foul by L. Babbitt (drawn by D. Williams),,59-56,,
6:16.0,D. Cunningham enters the game for L. Babbitt,,59-56,,
6:08.0,,,59-56,,R. Felton misses 3-pt shot from 24 ft
6:07.0,Defensive rebound by E. Gordon,,59-56,,
6:00.0,R. Anderson misses 3-pt shot from 25 ft,,59-56,,
5:59.0,,,59-56,,Defensive rebound by Z. Pachulia
5:53.0,,,59-59,3,D. Williams makes 3-pt shot from 24 ft
5:40.0,E. Gordon misses 3-pt shot from 25 ft,,59-59,,
5:40.0,,,59-59,,Defensive rebound by Team
5:40.0,,,59-59,,D. Powell enters the game for D. Nowitzki
5:18.0,,,59-61,2,R. Felton makes 2-pt shot at rim
5:02.0,Shooting foul by Z. Pachulia (drawn by R. Anderson),,59-61,,
5:02.0,R. Anderson makes free throw 1 of 2,1,60-61,,
5:02.0,R. Anderson makes free throw 2 of 2,1,61-61,,
4:55.0,,,61-61,,D. Williams misses 2-pt shot from 1 ft
4:54.0,Defensive rebound by A. Davis,,61-61,,
4:37.0,E. Gordon makes 2-pt shot from 19 ft,2,63-61,,
4:27.0,,,63-64,3,W. Matthews makes 3-pt shot from 23 ft (assist by R. Felton)
4:07.0,I. Smith misses 2-pt shot from 6 ft,,63-64,,
4:06.0,,,63-64,,Defensive rebound by D. Powell
3:52.0,,,63-64,,D. Williams misses 2-pt shot from 12 ft
3:51.0,,,63-64,,Offensive rebound by Z. Pachulia
3:31.0,,,63-64,,R. Felton misses 2-pt shot from 1 ft (block by R. Anderson)
3:29.0,,,63-64,,Offensive rebound by D. Powell
3:26.0,,,63-64,,W. Matthews misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by I. Smith,,63-64,,
3:18.0,E. Gordon makes 3-pt shot from 24 ft (assist by A. Davis),3,66-64,,
3:17.0,,,66-64,,Dallas full timeout
3:17.0,,,66-64,,D. Harris enters the game for W. Matthews
3:17.0,T. Douglas enters the game for I. Smith,,66-64,,
2:58.0,,,66-66,2,Z. Pachulia makes 2-pt shot at rim (assist by D. Powell)
2:46.0,Offensive charge foul by A. Davis,,66-66,,
2:46.0,Turnover by A. Davis (offensive foul),,66-66,,
2:32.0,,,66-68,2,D. Powell makes 2-pt shot at rim (assist by D. Harris)
2:14.0,,,66-68,,Personal foul by D. Harris (drawn by R. Anderson)
2:14.0,A. Ajinca enters the game for A. Davis,,66-68,,
2:06.0,R. Anderson misses 2-pt shot from 19 ft,,66-68,,
2:05.0,Offensive rebound by A. Ajinca,,66-68,,
2:01.0,Turnover by A. Ajinca (bad pass; steal by D. Harris),,66-68,,
1:43.0,,,66-70,2,Z. Pachulia makes 2-pt shot from 10 ft
1:21.0,E. Gordon misses 3-pt shot from 25 ft,,66-70,,
1:20.0,,,66-70,,Defensive rebound by D. Harris
1:11.0,Shooting block foul by A. Ajinca (drawn by Z. Pachulia),,66-70,,
1:11.0,,,66-71,1,Z. Pachulia makes free throw 1 of 2
1:11.0,,,66-72,1,Z. Pachulia makes free throw 2 of 2
0:56.0,R. Anderson makes 2-pt shot from 10 ft,2,68-72,,
0:37.0,,,68-72,,Turnover by D. Harris (bad pass; steal by T. Douglas)
0:33.0,T. Douglas makes 2-pt shot from 3 ft,2,70-72,,
0:19.0,,,70-72,,D. Williams misses 2-pt shot from 2 ft
0:18.0,Defensive rebound by D. Cunningham,,70-72,,
0:02.0,T. Douglas misses 2-pt shot from 16 ft,,70-72,,
0:01.0,,,70-72,,Defensive rebound by Z. Pachulia
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,A. Ajinca makes 2-pt shot from 18 ft (assist by T. Douglas),2,72-72,,
11:30.0,,,72-72,,Shooting foul by D. Cunningham (drawn by W. Matthews)
11:30.0,,,72-73,1,W. Matthews makes free throw 1 of 2
11:30.0,,,72-74,1,W. Matthews makes free throw 2 of 2
11:16.0,R. Anderson misses 2-pt shot from 17 ft,,72-74,,
11:15.0,Offensive rebound by D. Cunningham,,72-74,,
11:09.0,E. Gordon misses 2-pt shot from 19 ft,,72-74,,
11:08.0,,,72-74,,Defensive rebound by W. Matthews
10:57.0,,,72-76,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Harris)
10:36.0,D. Cunningham misses 2-pt shot from 17 ft,,72-76,,
10:36.0,,,72-76,,Defensive rebound by Team
10:36.0,A. Davis enters the game for A. Ajinca,,72-76,,
10:20.0,,,72-76,,Turnover by J. Barea (bad pass; steal by E. Gordon)
10:12.0,E. Gordon misses 3-pt shot from 24 ft,,72-76,,
10:11.0,,,72-76,,Defensive rebound by D. Harris
10:04.0,,,72-78,2,W. Matthews makes 2-pt shot from 3 ft
10:04.0,,,72-78,,Shooting foul by A. Davis (drawn by W. Matthews)
10:04.0,I. Smith enters the game for E. Gordon,,72-78,,
10:04.0,,,72-79,1,W. Matthews makes free throw 1 of 1
9:43.0,T. Douglas makes 3-pt shot from 24 ft,3,75-79,,
9:31.0,,,75-82,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Harris)
9:14.0,D. Cunningham misses 3-pt shot from 23 ft,,75-82,,
9:13.0,,,75-82,,Defensive rebound by D. Powell
8:56.0,,,75-84,2,D. Nowitzki makes 2-pt shot from 1 ft
8:50.0,New Orleans full timeout,,75-84,,
8:34.0,I. Smith misses 2-pt shot from 19 ft,,75-84,,
8:33.0,,,75-84,,Defensive rebound by D. Powell
8:15.0,,,75-86,2,D. Harris makes 2-pt shot from 5 ft
8:15.0,,,75-86,,Shooting foul by R. Anderson (drawn by D. Harris)
8:15.0,E. Gordon enters the game for I. Smith,,75-86,,
8:15.0,L. Babbitt enters the game for D. Cunningham,,75-86,,
8:15.0,,,75-86,,D. Harris misses free throw 1 of 1
8:14.0,Defensive rebound by L. Babbitt,,75-86,,
8:04.0,Shooting foul by D. Powell (drawn by A. Davis),,75-86,,
8:04.0,A. Davis misses free throw 1 of 2,,75-86,,
8:04.0,Offensive rebound by Team,,75-86,,
8:04.0,A. Davis makes free throw 2 of 2,1,76-86,,
7:50.0,,,76-88,2,J. Barea makes 2-pt shot from 3 ft
7:50.0,Shooting block foul by T. Douglas (drawn by J. Barea),,76-88,,
7:50.0,,,76-89,1,J. Barea makes free throw 1 of 1
7:39.0,Shooting foul by D. Powell (drawn by A. Davis),,76-89,,
7:39.0,A. Davis makes free throw 1 of 2,1,77-89,,
7:39.0,A. Davis makes free throw 2 of 2,1,78-89,,
7:19.0,,,78-91,2,D. Nowitzki makes 2-pt shot from 9 ft
7:07.0,A. Davis misses 2-pt shot from 4 ft (block by D. Powell),,78-91,,
7:06.0,,,78-91,,Defensive rebound by D. Nowitzki
7:00.0,,,78-93,2,D. Powell makes 2-pt shot at rim (assist by D. Nowitzki)
7:00.0,New Orleans full timeout,,78-93,,
7:00.0,,,78-93,,J. Evans enters the game for D. Nowitzki
6:48.0,A. Davis makes 2-pt shot from 6 ft,2,80-93,,
6:29.0,,,80-93,,J. Barea misses 2-pt shot from 16 ft
6:28.0,Defensive rebound by R. Anderson,,80-93,,
6:24.0,Offensive foul by A. Davis,,80-93,,
6:24.0,Turnover by A. Davis (offensive foul),,80-93,,
6:05.0,,,80-96,3,J. Barea makes 3-pt shot from 24 ft (assist by W. Matthews)
5:51.0,E. Gordon makes 3-pt shot from 24 ft (assist by A. Davis),3,83-96,,
5:38.0,,,83-96,,W. Matthews misses 2-pt shot from 18 ft
5:37.0,Defensive rebound by E. Gordon,,83-96,,
5:32.0,A. Davis misses 2-pt shot from 9 ft (block by J. Evans),,83-96,,
5:32.0,Offensive rebound by Team,,83-96,,
5:32.0,I. Smith enters the game for L. Babbitt,,83-96,,
5:29.0,I. Smith makes 2-pt shot from 1 ft (assist by R. Anderson),2,85-96,,
5:10.0,,,85-98,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
4:59.0,R. Anderson misses 3-pt shot from 24 ft,,85-98,,
4:58.0,,,85-98,,Defensive rebound by D. Powell
4:53.0,,,85-98,,Dallas full timeout
4:53.0,,,85-98,,D. Williams enters the game for W. Matthews
4:38.0,,,85-98,,D. Harris misses 3-pt shot from 24 ft
4:38.0,Defensive rebound by R. Anderson,,85-98,,
4:27.0,,,85-98,,Personal foul by D. Powell (drawn by A. Davis)
4:14.0,I. Smith misses 2-pt shot at rim,,85-98,,
4:13.0,Offensive rebound by A. Davis,,85-98,,
4:13.0,A. Davis makes 2-pt shot at rim,2,87-98,,
4:03.0,,,87-100,2,J. Barea makes 2-pt shot from 7 ft
3:48.0,Turnover by E. Gordon (lost ball; steal by D. Williams),,87-100,,
3:42.0,,,87-100,,Turnover by J. Barea (bad pass; steal by T. Douglas)
3:39.0,T. Douglas makes 2-pt shot from 1 ft,2,89-100,,
3:19.0,,,89-100,,D. Williams misses 2-pt shot from 16 ft
3:18.0,,,89-100,,Offensive rebound by D. Powell
3:17.0,,,89-100,,D. Nowitzki enters the game for D. Powell
2:56.0,,,89-100,,J. Barea misses 3-pt shot from 23 ft
2:55.0,Defensive rebound by I. Smith,,89-100,,
2:43.0,A. Davis makes 2-pt shot from 17 ft (assist by I. Smith),2,91-100,,
2:42.0,,,91-100,,Dallas full timeout
2:42.0,,,91-100,,Z. Pachulia enters the game for D. Harris
2:42.0,,,91-100,,W. Matthews enters the game for J. Evans
2:18.0,,,91-100,,J. Barea misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by I. Smith,,91-100,,
2:04.0,E. Gordon makes 3-pt shot from 24 ft (assist by I. Smith),3,94-100,,
1:43.0,,,94-100,,Turnover by D. Williams (bad pass; steal by I. Smith)
1:37.0,E. Gordon misses 3-pt shot from 23 ft,,94-100,,
1:36.0,,,94-100,,Defensive rebound by D. Williams
1:18.0,Personal block foul by T. Douglas (drawn by D. Williams),,94-100,,
1:18.0,,,94-101,1,D. Williams makes free throw 1 of 2
1:18.0,,,94-102,1,D. Williams makes free throw 2 of 2
1:18.0,New Orleans full timeout,,94-102,,
