time,Chicago,pts.away,score,pts.home,Washington
4:29.0,Offensive rebound by C. Felicio,,89-103,,
4:27.0,C. Felicio misses 2-pt shot at rim,,89-103,,
4:26.0,,,89-103,,Defensive rebound by M. Gortat
4:16.0,,,89-103,,J. Wall misses 2-pt shot from 18 ft
4:15.0,Defensive rebound by D. McDermott,,89-103,,
4:10.0,J. Holiday makes 2-pt shot at rim (assist by D. Rose),2,91-103,,
3:53.0,,,91-105,2,O. Porter makes 2-pt shot from 17 ft
3:43.0,D. Rose misses 2-pt shot from 3 ft,,91-105,,
3:42.0,Offensive rebound by C. Felicio,,91-105,,
3:40.0,C. Felicio misses 2-pt shot from 1 ft,,91-105,,
3:40.0,Offensive rebound by C. Felicio,,91-105,,
3:34.0,C. Felicio misses 2-pt shot from 2 ft,,91-105,,
3:33.0,,,91-105,,Defensive rebound by M. Gortat
3:29.0,,,91-105,,J. Wall misses 2-pt shot from 12 ft
3:28.0,,,91-105,,Offensive rebound by M. Gortat
3:26.0,,,91-107,2,M. Gortat makes 2-pt shot from 7 ft
3:25.0,Chicago full timeout,,91-107,,
3:25.0,,,91-107,,B. Beal enters the game for R. Sessions
3:10.0,D. Rose misses 3-pt shot from 23 ft,,91-107,,
3:09.0,,,91-107,,Defensive rebound by B. Beal
2:59.0,,,91-107,,Turnover by J. Wall (lost ball; steal by C. Felicio)
2:54.0,D. McDermott misses 2-pt shot from 4 ft,,91-107,,
2:53.0,,,91-107,,Defensive rebound by O. Porter
2:29.0,,,91-109,2,J. Wall makes 2-pt shot from 19 ft
2:20.0,Turnover by D. Rose (lost ball),,91-109,,
2:20.0,T. Snell enters the game for J. Butler,,91-109,,
2:20.0,A. Brooks enters the game for D. Rose,,91-109,,
2:05.0,,,91-112,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
1:54.0,D. McDermott misses 3-pt shot from 28 ft,,91-112,,
1:53.0,,,91-112,,Defensive rebound by B. Beal
1:37.0,Personal foul by A. Brooks,,91-112,,
1:37.0,,,91-112,,R. Sessions enters the game for O. Porter
1:37.0,,,91-112,,K. Oubre enters the game for B. Beal
1:37.0,,,91-112,,M. Thornton enters the game for J. Wall
1:37.0,,,91-112,,J. Hickson enters the game for M. Gortat
1:25.0,,,91-115,3,M. Thornton makes 3-pt shot from 26 ft (assist by J. Hickson)
1:15.0,A. Brooks makes 3-pt shot from 27 ft (assist by D. McDermott),3,94-115,,
0:58.0,,,94-115,,Shooting foul by D. McDermott (drawn by J. Hickson)
0:58.0,,,94-116,1,J. Hickson makes free throw 1 of 2
0:58.0,,,94-117,1,J. Hickson makes free throw 2 of 2
0:54.0,Turnover by A. Brooks (lost ball; steal by K. Oubre),,94-117,,
0:34.0,,,94-117,,Turnover by R. Sessions (lost ball; steal by A. Brooks)
0:30.0,Turnover by A. Brooks (lost ball; steal by J. Hickson),,94-117,,
0:24.0,,,94-117,,Offensive foul by K. Oubre
0:24.0,,,94-117,,Turnover by K. Oubre (offensive foul)
0:14.0,C. Felicio makes 2-pt shot at rim (assist by D. McDermott),2,96-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
