time,Golden State,pts.away,score,pts.home,Portland
10:39.0,S. Curry makes 2-pt shot from 2 ft (assist by M. Speights),2,88-87,,
10:19.0,,,88-87,,C. McCollum misses 2-pt shot from 5 ft
10:18.0,Defensive rebound by M. Speights,,88-87,,
10:13.0,I. Clark misses 2-pt shot at rim,,88-87,,
10:11.0,,,88-87,,Defensive rebound by Team
10:11.0,,,88-87,,D. Lillard enters the game for A. Crabbe
9:58.0,,,88-87,,Turnover by D. Lillard (lost ball; steal by M. Speights)
9:54.0,Shooting foul by E. Davis (drawn by M. Speights),,88-87,,
9:54.0,M. Speights makes free throw 1 of 2,1,89-87,,
9:54.0,D. Green enters the game for H. Barnes,,89-87,,
9:54.0,M. Speights makes free throw 2 of 2,1,90-87,,
9:28.0,,,90-87,,D. Lillard misses 2-pt shot from 11 ft
9:28.0,,,90-87,,Offensive rebound by Team
9:28.0,,,90-87,,A. Aminu enters the game for M. Harkless
9:17.0,,,90-87,,C. McCollum misses 3-pt shot from 23 ft
9:17.0,Defensive rebound by S. Curry,,90-87,,
9:01.0,S. Curry makes 2-pt shot from 22 ft,2,92-87,,
9:01.0,,,92-87,,Portland full timeout
9:01.0,,,92-87,,M. Plumlee enters the game for E. Davis
8:45.0,,,92-87,,Turnover by M. Plumlee (lost ball; steal by D. Green)
8:42.0,Turnover by S. Curry (lost ball; steal by A. Aminu),,92-87,,
8:31.0,,,92-90,3,C. McCollum makes 3-pt shot from 26 ft (assist by D. Lillard)
8:14.0,M. Speights makes 3-pt shot from 26 ft (assist by S. Curry),3,95-90,,
8:01.0,Personal foul by M. Speights,,95-90,,
8:01.0,,,95-90,,A. Crabbe enters the game for G. Henderson
7:54.0,,,95-93,3,C. McCollum makes 3-pt shot from 24 ft
7:33.0,D. Green misses 3-pt shot from 30 ft,,95-93,,
7:32.0,,,95-93,,Defensive rebound by M. Plumlee
7:23.0,,,95-96,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
7:23.0,Golden State full timeout,,95-96,,
7:23.0,L. Barbosa enters the game for S. Curry,,95-96,,
7:23.0,K. Thompson enters the game for I. Clark,,95-96,,
7:23.0,A. Bogut enters the game for M. Speights,,95-96,,
7:11.0,,,95-96,,Personal foul by A. Crabbe
6:58.0,D. Green makes 2-pt shot from 1 ft,2,97-96,,
6:41.0,,,97-96,,Turnover by C. McCollum (lost ball; steal by L. Barbosa)
6:38.0,Turnover by A. Iguodala (lost ball; steal by C. McCollum),,97-96,,
6:35.0,,,97-99,3,D. Lillard makes 3-pt shot from 26 ft (assist by M. Plumlee)
6:16.0,K. Thompson misses 2-pt shot from 11 ft,,97-99,,
6:15.0,,,97-99,,Defensive rebound by D. Lillard
6:02.0,,,97-99,,A. Crabbe misses 3-pt shot from 25 ft
6:01.0,,,97-99,,Offensive rebound by M. Plumlee
5:53.0,,,97-99,,D. Lillard misses 2-pt shot from 17 ft
5:51.0,Defensive rebound by D. Green,,97-99,,
5:40.0,K. Thompson makes 3-pt shot from 25 ft (assist by L. Barbosa),3,100-99,,
5:29.0,,,100-99,,A. Aminu misses 2-pt shot from 15 ft
5:28.0,Defensive rebound by L. Barbosa,,100-99,,
5:17.0,L. Barbosa misses 3-pt shot from 25 ft,,100-99,,
5:16.0,,,100-99,,Defensive rebound by M. Plumlee
4:54.0,,,100-99,,A. Aminu misses 2-pt shot from 1 ft (block by A. Bogut)
4:53.0,,,100-99,,Offensive rebound by A. Aminu
4:53.0,,,100-99,,Shooting foul by A. Bogut (drawn by A. Aminu)
4:53.0,,,100-99,,A. Aminu misses free throw 1 of 2
4:53.0,,,100-99,,Offensive rebound by Team
4:53.0,S. Curry enters the game for L. Barbosa,,100-99,,
4:53.0,,,100-100,1,A. Aminu makes free throw 2 of 2
4:35.0,S. Curry makes 3-pt shot from 25 ft (assist by A. Bogut),3,103-100,,
4:21.0,,,103-102,2,D. Lillard makes 2-pt shot from 1 ft
4:09.0,S. Curry misses 3-pt shot from 26 ft,,103-102,,
4:08.0,,,103-102,,Defensive rebound by C. McCollum
3:56.0,,,103-102,,C. McCollum misses 3-pt shot from 26 ft
3:55.0,,,103-102,,Offensive rebound by M. Plumlee
3:53.0,,,103-102,,A. Crabbe misses 2-pt shot from 17 ft
3:52.0,Defensive rebound by A. Bogut,,103-102,,
3:31.0,K. Thompson misses 3-pt shot from 23 ft,,103-102,,
3:31.0,Offensive rebound by A. Bogut,,103-102,,
3:30.0,Offensive foul by A. Bogut,,103-102,,
3:30.0,Turnover by A. Bogut (offensive foul),,103-102,,
3:13.0,,,103-102,,Turnover by A. Crabbe (lost ball; steal by A. Bogut)
3:01.0,Turnover by A. Iguodala (lost ball; steal by C. McCollum),,103-102,,
2:54.0,,,103-102,,A. Aminu misses 2-pt shot from 2 ft (block by D. Green)
2:52.0,,,103-102,,Offensive rebound by A. Aminu
2:47.0,,,103-105,3,D. Lillard makes 3-pt shot from 30 ft (assist by A. Crabbe)
2:40.0,Golden State full timeout,,103-105,,
2:40.0,Official timeout,,103-105,,
2:32.0,,,103-105,,Personal foul by A. Aminu
2:22.0,Turnover by D. Green (bad pass),,103-105,,
2:12.0,,,103-105,,Shooting foul by A. Bogut (drawn by D. Lillard)
2:12.0,H. Barnes enters the game for A. Bogut,,103-105,,
2:12.0,,,103-106,1,D. Lillard makes free throw 1 of 2
2:12.0,,,103-107,1,D. Lillard makes free throw 2 of 2
2:01.0,S. Curry makes 3-pt shot from 29 ft,3,106-107,,
1:45.0,,,106-109,2,D. Lillard makes 2-pt shot from 14 ft
1:33.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,108-109,,
1:15.0,,,108-109,,D. Lillard misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by S. Curry,,108-109,,
1:07.0,S. Curry misses 3-pt shot from 30 ft,,108-109,,
1:04.0,,,108-109,,Defensive rebound by D. Lillard
0:59.0,,,108-111,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Lillard)
0:59.0,Golden State full timeout,,108-111,,
0:52.0,H. Barnes makes 3-pt shot from 26 ft (assist by S. Curry),3,111-111,,
0:35.0,Personal foul by D. Green,,111-111,,
0:35.0,,,111-111,,Portland full timeout
0:22.0,,,111-111,,D. Lillard misses 2-pt shot from 19 ft
0:20.0,Defensive rebound by S. Curry,,111-111,,
0:03.0,S. Curry misses 2-pt shot from 11 ft,,111-111,,
0:02.0,Offensive rebound by D. Green,,111-111,,
0:02.0,D. Green misses 2-pt shot from 1 ft,,111-111,,
0:00.0,Offensive rebound by Team,,111-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:39.0,,,111-111,,C. McCollum misses 2-pt shot from 16 ft
4:37.0,Defensive rebound by F. Ezeli,,111-111,,
4:27.0,S. Curry makes 2-pt shot from 11 ft,2,113-111,,
4:03.0,,,113-114,3,A. Aminu makes 3-pt shot from 24 ft (assist by D. Lillard)
3:49.0,D. Green misses 2-pt shot from 16 ft,,113-114,,
3:48.0,,,113-114,,Defensive rebound by A. Aminu
3:36.0,,,113-116,2,M. Plumlee makes 2-pt shot from 2 ft (assist by A. Aminu)
3:21.0,S. Curry makes 3-pt shot from 26 ft,3,116-116,,
3:06.0,Personal foul by S. Curry,,116-116,,
3:06.0,A. Iguodala enters the game for F. Ezeli,,116-116,,
2:56.0,,,116-118,2,C. McCollum makes 2-pt shot from 18 ft
2:44.0,H. Barnes misses 2-pt shot from 14 ft,,116-118,,
2:42.0,Offensive rebound by S. Curry,,116-118,,
2:40.0,S. Curry makes 2-pt shot from 1 ft,2,118-118,,
2:26.0,,,118-118,,Turnover by D. Lillard (lost ball; steal by D. Green)
2:21.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,120-118,,
1:58.0,,,120-118,,C. McCollum misses 2-pt shot from 21 ft
1:57.0,Defensive rebound by H. Barnes,,120-118,,
1:51.0,S. Curry makes 3-pt shot from 26 ft,3,123-118,,
1:51.0,,,123-118,,Portland full timeout
1:33.0,,,123-118,,Turnover by C. McCollum (lost ball; steal by D. Green)
1:29.0,H. Barnes makes 2-pt shot from 2 ft (assist by D. Green),2,125-118,,
1:18.0,,,125-118,,Shooting foul by K. Thompson (drawn by D. Lillard)
1:18.0,,,125-119,1,D. Lillard makes free throw 1 of 2
1:18.0,,,125-120,1,D. Lillard makes free throw 2 of 2
1:05.0,S. Curry makes 3-pt shot from 25 ft,3,128-120,,
1:05.0,,,128-120,,Portland full timeout
1:05.0,,,128-120,,B. Roberts enters the game for M. Plumlee
1:03.0,,,128-120,,D. Lillard misses 3-pt shot from 23 ft
1:02.0,Defensive rebound by D. Green,,128-120,,
0:53.0,S. Curry misses 2-pt shot from 2 ft (block by D. Lillard),,128-120,,
0:52.0,,,128-120,,Defensive rebound by Team
0:45.0,,,128-120,,D. Lillard misses 3-pt shot from 31 ft
0:44.0,Defensive rebound by Team,,128-120,,
0:31.0,K. Thompson makes 2-pt shot at rim,2,130-120,,
0:23.0,,,130-123,3,D. Lillard makes 3-pt shot from 26 ft
0:22.0,,,130-123,,Personal take foul by C. McCollum
0:19.0,,,130-123,,Personal foul by D. Lillard
0:19.0,S. Curry makes free throw 1 of 2,1,131-123,,
0:19.0,S. Curry makes free throw 2 of 2,1,132-123,,
0:13.0,,,132-125,2,D. Lillard makes 2-pt shot from 1 ft
0:00.0,End of 1st overtime,,,,End of 1st overtime
