time,Utah,pts.away,score,pts.home,Golden State
4:34.0,R. Hood misses 2-pt shot from 1 ft,,11-15,,
4:33.0,,,11-15,,Defensive rebound by D. Green
4:30.0,,,11-15,,Turnover by D. Green (bad pass)
4:12.0,G. Hayward misses 3-pt shot from 22 ft,,11-15,,
4:12.0,,,11-15,,Defensive rebound by S. Curry
4:05.0,,,11-15,,Turnover by S. Curry (lost ball; steal by T. Burke)
3:50.0,T. Burke misses 2-pt shot from 21 ft,,11-15,,
3:49.0,,,11-15,,Defensive rebound by A. Bogut
3:34.0,,,11-15,,Turnover by S. Curry (bad pass; steal by T. Burke)
3:29.0,Turnover by T. Burke (bad pass),,11-15,,
3:29.0,,,11-15,,F. Ezeli enters the game for A. Bogut
3:29.0,A. Burks enters the game for G. Hayward,,11-15,,
3:19.0,,,11-17,2,F. Ezeli makes 2-pt shot from 1 ft (assist by S. Curry)
2:56.0,A. Burks misses 2-pt shot from 20 ft,,11-17,,
2:55.0,,,11-17,,Defensive rebound by F. Ezeli
2:47.0,,,11-17,,D. Green misses 2-pt shot from 1 ft
2:46.0,Defensive rebound by T. Booker,,11-17,,
2:32.0,Turnover by A. Burks (lost ball; steal by A. Iguodala),,11-17,,
2:18.0,,,11-19,2,K. Thompson makes 2-pt shot from 12 ft
2:17.0,Utah full timeout,,11-19,,
2:17.0,,,11-19,,S. Livingston enters the game for K. Thompson
1:55.0,R. Hood misses 2-pt shot from 11 ft,,11-19,,
1:54.0,Offensive rebound by T. Booker,,11-19,,
1:53.0,Turnover by Team (shot clock),,11-19,,
1:40.0,,,11-19,,A. Iguodala misses 2-pt shot from 17 ft
1:40.0,Defensive rebound by Team,,11-19,,
1:40.0,J. Ingles enters the game for R. Hood,,11-19,,
1:21.0,Turnover by J. Ingles (bad pass; steal by A. Iguodala),,11-19,,
1:18.0,,,11-19,,Turnover by A. Iguodala (traveling)
1:18.0,J. Withey enters the game for D. Favors,,11-19,,
0:58.0,T. Burke makes 2-pt shot from 21 ft,2,13-19,,
0:52.0,,,13-19,,Turnover by S. Curry (bad pass; steal by J. Withey)
0:39.0,T. Burke misses 2-pt shot from 10 ft,,13-19,,
0:38.0,,,13-19,,Defensive rebound by F. Ezeli
0:29.0,,,13-21,2,S. Curry makes 2-pt shot from 10 ft
0:14.0,T. Burke misses 2-pt shot from 4 ft (block by F. Ezeli),,13-21,,
0:14.0,,,13-21,,Defensive rebound by Team
0:06.0,,,13-21,,Shooting foul by T. Booker (drawn by S. Curry)
0:06.0,,,13-22,1,S. Curry makes free throw 1 of 2
0:06.0,,,13-23,1,S. Curry makes free throw 2 of 2
0:01.0,A. Burks misses 2-pt shot from 9 ft (block by F. Ezeli),,13-23,,
0:00.0,,,13-23,,Defensive rebound by D. Green
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,13-26,3,A. Iguodala makes 3-pt shot from 22 ft (assist by S. Livingston)
11:28.0,T. Burke makes 3-pt shot from 24 ft (assist by J. Ingles),3,16-26,,
11:06.0,,,16-26,,F. Ezeli misses 2-pt shot from 11 ft
11:04.0,Defensive rebound by T. Booker,,16-26,,
10:46.0,A. Burks makes 2-pt shot at rim,2,18-26,,
10:26.0,,,18-26,,L. Barbosa misses 2-pt shot from 4 ft
10:26.0,,,18-26,,Offensive rebound by F. Ezeli
10:26.0,,,18-26,,F. Ezeli misses 2-pt shot at rim
10:25.0,Defensive rebound by J. Ingles,,18-26,,
10:14.0,,,18-26,,Personal foul by A. Iguodala (drawn by A. Burks)
10:08.0,T. Burke makes 2-pt shot from 19 ft (assist by J. Withey),2,20-26,,
9:55.0,,,20-26,,S. Livingston misses 2-pt shot from 15 ft
9:52.0,,,20-26,,Offensive rebound by Team
9:49.0,,,20-28,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Livingston)
9:29.0,A. Burks misses 2-pt shot from 3 ft (block by S. Livingston),,20-28,,
9:29.0,Offensive rebound by J. Withey,,20-28,,
9:29.0,Shooting foul by F. Ezeli (drawn by J. Withey),,20-28,,
9:29.0,J. Withey makes free throw 1 of 2,1,21-28,,
9:29.0,J. Withey makes free throw 2 of 2,1,22-28,,
9:16.0,,,22-30,2,L. Barbosa makes 2-pt shot from 14 ft (assist by F. Ezeli)
8:59.0,J. Withey makes 2-pt shot from 1 ft (assist by T. Burke),2,24-30,,
8:46.0,,,24-30,,Turnover by A. Iguodala (bad pass; steal by J. Ingles)
8:34.0,J. Ingles makes 3-pt shot from 26 ft (assist by J. Withey),3,27-30,,
8:32.0,,,27-30,,Golden State full timeout
8:32.0,D. Favors enters the game for T. Booker,,27-30,,
8:32.0,,,27-30,,K. Thompson enters the game for A. Iguodala
8:18.0,,,27-30,,F. Ezeli misses 2-pt shot from 2 ft
8:17.0,Defensive rebound by J. Ingles,,27-30,,
8:02.0,,,27-30,,Personal foul by L. Barbosa (drawn by J. Ingles)
7:51.0,Offensive foul by A. Burks,,27-30,,
7:51.0,Turnover by A. Burks (offensive foul),,27-30,,
7:51.0,G. Hayward enters the game for J. Ingles,,27-30,,
7:34.0,,,27-30,,K. Thompson misses 3-pt shot from 27 ft
7:34.0,Defensive rebound by J. Withey,,27-30,,
7:18.0,D. Favors misses 2-pt shot from 12 ft,,27-30,,
7:18.0,,,27-30,,Defensive rebound by L. Barbosa
7:08.0,,,27-30,,Shooting foul by J. Withey (drawn by F. Ezeli)
7:08.0,,,27-31,1,F. Ezeli makes free throw 1 of 2
7:08.0,,,27-31,,D. Green enters the game for J. McAdoo
7:08.0,J. Ingles enters the game for T. Burke,,27-31,,
7:08.0,R. Hood enters the game for A. Burks,,27-31,,
7:08.0,T. Booker enters the game for J. Withey,,27-31,,
7:08.0,,,27-32,1,F. Ezeli makes free throw 2 of 2
6:46.0,Turnover by R. Hood (bad pass; steal by F. Ezeli),,27-32,,
6:38.0,,,27-32,,D. Green misses 3-pt shot from 25 ft
6:36.0,Defensive rebound by Team,,27-32,,
6:36.0,,,27-32,,S. Curry enters the game for L. Barbosa
6:23.0,D. Favors misses 2-pt shot from 3 ft,,27-32,,
6:21.0,,,27-32,,Defensive rebound by S. Curry
6:12.0,,,27-35,3,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green)
5:59.0,Turnover by D. Favors (offensive foul),,27-35,,
5:59.0,Offensive foul by D. Favors,,27-35,,
5:59.0,Official timeout,,27-35,,
5:59.0,,,27-35,,A. Bogut enters the game for F. Ezeli
5:59.0,R. Neto enters the game for J. Ingles,,27-35,,
5:40.0,,,27-35,,S. Livingston misses 2-pt shot from 2 ft
5:39.0,,,27-35,,Offensive rebound by A. Bogut
5:39.0,,,27-37,2,A. Bogut makes 2-pt shot from 2 ft
5:19.0,D. Favors misses 2-pt shot from 2 ft,,27-37,,
5:19.0,,,27-37,,Defensive rebound by A. Bogut
5:07.0,,,27-39,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
4:58.0,Utah full timeout,,27-39,,
4:58.0,,,27-39,,A. Iguodala enters the game for S. Livingston
4:58.0,J. Withey enters the game for D. Favors,,27-39,,
4:39.0,T. Booker misses 3-pt shot from 23 ft,,27-39,,
4:39.0,,,27-39,,Defensive rebound by A. Bogut
4:31.0,,,27-41,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
4:05.0,G. Hayward makes 2-pt shot from 10 ft,2,29-41,,
3:48.0,,,29-41,,A. Bogut misses 2-pt shot from 5 ft
3:45.0,Defensive rebound by R. Neto,,29-41,,
3:25.0,R. Hood makes 2-pt shot from 7 ft,2,31-41,,
3:11.0,,,31-43,2,D. Green makes 2-pt shot at rim (assist by A. Bogut)
2:47.0,Shooting foul by S. Curry (drawn by J. Withey),,31-43,,
2:47.0,J. Withey makes free throw 1 of 2,1,32-43,,
2:47.0,T. Lyles enters the game for T. Booker,,32-43,,
2:47.0,J. Withey misses free throw 2 of 2,,32-43,,
2:45.0,Offensive rebound by G. Hayward,,32-43,,
2:42.0,G. Hayward makes 2-pt shot from 17 ft,2,34-43,,
2:18.0,,,34-43,,S. Curry misses 2-pt shot from 2 ft
2:18.0,Defensive rebound by J. Withey,,34-43,,
2:01.0,,,34-43,,Personal foul by A. Bogut (drawn by G. Hayward)
2:01.0,G. Hayward makes free throw 1 of 2,1,35-43,,
2:01.0,A. Burks enters the game for R. Neto,,35-43,,
2:01.0,G. Hayward makes free throw 2 of 2,1,36-43,,
1:47.0,,,36-45,2,A. Bogut makes 2-pt shot from 6 ft
1:19.0,A. Burks misses 2-pt shot from 11 ft,,36-45,,
1:18.0,,,36-45,,Defensive rebound by S. Curry
1:13.0,,,36-47,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
1:12.0,Utah full timeout,,36-47,,
0:52.0,J. Withey makes 2-pt shot at rim (assist by R. Hood),2,38-47,,
0:31.0,,,38-47,,D. Green misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by J. Withey,,38-47,,
0:17.0,T. Lyles misses 2-pt shot from 13 ft,,38-47,,
0:16.0,,,38-47,,Defensive rebound by A. Bogut
0:03.0,,,38-47,,S. Curry misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by R. Hood,,38-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,38-47,,K. Thompson misses 3-pt shot from 23 ft
11:42.0,Defensive rebound by T. Lyles,,38-47,,
11:22.0,Shooting foul by S. Curry (drawn by D. Favors),,38-47,,
11:22.0,D. Favors makes free throw 1 of 2,1,39-47,,
11:22.0,D. Favors makes free throw 2 of 2,1,40-47,,
11:08.0,,,40-47,,D. Green misses 2-pt shot from 16 ft
11:07.0,Defensive rebound by R. Neto,,40-47,,
10:45.0,D. Favors misses 2-pt shot from 13 ft,,40-47,,
10:45.0,,,40-47,,Defensive rebound by A. Bogut
10:33.0,,,40-47,,D. Green misses 2-pt shot from 1 ft
10:33.0,Defensive rebound by Team,,40-47,,
10:20.0,Shooting foul by A. Bogut (drawn by G. Hayward),,40-47,,
10:20.0,G. Hayward makes free throw 1 of 2,1,41-47,,
10:20.0,G. Hayward makes free throw 2 of 2,1,42-47,,
9:59.0,,,42-49,2,K. Thompson makes 2-pt shot from 2 ft (assist by A. Bogut)
9:59.0,,,42-49,,Shooting foul by R. Neto (drawn by K. Thompson)
9:59.0,,,42-50,1,K. Thompson makes free throw 1 of 1
9:43.0,G. Hayward misses 2-pt shot from 19 ft,,42-50,,
9:43.0,,,42-50,,Defensive rebound by D. Green
9:27.0,,,42-50,,Turnover by B. Rush (bad pass; steal by R. Neto)
9:21.0,G. Hayward misses 2-pt shot from 1 ft,,42-50,,
9:20.0,,,42-50,,Defensive rebound by A. Bogut
9:18.0,,,42-50,,Turnover by A. Bogut (bad pass; steal by R. Hood)
9:06.0,R. Neto makes 2-pt shot from 15 ft,2,44-50,,
8:55.0,,,44-53,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Bogut)
8:40.0,Turnover by D. Favors (traveling),,44-53,,
8:40.0,T. Burke enters the game for R. Neto,,44-53,,
8:40.0,T. Booker enters the game for T. Lyles,,44-53,,
8:29.0,,,44-53,,A. Bogut misses 2-pt shot from 4 ft
8:29.0,,,44-53,,Offensive rebound by Team
8:29.0,Loose ball foul by D. Favors (drawn by D. Green),,44-53,,
8:22.0,,,44-55,2,S. Curry makes 2-pt shot from 20 ft
8:07.0,G. Hayward misses 3-pt shot from 25 ft,,44-55,,
8:06.0,Offensive rebound by D. Favors,,44-55,,
8:00.0,R. Hood misses 3-pt shot from 25 ft,,44-55,,
7:59.0,,,44-55,,Defensive rebound by A. Bogut
7:49.0,,,44-55,,K. Thompson misses 2-pt shot at rim
7:49.0,Defensive rebound by T. Booker,,44-55,,
7:36.0,T. Burke makes 2-pt shot at rim,2,46-55,,
7:27.0,Personal foul by G. Hayward (drawn by K. Thompson),,46-55,,
7:20.0,,,46-57,2,A. Bogut makes 2-pt shot from 1 ft (assist by S. Curry)
6:56.0,Turnover by T. Booker (lost ball; steal by B. Rush),,46-57,,
6:47.0,,,46-57,,K. Thompson misses 3-pt shot from 24 ft
6:46.0,Defensive rebound by T. Booker,,46-57,,
6:32.0,D. Favors makes 2-pt shot from 16 ft (assist by T. Burke),2,48-57,,
6:18.0,,,48-57,,K. Thompson misses 2-pt shot from 2 ft (block by D. Favors)
6:17.0,Defensive rebound by G. Hayward,,48-57,,
6:08.0,Turnover by T. Booker (lost ball; steal by S. Curry),,48-57,,
5:54.0,,,48-57,,B. Rush misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by R. Hood,,48-57,,
5:39.0,T. Burke misses 3-pt shot from 27 ft,,48-57,,
5:39.0,Offensive rebound by G. Hayward,,48-57,,
5:34.0,Shooting foul by D. Green (drawn by D. Favors),,48-57,,
5:34.0,,,48-57,,Golden State full timeout
5:34.0,,,48-57,,A. Iguodala enters the game for B. Rush
5:34.0,,,48-57,,L. Barbosa enters the game for K. Thompson
5:34.0,J. Ingles enters the game for T. Booker,,48-57,,
5:34.0,D. Favors misses free throw 1 of 2,,48-57,,
5:34.0,Offensive rebound by Team,,48-57,,
5:34.0,D. Favors makes free throw 2 of 2,1,49-57,,
5:13.0,,,49-57,,L. Barbosa misses 2-pt shot from 4 ft
5:12.0,,,49-57,,Offensive rebound by A. Bogut
5:12.0,,,49-59,2,A. Bogut makes 2-pt shot from 2 ft
4:51.0,G. Hayward misses 3-pt shot from 24 ft,,49-59,,
4:50.0,,,49-59,,Defensive rebound by A. Iguodala
4:38.0,,,49-59,,Turnover by D. Green (bad pass)
4:38.0,,,49-59,,I. Clark enters the game for A. Bogut
4:38.0,A. Burks enters the game for R. Hood,,49-59,,
4:27.0,Turnover by D. Favors (lost ball),,49-59,,
4:15.0,,,49-59,,S. Curry misses 3-pt shot from 27 ft
4:13.0,,,49-59,,Offensive rebound by D. Green
4:09.0,,,49-59,,D. Green misses 2-pt shot from 1 ft
4:08.0,Defensive rebound by J. Ingles,,49-59,,
3:58.0,Offensive foul by J. Ingles,,49-59,,
3:58.0,Turnover by J. Ingles (offensive foul),,49-59,,
3:46.0,,,49-59,,S. Curry misses 3-pt shot from 23 ft
3:44.0,Defensive rebound by G. Hayward,,49-59,,
3:39.0,Turnover by G. Hayward (lost ball; steal by S. Curry),,49-59,,
3:26.0,,,49-61,2,A. Iguodala makes 2-pt shot from 3 ft (assist by S. Curry)
3:06.0,G. Hayward misses 3-pt shot from 23 ft,,49-61,,
3:06.0,,,49-61,,Defensive rebound by D. Green
3:01.0,,,49-61,,Shooting foul by D. Favors (drawn by A. Iguodala)
3:01.0,,,49-62,1,A. Iguodala makes free throw 1 of 2
3:01.0,T. Booker enters the game for D. Favors,,49-62,,
3:01.0,,,49-63,1,A. Iguodala makes free throw 2 of 2
2:43.0,A. Burks misses 2-pt shot from 4 ft (block by D. Green),,49-63,,
2:42.0,,,49-63,,Defensive rebound by L. Barbosa
2:40.0,,,49-65,2,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Curry)
2:40.0,Utah full timeout,,49-65,,
2:40.0,T. Lyles enters the game for G. Hayward,,49-65,,
2:40.0,R. Hood enters the game for T. Booker,,49-65,,
2:26.0,T. Burke misses 3-pt shot from 25 ft,,49-65,,
2:25.0,Offensive rebound by T. Lyles,,49-65,,
2:19.0,R. Hood makes 2-pt shot from 7 ft,2,51-65,,
2:04.0,,,51-65,,S. Curry misses 3-pt shot from 24 ft
2:03.0,Defensive rebound by Team,,51-65,,
1:42.0,T. Burke makes 2-pt shot from 1 ft,2,53-65,,
1:32.0,,,53-65,,Shooting foul by R. Hood (drawn by S. Curry)
1:32.0,,,53-66,1,S. Curry makes free throw 1 of 2
1:32.0,,,53-67,1,S. Curry makes free throw 2 of 2
1:20.0,R. Hood makes 3-pt shot from 26 ft (assist by A. Burks),3,56-67,,
1:09.0,,,56-67,,S. Curry misses 2-pt shot from 3 ft (block by T. Burke)
1:08.0,,,56-67,,Offensive rebound by S. Curry
1:02.0,,,56-69,2,I. Clark makes 2-pt shot from 20 ft (assist by S. Curry)
0:44.0,Turnover by T. Lyles (offensive foul),,56-69,,
0:44.0,Offensive foul by T. Lyles,,56-69,,
0:44.0,,,56-69,,S. Livingston enters the game for S. Curry
0:32.0,,,56-71,2,I. Clark makes 2-pt shot from 17 ft (assist by S. Livingston)
0:12.0,T. Burke makes 2-pt shot from 18 ft,2,58-71,,
0:06.0,,,58-73,2,D. Green makes 2-pt shot from 12 ft
0:01.0,T. Burke misses 3-pt shot from 27 ft,,58-73,,
0:00.0,Offensive rebound by Team,,58-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,D. Favors makes 2-pt shot from 1 ft,2,60-73,,
11:20.0,,,60-73,,Turnover by I. Clark (bad pass)
11:09.0,,,60-73,,Personal foul by F. Ezeli (drawn by D. Favors)
11:09.0,,,60-73,,K. Thompson enters the game for I. Clark
11:02.0,D. Favors misses 2-pt shot from 10 ft,,60-73,,
11:02.0,,,60-73,,Defensive rebound by F. Ezeli
10:51.0,,,60-75,2,S. Livingston makes 2-pt shot from 14 ft (assist by K. Thompson)
10:38.0,Turnover by T. Burke (lost ball; steal by L. Barbosa),,60-75,,
10:33.0,,,60-77,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Livingston)
10:17.0,A. Burks makes 2-pt shot from 2 ft,2,62-77,,
10:04.0,,,62-77,,F. Ezeli misses 2-pt shot from 8 ft
10:04.0,Defensive rebound by A. Burks,,62-77,,
9:54.0,A. Burks misses 2-pt shot from 3 ft,,62-77,,
9:54.0,Offensive rebound by D. Favors,,62-77,,
9:49.0,J. Ingles makes 3-pt shot from 26 ft (assist by D. Favors),3,65-77,,
9:37.0,,,65-77,,K. Thompson misses 2-pt shot from 10 ft
9:33.0,Defensive rebound by R. Hood,,65-77,,
9:25.0,D. Favors misses 2-pt shot from 5 ft (block by F. Ezeli),,65-77,,
9:23.0,Offensive rebound by D. Favors,,65-77,,
9:14.0,D. Favors makes 2-pt shot from 2 ft,2,67-77,,
8:51.0,,,67-77,,Turnover by F. Ezeli (bad pass; steal by J. Ingles)
8:45.0,Turnover by R. Hood (bad pass; steal by L. Barbosa),,67-77,,
8:42.0,,,67-77,,Shooting foul by R. Hood (drawn by K. Thompson)
8:42.0,Official timeout,,67-77,,
8:42.0,G. Hayward enters the game for T. Burke,,67-77,,
8:42.0,,,67-77,,D. Green enters the game for L. Barbosa
8:42.0,,,67-78,1,K. Thompson makes free throw 1 of 2
8:42.0,,,67-79,1,K. Thompson makes free throw 2 of 2
8:29.0,G. Hayward misses 2-pt shot from 14 ft,,67-79,,
8:28.0,,,67-79,,Defensive rebound by D. Green
8:18.0,,,67-81,2,F. Ezeli makes 2-pt shot from 1 ft (assist by D. Green)
8:01.0,A. Burks misses 2-pt shot from 4 ft (block by F. Ezeli),,67-81,,
8:00.0,,,67-81,,Defensive rebound by S. Livingston
7:55.0,,,67-81,,S. Livingston misses 2-pt shot from 10 ft
7:53.0,Defensive rebound by A. Burks,,67-81,,
7:42.0,J. Ingles misses 2-pt shot from 4 ft,,67-81,,
7:42.0,Offensive rebound by D. Favors,,67-81,,
7:35.0,D. Favors makes 2-pt shot from 1 ft,2,69-81,,
7:11.0,,,69-81,,S. Livingston misses 2-pt shot from 2 ft (block by D. Favors)
7:10.0,Defensive rebound by D. Favors,,69-81,,
7:05.0,A. Burks makes 2-pt shot from 1 ft (assist by J. Ingles),2,71-81,,
6:53.0,,,71-81,,Turnover by F. Ezeli (lost ball; steal by J. Ingles)
6:30.0,G. Hayward misses 2-pt shot from 14 ft,,71-81,,
6:30.0,,,71-81,,Defensive rebound by D. Green
6:26.0,,,71-81,,Shooting foul by R. Hood (drawn by K. Thompson)
6:26.0,,,71-82,1,K. Thompson makes free throw 1 of 2
6:26.0,,,71-82,,A. Bogut enters the game for F. Ezeli
6:26.0,,,71-82,,S. Curry enters the game for A. Iguodala
6:26.0,T. Booker enters the game for J. Ingles,,71-82,,
6:26.0,,,71-83,1,K. Thompson makes free throw 2 of 2
6:12.0,D. Favors makes 2-pt shot from 6 ft,2,73-83,,
5:53.0,,,73-86,3,S. Curry makes 3-pt shot from 24 ft (assist by D. Green)
5:43.0,A. Burks makes 3-pt shot from 25 ft,3,76-86,,
5:35.0,,,76-88,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
5:35.0,,,76-88,,Shooting foul by D. Favors (drawn by S. Livingston)
5:35.0,,,76-88,,Golden State full timeout
5:35.0,,,76-89,1,S. Livingston makes free throw 1 of 1
5:20.0,D. Favors misses 2-pt shot from 14 ft,,76-89,,
5:20.0,,,76-89,,Defensive rebound by D. Green
5:06.0,Personal foul by T. Booker (drawn by D. Green),,76-89,,
4:54.0,,,76-89,,D. Green misses 2-pt shot from 11 ft
4:53.0,Defensive rebound by D. Favors,,76-89,,
4:52.0,,,76-89,,Personal foul by S. Livingston (drawn by A. Burks)
4:52.0,T. Burke enters the game for T. Booker,,76-89,,
4:38.0,Shooting foul by S. Livingston (drawn by A. Burks),,76-89,,
4:38.0,A. Burks makes free throw 1 of 2,1,77-89,,
4:38.0,A. Burks makes free throw 2 of 2,1,78-89,,
4:34.0,Personal foul by T. Burke (drawn by A. Bogut),,78-89,,
4:34.0,,,78-90,1,A. Bogut makes free throw 1 of 2
4:34.0,,,78-91,1,A. Bogut makes free throw 2 of 2
4:24.0,T. Burke misses 3-pt shot from 24 ft,,78-91,,
4:23.0,,,78-91,,Defensive rebound by K. Thompson
4:07.0,,,78-93,2,S. Livingston makes 2-pt shot from 7 ft
3:54.0,D. Favors misses 2-pt shot from 8 ft,,78-93,,
3:54.0,,,78-93,,Defensive rebound by S. Curry
3:47.0,,,78-95,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
3:47.0,Utah full timeout,,78-95,,
3:47.0,,,78-95,,A. Iguodala enters the game for S. Livingston
3:37.0,Turnover by R. Hood (lost ball),,78-95,,
3:18.0,,,78-98,3,D. Green makes 3-pt shot from 24 ft (assist by A. Bogut)
2:53.0,R. Hood makes 3-pt shot from 24 ft (assist by T. Burke),3,81-98,,
2:32.0,,,81-98,,A. Iguodala misses 2-pt shot from 15 ft
2:30.0,Defensive rebound by A. Burks,,81-98,,
2:23.0,A. Burks makes 2-pt shot from 1 ft,2,83-98,,
2:07.0,,,83-98,,Turnover by A. Iguodala (bad pass)
2:05.0,,,83-98,,J. McAdoo enters the game for D. Green
2:05.0,,,83-98,,I. Clark enters the game for S. Curry
2:05.0,R. Neto enters the game for G. Hayward,,83-98,,
2:05.0,J. Withey enters the game for D. Favors,,83-98,,
2:05.0,J. Ingles enters the game for R. Hood,,83-98,,
1:47.0,T. Burke misses 2-pt shot from 17 ft,,83-98,,
1:47.0,,,83-98,,Defensive rebound by J. McAdoo
1:25.0,,,83-98,,K. Thompson misses 2-pt shot from 5 ft
1:24.0,,,83-98,,Offensive rebound by Team
1:24.0,,,83-98,,B. Rush enters the game for A. Bogut
1:24.0,,,83-98,,L. Barbosa enters the game for K. Thompson
1:13.0,,,83-100,2,A. Iguodala makes 2-pt shot from 19 ft
1:01.0,J. Withey makes 2-pt shot from 2 ft (assist by J. Ingles),2,85-100,,
0:41.0,,,85-103,3,I. Clark makes 3-pt shot from 22 ft (assist by L. Barbosa)
0:27.0,J. Ingles misses 3-pt shot from 26 ft,,85-103,,
0:26.0,,,85-103,,Defensive rebound by B. Rush
0:03.0,,,85-103,,Turnover by Team (shot clock)
