time,Washington,pts.away,score,pts.home,Brooklyn
4:44.0,,,100-84,,Turnover by B. Bogdanovic (bad pass; steal by J. Dudley)
4:40.0,J. Wall makes 2-pt shot from 1 ft (assist by R. Sessions),2,102-84,,
4:28.0,,,102-86,2,J. Jack makes 2-pt shot from 19 ft
4:10.0,J. Eddie makes 3-pt shot from 22 ft (assist by M. Gortat),3,105-86,,
3:48.0,,,105-86,,J. Jack misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by J. Eddie,,105-86,,
3:26.0,Turnover by R. Sessions (lost ball; steal by T. Young),,105-86,,
3:26.0,Jump ball: R. Sessions vs. T. Young (B. Bogdanovic gains possession),,,,Jump ball: R. Sessions vs. T. Young (B. Bogdanovic gains possession)
3:18.0,,,105-88,2,B. Lopez makes 2-pt shot from 2 ft (assist by J. Jack)
3:18.0,,,105-88,,Shooting foul by M. Gortat (drawn by B. Lopez)
3:18.0,,,105-88,,B. Lopez misses free throw 1 of 1
3:17.0,Defensive rebound by J. Eddie,,105-88,,
3:00.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,107-88,,
2:51.0,,,107-88,,Offensive foul by J. Jack
2:51.0,,,107-88,,Turnover by J. Jack (offensive foul)
2:51.0,Washington full timeout,,107-88,,
2:51.0,,,107-88,,Technical foul by J. Jack
2:51.0,,,107-88,,W. Reed enters the game for B. Lopez
2:51.0,,,107-88,,D. Sloan enters the game for J. Johnson
2:51.0,,,107-88,,S. Karasev enters the game for J. Jack
2:51.0,,,107-88,,M. Brown enters the game for T. Young
2:51.0,,,107-88,,T. Robinson enters the game for B. Bogdanovic
2:51.0,J. Wall misses technical free throw,,107-88,,
2:51.0,Offensive rebound by Team,,107-88,,
2:37.0,Shooting foul by M. Brown (drawn by J. Wall),,107-88,,
2:37.0,J. Wall makes free throw 1 of 2,1,108-88,,
2:37.0,J. Wall makes free throw 2 of 2,1,109-88,,
2:36.0,Personal take foul by J. Dudley (drawn by D. Sloan),,109-88,,
2:36.0,K. Oubre enters the game for J. Wall,,109-88,,
2:36.0,K. Humphries enters the game for M. Gortat,,109-88,,
2:36.0,D. Blair enters the game for J. Dudley,,109-88,,
2:22.0,,,109-88,,Shooting foul by D. Blair (drawn by W. Reed)
2:22.0,,,109-88,,W. Reed misses free throw 1 of 2
2:22.0,,,109-88,,Offensive rebound by Team
2:22.0,,,109-88,,W. Reed misses free throw 2 of 2
2:21.0,Defensive rebound by D. Blair,,109-88,,
2:09.0,D. Blair misses 2-pt shot from 14 ft,,109-88,,
2:08.0,,,109-88,,Defensive rebound by S. Karasev
1:55.0,,,109-90,2,W. Reed makes 2-pt shot from 2 ft (assist by D. Sloan)
1:42.0,R. Sessions misses 2-pt shot from 2 ft (block by W. Reed),,109-90,,
1:40.0,,,109-90,,Defensive rebound by D. Sloan
1:33.0,,,109-92,2,S. Karasev makes 2-pt shot from 13 ft
1:19.0,K. Oubre misses 3-pt shot from 23 ft,,109-92,,
1:18.0,,,109-92,,Defensive rebound by S. Karasev
1:08.0,,,109-92,,Turnover by M. Brown (bad pass; steal by R. Sessions)
0:52.0,D. Blair makes 2-pt shot from 1 ft (assist by R. Sessions),2,111-92,,
0:41.0,Jump ball: M. Brown vs. K. Oubre (D. Sloan gains possession),,,,Jump ball: M. Brown vs. K. Oubre (D. Sloan gains possession)
0:36.0,,,111-95,3,M. Brown makes 3-pt shot from 24 ft (assist by D. Sloan)
0:25.0,J. Eddie misses 2-pt shot from 18 ft,,111-95,,
0:24.0,,,111-95,,Defensive rebound by M. Brown
0:19.0,,,111-95,,Shooting foul by D. Blair (drawn by D. Sloan)
0:19.0,,,111-96,1,D. Sloan makes free throw 1 of 2
0:19.0,,,111-96,,D. Sloan misses free throw 2 of 2
0:18.0,Defensive rebound by K. Humphries,,111-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
