time,Dallas,pts.away,score,pts.home,Portland
1:43.0,C. Villanueva enters the game for Z. Pachulia,,89-96,,
1:32.0,D. Williams misses 2-pt shot from 19 ft,,89-96,,
1:30.0,Offensive rebound by W. Matthews,,89-96,,
1:26.0,D. Nowitzki misses 3-pt shot from 22 ft,,89-96,,
1:25.0,Offensive rebound by Team,,89-96,,
1:22.0,C. Villanueva misses 3-pt shot from 24 ft,,89-96,,
1:20.0,Offensive rebound by D. Nowitzki,,89-96,,
1:20.0,D. Nowitzki misses 2-pt shot from 1 ft,,89-96,,
1:20.0,Offensive rebound by W. Matthews,,89-96,,
1:19.0,W. Matthews makes 2-pt shot from 1 ft,2,91-96,,
0:56.0,,,91-96,,C. McCollum misses 2-pt shot from 13 ft (block by D. Williams)
0:56.0,,,91-96,,Offensive rebound by Team
0:56.0,,,91-96,,Turnover by Team (shot clock)
0:49.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews),3,94-96,,
0:27.0,,,94-96,,D. Lillard misses 2-pt shot from 16 ft (block by D. Williams)
0:25.0,Defensive rebound by D. Nowitzki,,94-96,,
0:07.0,C. Villanueva misses 3-pt shot from 23 ft,,94-96,,
0:06.0,Offensive rebound by D. Nowitzki,,94-96,,
0:06.0,D. Nowitzki makes 2-pt shot at rim,2,96-96,,
0:06.0,,,96-96,,Portland full timeout
0:06.0,D. Powell enters the game for D. Nowitzki,,96-96,,
0:06.0,D. Harris enters the game for C. Villanueva,,96-96,,
0:00.0,,,96-96,,D. Lillard misses 3-pt shot from 28 ft
0:00.0,,,96-96,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,,,96-96,,Personal foul by C. McCollum (drawn by D. Nowitzki)
4:30.0,D. Williams makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,98-96,,
4:11.0,,,98-96,,D. Lillard misses 3-pt shot from 23 ft
4:11.0,Defensive rebound by Z. Pachulia,,98-96,,
3:51.0,R. Felton misses 2-pt shot from 20 ft,,98-96,,
3:50.0,,,98-96,,Defensive rebound by D. Lillard
3:39.0,,,98-96,,C. McCollum misses 3-pt shot from 23 ft
3:38.0,Defensive rebound by D. Williams,,98-96,,
3:19.0,D. Williams makes 2-pt shot from 7 ft (assist by D. Nowitzki),2,100-96,,
3:19.0,Shooting foul by M. Leonard (drawn by D. Williams),,100-96,,
3:19.0,D. Williams makes free throw 1 of 1,1,101-96,,
3:10.0,,,101-99,3,C. McCollum makes 3-pt shot from 23 ft (assist by D. Lillard)
2:45.0,D. Nowitzki makes 2-pt shot from 12 ft (assist by D. Williams),2,103-99,,
2:20.0,,,103-99,,A. Crabbe misses 2-pt shot from 16 ft
2:18.0,,,103-99,,Offensive rebound by E. Davis
2:03.0,,,103-99,,M. Leonard misses 3-pt shot from 22 ft
2:01.0,Jump ball: D. Lillard vs. D. Williams (A. Crabbe gains possession),,,,Jump ball: D. Lillard vs. D. Williams (A. Crabbe gains possession)
2:01.0,,,103-99,,Offensive rebound by Team
1:48.0,,,103-99,,D. Lillard misses 2-pt shot from 2 ft (block by Z. Pachulia)
1:48.0,,,103-99,,Offensive rebound by Team
1:48.0,Personal foul by Z. Pachulia (drawn by E. Davis),,103-99,,
1:40.0,,,103-99,,C. McCollum misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by D. Nowitzki,,103-99,,
1:20.0,D. Nowitzki makes 2-pt shot from 12 ft,2,105-99,,
1:20.0,,,105-99,,Portland full timeout
1:20.0,D. Powell enters the game for D. Nowitzki,,105-99,,
1:17.0,,,105-101,2,E. Davis makes 2-pt shot from 2 ft (assist by C. McCollum)
1:17.0,Dallas full timeout,,105-101,,
1:17.0,D. Nowitzki enters the game for D. Powell,,105-101,,
1:06.0,D. Nowitzki misses 2-pt shot from 20 ft,,105-101,,
1:06.0,,,105-101,,Defensive rebound by A. Crabbe
1:00.0,,,105-101,,Turnover by D. Lillard (bad pass)
0:41.0,D. Williams makes 3-pt shot from 25 ft,3,108-101,,
0:41.0,,,108-101,,Portland full timeout
0:41.0,,,108-101,,G. Henderson enters the game for E. Davis
0:41.0,D. Harris enters the game for D. Nowitzki,,108-101,,
0:36.0,,,108-103,2,D. Lillard makes 2-pt shot from 1 ft (assist by M. Leonard)
0:35.0,,,108-103,,Personal take foul by D. Lillard (drawn by R. Felton)
0:35.0,D. Nowitzki enters the game for Z. Pachulia,,108-103,,
0:31.0,,,108-103,,Personal take foul by D. Lillard (drawn by D. Williams)
0:31.0,D. Williams makes free throw 1 of 2,1,109-103,,
0:31.0,D. Powell enters the game for D. Nowitzki,,109-103,,
0:31.0,D. Williams misses free throw 2 of 2,,109-103,,
0:31.0,Offensive rebound by D. Williams,,109-103,,
0:25.0,,,109-103,,Personal take foul by M. Leonard (drawn by W. Matthews)
0:25.0,W. Matthews makes free throw 1 of 2,1,110-103,,
0:25.0,W. Matthews makes free throw 2 of 2,1,111-103,,
0:19.0,,,111-105,2,D. Lillard makes 2-pt shot from 1 ft
0:18.0,,,111-105,,Personal take foul by G. Henderson (drawn by W. Matthews)
0:18.0,W. Matthews misses free throw 1 of 2,,111-105,,
0:18.0,Offensive rebound by Team,,111-105,,
0:18.0,W. Matthews makes free throw 2 of 2,1,112-105,,
0:13.0,,,112-107,2,D. Lillard makes 2-pt shot at rim (assist by G. Henderson)
0:11.0,,,112-107,,Personal take foul by M. Leonard (drawn by R. Felton)
0:11.0,,,112-107,,E. Davis enters the game for M. Leonard
0:11.0,R. Felton misses free throw 1 of 2,,112-107,,
0:11.0,Offensive rebound by Team,,112-107,,
0:11.0,R. Felton makes free throw 2 of 2,1,113-107,,
0:06.0,,,113-109,2,G. Henderson makes 2-pt shot from 1 ft (assist by D. Lillard)
0:05.0,,,113-109,,Personal take foul by D. Lillard (drawn by R. Felton)
0:05.0,R. Felton makes free throw 1 of 2,1,114-109,,
0:05.0,R. Felton makes free throw 2 of 2,1,115-109,,
0:00.0,,,115-112,3,D. Lillard makes 3-pt shot from 31 ft
0:00.0,End of 1st overtime,,,,End of 1st overtime
